ar_fg;val;kod_2018;namn_2018;parti;roster_2018;roster_fgval
2014;rd;14800000;Uppsamlingsdistrikt;M;2892;3257
2014;rd;14800000;Uppsamlingsdistrikt;C;1107;470
2014;rd;14800000;Uppsamlingsdistrikt;L;971;779
2014;rd;14800000;Uppsamlingsdistrikt;KD;678;412
2014;rd;14800000;Uppsamlingsdistrikt;S;2675;2154
2014;rd;14800000;Uppsamlingsdistrikt;V;1747;946
2014;rd;14800000;Uppsamlingsdistrikt;MP;1235;1567
2014;rd;14800000;Uppsamlingsdistrikt;SD;1637;877
2014;rd;14800000;Uppsamlingsdistrikt;FI;166;999
2014;rd;14800000;Uppsamlingsdistrikt;PP;30;92
2014;rd;14800000;Uppsamlingsdistrikt;DJUP;10;18
2014;rd;14800000;Uppsamlingsdistrikt;ENH;6;10
2014;rd;14800000;Uppsamlingsdistrikt;KRVP;6;7
2014;rd;14800000;Uppsamlingsdistrikt;KLP;5;4
2014;rd;14800000;Uppsamlingsdistrikt;LPO;2;1
2014;rd;14800000;Uppsamlingsdistrikt;SKP;0;3
2014;rd;14800000;Uppsamlingsdistrikt;HANDSKRIVNA;3;39
2014;rd;14800000;Uppsamlingsdistrikt;ÖVRIGA_FGVAL;0;19
2014;rd;14800000;Uppsamlingsdistrikt;BLANK;87;113
2014;rd;14800000;Uppsamlingsdistrikt;OG;25;20
2014;rd;14801032;Majorna-Linné, Godhem;M;93;122
2014;rd;14801032;Majorna-Linné, Godhem;C;55;31
2014;rd;14801032;Majorna-Linné, Godhem;L;65;63
2014;rd;14801032;Majorna-Linné, Godhem;KD;36;31
2014;rd;14801032;Majorna-Linné, Godhem;S;222;180
2014;rd;14801032;Majorna-Linné, Godhem;V;342;212
2014;rd;14801032;Majorna-Linné, Godhem;MP;114;146
2014;rd;14801032;Majorna-Linné, Godhem;SD;85;56
2014;rd;14801032;Majorna-Linné, Godhem;FI;16;145
2014;rd;14801032;Majorna-Linné, Godhem;ENH;2;3
2014;rd;14801032;Majorna-Linné, Godhem;PP;2;6
2014;rd;14801032;Majorna-Linné, Godhem;DJUP;0;2
2014;rd;14801032;Majorna-Linné, Godhem;KRVP;0;1
2014;rd;14801032;Majorna-Linné, Godhem;HANDSKRIVNA;0;2
2014;rd;14801032;Majorna-Linné, Godhem;ÖVRIGA_FGVAL;0;1
2014;rd;14801032;Majorna-Linné, Godhem;BLANK;9;6
2014;rd;14801032;Majorna-Linné, Godhem;OG;1;0
2014;rd;14801042;Majorna-Linné, Gatenhielmska;M;104;123
2014;rd;14801042;Majorna-Linné, Gatenhielmska;C;56;28
2014;rd;14801042;Majorna-Linné, Gatenhielmska;L;42;54
2014;rd;14801042;Majorna-Linné, Gatenhielmska;KD;32;20
2014;rd;14801042;Majorna-Linné, Gatenhielmska;S;230;201
2014;rd;14801042;Majorna-Linné, Gatenhielmska;V;325;200
2014;rd;14801042;Majorna-Linné, Gatenhielmska;MP;118;169
2014;rd;14801042;Majorna-Linné, Gatenhielmska;SD;113;66
2014;rd;14801042;Majorna-Linné, Gatenhielmska;FI;18;196
2014;rd;14801042;Majorna-Linné, Gatenhielmska;ENH;2;2
2014;rd;14801042;Majorna-Linné, Gatenhielmska;PP;2;6
2014;rd;14801042;Majorna-Linné, Gatenhielmska;HANDSKRIVNA;0;3
2014;rd;14801042;Majorna-Linné, Gatenhielmska;ÖVRIGA_FGVAL;0;2
2014;rd;14801042;Majorna-Linné, Gatenhielmska;BLANK;7;6
2014;rd;14801042;Majorna-Linné, Gatenhielmska;OG;0;0
2014;rd;14801053;Majorna-Linné, Masthuggstorget;M;228;284
2014;rd;14801053;Majorna-Linné, Masthuggstorget;C;76;56
2014;rd;14801053;Majorna-Linné, Masthuggstorget;L;100;92
2014;rd;14801053;Majorna-Linné, Masthuggstorget;KD;34;31
2014;rd;14801053;Majorna-Linné, Masthuggstorget;S;212;182
2014;rd;14801053;Majorna-Linné, Masthuggstorget;V;138;105
2014;rd;14801053;Majorna-Linné, Masthuggstorget;MP;73;117
2014;rd;14801053;Majorna-Linné, Masthuggstorget;SD;129;77
2014;rd;14801053;Majorna-Linné, Masthuggstorget;FI;11;95
2014;rd;14801053;Majorna-Linné, Masthuggstorget;DJUP;2;1
2014;rd;14801053;Majorna-Linné, Masthuggstorget;PP;2;5
2014;rd;14801053;Majorna-Linné, Masthuggstorget;KLP;0;1
2014;rd;14801053;Majorna-Linné, Masthuggstorget;HANDSKRIVNA;0;2
2014;rd;14801053;Majorna-Linné, Masthuggstorget;BLANK;8;9
2014;rd;14801053;Majorna-Linné, Masthuggstorget;OG;0;0
2014;rd;14801056;Majorna-Linné, Slottsskogen;M;149;168
2014;rd;14801056;Majorna-Linné, Slottsskogen;C;61;24
2014;rd;14801056;Majorna-Linné, Slottsskogen;L;77;73
2014;rd;14801056;Majorna-Linné, Slottsskogen;KD;26;32
2014;rd;14801056;Majorna-Linné, Slottsskogen;S;208;177
2014;rd;14801056;Majorna-Linné, Slottsskogen;V;186;130
2014;rd;14801056;Majorna-Linné, Slottsskogen;MP;75;104
2014;rd;14801056;Majorna-Linné, Slottsskogen;SD;100;79
2014;rd;14801056;Majorna-Linné, Slottsskogen;FI;11;89
2014;rd;14801056;Majorna-Linné, Slottsskogen;PP;2;4
2014;rd;14801056;Majorna-Linné, Slottsskogen;ENH;1;4
2014;rd;14801056;Majorna-Linné, Slottsskogen;HANDSKRIVNA;0;5
2014;rd;14801056;Majorna-Linné, Slottsskogen;ÖVRIGA_FGVAL;0;2
2014;rd;14801056;Majorna-Linné, Slottsskogen;BLANK;6;6
2014;rd;14801056;Majorna-Linné, Slottsskogen;OG;0;0
2014;rd;14801058;Majorna-Linné, Vegastaden;M;180;217
2014;rd;14801058;Majorna-Linné, Vegastaden;C;83;35
2014;rd;14801058;Majorna-Linné, Vegastaden;L;90;69
2014;rd;14801058;Majorna-Linné, Vegastaden;KD;45;31
2014;rd;14801058;Majorna-Linné, Vegastaden;S;216;179
2014;rd;14801058;Majorna-Linné, Vegastaden;V;253;169
2014;rd;14801058;Majorna-Linné, Vegastaden;MP;102;133
2014;rd;14801058;Majorna-Linné, Vegastaden;SD;113;85
2014;rd;14801058;Majorna-Linné, Vegastaden;FI;21;135
2014;rd;14801058;Majorna-Linné, Vegastaden;PP;3;8
2014;rd;14801058;Majorna-Linné, Vegastaden;ENH;0;1
2014;rd;14801058;Majorna-Linné, Vegastaden;HANDSKRIVNA;0;1
2014;rd;14801058;Majorna-Linné, Vegastaden;BLANK;5;6
2014;rd;14801058;Majorna-Linné, Vegastaden;OG;0;0
2014;rd;14801061;Majorna-Linné, Änggården;M;240;271
2014;rd;14801061;Majorna-Linné, Änggården;C;82;61
2014;rd;14801061;Majorna-Linné, Änggården;L;112;105
2014;rd;14801061;Majorna-Linné, Änggården;KD;81;93
2014;rd;14801061;Majorna-Linné, Änggården;S;153;105
2014;rd;14801061;Majorna-Linné, Änggården;V;112;77
2014;rd;14801061;Majorna-Linné, Änggården;MP;112;123
2014;rd;14801061;Majorna-Linné, Änggården;SD;69;40
2014;rd;14801061;Majorna-Linné, Änggården;FI;3;87
2014;rd;14801061;Majorna-Linné, Änggården;DJUP;1;1
2014;rd;14801061;Majorna-Linné, Änggården;ENH;0;1
2014;rd;14801061;Majorna-Linné, Änggården;PP;0;3
2014;rd;14801061;Majorna-Linné, Änggården;HANDSKRIVNA;0;1
2014;rd;14801061;Majorna-Linné, Änggården;BLANK;4;7
2014;rd;14801061;Majorna-Linné, Änggården;OG;0;0
2014;rd;14801091;Majorna-Linné, Kommendantsängen;M;281;359
2014;rd;14801091;Majorna-Linné, Kommendantsängen;C;105;68
2014;rd;14801091;Majorna-Linné, Kommendantsängen;L;122;120
2014;rd;14801091;Majorna-Linné, Kommendantsängen;KD;59;43
2014;rd;14801091;Majorna-Linné, Kommendantsängen;S;166;122
2014;rd;14801091;Majorna-Linné, Kommendantsängen;V;123;88
2014;rd;14801091;Majorna-Linné, Kommendantsängen;MP;94;127
2014;rd;14801091;Majorna-Linné, Kommendantsängen;SD;107;68
2014;rd;14801091;Majorna-Linné, Kommendantsängen;FI;4;97
2014;rd;14801091;Majorna-Linné, Kommendantsängen;PP;2;11
2014;rd;14801091;Majorna-Linné, Kommendantsängen;DJUP;1;1
2014;rd;14801091;Majorna-Linné, Kommendantsängen;ENH;0;1
2014;rd;14801091;Majorna-Linné, Kommendantsängen;KRVP;0;1
2014;rd;14801091;Majorna-Linné, Kommendantsängen;ÖVRIGA_FGVAL;0;2
2014;rd;14801091;Majorna-Linné, Kommendantsängen;BLANK;12;7
2014;rd;14801091;Majorna-Linné, Kommendantsängen;OG;2;1
2014;rd;14801097;Majorna-Linné, Risåsen;M;246;286
2014;rd;14801097;Majorna-Linné, Risåsen;C;100;56
2014;rd;14801097;Majorna-Linné, Risåsen;L;119;84
2014;rd;14801097;Majorna-Linné, Risåsen;KD;58;55
2014;rd;14801097;Majorna-Linné, Risåsen;S;151;106
2014;rd;14801097;Majorna-Linné, Risåsen;V;141;98
2014;rd;14801097;Majorna-Linné, Risåsen;MP;98;137
2014;rd;14801097;Majorna-Linné, Risåsen;SD;76;63
2014;rd;14801097;Majorna-Linné, Risåsen;FI;8;73
2014;rd;14801097;Majorna-Linné, Risåsen;PP;2;2
2014;rd;14801097;Majorna-Linné, Risåsen;ENH;1;2
2014;rd;14801097;Majorna-Linné, Risåsen;KRVP;1;1
2014;rd;14801097;Majorna-Linné, Risåsen;DJUP;0;1
2014;rd;14801097;Majorna-Linné, Risåsen;HANDSKRIVNA;0;3
2014;rd;14801097;Majorna-Linné, Risåsen;ÖVRIGA_FGVAL;0;4
