kod;namn;valkrets_kod;valkrets;kvk_dbf;lvk_dbf;rvk_dbf;indelning_rd;indelning_rf;indelning_kf;giltiga_2002_rd;giltiga_2002_rf;giltiga_2002_kf;kalla_fil
14806007;Vasastaden-Centrum 7;148003;Göteborg 3;03;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807501;Askim-Hovås 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807502;Askim-Hovås 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807503;Askim-Hovås 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807504;Askim-Hovås 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807505;Askim-Hovås 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807506;Askim-Hovås 6;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807507;Askim-Hovås 7;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807508;Askim-Hovås 8;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807601;Billdal 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807602;Billdal 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807603;Billdal 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807604;Billdal 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807605;Billdal 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807606;Billdal 6;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807701;Fiskebäck-Långedrag 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807702;Fiskebäck-Långedrag 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807703;Fiskebäck-Långedrag 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807704;Fiskebäck-Långedrag 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807705;Fiskebäck-Långedrag 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807801;Frölunda-Ruddalen 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807802;Frölunda-Ruddalen 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807803;Frölunda-Ruddalen 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Summerad;Summerad;Summerad;945;942;958;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807804;Frölunda-Ruddalen 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Summerad;Summerad;Summerad;1457;1397;1427;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807901;Grevegården-Ängås 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807902;Grevegården-Ängås 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807903;Grevegården-Ängås 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14807904;Grevegården-Ängås 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808001;Hagen-Grimmered 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808002;Hagen-Grimmered 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808003;Hagen-Grimmered 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808004;Hagen-Grimmered 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808005;Hagen-Grimmered 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808101;Högsbotorp-Högsbohöjd 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808102;Högsbotorp-Högsbohöjd 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808103;Högsbotorp-Högsbohöjd 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808104;Högsbotorp-Högsbohöjd 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808105;Högsbotorp-Högsbohöjd 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808106;Högsbotorp-Högsbohöjd 6;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808201;Järnbrott-Tofta 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808202;Järnbrott-Tofta 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808203;Järnbrott-Tofta 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808204;Järnbrott-Tofta 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808301;Kaverös-Flatås 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808302;Kaverös-Flatås 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808303;Kaverös-Flatås 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808304;Kaverös-Flatås 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808401;Kungsladugård-Sanna 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808402;Kungsladugård-Sanna 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808403;Kungsladugård-Sanna 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808404;Kungsladugård-Sanna 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808405;Kungsladugård-Sanna 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808406;Kungsladugård-Sanna 6;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808407;Kungsladugård-Sanna 7;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808501;Majorna 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808502;Majorna 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808503;Majorna 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808504;Majorna 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808505;Majorna 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808506;Majorna 6;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808601;Näset-Önnered 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808602;Näset-Önnered 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808603;Näset-Önnered 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808604;Näset-Önnered 4;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808605;Näset-Önnered 5;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808606;Näset-Önnered 6;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808607;Näset-Önnered 7;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808701;Skattegården-Guldringen 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808702;Skattegården-Guldringen 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808703;Skattegården-Guldringen 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808801;Styrsö 1;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808802;Styrsö 2;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
14808803;Styrsö 3;148004;Göteborg 4;04;01 Göteborgs kommun;16 Göteborgs kommun;Modifierad;Modifierad;Modifierad;;;;"slutresultat_1480R/L/K.xml; riksdagen_i_valdistrikt.dbf"
