ar_fg;val;kod_2014;namn_2014;parti;roster_2014;roster_fgval
2011;rf;14800001;Uppsamlingsdistrikt;M;357;138
2011;rf;14800001;Uppsamlingsdistrikt;C;40;20
2011;rf;14800001;Uppsamlingsdistrikt;L;90;42
2011;rf;14800001;Uppsamlingsdistrikt;KD;61;23
2011;rf;14800001;Uppsamlingsdistrikt;S;510;262
2011;rf;14800001;Uppsamlingsdistrikt;V;197;77
2011;rf;14800001;Uppsamlingsdistrikt;MP;253;82
2011;rf;14800001;Uppsamlingsdistrikt;SD;126;50
2011;rf;14800001;Uppsamlingsdistrikt;FI;43;7
2011;rf;14800001;Uppsamlingsdistrikt;PP;15;4
2011;rf;14800001;Uppsamlingsdistrikt;VÄGV;15;33
2011;rf;14800001;Uppsamlingsdistrikt;SPVG;7;10
2011;rf;14800001;Uppsamlingsdistrikt;RS;4;5
2011;rf;14800001;Uppsamlingsdistrikt;K;0;8
2011;rf;14800001;Uppsamlingsdistrikt;HANDSKRIVNA;7;0
2011;rf;14800001;Uppsamlingsdistrikt;GILTIGA;1732;761
2011;rf;14800001;Uppsamlingsdistrikt;BLANK;43;4
2011;rf;14800001;Uppsamlingsdistrikt;OG;2;6
2011;rf;14800002;Uppsamlingsdistrikt;M;344;187
2011;rf;14800002;Uppsamlingsdistrikt;C;59;31
2011;rf;14800002;Uppsamlingsdistrikt;L;102;59
2011;rf;14800002;Uppsamlingsdistrikt;KD;50;32
2011;rf;14800002;Uppsamlingsdistrikt;S;567;362
2011;rf;14800002;Uppsamlingsdistrikt;V;243;128
2011;rf;14800002;Uppsamlingsdistrikt;MP;305;125
2011;rf;14800002;Uppsamlingsdistrikt;SD;112;57
2011;rf;14800002;Uppsamlingsdistrikt;FI;52;10
2011;rf;14800002;Uppsamlingsdistrikt;PP;19;5
2011;rf;14800002;Uppsamlingsdistrikt;VÄGV;13;35
2011;rf;14800002;Uppsamlingsdistrikt;SPVG;7;28
2011;rf;14800002;Uppsamlingsdistrikt;RS;5;2
2011;rf;14800002;Uppsamlingsdistrikt;K;0;8
2011;rf;14800002;Uppsamlingsdistrikt;HANDSKRIVNA;7;0
2011;rf;14800002;Uppsamlingsdistrikt;GILTIGA;1891;1069
2011;rf;14800002;Uppsamlingsdistrikt;BLANK;47;11
2011;rf;14800002;Uppsamlingsdistrikt;OG;4;3
2011;rf;14800003;Uppsamlingsdistrikt;M;655;435
2011;rf;14800003;Uppsamlingsdistrikt;C;125;45
2011;rf;14800003;Uppsamlingsdistrikt;L;222;119
2011;rf;14800003;Uppsamlingsdistrikt;KD;74;40
2011;rf;14800003;Uppsamlingsdistrikt;S;427;268
2011;rf;14800003;Uppsamlingsdistrikt;V;297;145
2011;rf;14800003;Uppsamlingsdistrikt;MP;438;203
2011;rf;14800003;Uppsamlingsdistrikt;SD;113;63
2011;rf;14800003;Uppsamlingsdistrikt;FI;77;14
2011;rf;14800003;Uppsamlingsdistrikt;PP;17;3
2011;rf;14800003;Uppsamlingsdistrikt;VÄGV;17;29
2011;rf;14800003;Uppsamlingsdistrikt;SPVG;7;16
2011;rf;14800003;Uppsamlingsdistrikt;RS;3;1
2011;rf;14800003;Uppsamlingsdistrikt;SVP;3;1
2011;rf;14800003;Uppsamlingsdistrikt;K;0;5
2011;rf;14800003;Uppsamlingsdistrikt;HANDSKRIVNA;20;1
2011;rf;14800003;Uppsamlingsdistrikt;GILTIGA;2496;1388
2011;rf;14800003;Uppsamlingsdistrikt;BLANK;54;8
2011;rf;14800003;Uppsamlingsdistrikt;OG;2;5
2011;rf;14800004;Uppsamlingsdistrikt;M;413;185
2011;rf;14800004;Uppsamlingsdistrikt;C;65;22
2011;rf;14800004;Uppsamlingsdistrikt;L;117;54
2011;rf;14800004;Uppsamlingsdistrikt;KD;79;24
2011;rf;14800004;Uppsamlingsdistrikt;S;300;169
2011;rf;14800004;Uppsamlingsdistrikt;V;246;86
2011;rf;14800004;Uppsamlingsdistrikt;MP;273;89
2011;rf;14800004;Uppsamlingsdistrikt;SD;93;26
2011;rf;14800004;Uppsamlingsdistrikt;FI;65;8
2011;rf;14800004;Uppsamlingsdistrikt;VÄGV;20;11
2011;rf;14800004;Uppsamlingsdistrikt;PP;13;2
2011;rf;14800004;Uppsamlingsdistrikt;SPVG;4;9
2011;rf;14800004;Uppsamlingsdistrikt;K;0;2
2011;rf;14800004;Uppsamlingsdistrikt;RS;0;1
2011;rf;14800004;Uppsamlingsdistrikt;HANDSKRIVNA;5;0
2011;rf;14800004;Uppsamlingsdistrikt;GILTIGA;1698;688
2011;rf;14800004;Uppsamlingsdistrikt;BLANK;31;1
2011;rf;14800004;Uppsamlingsdistrikt;OG;3;4
2011;rf;14801011;Majorna-Linné, Klippan;M;184;127
2011;rf;14801011;Majorna-Linné, Klippan;C;19;14
2011;rf;14801011;Majorna-Linné, Klippan;L;75;44
2011;rf;14801011;Majorna-Linné, Klippan;KD;30;11
2011;rf;14801011;Majorna-Linné, Klippan;S;267;222
2011;rf;14801011;Majorna-Linné, Klippan;V;412;201
2011;rf;14801011;Majorna-Linné, Klippan;MP;262;155
2011;rf;14801011;Majorna-Linné, Klippan;SD;101;39
