ar;val;kod;namn;parti_kalla;parti;roster;andel
2002;rd;14800101;Domkyrko 1;M;M;290;29.7
2002;rd;14800101;Domkyrko 1;C;C;18;1.8
2002;rd;14800101;Domkyrko 1;FP;L;239;24.5
2002;rd;14800101;Domkyrko 1;KD;KD;89;9.1
2002;rd;14800101;Domkyrko 1;S;S;173;17.7
2002;rd;14800101;Domkyrko 1;V;V;86;8.8
2002;rd;14800101;Domkyrko 1;MP;MP;63;6.4
2002;rd;14800101;Domkyrko 1;ÖVR;ÖVR;16;1.6
2002;rd;14800102;Domkyrko 2;M;M;263;28.4
2002;rd;14800102;Domkyrko 2;C;C;21;2.2
2002;rd;14800102;Domkyrko 2;FP;L;234;25.3
2002;rd;14800102;Domkyrko 2;KD;KD;62;6.7
2002;rd;14800102;Domkyrko 2;S;S;159;17.2
2002;rd;14800102;Domkyrko 2;V;V;99;10.7
2002;rd;14800102;Domkyrko 2;MP;MP;75;8.1
2002;rd;14800102;Domkyrko 2;ÖVR;ÖVR;10;1.0
2002;rd;14800103;Domkyrko 3;M;M;232;28.8
2002;rd;14800103;Domkyrko 3;C;C;13;1.6
2002;rd;14800103;Domkyrko 3;FP;L;189;23.4
2002;rd;14800103;Domkyrko 3;KD;KD;57;7.0
2002;rd;14800103;Domkyrko 3;S;S;171;21.2
2002;rd;14800103;Domkyrko 3;V;V;74;9.1
2002;rd;14800103;Domkyrko 3;MP;MP;62;7.7
2002;rd;14800103;Domkyrko 3;ÖVR;ÖVR;7;0.8
2002;rd;14800104;Domkyrko 4;M;M;218;22.3
2002;rd;14800104;Domkyrko 4;C;C;17;1.7
2002;rd;14800104;Domkyrko 4;FP;L;255;26.1
2002;rd;14800104;Domkyrko 4;KD;KD;64;6.5
2002;rd;14800104;Domkyrko 4;S;S;247;25.3
2002;rd;14800104;Domkyrko 4;V;V;90;9.2
2002;rd;14800104;Domkyrko 4;MP;MP;64;6.5
2002;rd;14800104;Domkyrko 4;ÖVR;ÖVR;19;1.9
2002;rd;14800105;Domkyrko 5;M;M;187;22.8
2002;rd;14800105;Domkyrko 5;C;C;9;1.1
2002;rd;14800105;Domkyrko 5;FP;L;170;20.7
2002;rd;14800105;Domkyrko 5;KD;KD;61;7.4
2002;rd;14800105;Domkyrko 5;S;S;254;31.0
2002;rd;14800105;Domkyrko 5;V;V;76;9.2
2002;rd;14800105;Domkyrko 5;MP;MP;39;4.7
2002;rd;14800105;Domkyrko 5;ÖVR;ÖVR;22;2.6
2002;rd;14800106;Domkyrko 6;M;M;169;20.9
2002;rd;14800106;Domkyrko 6;C;C;14;1.7
