ar;kod;namn;kommunvalkrets_kod;kommunvalkrets;lokal;adress1;adress2;adress3;postort;tillganglighet;status;x_rt90;y_rt90;latitud;longitud;koord_kalla;valdag;dag;oppetpass;aktiv_rd;aktiv_rf;aktiv_kf;aktiv_eu;valdag_eu;kommun_klar;lokal_klar;valnamnd;hemsida;telnr;kalla_fil
2010;14800142;Gunnared, Trädgårdsgärdet;148002;Göteborg, Öster;Kulturhuset Blå stället;Lokal: Hörnet;Angereds torg 13;;;;E;6414113;1276802;57.795894;12.050878;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800211;Lärjedalen, Agnesberg;148002;Göteborg, Öster;Hammarkulleskolan;Sal 11 ingång B;Gropens Gård 36;;;;E;6412657;1275675;57.782287;12.033331;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800221;Lärjedalen, Västra Hammarkullen;148002;Göteborg, Öster;Hammarhus äldreboende;Samlingssalen;Hammarkulletorget 62 A;;;;E;6412494;1275739;57.780859;12.034557;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800222;Lärjedalen, Östra Hammarkullen;148002;Göteborg, Öster;Hammarkulleskolan;Sal 12, ingång B;Gropens Gård 36;;;;E;6412665;1275662;57.782353;12.033106;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800223;Lärjedalen, Sandeslätt;148002;Göteborg, Öster;Hammarhus äldreboende;Samlingssalen;Hammarkulletorget 62 A;;;;E;6412494;1275739;57.780859;12.034557;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800231;Lärjedalen, Gunnilse-Linnarhult;148002;Göteborg, Öster;Gunnilseskolan;Matsalen;Lilla Ekebacken 6;;;;E;6412926;1278909;57.786303;12.087329;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800251;Lärjedalen, Björsared-Knipared;148002;Göteborg, Öster;Bergums Skola;Nya matsalen i Uppegården;Olofstorps Skolväg 9 D-F;;;;E;6414801;1283808;57.805491;12.167826;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800252;Lärjedalen, Olofstorp;148002;Göteborg, Öster;Bergums Skola;Nya matsalen i Uppegården;Olofstorps Skolväg 7 A;;;;E;6414802;1283809;57.805500;12.167842;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800261;Lärjedalen, Södra Hjällbo;148002;Göteborg, Öster;Bergsgårdsskolan;Matsalen;Skolspåret 27;;;;E;6411411;1274580;57.770576;12.016137;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800262;Lärjedalen, Skolspåret;148002;Göteborg, Öster;Bergsgårdsskolan;Matsalen;Skolspåret 27;;;;E;6411415;1274574;57.770609;12.016032;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800263;Lärjedalen, Norra Hjällbo;148002;Göteborg, Öster;Bergsgårdsskolan;Idrottshallen;Skolspåret 27;;;;E;6411415;1274574;57.770609;12.016032;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800264;Lärjedalen, Bläsebo;148002;Göteborg, Öster;Bläseboskolan;Matsalen;Bollplansgatan;;;;E;6411068;1275212;57.767820;12.027055;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800271;Lärjedalen, Eriksbo;148002;Göteborg, Öster;Eriksboskolan;Matsalen;Eriksbo Östergärde 45;;;;E;6411284;1276208;57.770252;12.043552;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800311;Kortedala, Gamlestaden;148002;Göteborg, Öster;Gamlestadens medborgarhus;Sal A (Ada);Brahegatan 11;;;;E;6407025;1274135;57.731058;12.012799;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800312;Kortedala, Nylöse;148002;Göteborg, Öster;Gamlestadens medborgarhus;Sal A (Ada);Brahegatan 11;;;;E;6407025;1274135;57.731058;12.012799;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800313;Kortedala, Kviberg;148002;Göteborg, Öster;Hyresgästför. Kvibergshuset;Samlingssal;Beväringsgatan 9;;;;E;6407972;1275050;57.740001;12.027239;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800314;Kortedala, Bellevue;148002;Göteborg, Öster;Gamlestadens medborgarhus;Sal B (Beda);Brahegatan 11;;;;E;6407025;1274135;57.731058;12.012799;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800321;Kortedala, Utbynäs;148002;Göteborg, Öster;Utbynässkolan;Klassrum;Vallareleden 3;;;;E;6407577;1276305;57.737088;12.048631;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800322;Kortedala, Utby;148002;Göteborg, Öster;Utbynässkolan;Gymnastiksalen;Vallareleden 3;;;;E;6407577;1276305;57.737088;12.048631;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800323;Kortedala, Fjällbo;148002;Göteborg, Öster;Fjällboskolan;Mediatek;Sysslomansgatan;;;;E;6407829;1277072;57.739727;12.061247;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800331;Kortedala, Gregorianska gatan m fl;148002;Göteborg, Öster;Ramsdalsskolan;Klassrum, skyltning visar;Hundraårsgatan 1;;;;E;6408991;1275207;57.749209;12.028916;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800332;Kortedala, Västra Kortedala;148002;Göteborg, Öster;Assaredsskolan;Matsalen;Decenniumgatan 16;;;;E;6409769;1275020;57.756085;12.025053;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800333;Kortedala, Östra Kortedala;148002;Göteborg, Öster;Forum Kortedala torg;Samlingssal;Kortedala torg 1;;;;E;6409348;1275422;57.752515;12.032185;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800334;Kortedala, Kortedala Centrum;148002;Göteborg, Öster;Ramsdalsskolan;Matsalen;Hundraårsgatan 1;;;;E;6408991;1275207;57.749209;12.028916;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800335;Kortedala, Södra Kortedala;148002;Göteborg, Öster;Ramsdalsskolan;Matsalen;Hundraårsgatan 1;;;;E;6408991;1275207;57.749209;12.028916;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800341;Kortedala, Adventsparken;148002;Göteborg, Öster;Assaredsskolan;Matsalen;Decenniumgatan 16;;;;E;6409769;1275020;57.756085;12.025053;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800342;Kortedala, Norra Kortedala;148002;Göteborg, Öster;Talldungeskolan;Gymnastiksal;Julaftonsgatan 94;;;;E;6410709;1275972;57.764983;12.040132;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800343;Kortedala, Månadsgatorna m fl;148002;Göteborg, Öster;Utmarksskolan;Matsalen;Aprilgatan 2-4;;;;E;6410405;1276151;57.762349;12.043417;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800411;Bergsjön, Gärdsås;148002;Göteborg, Öster;Sandeklevsskolan,  sal 5;Ingång från skolgården;Kvadrantgatan 86,;;;;E;6409892;1277059;57.758204;12.059115;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800412;Bergsjön, Siriusgatan;148002;Göteborg, Öster;Gärdsmosseskolan;Matsalen;Galaxgatan 3;;;;E;6410131;1276581;57.760108;12.050880;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800413;Bergsjön, Gärdsmosse;148002;Göteborg, Öster;Gärdsmosseskolan;Matsalen;Galaxgatan 3;;;;E;6410131;1276581;57.760108;12.050880;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800414;Bergsjön, Norra Bergsjön;148002;Göteborg, Öster;Sandeklevsskolan, sal 4;Ingång från skolgården;Kvadrantgatan 86;;;;E;6409892;1277059;57.758204;12.059115;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800421;Bergsjön, Södra Bergsjön;148002;Göteborg, Öster;Backegårdsskolan;Matsalen;Universumsgatan 3;;;;E;6409002;1277481;57.750439;12.067013;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800422;Bergsjön, Östra Bergsjön;148002;Göteborg, Öster;Solbackeskolan;Matsalen;Stjärnbildsgatan;;;;E;6410109;1277560;57.760397;12.067311;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800423;Bergsjön, Rymdtorget;148002;Göteborg, Öster;Bergsjöskolan, Matsalen;Ingång från skolgården;Rymdtorget 4;;;;E;6409605;1277582;57.755892;12.068147;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800424;Bergsjön, Komettorget;148002;Göteborg, Öster;Bergsjöskolan, Matsalen;Rymdtorget 4;Ingång från skolgården;;;;E;6409605;1277582;57.755892;12.068147;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800511;Härlanda, Härlanda;148002;Göteborg, Öster;Härlanda församlingshem;Samlingssal;Härlandavägen 23;;;;E;6405672;1274693;57.719216;12.023412;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800521;Härlanda, Södra Kålltorp;148002;Göteborg, Öster;Kålltorpsskolan;Elevcafeterian;Intagsgatan 14;;;;E;6405239;1275228;57.715604;12.032774;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800522;Härlanda, Västra Kålltorp;148002;Göteborg, Öster;Kålltorpsskolan, samman-;trädesrum i matsalsbyggnad;Intagsgatan 14;;;;E;6405280;1275223;57.715969;12.032652;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800523;Härlanda, Östra Kålltorp;148002;Göteborg, Öster;Kålltorpsskolan;Elevcafeterian;Intagsgatan 14;;;;E;6405239;1275228;57.715604;12.032774;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800524;Härlanda, Vidkärr;148002;Göteborg, Öster;Kastanjebackens äldreboende;Samlingsal Träffpunkten;Härlandavägen 27;;;;E;6405766;1274736;57.720079;12.024044;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800525;Härlanda, Munkebäck;148002;Göteborg, Öster;Kastanjebackens äldreboende;Samlingssal Träffpunkten;Härlandavägen 27;;;;E;6405766;1274736;57.720079;12.024044;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800531;Härlanda, Torpa;148002;Göteborg, Öster;Torpaskolan;Aulan;Billerudsgatan 1-3;;;;E;6406355;1275578;57.725777;12.037593;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800532;Härlanda, Fräntorp;148002;Göteborg, Öster;Fräntorpsskolan;Lokal: Änglamark;Fräntorpsgatan 57;;;;E;6406176;1276439;57.724602;12.052178;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800541;Härlanda, Södra Björkekärr;148002;Göteborg, Öster;Rosendalsskolan;Matsalen;Sörensens gata 2;;;;E;6405037;1276117;57.714237;12.047845;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800542;Härlanda, Västra Björkekärr;148002;Göteborg, Öster;Rosendalsskolan;Matsalen;Sörensens gata 2;;;;E;6405037;1276117;57.714237;12.047845;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800543;Härlanda, Norra Björkekärr;148002;Göteborg, Öster;Rosendalsskolan;Björken;Sörensens gata 2;;;;E;6405037;1276117;57.714237;12.047845;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800544;Härlanda, Robertshöjd;148002;Göteborg, Öster;Rosendalsskolan;Granen;Sörensens gata 2;;;;E;6405037;1276117;57.714237;12.047845;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800611;Örgryte, Gubbero;148003;Göteborg, Centrum;Riksbyggens BRF, Göteborgsh;Kvarterslokalen;Hökegatan 12;;;;E;6405473;1273280;57.716723;11.999942;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800612;Örgryte, Olskroken;148003;Göteborg, Centrum;Hyresgästförening Kastanjen;Fritidslokalen;Bondegatan 1;;;;E;6405324;1273127;57.715311;11.997521;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800613;Örgryte, Redberget;148003;Göteborg, Centrum;Ånässkolan;Matsal 117;Falkgatan 8;;;;E;6405674;1273512;57.718641;12.003637;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800621;Örgryte, Bagaregården;148002;Göteborg, Öster;Bagaregårdens kulturhus;Stora salen;Härlandavägen 8;;;;E;6405459;1273763;57.716841;12.008041;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800622;Örgryte, Ånäs;148002;Göteborg, Öster;Bagaregårdens äldreboende;Entréplanet;Landerigatan 17;;;;E;6406060;1274014;57.722351;12.011679;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800631;Örgryte, Strömmensberg;148002;Göteborg, Öster;Morängatans äldreboende;Aktivitetscentra;Morängatan;;;;E;6406060;1274014;57.722351;12.011679;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
2010;14800632;Örgryte, Redbergslid;148002;Göteborg, Öster;Bagaregårdens äldreboende;Entréplanet;Landerigatan 17;;;;E;6406060;1274014;57.722351;12.011679;RT90 2,5 gon V (X, Y i källan), WGS84 omräknad med pyproj EPSG:3021 till 4326;2010-09-19;2010-09-19;08:00-20:00;;;;;;J;J;Valnämnden i Göteborgs kommun;www.goteborg.se;031 368 0000;vallokal (2).xls
