ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2014;rd;14800001;Uppsamlingsdistrikt;Göteborg, Hisingen;2352;25;3;28;2380;;;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14800002;Uppsamlingsdistrikt;Göteborg, Öster;2511;32;6;38;2549;;;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14800003;Uppsamlingsdistrikt;Göteborg, Centrum;4127;31;3;34;4161;;;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14800004;Uppsamlingsdistrikt;Göteborg, Väster;2664;25;8;33;2697;;;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801011;Majorna-Linné, Klippan;Göteborg, Väster;1440;19;0;19;1459;1709;85.37;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801012;Majorna-Linné, Kungsladugård;Göteborg, Väster;1215;12;0;12;1227;1469;83.53;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801013;Majorna-Linné, Mariaplan;Göteborg, Väster;1089;14;0;14;1103;1306;84.46;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801014;Majorna-Linné, Silverkällan;Göteborg, Väster;1205;10;0;10;1215;1448;83.91;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801015;Majorna-Linné, Skytteskogen;Göteborg, Väster;1414;8;0;8;1422;1675;84.90;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801016;Majorna-Linné, Svalebo;Göteborg, Väster;1022;10;0;10;1032;1259;81.97;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801021;Majorna-Linné, Sandarne;Göteborg, Väster;1350;15;0;15;1365;1739;78.49;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801031;Majorna-Linné, Godhem;Göteborg, Väster;1001;6;0;6;1007;1169;86.14;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801032;Majorna-Linné, Gråberget;Göteborg, Väster;1315;10;2;12;1327;1585;83.72;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801033;Majorna-Linné, Hängmattan;Göteborg, Väster;1246;6;0;6;1252;1480;84.59;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801034;Majorna-Linné, Majorna;Göteborg, Väster;1170;16;0;16;1186;1616;73.39;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801035;Majorna-Linné, Marieberg;Göteborg, Väster;1160;6;1;7;1167;1355;86.13;2014_riksdagsval_per_valdistrikt.xls
2014;rd;14801036;Majorna-Linné, Slottsskogsgatan m fl;Göteborg, Väster;1382;9;0;9;1391;1649;84.35;2014_riksdagsval_per_valdistrikt.xls
