ar;lokalid;lokal;datum;antal
2010;6871;Backahus;totalt;22
2010;6873;Bergsjöhöjds boende;2010-09-01;0
2010;6873;Bergsjöhöjds boende;2010-09-02;0
2010;6873;Bergsjöhöjds boende;2010-09-03;0
2010;6873;Bergsjöhöjds boende;2010-09-04;0
2010;6873;Bergsjöhöjds boende;2010-09-05;0
2010;6873;Bergsjöhöjds boende;2010-09-06;0
2010;6873;Bergsjöhöjds boende;2010-09-07;0
2010;6873;Bergsjöhöjds boende;2010-09-08;0
2010;6873;Bergsjöhöjds boende;2010-09-09;0
2010;6873;Bergsjöhöjds boende;2010-09-10;0
2010;6873;Bergsjöhöjds boende;2010-09-11;0
2010;6873;Bergsjöhöjds boende;2010-09-12;58
2010;6873;Bergsjöhöjds boende;2010-09-13;0
2010;6873;Bergsjöhöjds boende;2010-09-14;0
2010;6873;Bergsjöhöjds boende;2010-09-15;0
2010;6873;Bergsjöhöjds boende;2010-09-16;0
2010;6873;Bergsjöhöjds boende;2010-09-17;0
2010;6873;Bergsjöhöjds boende;2010-09-18;0
2010;6873;Bergsjöhöjds boende;2010-09-19;0
2010;6873;Bergsjöhöjds boende;totalt;58
2010;6874;Bjurslätts äldreboende;2010-09-01;0
2010;6874;Bjurslätts äldreboende;2010-09-02;0
2010;6874;Bjurslätts äldreboende;2010-09-03;0
2010;6874;Bjurslätts äldreboende;2010-09-04;0
2010;6874;Bjurslätts äldreboende;2010-09-05;0
2010;6874;Bjurslätts äldreboende;2010-09-06;0
2010;6874;Bjurslätts äldreboende;2010-09-07;0
2010;6874;Bjurslätts äldreboende;2010-09-08;0
2010;6874;Bjurslätts äldreboende;2010-09-09;0
2010;6874;Bjurslätts äldreboende;2010-09-10;0
2010;6874;Bjurslätts äldreboende;2010-09-11;0
2010;6874;Bjurslätts äldreboende;2010-09-12;12
2010;6874;Bjurslätts äldreboende;2010-09-13;0
2010;6874;Bjurslätts äldreboende;2010-09-14;0
2010;6874;Bjurslätts äldreboende;2010-09-15;0
2010;6874;Bjurslätts äldreboende;2010-09-16;0
2010;6874;Bjurslätts äldreboende;2010-09-17;0
2010;6874;Bjurslätts äldreboende;2010-09-18;0
2010;6874;Bjurslätts äldreboende;2010-09-19;0
2010;6874;Bjurslätts äldreboende;totalt;12
2010;6875;Bjöla äldreboende;2010-09-01;0
2010;6875;Bjöla äldreboende;2010-09-02;0
2010;6875;Bjöla äldreboende;2010-09-03;0
2010;6875;Bjöla äldreboende;2010-09-04;0
2010;6875;Bjöla äldreboende;2010-09-05;0
2010;6875;Bjöla äldreboende;2010-09-06;0
2010;6875;Bjöla äldreboende;2010-09-07;0
2010;6875;Bjöla äldreboende;2010-09-08;0
2010;6875;Bjöla äldreboende;2010-09-09;0
2010;6875;Bjöla äldreboende;2010-09-10;0
2010;6875;Bjöla äldreboende;2010-09-11;0
2010;6875;Bjöla äldreboende;2010-09-12;20
2010;6875;Bjöla äldreboende;2010-09-13;0
2010;6875;Bjöla äldreboende;2010-09-14;0
2010;6875;Bjöla äldreboende;2010-09-15;0
2010;6875;Bjöla äldreboende;2010-09-16;0
2010;6875;Bjöla äldreboende;2010-09-17;0
2010;6875;Bjöla äldreboende;2010-09-18;0
2010;6875;Bjöla äldreboende;2010-09-19;0
2010;6875;Bjöla äldreboende;totalt;20
2010;6876;Björkekärrs hus;2010-09-01;0
2010;6876;Björkekärrs hus;2010-09-02;0
2010;6876;Björkekärrs hus;2010-09-03;0
2010;6876;Björkekärrs hus;2010-09-04;0
2010;6876;Björkekärrs hus;2010-09-05;0
2010;6876;Björkekärrs hus;2010-09-06;0
2010;6876;Björkekärrs hus;2010-09-07;0
2010;6876;Björkekärrs hus;2010-09-08;0
2010;6876;Björkekärrs hus;2010-09-09;0
2010;6876;Björkekärrs hus;2010-09-10;0
2010;6876;Björkekärrs hus;2010-09-11;0
2010;6876;Björkekärrs hus;2010-09-12;42
2010;6876;Björkekärrs hus;2010-09-13;0
2010;6876;Björkekärrs hus;2010-09-14;0
2010;6876;Björkekärrs hus;2010-09-15;0
2010;6876;Björkekärrs hus;2010-09-16;0
2010;6876;Björkekärrs hus;2010-09-17;0
2010;6876;Björkekärrs hus;2010-09-18;0
2010;6876;Björkekärrs hus;2010-09-19;0
2010;6876;Björkekärrs hus;totalt;42
2010;6877;Björkåshemmet;2010-09-01;0
2010;6877;Björkåshemmet;2010-09-02;0
2010;6877;Björkåshemmet;2010-09-03;0
2010;6877;Björkåshemmet;2010-09-04;0
2010;6877;Björkåshemmet;2010-09-05;0
2010;6877;Björkåshemmet;2010-09-06;0
2010;6877;Björkåshemmet;2010-09-07;0
2010;6877;Björkåshemmet;2010-09-08;0
2010;6877;Björkåshemmet;2010-09-09;0
2010;6877;Björkåshemmet;2010-09-10;0
2010;6877;Björkåshemmet;2010-09-11;0
2010;6877;Björkåshemmet;2010-09-12;23
2010;6877;Björkåshemmet;2010-09-13;0
2010;6877;Björkåshemmet;2010-09-14;0
2010;6877;Björkåshemmet;2010-09-15;0
2010;6877;Björkåshemmet;2010-09-16;0
2010;6877;Björkåshemmet;2010-09-17;0
2010;6877;Björkåshemmet;2010-09-18;0
2010;6877;Björkåshemmet;2010-09-19;0
2010;6877;Björkåshemmet;totalt;23
2010;6878;Bräcke Västergård;2010-09-01;0
2010;6878;Bräcke Västergård;2010-09-02;0
2010;6878;Bräcke Västergård;2010-09-03;0
2010;6878;Bräcke Västergård;2010-09-04;0
2010;6878;Bräcke Västergård;2010-09-05;0
2010;6878;Bräcke Västergård;2010-09-06;0
2010;6878;Bräcke Västergård;2010-09-07;0
2010;6878;Bräcke Västergård;2010-09-08;0
2010;6878;Bräcke Västergård;2010-09-09;0
2010;6878;Bräcke Västergård;2010-09-10;0
2010;6878;Bräcke Västergård;2010-09-11;0
2010;6878;Bräcke Västergård;2010-09-12;32
2010;6878;Bräcke Västergård;2010-09-13;0
2010;6878;Bräcke Västergård;2010-09-14;0
2010;6878;Bräcke Västergård;2010-09-15;0
2010;6878;Bräcke Västergård;2010-09-16;0
2010;6878;Bräcke Västergård;2010-09-17;0
2010;6878;Bräcke Västergård;2010-09-18;0
2010;6878;Bräcke Västergård;2010-09-19;0
2010;6878;Bräcke Västergård;totalt;32
2010;6879;Dicksons hus;2010-09-01;0
2010;6879;Dicksons hus;2010-09-02;0
2010;6879;Dicksons hus;2010-09-03;0
2010;6879;Dicksons hus;2010-09-04;0
2010;6879;Dicksons hus;2010-09-05;0
2010;6879;Dicksons hus;2010-09-06;0
2010;6879;Dicksons hus;2010-09-07;0
2010;6879;Dicksons hus;2010-09-08;0
2010;6879;Dicksons hus;2010-09-09;0
2010;6879;Dicksons hus;2010-09-10;0
2010;6879;Dicksons hus;2010-09-11;0
2010;6879;Dicksons hus;2010-09-12;60
2010;6879;Dicksons hus;2010-09-13;0
2010;6879;Dicksons hus;2010-09-14;0
2010;6879;Dicksons hus;2010-09-15;0
2010;6879;Dicksons hus;2010-09-16;0
2010;6879;Dicksons hus;2010-09-17;0
2010;6879;Dicksons hus;2010-09-18;0
2010;6879;Dicksons hus;2010-09-19;0
2010;6879;Dicksons hus;totalt;60
2010;6881;Ekparkens äldreboende;2010-09-01;0
2010;6881;Ekparkens äldreboende;2010-09-02;0
2010;6881;Ekparkens äldreboende;2010-09-03;0
2010;6881;Ekparkens äldreboende;2010-09-04;0
2010;6881;Ekparkens äldreboende;2010-09-05;0
2010;6881;Ekparkens äldreboende;2010-09-06;0
2010;6881;Ekparkens äldreboende;2010-09-07;0
2010;6881;Ekparkens äldreboende;2010-09-08;0
2010;6881;Ekparkens äldreboende;2010-09-09;0
2010;6881;Ekparkens äldreboende;2010-09-10;0
2010;6881;Ekparkens äldreboende;2010-09-11;0
2010;6881;Ekparkens äldreboende;2010-09-12;19
2010;6881;Ekparkens äldreboende;2010-09-13;0
2010;6881;Ekparkens äldreboende;2010-09-14;0
2010;6881;Ekparkens äldreboende;2010-09-15;0
2010;6881;Ekparkens äldreboende;2010-09-16;0
2010;6881;Ekparkens äldreboende;2010-09-17;0
2010;6881;Ekparkens äldreboende;2010-09-18;0
2010;6881;Ekparkens äldreboende;2010-09-19;0
2010;6881;Ekparkens äldreboende;totalt;19
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-01;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-02;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-03;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-04;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-05;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-06;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-07;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-08;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-09;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-10;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-11;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-12;30
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-13;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-14;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-15;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-16;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-17;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-18;0
2010;6882;Fiskebäcks äldreboende/Capio;2010-09-19;0
2010;6882;Fiskebäcks äldreboende/Capio;totalt;30
2010;6883;Fjällyckan/Utbyberg;2010-09-01;0
2010;6883;Fjällyckan/Utbyberg;2010-09-02;0
2010;6883;Fjällyckan/Utbyberg;2010-09-03;0
2010;6883;Fjällyckan/Utbyberg;2010-09-04;0
2010;6883;Fjällyckan/Utbyberg;2010-09-05;0
2010;6883;Fjällyckan/Utbyberg;2010-09-06;0
2010;6883;Fjällyckan/Utbyberg;2010-09-07;0
2010;6883;Fjällyckan/Utbyberg;2010-09-08;0
2010;6883;Fjällyckan/Utbyberg;2010-09-09;0
2010;6883;Fjällyckan/Utbyberg;2010-09-10;0
2010;6883;Fjällyckan/Utbyberg;2010-09-11;0
2010;6883;Fjällyckan/Utbyberg;2010-09-12;110
2010;6883;Fjällyckan/Utbyberg;2010-09-13;0
2010;6883;Fjällyckan/Utbyberg;2010-09-14;0
2010;6883;Fjällyckan/Utbyberg;2010-09-15;0
2010;6883;Fjällyckan/Utbyberg;2010-09-16;0
2010;6883;Fjällyckan/Utbyberg;2010-09-17;0
2010;6883;Fjällyckan/Utbyberg;2010-09-18;0
2010;6883;Fjällyckan/Utbyberg;2010-09-19;0
2010;6883;Fjällyckan/Utbyberg;totalt;110
2010;6884;Flatås gård;2010-09-01;0
2010;6884;Flatås gård;2010-09-02;0
2010;6884;Flatås gård;2010-09-03;0
2010;6884;Flatås gård;2010-09-04;0
2010;6884;Flatås gård;2010-09-05;0
2010;6884;Flatås gård;2010-09-06;0
2010;6884;Flatås gård;2010-09-07;0
2010;6884;Flatås gård;2010-09-08;0
2010;6884;Flatås gård;2010-09-09;0
2010;6884;Flatås gård;2010-09-10;0
2010;6884;Flatås gård;2010-09-11;0
2010;6884;Flatås gård;2010-09-12;6
2010;6884;Flatås gård;2010-09-13;0
2010;6884;Flatås gård;2010-09-14;0
2010;6884;Flatås gård;2010-09-15;0
2010;6884;Flatås gård;2010-09-16;0
2010;6884;Flatås gård;2010-09-17;0
2010;6884;Flatås gård;2010-09-18;0
2010;6884;Flatås gård;2010-09-19;0
2010;6884;Flatås gård;totalt;6
2010;6885;Fogdegårdens äldreboende;2010-09-01;0
2010;6885;Fogdegårdens äldreboende;2010-09-02;0
2010;6885;Fogdegårdens äldreboende;2010-09-03;0
2010;6885;Fogdegårdens äldreboende;2010-09-04;0
2010;6885;Fogdegårdens äldreboende;2010-09-05;0
2010;6885;Fogdegårdens äldreboende;2010-09-06;0
2010;6885;Fogdegårdens äldreboende;2010-09-07;0
2010;6885;Fogdegårdens äldreboende;2010-09-08;0
2010;6885;Fogdegårdens äldreboende;2010-09-09;0
2010;6885;Fogdegårdens äldreboende;2010-09-10;0
2010;6885;Fogdegårdens äldreboende;2010-09-11;0
2010;6885;Fogdegårdens äldreboende;2010-09-12;31
2010;6885;Fogdegårdens äldreboende;2010-09-13;0
2010;6885;Fogdegårdens äldreboende;2010-09-14;0
2010;6885;Fogdegårdens äldreboende;2010-09-15;0
2010;6885;Fogdegårdens äldreboende;2010-09-16;0
2010;6885;Fogdegårdens äldreboende;2010-09-17;0
2010;6885;Fogdegårdens äldreboende;2010-09-18;0
2010;6885;Fogdegårdens äldreboende;2010-09-19;0
2010;6885;Fogdegårdens äldreboende;totalt;31
2010;6886;Fridkulla äldreboende;2010-09-01;0
2010;6886;Fridkulla äldreboende;2010-09-02;0
2010;6886;Fridkulla äldreboende;2010-09-03;0
2010;6886;Fridkulla äldreboende;2010-09-04;0
2010;6886;Fridkulla äldreboende;2010-09-05;0
2010;6886;Fridkulla äldreboende;2010-09-06;0
2010;6886;Fridkulla äldreboende;2010-09-07;0
2010;6886;Fridkulla äldreboende;2010-09-08;0
2010;6886;Fridkulla äldreboende;2010-09-09;0
2010;6886;Fridkulla äldreboende;2010-09-10;0
2010;6886;Fridkulla äldreboende;2010-09-11;0
2010;6886;Fridkulla äldreboende;2010-09-12;26
2010;6886;Fridkulla äldreboende;2010-09-13;0
2010;6886;Fridkulla äldreboende;2010-09-14;0
2010;6886;Fridkulla äldreboende;2010-09-15;0
2010;6886;Fridkulla äldreboende;2010-09-16;0
2010;6886;Fridkulla äldreboende;2010-09-17;0
2010;6886;Fridkulla äldreboende;2010-09-18;0
2010;6886;Fridkulla äldreboende;2010-09-19;0
2010;6886;Fridkulla äldreboende;totalt;26
2010;6887;Fyrväpplingens äldreboende;2010-09-01;0
2010;6887;Fyrväpplingens äldreboende;2010-09-02;0
2010;6887;Fyrväpplingens äldreboende;2010-09-03;0
2010;6887;Fyrväpplingens äldreboende;2010-09-04;0
2010;6887;Fyrväpplingens äldreboende;2010-09-05;0
2010;6887;Fyrväpplingens äldreboende;2010-09-06;0
2010;6887;Fyrväpplingens äldreboende;2010-09-07;0
2010;6887;Fyrväpplingens äldreboende;2010-09-08;0
2010;6887;Fyrväpplingens äldreboende;2010-09-09;0
2010;6887;Fyrväpplingens äldreboende;2010-09-10;0
2010;6887;Fyrväpplingens äldreboende;2010-09-11;0
2010;6887;Fyrväpplingens äldreboende;2010-09-12;28
2010;6887;Fyrväpplingens äldreboende;2010-09-13;0
2010;6887;Fyrväpplingens äldreboende;2010-09-14;0
2010;6887;Fyrväpplingens äldreboende;2010-09-15;0
2010;6887;Fyrväpplingens äldreboende;2010-09-16;0
2010;6887;Fyrväpplingens äldreboende;2010-09-17;0
2010;6887;Fyrväpplingens äldreboende;2010-09-18;0
2010;6887;Fyrväpplingens äldreboende;2010-09-19;0
2010;6887;Fyrväpplingens äldreboende;totalt;28
2010;6888;Gerdas Gård;2010-09-01;0
2010;6888;Gerdas Gård;2010-09-02;0
2010;6888;Gerdas Gård;2010-09-03;0
2010;6888;Gerdas Gård;2010-09-04;0
2010;6888;Gerdas Gård;2010-09-05;0
2010;6888;Gerdas Gård;2010-09-06;0
2010;6888;Gerdas Gård;2010-09-07;0
2010;6888;Gerdas Gård;2010-09-08;0
2010;6888;Gerdas Gård;2010-09-09;0
2010;6888;Gerdas Gård;2010-09-10;0
2010;6888;Gerdas Gård;2010-09-11;0
2010;6888;Gerdas Gård;2010-09-12;27
2010;6888;Gerdas Gård;2010-09-13;0
2010;6888;Gerdas Gård;2010-09-14;0
2010;6888;Gerdas Gård;2010-09-15;0
2010;6888;Gerdas Gård;2010-09-16;0
2010;6888;Gerdas Gård;2010-09-17;0
2010;6888;Gerdas Gård;2010-09-18;0
2010;6888;Gerdas Gård;2010-09-19;0
2010;6888;Gerdas Gård;totalt;27
2010;6891;Granlidens äldreboende;2010-09-01;0
2010;6891;Granlidens äldreboende;2010-09-02;0
2010;6891;Granlidens äldreboende;2010-09-03;0
2010;6891;Granlidens äldreboende;2010-09-04;0
2010;6891;Granlidens äldreboende;2010-09-05;0
2010;6891;Granlidens äldreboende;2010-09-06;0
2010;6891;Granlidens äldreboende;2010-09-07;0
2010;6891;Granlidens äldreboende;2010-09-08;0
2010;6891;Granlidens äldreboende;2010-09-09;0
2010;6891;Granlidens äldreboende;2010-09-10;0
2010;6891;Granlidens äldreboende;2010-09-11;0
2010;6891;Granlidens äldreboende;2010-09-12;19
2010;6891;Granlidens äldreboende;2010-09-13;0
2010;6891;Granlidens äldreboende;2010-09-14;0
2010;6891;Granlidens äldreboende;2010-09-15;0
2010;6891;Granlidens äldreboende;2010-09-16;0
2010;6891;Granlidens äldreboende;2010-09-17;0
2010;6891;Granlidens äldreboende;2010-09-18;0
2010;6891;Granlidens äldreboende;2010-09-19;0
2010;6891;Granlidens äldreboende;totalt;19
2010;6892;Grevegårdens äldreboende;2010-09-01;0
2010;6892;Grevegårdens äldreboende;2010-09-02;0
2010;6892;Grevegårdens äldreboende;2010-09-03;0
2010;6892;Grevegårdens äldreboende;2010-09-04;0
2010;6892;Grevegårdens äldreboende;2010-09-05;0
2010;6892;Grevegårdens äldreboende;2010-09-06;0
2010;6892;Grevegårdens äldreboende;2010-09-07;0
2010;6892;Grevegårdens äldreboende;2010-09-08;0
2010;6892;Grevegårdens äldreboende;2010-09-09;0
2010;6892;Grevegårdens äldreboende;2010-09-10;0
2010;6892;Grevegårdens äldreboende;2010-09-11;0
2010;6892;Grevegårdens äldreboende;2010-09-12;26
2010;6892;Grevegårdens äldreboende;2010-09-13;0
2010;6892;Grevegårdens äldreboende;2010-09-14;0
2010;6892;Grevegårdens äldreboende;2010-09-15;0
2010;6892;Grevegårdens äldreboende;2010-09-16;0
2010;6892;Grevegårdens äldreboende;2010-09-17;0
2010;6892;Grevegårdens äldreboende;2010-09-18;0
2010;6892;Grevegårdens äldreboende;2010-09-19;0
2010;6892;Grevegårdens äldreboende;totalt;26
2010;6894;Gunnareds äldreboende;2010-09-01;0
2010;6894;Gunnareds äldreboende;2010-09-02;0
2010;6894;Gunnareds äldreboende;2010-09-03;0
2010;6894;Gunnareds äldreboende;2010-09-04;0
2010;6894;Gunnareds äldreboende;2010-09-05;0
2010;6894;Gunnareds äldreboende;2010-09-06;0
2010;6894;Gunnareds äldreboende;2010-09-07;0
2010;6894;Gunnareds äldreboende;2010-09-08;0
2010;6894;Gunnareds äldreboende;2010-09-09;0
2010;6894;Gunnareds äldreboende;2010-09-10;0
2010;6894;Gunnareds äldreboende;2010-09-11;0
2010;6894;Gunnareds äldreboende;2010-09-12;10
2010;6894;Gunnareds äldreboende;2010-09-13;0
2010;6894;Gunnareds äldreboende;2010-09-14;0
2010;6894;Gunnareds äldreboende;2010-09-15;0
2010;6894;Gunnareds äldreboende;2010-09-16;0
2010;6894;Gunnareds äldreboende;2010-09-17;0
2010;6894;Gunnareds äldreboende;2010-09-18;0
2010;6894;Gunnareds äldreboende;2010-09-19;0
2010;6894;Gunnareds äldreboende;totalt;10
2010;6896;Häktet Polishuset;2010-09-01;0
2010;6896;Häktet Polishuset;2010-09-02;0
2010;6896;Häktet Polishuset;2010-09-03;0
2010;6896;Häktet Polishuset;2010-09-04;0
2010;6896;Häktet Polishuset;2010-09-05;0
2010;6896;Häktet Polishuset;2010-09-06;0
2010;6896;Häktet Polishuset;2010-09-07;0
2010;6896;Häktet Polishuset;2010-09-08;0
2010;6896;Häktet Polishuset;2010-09-09;0
2010;6896;Häktet Polishuset;2010-09-10;0
2010;6896;Häktet Polishuset;2010-09-11;0
2010;6896;Häktet Polishuset;2010-09-12;53
2010;6896;Häktet Polishuset;2010-09-13;0
2010;6896;Häktet Polishuset;2010-09-14;0
2010;6896;Häktet Polishuset;2010-09-15;0
2010;6896;Häktet Polishuset;2010-09-16;0
2010;6896;Häktet Polishuset;2010-09-17;0
2010;6896;Häktet Polishuset;2010-09-18;0
2010;6896;Häktet Polishuset;2010-09-19;0
2010;6896;Häktet Polishuset;totalt;53
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-01;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-02;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-03;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-04;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-05;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-06;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-07;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-08;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-09;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-10;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-11;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-12;28
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-13;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-14;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-15;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-16;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-17;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-18;0
2010;6897;Högsbo sjukhus/SU Geriatrik;2010-09-19;0
2010;6897;Högsbo sjukhus/SU Geriatrik;totalt;28
2010;6899;KVA Högsbo;2010-09-01;0
2010;6899;KVA Högsbo;2010-09-02;0
2010;6899;KVA Högsbo;2010-09-03;0
2010;6899;KVA Högsbo;2010-09-04;0
2010;6899;KVA Högsbo;2010-09-05;0
2010;6899;KVA Högsbo;2010-09-06;0
2010;6899;KVA Högsbo;2010-09-07;0
2010;6899;KVA Högsbo;2010-09-08;0
2010;6899;KVA Högsbo;2010-09-09;0
2010;6899;KVA Högsbo;2010-09-10;0
2010;6899;KVA Högsbo;2010-09-11;0
2010;6899;KVA Högsbo;2010-09-12;60
2010;6899;KVA Högsbo;2010-09-13;0
2010;6899;KVA Högsbo;2010-09-14;0
2010;6899;KVA Högsbo;2010-09-15;0
2010;6899;KVA Högsbo;2010-09-16;0
2010;6899;KVA Högsbo;2010-09-17;0
2010;6899;KVA Högsbo;2010-09-18;0
2010;6899;KVA Högsbo;2010-09-19;0
2010;6899;KVA Högsbo;totalt;60
2010;6900;KVA Skogome;2010-09-01;0
2010;6900;KVA Skogome;2010-09-02;0
2010;6900;KVA Skogome;2010-09-03;0
2010;6900;KVA Skogome;2010-09-04;0
2010;6900;KVA Skogome;2010-09-05;0
2010;6900;KVA Skogome;2010-09-06;0
2010;6900;KVA Skogome;2010-09-07;0
2010;6900;KVA Skogome;2010-09-08;0
2010;6900;KVA Skogome;2010-09-09;0
2010;6900;KVA Skogome;2010-09-10;0
2010;6900;KVA Skogome;2010-09-11;0
2010;6900;KVA Skogome;2010-09-12;73
2010;6900;KVA Skogome;2010-09-13;0
2010;6900;KVA Skogome;2010-09-14;0
2010;6900;KVA Skogome;2010-09-15;0
2010;6900;KVA Skogome;2010-09-16;0
2010;6900;KVA Skogome;2010-09-17;0
2010;6900;KVA Skogome;2010-09-18;0
2010;6900;KVA Skogome;2010-09-19;0
2010;6900;KVA Skogome;totalt;73
2010;6903;Kaverös Äng;2010-09-01;0
2010;6903;Kaverös Äng;2010-09-02;0
2010;6903;Kaverös Äng;2010-09-03;0
2010;6903;Kaverös Äng;2010-09-04;0
2010;6903;Kaverös Äng;2010-09-05;0
2010;6903;Kaverös Äng;2010-09-06;0
2010;6903;Kaverös Äng;2010-09-07;0
2010;6903;Kaverös Äng;2010-09-08;0
2010;6903;Kaverös Äng;2010-09-09;0
2010;6903;Kaverös Äng;2010-09-10;0
2010;6903;Kaverös Äng;2010-09-11;0
2010;6903;Kaverös Äng;2010-09-12;37
