ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2022;rf;14800000;Uppsamlingsdistrikt;Göteborgs kommun;8256;145;31;183;8439;;;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800101;Nordöstra Göteborg, Bergum;Göteborgs kommun;834;10;0;10;844;1121;75.29;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800102;Nordöstra Göteborg, Olofstorp;Göteborgs kommun;774;10;1;11;785;1089;72.08;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800103;Nordöstra Göteborg, Björsared;Göteborgs kommun;855;11;0;11;866;1130;76.64;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800104;Nordöstra Göteborg, Gunnilse;Göteborgs kommun;868;7;1;9;877;1117;78.51;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800105;Nordöstra Göteborg, Linnarhult;Göteborgs kommun;885;14;1;16;901;1162;77.54;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800106;Nordöstra Göteborg, Angereds Centrum;Göteborgs kommun;873;7;0;7;880;1428;61.62;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800107;Nordöstra Göteborg, Storås;Göteborgs kommun;604;9;0;9;613;1098;55.83;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800108;Nordöstra Göteborg, Eriksbo Östra;Göteborgs kommun;454;6;0;6;460;1021;45.05;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800109;Nordöstra Göteborg, Hammarkullen C;Göteborgs kommun;463;2;0;2;465;943;49.31;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800110;Nordöstra Göteborg, Hammarkullen Ö;Göteborgs kommun;630;3;1;5;635;1221;52.01;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800111;Nordöstra Göteborg, Sandeslätt;Göteborgs kommun;582;6;0;6;588;1006;58.45;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800112;Nordöstra Göteborg, Hammarkullen V;Göteborgs kommun;623;3;1;4;627;1071;58.54;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800113;Nordöstra Göteborg, Eriksbo Västra;Göteborgs kommun;614;7;1;8;622;1202;51.75;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800114;Nordöstra Göteborg, Bläsebo;Göteborgs kommun;650;3;2;5;655;1285;50.97;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800115;Nordöstra Göteborg, Hjällbo Norra;Göteborgs kommun;723;5;0;5;728;1436;50.70;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800116;Nordöstra Göteborg, Skolspåret;Göteborgs kommun;604;4;0;4;608;1152;52.78;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800117;Nordöstra Göteborg, Hjällbo Södra;Göteborgs kommun;549;4;1;5;554;1080;51.30;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800118;Nordöstra Göteborg, Agnesberg;Göteborgs kommun;659;6;2;9;668;1069;62.49;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800119;Nordöstra Göteborg, Gårdsten Västra;Göteborgs kommun;521;5;1;6;527;1098;48.00;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800120;Nordöstra Göteborg, Gårdsten Södra;Göteborgs kommun;380;3;0;3;383;918;41.72;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800121;Nordöstra Göteborg, Gårdsten Centrum;Göteborgs kommun;495;0;0;0;495;967;51.19;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800122;Nordöstra Göteborg, Gårdsten Östra;Göteborgs kommun;746;5;0;5;751;1574;47.71;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800123;Nordöstra Göteborg, Gårdstensdalen;Göteborgs kommun;411;5;0;5;416;1119;37.18;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800124;Nordöstra Göteborg, Gårdsten Norra;Göteborgs kommun;459;5;0;5;464;1138;40.77;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800125;Nordöstra Göteborg, Lövgärdet C;Göteborgs kommun;622;7;1;9;631;1364;46.26;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800126;Nordöstra Göteborg, Senapsgatan m fl;Göteborgs kommun;457;1;1;2;459;1156;39.71;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800127;Nordöstra Göteborg, Mejramgatan m fl;Göteborgs kommun;482;2;0;2;484;990;48.89;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800128;Nordöstra Göteborg, Lövgärdet Övre;Göteborgs kommun;602;1;1;3;605;1148;52.70;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800129;Nordöstra Göteborg, Lövgärdet Nedre;Göteborgs kommun;566;2;1;3;569;1096;51.92;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800130;Nordöstra Göteborg, Trädgårdsgärdet;Göteborgs kommun;518;6;1;7;525;937;56.03;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800131;Nordöstra Göteborg, Titteridamm;Göteborgs kommun;673;9;1;10;683;1080;63.24;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800132;Nordöstra Göteborg, Rannebergen S;Göteborgs kommun;653;9;0;10;663;1252;52.96;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800133;Nordöstra Göteborg, Rannebergen C;Göteborgs kommun;678;3;0;3;681;1373;49.60;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800134;Nordöstra Göteborg, Rannebergen N;Göteborgs kommun;767;2;0;2;769;1133;67.87;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800201;Östra Göteborg, Rymdtorget;Göteborgs kommun;474;7;1;9;483;1148;42.07;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800202;Östra Göteborg, Gärdsmosse;Göteborgs kommun;554;2;1;5;559;1222;45.74;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
2022;rf;14800203;Östra Göteborg, Tellusgatan m fl;Göteborgs kommun;662;5;2;7;669;1297;51.58;roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-regionval-2022.xlsx flik roster_RF
