ar_fg;val;kod_2010;namn_2010;parti;roster_2010;roster_fgval
2006;rd;14800711;Centrum, Burås;M;396;368
2006;rd;14800711;Centrum, Burås;C;81;69
2006;rd;14800711;Centrum, Burås;L;127;165
2006;rd;14800711;Centrum, Burås;KD;86;96
2006;rd;14800711;Centrum, Burås;S;208;257
2006;rd;14800711;Centrum, Burås;V;78;80
2006;rd;14800711;Centrum, Burås;MP;154;97
2006;rd;14800711;Centrum, Burås;SD;43;11
2006;rd;14800711;Centrum, Burås;FI;14;17
2006;rd;14800711;Centrum, Burås;PP;9;5
2006;rd;14800711;Centrum, Burås;EAP;1;
2006;rd;14800711;Centrum, Burås;ND;1;
2006;rd;14800711;Centrum, Burås;RS;1;
2006;rd;14800711;Centrum, Burås;ENH;0;1
2006;rd;14800711;Centrum, Burås;SJVÅP;0;2
2006;rd;14800711;Centrum, Burås;SPI;0;3
2006;rd;14800711;Centrum, Burås;HANDSKRIVNA;1;2
2006;rd;14800711;Centrum, Burås;ÖVRIGA_FGVAL;0;1
2006;rd;14800711;Centrum, Burås;BLANK;11;17
2006;rd;14800711;Centrum, Burås;OG;0;
2006;rd;14800742;Centrum, Centrala Guldheden;M;227;208
2006;rd;14800742;Centrum, Centrala Guldheden;C;27;44
2006;rd;14800742;Centrum, Centrala Guldheden;L;78;84
2006;rd;14800742;Centrum, Centrala Guldheden;KD;46;52
2006;rd;14800742;Centrum, Centrala Guldheden;S;206;230
2006;rd;14800742;Centrum, Centrala Guldheden;V;129;81
2006;rd;14800742;Centrum, Centrala Guldheden;MP;165;136
2006;rd;14800742;Centrum, Centrala Guldheden;SD;47;24
2006;rd;14800742;Centrum, Centrala Guldheden;PP;15;5
2006;rd;14800742;Centrum, Centrala Guldheden;FI;12;22
2006;rd;14800742;Centrum, Centrala Guldheden;ENH;1;
2006;rd;14800742;Centrum, Centrala Guldheden;KLP;1;
2006;rd;14800742;Centrum, Centrala Guldheden;SJVÅP;0;2
2006;rd;14800742;Centrum, Centrala Guldheden;SPI;0;5
2006;rd;14800742;Centrum, Centrala Guldheden;HANDSKRIVNA;1;
2006;rd;14800742;Centrum, Centrala Guldheden;ÖVRIGA_FGVAL;0;2
2006;rd;14800742;Centrum, Centrala Guldheden;BLANK;11;14
2006;rd;14800742;Centrum, Centrala Guldheden;OG;0;1
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;M;282;262
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;C;58;42
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;L;103;120
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;KD;71;81
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;S;192;216
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;V;91;96
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;MP;144;104
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;SD;27;18
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;FI;16;24
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;PP;9;3
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;RS;1;
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;SJVÅP;0;1
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;SPI;0;3
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;HANDSKRIVNA;0;1
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;ÖVRIGA_FGVAL;0;4
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;BLANK;7;10
2006;rd;14800746;Centrum, Doktor Forselius gata m fl;OG;0;
2006;rd;14800723;Centrum, Eklanda;M;530;475
2006;rd;14800723;Centrum, Eklanda;C;86;120
2006;rd;14800723;Centrum, Eklanda;L;142;194
2006;rd;14800723;Centrum, Eklanda;KD;74;77
2006;rd;14800723;Centrum, Eklanda;S;184;207
2006;rd;14800723;Centrum, Eklanda;V;74;64
2006;rd;14800723;Centrum, Eklanda;MP;158;123
2006;rd;14800723;Centrum, Eklanda;SD;40;22
2006;rd;14800723;Centrum, Eklanda;FI;17;19
2006;rd;14800723;Centrum, Eklanda;PP;14;15
