ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2006;rd;riket;M;M;1456014;26.23;5551278;5650416;6892009
2006;rd;riket;C;C;437389;7.88;5551278;5650416;6892009
2006;rd;riket;FP;L;418395;7.54;5551278;5650416;6892009
2006;rd;riket;KD;KD;365998;6.59;5551278;5650416;6892009
2006;rd;riket;S;S;1942625;34.99;5551278;5650416;6892009
2006;rd;riket;V;V;324722;5.85;5551278;5650416;6892009
2006;rd;riket;MP;MP;291121;5.24;5551278;5650416;6892009
2006;rd;riket;0020;0020;2;0.00;5551278;5650416;6892009
2006;rd;riket;0339;0339;68;0.00;5551278;5650416;6892009
2006;rd;riket;0518;0518;24;0.00;5551278;5650416;6892009
2006;rd;riket;0520;0520;61;0.00;5551278;5650416;6892009
2006;rd;riket;0524;0524;34918;0.63;5551278;5650416;6892009
2006;rd;riket;0538;0538;881;0.02;5551278;5650416;6892009
2006;rd;riket;0562;0562;6;0.00;5551278;5650416;6892009
2006;rd;riket;0603;0603;1417;0.03;5551278;5650416;6892009
2006;rd;riket;0619;0619;7;0.00;5551278;5650416;6892009
2006;rd;riket;0638;0638;202;0.00;5551278;5650416;6892009
2006;rd;riket;0676;0676;6;0.00;5551278;5650416;6892009
2006;rd;riket;0677;0677;75;0.00;5551278;5650416;6892009
2006;rd;riket;0704;0704;51;0.00;5551278;5650416;6892009
2006;rd;riket;AKTD;AKTD;81;0.00;5551278;5650416;6892009
2006;rd;riket;ALP;ALP;133;0.00;5551278;5650416;6892009
2006;rd;riket;EAP;EAP;83;0.00;5551278;5650416;6892009
2006;rd;riket;ENH;ENH;2648;0.05;5551278;5650416;6892009
2006;rd;riket;Fi;FI;37954;0.68;5551278;5650416;6892009
2006;rd;riket;JL;JL;26072;0.47;5551278;5650416;6892009
2006;rd;riket;KK;KK;116;0.00;5551278;5650416;6892009
2006;rd;riket;KOMM;KOMM;438;0.01;5551278;5650416;6892009
2006;rd;riket;KommF;KOMMF;30;0.00;5551278;5650416;6892009
2006;rd;riket;ND;ND;3064;0.06;5551278;5650416;6892009
2006;rd;riket;NYF;NYF;1171;0.02;5551278;5650416;6892009
2006;rd;riket;pap;PAP;5;0.00;5551278;5650416;6892009
2006;rd;riket;Riksh;RIKSH;8;0.00;5551278;5650416;6892009
2006;rd;riket;RS;RS;1097;0.02;5551278;5650416;6892009
2006;rd;riket;SD;SD;162463;2.93;5551278;5650416;6892009
2006;rd;riket;Sjvåp;SJVÅP;11519;0.21;5551278;5650416;6892009
2006;rd;riket;SKÅ;SKÅ;11;0.00;5551278;5650416;6892009
2006;rd;riket;SPI;SPI;28806;0.52;5551278;5650416;6892009
2006;rd;riket;Sref;SREF;9;0.00;5551278;5650416;6892009
2006;rd;riket;UP;UP;222;0.00;5551278;5650416;6892009
2006;rd;riket;VIK;VIK;1;0.00;5551278;5650416;6892009
2006;rd;riket;ÖVR;ÖVR;1365;0.02;5551278;5650416;6892009
2006;rd;riket;BLANK;BLANK;96922;1.72;5551278;5650416;6892009
2006;rd;riket;OG;OG;2216;0.04;5551278;5650416;6892009
2006;rd;vgregion;M;M;232798;24.88;935535;952551;1164890
2006;rd;vgregion;C;C;70063;7.49;935535;952551;1164890
2006;rd;vgregion;FP;L;78088;8.35;935535;952551;1164890
2006;rd;vgregion;KD;KD;73106;7.81;935535;952551;1164890
2006;rd;vgregion;S;S;315620;33.74;935535;952551;1164890
2006;rd;vgregion;V;V;60068;6.42;935535;952551;1164890
2006;rd;vgregion;MP;MP;52878;5.65;935535;952551;1164890
2006;rd;vgregion;0518;0518;4;0.00;935535;952551;1164890
2006;rd;vgregion;0520;0520;3;0.00;935535;952551;1164890
2006;rd;vgregion;0524;0524;6632;0.71;935535;952551;1164890
2006;rd;vgregion;0538;0538;208;0.02;935535;952551;1164890
2006;rd;vgregion;0603;0603;315;0.03;935535;952551;1164890
