ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2010;kf;riket;M;M;1551926;26.19;5926710;6014598;7368986
2010;kf;riket;C;C;450944;7.61;5926710;6014598;7368986
2010;kf;riket;FP;L;469574;7.92;5926710;6014598;7368986
2010;kf;riket;KD;KD;258274;4.36;5926710;6014598;7368986
2010;kf;riket;S;S;1919347;32.38;5926710;6014598;7368986
2010;kf;riket;V;V;330270;5.57;5926710;6014598;7368986
2010;kf;riket;MP;MP;418961;7.07;5926710;6014598;7368986
2010;kf;riket;SD;SD;290782;4.91;5926710;6014598;7368986
2010;kf;riket;SPI;SPI;23295;0.39;5926710;6014598;7368986
2010;kf;riket;FI;FI;17053;0.29;5926710;6014598;7368986
2010;kf;riket;VägV;VÄGV;16841;0.28;5926710;6014598;7368986
2010;kf;riket;PP;PP;9002;0.15;5926710;6014598;7368986
2010;kf;riket;K;K;7412;0.13;5926710;6014598;7368986
2010;kf;riket;RS;RS;5671;0.10;5926710;6014598;7368986
2010;kf;riket;TuP;TUP;4553;0.08;5926710;6014598;7368986
2010;kf;riket;NS;NS;3885;0.07;5926710;6014598;7368986
2010;kf;riket;LP;LP;3605;0.06;5926710;6014598;7368986
2010;kf;riket;SPA;SPA;3534;0.06;5926710;6014598;7368986
2010;kf;riket;Kbabo;KBABO;2640;0.04;5926710;6014598;7368986
2010;kf;riket;NL;NL;2600;0.04;5926710;6014598;7368986
2010;kf;riket;ROSP;ROSP;2351;0.04;5926710;6014598;7368986
2010;kf;riket;DP;DP;2283;0.04;5926710;6014598;7368986
2010;kf;riket;VF;VF;2212;0.04;5926710;6014598;7368986
2010;kf;riket;ND;ND;2192;0.04;5926710;6014598;7368986
2010;kf;riket;ALV;ALV;2176;0.04;5926710;6014598;7368986
2010;kf;riket;FAP;FAP;2118;0.04;5926710;6014598;7368986
2010;kf;riket;Bollp;BOLLP;2083;0.04;5926710;6014598;7368986
2010;kf;riket;EP;EP;2015;0.03;5926710;6014598;7368986
2010;kf;riket;ADK;ADK;1931;0.03;5926710;6014598;7368986
2010;kf;riket;Ofa;OFA;1884;0.03;5926710;6014598;7368986
2010;kf;riket;HP;HP;1845;0.03;5926710;6014598;7368986
2010;kf;riket;NLV;NLV;1803;0.03;5926710;6014598;7368986
2010;kf;riket;RSE;RSE;1772;0.03;5926710;6014598;7368986
2010;kf;riket;UtvP;UTVP;1708;0.03;5926710;6014598;7368986
2010;kf;riket;Ö;Ö;1667;0.03;5926710;6014598;7368986
2010;kf;riket;MBP;MBP;1641;0.03;5926710;6014598;7368986
2010;kf;riket;VÄG;VÄG;1584;0.03;5926710;6014598;7368986
2010;kf;riket;BJP;BJP;1548;0.03;5926710;6014598;7368986
2010;kf;riket;DemV;DEMV;1530;0.03;5926710;6014598;7368986
2010;kf;riket;SjvV;SJVV;1484;0.03;5926710;6014598;7368986
2010;kf;riket;NP;NP;1482;0.03;5926710;6014598;7368986
2010;kf;riket;SBÄ;SBÄ;1471;0.02;5926710;6014598;7368986
2010;kf;riket;BP;BP;1441;0.02;5926710;6014598;7368986
2010;kf;riket;KNU;KNU;1416;0.02;5926710;6014598;7368986
2010;kf;riket;1027;1027;1400;0.02;5926710;6014598;7368986
2010;kf;riket;SKÅ;SKÅ;1394;0.02;5926710;6014598;7368986
2010;kf;riket;SOC.P;SOC.P;1384;0.02;5926710;6014598;7368986
2010;kf;riket;SFS;SFS;1371;0.02;5926710;6014598;7368986
2010;kf;riket;KF;KF;1366;0.02;5926710;6014598;7368986
2010;kf;riket;KomP;KOMP;1343;0.02;5926710;6014598;7368986
2010;kf;riket;MaP;MAP;1340;0.02;5926710;6014598;7368986
2010;kf;riket;ROP;ROP;1309;0.02;5926710;6014598;7368986
2010;kf;riket;SÖS;SÖS;1300;0.02;5926710;6014598;7368986
2010;kf;riket;SJP;SJP;1267;0.02;5926710;6014598;7368986
2010;kf;riket;KVäl;KVÄL;1205;0.02;5926710;6014598;7368986
2010;kf;riket;Vfp;VFP;1203;0.02;5926710;6014598;7368986
2010;kf;riket;FPO;FPO;1172;0.02;5926710;6014598;7368986
2010;kf;riket;Kirp;KIRP;1167;0.02;5926710;6014598;7368986
2010;kf;riket;Komv;KOMV;1154;0.02;5926710;6014598;7368986
2010;kf;riket;MOD;MOD;1148;0.02;5926710;6014598;7368986
2010;kf;riket;MOP;MOP;1131;0.02;5926710;6014598;7368986
2010;kf;riket;UddP;UDDP;1105;0.02;5926710;6014598;7368986
2010;kf;riket;VSKB;VSKB;1097;0.02;5926710;6014598;7368986
2010;kf;riket;SocD;SOCD;1032;0.02;5926710;6014598;7368986
2010;kf;riket;SAFE;SAFE;1032;0.02;5926710;6014598;7368986
2010;kf;riket;NO;NO;1019;0.02;5926710;6014598;7368986
2010;kf;riket;PF;PF;1012;0.02;5926710;6014598;7368986
2010;kf;riket;GÖF;GÖF;997;0.02;5926710;6014598;7368986
2010;kf;riket;STRP;STRP;994;0.02;5926710;6014598;7368986
2010;kf;riket;HEL;HEL;982;0.02;5926710;6014598;7368986
2010;kf;riket;ÖstP;ÖSTP;974;0.02;5926710;6014598;7368986
2010;kf;riket;SJVP;SJVP;950;0.02;5926710;6014598;7368986
2010;kf;riket;NB;NB;937;0.02;5926710;6014598;7368986
2010;kf;riket;StröP;STRÖP;924;0.02;5926710;6014598;7368986
2010;kf;riket;MVT;MVT;922;0.02;5926710;6014598;7368986
2010;kf;riket;NOR;NOR;901;0.02;5926710;6014598;7368986
2010;kf;riket;A2000;A2000;890;0.02;5926710;6014598;7368986
2010;kf;riket;BÅP;BÅP;887;0.01;5926710;6014598;7368986
2010;kf;riket;Mfp;MFP;852;0.01;5926710;6014598;7368986
2010;kf;riket;VV;VV;844;0.01;5926710;6014598;7368986
2010;kf;riket;SJVB;SJVB;826;0.01;5926710;6014598;7368986
2010;kf;riket;KBO;KBO;815;0.01;5926710;6014598;7368986
2010;kf;riket;L-P;L-P;813;0.01;5926710;6014598;7368986
2010;kf;riket;FOV;FOV;808;0.01;5926710;6014598;7368986
2010;kf;riket;BAP;BAP;796;0.01;5926710;6014598;7368986
2010;kf;riket;KV;KV;795;0.01;5926710;6014598;7368986
2010;kf;riket;KB;KB;751;0.01;5926710;6014598;7368986
2010;kf;riket;ÖP;ÖP;733;0.01;5926710;6014598;7368986
2010;kf;riket;Lap;LAP;732;0.01;5926710;6014598;7368986
2010;kf;riket;S-V;S-V;728;0.01;5926710;6014598;7368986
2010;kf;riket;LBPO;LBPO;721;0.01;5926710;6014598;7368986
2010;kf;riket;VTL;VTL;717;0.01;5926710;6014598;7368986
2010;kf;riket;SPP;SPP;714;0.01;5926710;6014598;7368986
2010;kf;riket;rd;RD;710;0.01;5926710;6014598;7368986
