ar_fg;val;kod_2018;namn_2018;giltiga_2018;giltiga_fgval;rostande_2018;rostande_fgval;rostberattigade_2018;rostberattigade_fgval;valdeltagande_2018;valdeltagande_fgval;indelning
2014;rd;14800000;Uppsamlingsdistrikt;13316;11654;13435;;;;;;Summerad
2014;rd;14801011;Majorna-Linné, Gröna Vallen;1085;;1099;;1316;;83.51;;Modifierad
2014;rd;14801012;Majorna-Linné, Klippan;987;;996;;1161;;85.79;;Modifierad
2014;rd;14801013;Majorna-Linné, Kungsladugård, Västra;1062;;1066;;1237;;86.18;;Modifierad
2014;rd;14801014;Majorna-Linné, Kungsladugård, Östra;965;;973;;1130;;86.11;;Modifierad
2014;rd;14801015;Majorna-Linné, Mariaplan;919;;932;;1064;;87.59;;Modifierad
2014;rd;14801016;Majorna-Linné, Skytteskogen;1165;;1165;;1389;;83.87;;Modifierad
2014;rd;14801017;Majorna-Linné, Svalebo;909;;918;;1149;;79.90;;Modifierad
2014;rd;14801021;Majorna-Linné, Sandarne;986;;996;;1212;;82.18;;Modifierad
2014;rd;14801022;Majorna-Linné, Silverkällan;915;;924;;1078;;85.71;;Modifierad
2014;rd;14801031;Majorna-Linné, Chapmans Torg;851;;851;;1038;;81.98;;Modifierad
2014;rd;14801032;Majorna-Linné, Godhem;1038;1001;1048;1007;1199;1169;87.41;86.14;
2014;rd;14801033;Majorna-Linné, Gråberget, Västra;815;;823;;923;;89.17;;Modifierad
2014;rd;14801034;Majorna-Linné, Gråberget, Östra;915;;925;;1174;;78.79;;Modifierad
2014;rd;14801035;Majorna-Linné, Hängmattan;917;;925;;1110;;83.33;;Modifierad
2014;rd;14801036;Majorna-Linné, Majorna;943;;955;;1131;;84.44;;Modifierad
2014;rd;14801037;Majorna-Linné, Marieberg;952;;964;;1090;;88.44;;Modifierad
2014;rd;14801038;Majorna-Linné, Slottsskogsgatan m fl;819;;832;;1001;;83.12;;Modifierad
2014;rd;14801041;Majorna-Linné, Djurgårdsgatan m fl;998;;1010;;1142;;88.44;;Modifierad
2014;rd;14801042;Majorna-Linné, Gatenhielmska;1048;1070;1056;1076;1311;1277;80.55;84.26;
2014;rd;14801043;Majorna-Linné, Karl Johans torg;1019;;1026;;1181;;86.88;;Modifierad
2014;rd;14801044;Majorna-Linné, Klareborgsgatan m fl;934;;940;;1103;;85.22;;Modifierad
2014;rd;14801045;Majorna-Linné, Söderlingska ängen;925;;937;;1192;;78.61;;Modifierad
2014;rd;14801051;Majorna-Linné, Masthugget, Nedre;890;;897;;1000;;89.70;;Modifierad
2014;rd;14801052;Majorna-Linné, Masthugget, Övre;1186;;1193;;1307;;91.28;;Modifierad
2014;rd;14801053;Majorna-Linné, Masthuggstorget;1016;1048;1025;1057;1238;1275;82.79;82.90;
2014;rd;14801054;Majorna-Linné, Oscar Fredrik;953;;964;;1097;;87.88;;Modifierad
2014;rd;14801055;Majorna-Linné, Sjömansgatan m fl;973;;979;;1121;;87.33;;Modifierad
2014;rd;14801056;Majorna-Linné, Slottsskogen;905;891;911;897;1105;1112;82.44;80.67;
2014;rd;14801057;Majorna-Linné, Stigberget;956;;968;;1109;;87.29;;Modifierad
2014;rd;14801058;Majorna-Linné, Vegastaden;1115;1063;1120;1069;1276;1251;87.77;85.45;
2014;rd;14801061;Majorna-Linné, Änggården;973;968;978;975;1189;1185;82.25;82.28;
2014;rd;14801071;Majorna-Linné, Haga Västra;1062;;1072;;1323;;81.03;;Modifierad
2014;rd;14801072;Majorna-Linné, Haga Östra;810;;816;;941;;86.72;;Modifierad
2014;rd;14801073;Majorna-Linné, Skansberget;910;;916;;1082;;84.66;;Modifierad
2014;rd;14801081;Majorna-Linné, Annedal, Norra;1033;;1033;;1244;;83.04;;Modifierad
2014;rd;14801082;Majorna-Linné, Annedal, Södra;964;;971;;1156;;84.00;;Modifierad
2014;rd;14801083;Majorna-Linné, Nilssonsberg;1161;;1174;;1371;;85.63;;Modifierad
2014;rd;14801091;Majorna-Linné, Kommendantsängen;1072;1108;1086;1116;1291;1282;84.12;87.05;
2014;rd;14801092;Majorna-Linné, Linné;1177;;1190;;1351;;88.08;;Modifierad
2014;rd;14801093;Majorna-Linné, Linnéplatsen;1220;;1233;;1403;;87.88;;Modifierad
2014;rd;14801094;Majorna-Linné, Långgatorna;883;;889;;1120;;79.38;;Modifierad
2014;rd;14801095;Majorna-Linné, Olivedal;904;;913;;1064;;85.81;;Modifierad
2014;rd;14801096;Majorna-Linné, Plantagegatan, m fl;866;;871;;1002;;86.93;;Modifierad
2014;rd;14801097;Majorna-Linné, Risåsen;1006;971;1016;977;1155;1145;87.97;85.33;
2014;rd;14801098;Majorna-Linné, Sveaplan;1173;1174;1185;1179;1344;1368;88.17;86.18;
2014;rd;14801100;Centrum, Framnäs;924;;929;;1133;;81.99;;Modifierad
2014;rd;14801101;Centrum, Fredriksdal;659;;661;;789;;83.78;;Modifierad
2014;rd;14801102;Centrum, Fridkullagatan m fl;995;;998;;1144;;87.24;;Modifierad
2014;rd;14801103;Centrum, Getebergsäng;1245;1226;1255;1237;1471;1470;85.32;84.15;
2014;rd;14801104;Centrum, Kristinehöjd, Västra;1100;1073;1107;1084;1355;1334;81.70;81.26;
2014;rd;14801105;Centrum, Kristinehöjd, Östra;1159;;1164;;1351;;86.16;;Modifierad
2014;rd;14801106;Centrum, Krokslätt, Norra;862;;870;;1104;;78.80;;Modifierad
2014;rd;14801107;Centrum, Krokslätt, Södra;475;;481;;551;;87.30;;Modifierad
2014;rd;14801108;Centrum, Mossen;776;;784;;895;;87.60;;Modifierad
2014;rd;14801109;Centrum, Olofshöjd;635;631;638;633;799;791;79.85;80.03;
2014;rd;14801111;Centrum, Eklanda Norra;942;;950;;1102;;86.21;;Modifierad
2014;rd;14801112;Centrum, Eklanda Södra;948;;954;;1106;;86.26;;Modifierad
2014;rd;14801113;Centrum, Johanneberg, Nedre;1268;;1272;;1475;;86.24;;Modifierad
