ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2002;kf;ej_raknade_i_vallokal-Göteborg 1;M;M;94;21.0;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;C;C;15;3.3;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;FP;L;53;11.8;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;KD;KD;29;6.4;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;S;S;145;32.4;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;V;V;53;11.8;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;MP;MP;34;7.6;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;KPML;KPML;5;1.1;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;SD;SD;9;2.0;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;SPI;SPI;3;0.6;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 1;ÖVR;ÖVR;7;1.5;447;469;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;M;M;87;17.5;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;C;C;11;2.2;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;FP;L;83;16.7;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;KD;KD;32;6.4;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;S;S;132;26.6;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;V;V;70;14.1;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;MP;MP;55;11.1;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;KPML;KPML;9;1.8;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;SD;SD;7;1.4;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;SPI;SPI;2;0.4;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 2;ÖVR;ÖVR;7;1.4;495;512;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;M;M;226;23.7;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;C;C;19;1.9;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;FP;L;206;21.6;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;KD;KD;53;5.5;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;S;S;194;20.3;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;V;V;119;12.4;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;MP;MP;110;11.5;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;KPML;KPML;8;0.8;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;SD;SD;8;0.8;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;SPI;SPI;3;0.3;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 3;ÖVR;ÖVR;7;0.7;953;992;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;M;M;159;22.7;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;C;C;13;1.8;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;FP;L;103;14.7;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;KD;KD;68;9.7;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;S;S;145;20.7;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;V;V;92;13.1;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;MP;MP;81;11.6;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;KPML;KPML;10;1.4;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;SD;SD;10;1.4;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;SPI;SPI;7;1.0;698;708;
2002;kf;ej_raknade_i_vallokal-Göteborg 4;ÖVR;ÖVR;10;1.4;698;708;
2002;kf;riket;M;M;932621;17.5;5313271;5410101;
2002;kf;riket;C;C;458274;8.6;5313271;5410101;
2002;kf;riket;FP;L;609411;11.4;5313271;5410101;
2002;kf;riket;KD;KD;376657;7.0;5313271;5410101;
2002;kf;riket;S;S;1982703;37.3;5313271;5410101;
2002;kf;riket;V;V;437788;8.2;5313271;5410101;
2002;kf;riket;MP;MP;227189;4.2;5313271;5410101;
2002;kf;riket;ÖVR;ÖVR;288628;5.4;5313271;5410101;
2002;kf;vgregion;M;M;148799;16.7;886499;903868;
2002;kf;vgregion;C;C;71270;8.0;886499;903868;
2002;kf;vgregion;FP;L;113288;12.7;886499;903868;
2002;kf;vgregion;KD;KD;75531;8.5;886499;903868;
2002;kf;vgregion;S;S;310672;35.0;886499;903868;
2002;kf;vgregion;V;V;77553;8.7;886499;903868;
2002;kf;vgregion;MP;MP;41630;4.6;886499;903868;
2002;kf;vgregion;ÖVR;ÖVR;47756;5.3;886499;903868;
2002;kf;goteborg;M;M;54091;19.7;273965;278467;
2002;kf;goteborg;C;C;4527;1.6;273965;278467;
2002;kf;goteborg;FP;L;43823;15.9;273965;278467;
2002;kf;goteborg;KD;KD;19589;7.1;273965;278467;
2002;kf;goteborg;S;S;89027;32.4;273965;278467;
2002;kf;goteborg;V;V;30021;10.9;273965;278467;
2002;kf;goteborg;MP;MP;18009;6.5;273965;278467;
2002;kf;goteborg;KPML;KPML;4296;1.5;273965;278467;
2002;kf;goteborg;SD;SD;4532;1.6;273965;278467;
2002;kf;goteborg;SPI;SPI;1457;0.5;273965;278467;
2002;kf;goteborg;ÖVR;ÖVR;4593;1.6;273965;278467;
2002;kf;valkrets-Göteborg 1;M;M;10520;15.6;67042;68228;
2002;kf;valkrets-Göteborg 1;C;C;1291;1.9;67042;68228;
2002;kf;valkrets-Göteborg 1;FP;L;8347;12.4;67042;68228;
2002;kf;valkrets-Göteborg 1;KD;KD;4057;6.0;67042;68228;
2002;kf;valkrets-Göteborg 1;S;S;27993;41.7;67042;68228;
2002;kf;valkrets-Göteborg 1;V;V;7272;10.8;67042;68228;
2002;kf;valkrets-Göteborg 1;MP;MP;3425;5.1;67042;68228;
2002;kf;valkrets-Göteborg 1;KPML;KPML;1012;1.5;67042;68228;
2002;kf;valkrets-Göteborg 1;SD;SD;1444;2.1;67042;68228;
2002;kf;valkrets-Göteborg 1;SPI;SPI;426;0.6;67042;68228;
2002;kf;valkrets-Göteborg 1;ÖVR;ÖVR;1255;1.8;67042;68228;
2002;kf;valkrets-Göteborg 2;M;M;9130;14.8;61432;62358;
2002;kf;valkrets-Göteborg 2;C;C;900;1.4;61432;62358;
2002;kf;valkrets-Göteborg 2;FP;L;8071;13.1;61432;62358;
2002;kf;valkrets-Göteborg 2;KD;KD;4008;6.5;61432;62358;
2002;kf;valkrets-Göteborg 2;S;S;23922;38.9;61432;62358;
2002;kf;valkrets-Göteborg 2;V;V;7267;11.8;61432;62358;
2002;kf;valkrets-Göteborg 2;MP;MP;4376;7.1;61432;62358;
2002;kf;valkrets-Göteborg 2;KPML;KPML;1251;2.0;61432;62358;
2002;kf;valkrets-Göteborg 2;SD;SD;1169;1.9;61432;62358;
2002;kf;valkrets-Göteborg 2;SPI;SPI;243;0.3;61432;62358;
2002;kf;valkrets-Göteborg 2;ÖVR;ÖVR;1095;1.7;61432;62358;
2002;kf;valkrets-Göteborg 3;M;M;17112;24.1;70986;72320;
2002;kf;valkrets-Göteborg 3;C;C;1271;1.7;70986;72320;
2002;kf;valkrets-Göteborg 3;FP;L;14420;20.3;70986;72320;
2002;kf;valkrets-Göteborg 3;KD;KD;4101;5.7;70986;72320;
2002;kf;valkrets-Göteborg 3;S;S;16209;22.8;70986;72320;
2002;kf;valkrets-Göteborg 3;V;V;8640;12.1;70986;72320;
2002;kf;valkrets-Göteborg 3;MP;MP;6074;8.5;70986;72320;
2002;kf;valkrets-Göteborg 3;KPML;KPML;1131;1.5;70986;72320;
2002;kf;valkrets-Göteborg 3;SD;SD;804;1.1;70986;72320;
2002;kf;valkrets-Göteborg 3;SPI;SPI;221;0.3;70986;72320;
