ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2002;kf;valkrets-Göteborg 3;ÖVR;ÖVR;1003;1.4;70986;72320;
2002;kf;valkrets-Göteborg 4;M;M;17329;23.2;74505;75561;
2002;kf;valkrets-Göteborg 4;C;C;1065;1.4;74505;75561;
2002;kf;valkrets-Göteborg 4;FP;L;12985;17.4;74505;75561;
2002;kf;valkrets-Göteborg 4;KD;KD;7423;9.9;74505;75561;
2002;kf;valkrets-Göteborg 4;S;S;20903;28.0;74505;75561;
2002;kf;valkrets-Göteborg 4;V;V;6842;9.1;74505;75561;
2002;kf;valkrets-Göteborg 4;MP;MP;4134;5.5;74505;75561;
2002;kf;valkrets-Göteborg 4;KPML;KPML;902;1.2;74505;75561;
2002;kf;valkrets-Göteborg 4;SD;SD;1115;1.4;74505;75561;
2002;kf;valkrets-Göteborg 4;SPI;SPI;567;0.7;74505;75561;
2002;kf;valkrets-Göteborg 4;ÖVR;ÖVR;1240;1.6;74505;75561;
