kod_2014;namn_2014;kod_2022;namn_2022;overlapp_m2;andel_av_2014;andel_av_2022
14801011;Majorna-Linné, Klippan;14800534;Västra Centrum, Klippan;358198.8;0.8738;0.7920
14801011;Majorna-Linné, Klippan;14800535;Västra Centrum, Gröna Vallen;50711.9;0.1237;0.8782
14801011;Majorna-Linné, Klippan;14800538;Västra Centrum, Slottsskogsgat. m fl;952.2;0.0023;0.0069
14801011;Majorna-Linné, Klippan;14800533;Västra Centrum, Sandarne;37.4;0.0001;0.0000
14801011;Majorna-Linné, Klippan;14800530;Västra Centrum, Mariaplan;31.7;0.0001;0.0003
14801011;Majorna-Linné, Klippan;14800933;Centrala Hisingen, Färjenäs;10.9;0.0000;0.0000
14801011;Majorna-Linné, Klippan;14800536;Västra Centrum, Kusttorget;1.0;0.0000;0.0000
14801011;Majorna-Linné, Klippan;14800820;Västra Hisingen, Amhult-Arendal;0.0;0.0000;0.0000
14801012;Majorna-Linné, Kungsladugård;14800528;Västra Centrum, Kungsladugård Östra;112807.4;0.8048;0.8444
14801012;Majorna-Linné, Kungsladugård;14800529;Västra Centrum, Kungsladugård Västra;27334.7;0.1950;0.2892
14801012;Majorna-Linné, Kungsladugård;14800538;Västra Centrum, Slottsskogsgat. m fl;14.6;0.0001;0.0001
14801012;Majorna-Linné, Kungsladugård;14800530;Västra Centrum, Mariaplan;5.1;0.0000;0.0001
14801012;Majorna-Linné, Kungsladugård;14800541;Västra Centrum, Godhem;1.4;0.0000;0.0000
14801013;Majorna-Linné, Mariaplan;14800530;Västra Centrum, Mariaplan;88828.1;0.7987;0.9393
14801013;Majorna-Linné, Mariaplan;14800532;Västra Centrum, Sannaplan;7595.6;0.0683;0.0620
14801013;Majorna-Linné, Mariaplan;14800535;Västra Centrum, Gröna Vallen;7030.3;0.0632;0.1217
14801013;Majorna-Linné, Mariaplan;14800529;Västra Centrum, Kungsladugård Västra;6357.1;0.0572;0.0673
14801013;Majorna-Linné, Mariaplan;14800538;Västra Centrum, Slottsskogsgat. m fl;1386.5;0.0125;0.0101
14801013;Majorna-Linné, Mariaplan;14800531;Västra Centrum, Silverkällan;12.0;0.0001;0.0002
14801013;Majorna-Linné, Mariaplan;14800534;Västra Centrum, Klippan;0.0;0.0000;0.0000
14801014;Majorna-Linné, Silverkällan;14800534;Västra Centrum, Klippan;84201.0;0.4704;0.1862
14801014;Majorna-Linné, Silverkällan;14800531;Västra Centrum, Silverkällan;59897.6;0.3346;0.9998
14801014;Majorna-Linné, Silverkällan;14800532;Västra Centrum, Sannaplan;34908.1;0.1950;0.2848
14801014;Majorna-Linné, Silverkällan;14800530;Västra Centrum, Mariaplan;2.1;0.0000;0.0000
14801014;Majorna-Linné, Silverkällan;14800533;Västra Centrum, Sandarne;0.5;0.0000;0.0000
14801015;Majorna-Linné, Skytteskogen;14800527;Västra Centrum, Skytteskogen;294219.9;0.7718;0.8488
14801015;Majorna-Linné, Skytteskogen;14800529;Västra Centrum, Kungsladugård Västra;60822.1;0.1595;0.6435
14801015;Majorna-Linné, Skytteskogen;14800528;Västra Centrum, Kungsladugård Östra;20450.2;0.0536;0.1531
