ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2010;rd;riket;M;M;1791766;30.06;5960408;6028682;7123651
2010;rd;riket;C;C;390804;6.56;5960408;6028682;7123651
2010;rd;riket;FP;L;420524;7.06;5960408;6028682;7123651
2010;rd;riket;KD;KD;333696;5.60;5960408;6028682;7123651
2010;rd;riket;S;S;1827497;30.66;5960408;6028682;7123651
2010;rd;riket;V;V;334053;5.60;5960408;6028682;7123651
2010;rd;riket;MP;MP;437435;7.34;5960408;6028682;7123651
2010;rd;riket;SD;SD;339610;5.70;5960408;6028682;7123651
2010;rd;riket;PP;PP;38491;0.65;5960408;6028682;7123651
2010;rd;riket;FI;FI;24139;0.40;5960408;6028682;7123651
2010;rd;riket;SPI;SPI;11078;0.19;5960408;6028682;7123651
2010;rd;riket;1011;1011;1565;0.03;5960408;6028682;7123651
2010;rd;riket;RS;RS;1507;0.03;5960408;6028682;7123651
2010;rd;riket;NorrS;NORRS;1456;0.02;5960408;6028682;7123651
2010;rd;riket;ND;ND;1141;0.02;5960408;6028682;7123651
2010;rd;riket;KLP;KLP;716;0.01;5960408;6028682;7123651
2010;rd;riket;0979;0979;688;0.01;5960408;6028682;7123651
2010;rd;riket;SVP;SVP;681;0.01;5960408;6028682;7123651
2010;rd;riket;ENH;ENH;632;0.01;5960408;6028682;7123651
2010;rd;riket;SKP;SKP;375;0.01;5960408;6028682;7123651
2010;rd;riket;1004;1004;237;0.00;5960408;6028682;7123651
2010;rd;riket;EAP;EAP;187;0.00;5960408;6028682;7123651
2010;rd;riket;Sjvåp;SJVÅP;185;0.00;5960408;6028682;7123651
2010;rd;riket;ALP;ALP;87;0.00;5960408;6028682;7123651
2010;rd;riket;1052;1052;76;0.00;5960408;6028682;7123651
2010;rd;riket;SNDP;SNDP;63;0.00;5960408;6028682;7123651
2010;rd;riket;1041;1041;35;0.00;5960408;6028682;7123651
2010;rd;riket;KommF;KOMMF;26;0.00;5960408;6028682;7123651
2010;rd;riket;1074;1074;19;0.00;5960408;6028682;7123651
2010;rd;riket;SKÅ;SKÅ;17;0.00;5960408;6028682;7123651
2010;rd;riket;0020;0020;14;0.00;5960408;6028682;7123651
2010;rd;riket;1077;1077;10;0.00;5960408;6028682;7123651
2010;rd;riket;0518;0518;5;0.00;5960408;6028682;7123651
2010;rd;riket;Alex;ALEX;4;0.00;5960408;6028682;7123651
2010;rd;riket;1067;1067;4;0.00;5960408;6028682;7123651
2010;rd;riket;Riksh;RIKSH;3;0.00;5960408;6028682;7123651
2010;rd;riket;1086;1086;2;0.00;5960408;6028682;7123651
2010;rd;riket;HANDSKRIVNA;HANDSKRIVNA;1580;0.03;5960408;6028682;7123651
2010;rd;riket;BLANK;BLANK;65938;1.09;5960408;6028682;7123651
2010;rd;riket;OG;OG;2336;0.04;5960408;6028682;7123651
2010;rd;goteborg;M;M;96981;30.37;319302;322458;389821
2010;rd;goteborg;C;C;12183;3.82;319302;322458;389821
2010;rd;goteborg;FP;L;26829;8.40;319302;322458;389821
2010;rd;goteborg;KD;KD;19484;6.10;319302;322458;389821
2010;rd;goteborg;S;S;80543;25.22;319302;322458;389821
2010;rd;goteborg;V;V;27246;8.53;319302;322458;389821
2010;rd;goteborg;MP;MP;34205;10.71;319302;322458;389821
2010;rd;goteborg;SD;SD;15608;4.89;319302;322458;389821
2010;rd;goteborg;FI;FI;2761;0.86;319302;322458;389821
2010;rd;goteborg;PP;PP;2628;0.82;319302;322458;389821
2010;rd;goteborg;RS;RS;388;0.12;319302;322458;389821
