kod_2006;namn_2006;kod_2010;namn_2010;overlapp_m2;andel_av_2006;andel_av_2010
14800101;Backa-Brunnsbo 1;14802011;Backa, Tingstad;2317099.9;0.9999;0.9999
14800101;Backa-Brunnsbo 1;14802013;Backa, Aröd;85.7;0.0000;0.0001
14800101;Backa-Brunnsbo 1;14802021;Backa, Södra Backa;72.0;0.0000;0.0001
14800101;Backa-Brunnsbo 1;14802012;Backa, Brunnsbo;25.2;0.0000;0.0002
14800101;Backa-Brunnsbo 1;14802022;Backa, Backa Röd;22.2;0.0000;0.0000
14800101;Backa-Brunnsbo 1;14802024;Backa, Bällskär;21.8;0.0000;0.0000
14800101;Backa-Brunnsbo 1;14801825;Lundby, Södra Kvillebäcken;2.5;0.0000;0.0000
14800102;Backa-Brunnsbo 2;14802012;Backa, Brunnsbo;134663.7;0.9997;0.9997
14800102;Backa-Brunnsbo 2;14802013;Backa, Aröd;20.0;0.0001;0.0000
14800102;Backa-Brunnsbo 2;14802011;Backa, Tingstad;14.3;0.0001;0.0000
14800103;Backa-Brunnsbo 3;14802013;Backa, Aröd;1466786.8;0.9999;0.9999
14800103;Backa-Brunnsbo 3;14801912;Tuve-Säve, Tuve;66.9;0.0000;0.0000
14800103;Backa-Brunnsbo 3;14802011;Backa, Tingstad;39.5;0.0000;0.0000
14800103;Backa-Brunnsbo 3;14802041;Backa, Skogome-Sankt Jörgen;21.9;0.0000;0.0000
14800103;Backa-Brunnsbo 3;14802012;Backa, Brunnsbo;9.5;0.0000;0.0001
14800103;Backa-Brunnsbo 3;14802022;Backa, Backa Röd;4.8;0.0000;0.0000
14800103;Backa-Brunnsbo 3;14801825;Lundby, Södra Kvillebäcken;2.9;0.0000;0.0000
14800104;Backa-Brunnsbo 4;14802022;Backa, Backa Röd;804405.0;0.9999;0.9999
14800104;Backa-Brunnsbo 4;14802041;Backa, Skogome-Sankt Jörgen;49.4;0.0001;0.0000
14800104;Backa-Brunnsbo 4;14802034;Backa, Skälltorp;14.2;0.0000;0.0000
14800104;Backa-Brunnsbo 4;14802013;Backa, Aröd;13.5;0.0000;0.0000
14800104;Backa-Brunnsbo 4;14802023;Backa, Norra Backa;5.1;0.0000;0.0000
14800104;Backa-Brunnsbo 4;14802011;Backa, Tingstad;1.1;0.0000;0.0000
14800105;Backa-Brunnsbo 5;14802023;Backa, Norra Backa;362824.1;0.9999;0.9999
14800105;Backa-Brunnsbo 5;14802022;Backa, Backa Röd;31.1;0.0001;0.0000
