ar;val;landstings_id;landstings_namn;landstingsvalkrets_id;landstingsvalkrets_namn;kommun_id;kommun_namn;valdistrikt_id;valdistrikt_namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801133;Centrum, Guldheden, Centrala;22;36;0;1;125;148;10;10;215;182;13;12;96;110;4;4;75;139;2;1;1205
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801134;Centrum, Guldheden, Norra;32;29;0;0;133;141;5;11;324;247;23;25;95;132;7;5;87;162;2;3;1463
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801135;Centrum, Guldheden, Södra;25;37;1;2;145;153;9;9;233;206;18;17;92;116;4;4;90;153;3;6;1323
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801136;Centrum, Landala Egnahem;29;29;0;0;187;194;2;7;200;189;16;15;82;111;7;2;98;137;1;4;1310
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801141;Centrum, Lorensberg;42;34;0;1;123;124;10;12;194;188;25;18;195;198;10;10;216;254;3;4;1661
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801151;Centrum, Valand;30;34;2;0;98;119;6;3;191;159;17;11;124;124;3;6;117;120;4;1;1169
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801152;Centrum, Vasastaden, Norra;33;35;1;1;159;151;6;10;286;243;36;29;164;128;9;6;91;124;2;3;1517
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801153;Centrum, Vasastaden, Södra;34;42;0;2;182;163;15;10;288;239;24;21;157;188;8;6;134;197;8;3;1721
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801154;Centrum, Vasastaden, Östra;45;45;1;0;110;117;11;11;280;243;19;21;168;161;12;12;113;116;3;4;1492
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801161;Centrum, Inom Vallgraven;33;33;1;1;149;178;9;13;353;267;28;18;244;215;14;10;117;115;6;7;1811
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801162;Centrum, Nordstan-Otterhällan;37;35;0;1;190;186;11;17;299;226;30;23;201;206;9;7;154;149;2;4;1787
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801171;Centrum, Friggagatan-Stampen;9;28;0;0;144;137;6;6;300;239;13;12;133;148;7;2;103;148;3;9;1447
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801172;Centrum, Gullbergsvass-Svingeln;27;51;1;1;328;383;12;15;348;270;36;17;79;72;5;4;38;33;4;1;1725
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801173;Centrum, Gårda, Norra;21;21;1;1;131;157;6;9;251;182;19;14;110;116;5;2;58;45;2;1;1152
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801174;Centrum, Odinsgatan-Stampen;33;32;0;1;198;182;12;6;252;193;18;14;155;163;6;5;152;203;0;3;1628
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801181;Centrum, Bohusgatan m fl;32;25;2;1;65;84;8;7;214;204;14;16;194;212;7;6;159;202;6;4;1462
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801182;Centrum, Gårda, Södra;38;41;2;3;203;187;15;19;160;97;17;12;72;64;4;4;98;161;4;3;1204
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801183;Centrum, Heden;22;29;1;0;92;93;10;6;237;230;16;12;156;163;5;3;138;171;3;3;1390
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14801184;Centrum, Hedås;20;35;1;2;101;77;6;9;195;158;18;11;138;156;7;6;105;146;3;4;1198
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802011;Örgryte-Härlanda, Gubbero;12;18;2;2;157;175;10;8;250;214;21;11;68;76;5;4;66;135;5;1;1240
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802012;Örgryte-Härlanda, Olskroken;38;21;3;2;107;129;4;9;222;226;31;20;130;142;6;6;108;163;6;4;1377
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802013;Örgryte-Härlanda, Redberget;24;27;0;1;134;177;10;7;259;238;23;12;76;93;10;5;43;46;2;2;1189
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802014;Örgryte-Härlanda, Redbergsplatsen;14;17;1;0;105;119;6;4;206;183;10;10;104;123;3;5;88;170;1;2;1171
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802021;Örgryte-Härlanda, Bagaregården;28;27;0;0;82;112;1;5;227;233;20;14;92;128;8;4;26;37;3;2;1049
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802022;Örgryte-Härlanda, Ånäs;23;28;3;1;134;177;1;10;248;234;16;12;79;113;5;3;48;44;2;2;1183
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802031;Örgryte-Härlanda, Redbergslid;24;44;2;3;203;217;9;6;290;249;31;17;147;162;16;1;118;158;6;6;1709
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802032;Örgryte-Härlanda, Strömmensberg;27;31;1;0;147;203;5;8;233;206;19;11;122;122;11;2;86;164;2;4;1404
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802041;Örgryte-Härlanda, Kallebäck, Västra;48;39;3;3;152;147;110;40;158;131;66;24;95;101;2;4;126;209;0;2;1460
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802042;Örgryte-Härlanda, Kallebäck, Östra;28;38;0;0;168;210;4;13;340;266;35;27;120;151;6;2;108;173;2;1;1692
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802051;Örgryte-Härlanda, Jakobsdal;35;37;0;0;124;97;2;6;222;220;17;11;150;181;3;2;120;147;0;3;1377
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802052;Örgryte-Härlanda, Skår, Norra;48;41;0;0;44;68;6;9;125;145;15;16;155;156;5;5;119;120;2;3;1082
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802053;Örgryte-Härlanda, Skår, Södra;41;54;0;2;63;84;8;3;176;186;30;24;168;157;4;4;106;109;3;4;1226
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802061;Örgryte-Härlanda, Bö;34;40;0;0;49;53;4;7;159;171;4;10;107;139;4;3;84;112;2;1;983
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802062;Örgryte-Härlanda, Örgryte;36;42;1;0;71;71;8;8;111;137;23;13;110;121;8;4;107;129;1;2;1003
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802071;Örgryte-Härlanda, Torp;37;37;0;0;152;172;7;6;294;302;14;14;148;203;1;3;152;260;3;7;1812
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802081;Örgryte-Härlanda, Kärralund;67;65;1;1;123;147;13;11;283;299;20;18;202;201;5;6;118;144;4;4;1732
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802082;Örgryte-Härlanda, Lunden, Gamla;21;42;2;1;220;255;8;10;273;267;23;15;103;102;8;4;64;80;3;7;1508
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802083;Örgryte-Härlanda, Lunden, Nya;27;40;1;1;187;189;7;12;284;242;22;13;107;109;5;5;176;238;6;5;1676
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802084;Örgryte-Härlanda, Nobelplatsen;19;33;0;0;182;249;9;7;289;245;16;8;84;81;4;4;64;82;3;2;1381
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802085;Örgryte-Härlanda, Sankt Pauli;28;28;0;1;171;204;8;5;285;279;24;11;125;151;11;6;117;204;3;4;1665
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802086;Örgryte-Härlanda, Överås;32;34;0;0;226;250;6;3;364;274;21;12;127;158;10;4;103;136;2;2;1764
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802091;Örgryte-Härlanda, Härlanda;36;37;3;0;109;121;3;2;241;234;20;12;134;146;8;5;76;82;5;2;1276
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802101;Örgryte-Härlanda, Kålltorp, Norra;26;21;3;0;188;216;6;6;236;234;23;14;103;108;7;3;52;53;5;3;1307
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802102;Örgryte-Härlanda, Kålltorp, Södra;24;22;2;0;123;132;3;5;195;196;16;17;123;144;4;4;74;129;6;1;1220
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802103;Örgryte-Härlanda, Kålltorp, Västra;38;27;0;1;86;94;6;5;177;182;14;13;122;138;3;2;73;80;5;1;1067
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802104;Örgryte-Härlanda, Kålltorp, Östra;19;27;2;0;139;161;6;4;207;213;14;10;81;91;5;5;44;60;2;1;1091
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802105;Örgryte-Härlanda, Munkebäck, Norra;21;20;3;0;162;187;4;6;226;208;15;14;78;81;0;1;58;70;1;3;1158
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802106;Örgryte-Härlanda, Munkebäck, Södra;27;35;0;0;116;131;9;7;256;227;22;22;108;137;1;4;67;143;5;2;1319
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802111;Örgryte-Härlanda, Fräntorp;44;34;0;0;50;39;0;5;197;206;10;7;151;136;5;3;112;123;1;3;1126
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802112;Örgryte-Härlanda, Torpa;55;64;0;1;138;170;8;6;278;316;26;21;219;219;11;3;118;172;4;3;1832
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802121;Örgryte-Härlanda, Björkekärr, Norra;15;15;0;1;68;74;1;2;119;125;11;6;69;91;3;3;107;189;1;4;904
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802122;Örgryte-Härlanda, Björkekärr, Södra;38;30;0;2;57;72;3;4;244;273;19;13;157;151;5;1;138;186;3;1;1397
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802123;Örgryte-Härlanda, Björkekärr, Västra;68;71;2;3;224;213;56;35;108;101;48;37;76;96;5;4;77;144;4;3;1375
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802124;Örgryte-Härlanda, Björkekärr, Östra;36;39;4;4;131;143;13;9;158;172;35;20;115;99;3;5;105;185;7;3;1286
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14802125;Örgryte-Härlanda, Robertshöjd m fl;46;34;1;3;127;135;8;8;236;249;15;20;136;152;10;10;149;259;9;5;1612
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803011;Östra Göteborg, Bellevue;24;23;5;1;202;218;14;9;251;184;19;14;96;82;3;4;61;82;11;8;1311
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803012;Östra Göteborg, Gamlestaden;48;46;2;3;207;216;20;19;252;240;51;20;66;60;11;7;33;45;5;1;1352
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803013;Östra Göteborg, Kviberg, Västra;24;33;5;2;176;183;9;10;220;205;17;17;115;127;8;8;162;262;8;15;1606
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803014;Östra Göteborg, Kviberg, Östra;71;82;1;4;256;271;25;17;123;119;25;13;43;64;1;3;41;51;1;2;1213
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803015;Östra Göteborg, Nylöse;22;38;4;8;150;191;18;12;296;241;37;17;178;121;28;8;72;91;11;9;1552
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803021;Östra Göteborg, Fjällbo;58;37;3;1;63;69;5;3;330;356;24;22;162;133;14;5;99;143;6;6;1539
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803022;Östra Göteborg, Utby;41;46;0;0;53;54;2;3;307;338;12;12;186;157;13;8;115;123;4;2;1476
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803023;Östra Göteborg, Utbynäs;42;40;1;0;57;40;6;3;201;208;10;12;147;138;6;9;103;99;4;5;1131
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803031;Östra Göteborg, Gregorianska g. m fl;31;26;5;1;145;156;32;28;246;177;83;44;158;133;15;10;92;104;5;12;1503
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803032;Östra Göteborg, Kortedala Centrum;28;31;2;5;122;158;29;31;222;201;75;43;142;127;15;15;103;192;10;9;1560
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803033;Östra Göteborg, Kortedala, Södra;44;31;3;3;93;105;13;15;212;244;25;33;143;133;6;12;76;141;4;3;1339
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803034;Östra Göteborg, Kortedala, Västra;17;33;2;0;134;124;8;14;180;169;31;25;136;145;11;12;151;239;14;14;1459
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803035;Östra Göteborg, Kortedala, Östra;20;28;6;4;143;175;45;44;290;180;102;59;125;131;20;25;131;188;19;25;1760
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803041;Östra Göteborg, Adventsparken;28;32;5;5;101;140;22;25;197;179;40;39;133;150;23;22;153;230;10;15;1549
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803042;Östra Göteborg, Kortedala, Norra;44;40;6;11;171;181;25;41;278;271;79;59;149;163;13;16;110;117;12;12;1798
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803043;Östra Göteborg, Månadsgatorna m fl;37;40;10;8;127;158;32;40;239;236;89;78;166;138;18;14;101;134;15;11;1691
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803051;Östra Göteborg, Bergsjön, Norra;24;25;1;1;135;161;9;12;161;131;32;21;109;82;14;8;72;82;12;13;1105
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803052;Östra Göteborg, Gärdsmosse;38;39;2;11;105;132;47;44;184;184;100;77;126;84;29;20;85;108;12;15;1442
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803053;Östra Göteborg, Gärdsås;34;33;3;2;61;76;9;12;136;131;18;16;142;128;9;8;101;105;5;6;1035
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803054;Östra Göteborg, Siriusgatan;36;50;24;23;93;153;75;82;287;235;143;108;160;128;29;33;108;107;12;14;1900
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803061;Östra Göteborg, Bergsjön, Södra;70;73;10;12;105;85;52;33;233;251;102;70;147;127;30;24;73;92;12;13;1614
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803062;Östra Göteborg, Bergsjön, Östra;74;67;15;14;80;74;36;36;181;279;96;95;132;122;35;27;46;75;17;17;1518
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803063;Östra Göteborg, Komettorget;52;47;6;6;137;127;75;33;209;171;120;50;163;111;29;15;155;101;23;10;1640
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14803064;Östra Göteborg, Rymdtorget;16;30;8;7;58;68;37;37;180;115;91;51;94;76;22;16;50;64;14;15;1049
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804021;Lundby, Bjurslätt;59;76;6;6;138;162;21;13;283;316;63;44;194;165;18;16;108;158;8;17;1871
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804022;Lundby, Flunsås;26;23;2;0;218;233;12;11;265;201;28;19;133;102;14;8;91;125;12;7;1530
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804023;Lundby, Kvillebäcken, Norra;25;31;1;2;159;167;24;16;253;211;31;19;130;98;8;5;117;169;11;10;1487
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804024;Lundby, Kvillebäcken, Södra;28;28;1;0;224;256;11;15;297;237;29;20;91;78;9;5;49;68;5;3;1454
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804025;Lundby, Kvillebäcken, Östra;27;36;1;1;237;202;18;12;185;113;39;22;79;55;3;2;27;26;1;3;1089
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804026;Lundby, Wieselgrensplatsen;17;28;3;5;131;157;6;11;198;169;24;23;91;108;10;5;88;127;3;8;1212
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804031;Lundby, Hilldedal;36;40;2;2;88;99;12;10;255;253;36;25;134;116;9;9;95;102;5;4;1332
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804032;Lundby, Slätta Damm;36;38;0;1;217;211;7;10;317;264;28;23;144;152;8;5;136;166;4;8;1775
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804041;Lundby, Kärrdalen;58;46;3;1;49;35;4;6;237;249;17;17;180;163;12;6;163;159;13;5;1423
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804042;Lundby, Tolered, Norra;56;56;1;0;57;45;8;10;188;210;21;13;152;135;12;9;104;115;11;7;1210
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804043;Lundby, Tolered, Södra;51;38;2;1;44;47;3;5;211;239;25;11;143;132;4;2;99;97;3;5;1162
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804051;Norra Hisingen, Glöstorp;18;29;1;1;129;109;4;11;190;121;10;24;74;106;17;11;169;236;17;19;1296
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804052;Norra Hisingen, Gunnestorp;64;69;1;1;85;90;2;5;254;269;20;28;163;163;7;10;168;200;21;22;1642
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804053;Norra Hisingen, Norumshöjd;55;48;4;3;138;135;12;13;236;267;42;42;106;123;16;16;76;133;12;12;1489
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804054;Norra Hisingen, Tuve;56;41;1;2;63;75;6;4;232;239;17;8;160;168;7;10;207;267;9;9;1581
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804055;Norra Hisingen, Tången;34;51;1;0;45;33;1;0;189;190;10;11;140;129;6;4;198;207;14;7;1270
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804061;Norra Hisingen, Säve;70;52;2;4;78;66;7;4;262;285;30;26;256;191;11;5;175;150;4;5;1683
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804071;Norra Hisingen, Gerrebacka-Ingebäck;31;45;0;1;84;100;2;3;392;401;14;16;105;95;5;7;59;58;4;3;1425
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804072;Norra Hisingen, Kärra, Norra;28;17;0;0;53;53;2;5;144;129;10;4;110;134;2;4;180;253;10;6;1144
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804073;Norra Hisingen, Kärra, Södra;52;42;2;0;76;55;3;1;201;198;14;11;133;157;9;7;161;181;2;7;1312
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804074;Norra Hisingen, Kärra, Västra;40;38;1;1;79;59;1;7;200;212;9;12;142;138;4;7;120;166;6;7;1249
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804075;Norra Hisingen, Kärra, Östra;48;46;0;1;82;62;5;4;197;217;14;6;124;134;7;2;170;216;5;13;1353
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804076;Norra Hisingen, Mysterna-Svankälla;59;50;0;1;36;25;0;2;366;396;16;8;138;125;6;2;70;49;4;4;1357
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804081;Norra Hisingen, Rödbo;21;15;1;0;34;39;0;1;131;119;5;5;102;83;2;1;75;62;4;0;700
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804091;Norra Hisingen, Skogome-Sankt Jörgen;37;38;3;1;84;78;10;13;351;358;19;18;201;187;7;10;210;288;9;14;1936
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804101;Norra Hisingen, Aröd;40;56;3;1;141;152;15;15;270;263;51;34;185;174;13;8;146;168;11;10;1756
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804102;Norra Hisingen, Backa-Tingstad;60;52;2;1;95;92;5;6;253;262;27;17;211;204;8;8;175;183;5;9;1675
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804103;Norra Hisingen, Brunnsbo;39;53;3;8;139;166;11;13;229;267;35;38;135;151;13;10;132;220;4;9;1675
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804121;Norra Hisingen, Backa;38;33;1;2;108;89;7;13;208;188;23;20;147;163;10;16;203;281;12;11;1573
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804122;Norra Hisingen, Backa Röd;47;42;6;7;69;93;10;13;208;220;40;36;136;120;8;11;79;94;5;6;1250
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804123;Norra Hisingen, Bällskär;69;65;0;2;78;67;6;3;226;246;20;17;211;191;4;8;200;218;7;7;1645
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804124;Norra Hisingen, Wadköpingsgatan;53;62;5;6;158;206;50;45;198;204;56;51;99;105;18;12;56;89;12;11;1496
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804131;Norra Hisingen, Backadalen;20;34;0;1;102;87;4;10;159;152;32;23;132;156;13;8;189;303;8;8;1441
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804132;Norra Hisingen, Bäckebol;33;24;2;0;65;69;5;8;115;128;18;13;96;111;12;8;122;175;8;8;1020
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804133;Norra Hisingen, Selma Lagerlöfs torg;65;52;8;4;128;121;36;33;179;125;73;30;97;70;12;9;86;107;8;7;1250
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804134;Norra Hisingen, Skälltorp;29;28;4;3;122;101;5;5;222;202;21;15;186;190;9;14;214;291;22;22;1705
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804135;Norra Hisingen, Åketorp;70;46;1;0;53;49;3;3;254;263;14;14;230;238;5;10;206;171;7;5;1642
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804141;Lundby, Bräcke, Norra;34;44;0;1;90;98;7;7;256;242;25;16;171;133;7;10;105;102;11;6;1365
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804142;Lundby, Bräcke, Södra;34;46;2;0;101;95;5;11;229;207;19;14;117;112;4;9;91;76;8;8;1188
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804143;Lundby, Kyrkbyn;23;19;1;3;123;145;18;13;241;182;42;26;125;124;10;9;110;210;7;7;1438
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804144;Lundby, Lundby, Norra;19;25;0;2;136;146;13;13;183;156;19;16;98;94;7;4;113;160;8;9;1221
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804145;Lundby, Lundby, Södra;25;21;0;0;128;156;8;7;215;169;27;11;94;86;7;7;69;55;9;4;1098
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804151;Lundby, Brämaregården, Norra;17;18;0;1;121;132;10;15;233;176;21;16;100;104;7;8;86;140;4;9;1218
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804152;Lundby, Brämaregården, Östra;23;27;2;1;239;263;19;12;263;191;32;17;104;79;8;7;47;40;6;4;1384
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804153;Lundby, Brämaregården-Rambergsstaden;36;37;3;3;171;180;3;14;213;197;31;32;117;130;9;6;138;157;6;5;1488
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804154;Lundby, Porslinsfabriken;20;26;1;1;221;214;9;13;250;184;16;20;109;101;4;4;51;38;2;1;1285
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804155;Lundby, Rambergsstaden, Norra;25;24;0;0;93;105;5;7;163;145;13;9;108;133;5;7;152;240;7;6;1247
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804156;Lundby, Rambergsstaden, Västra;13;31;5;5;232;206;28;22;297;155;79;23;105;57;15;8;51;17;16;2;1367
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804161;Lundby, Eriksberg Sjöporten;14;23;1;0;113;112;4;8;236;195;20;10;145;161;6;5;180;214;3;3;1453
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804162;Lundby, Eriksberg, Västra;21;19;0;0;84;81;2;7;190;158;16;11;158;178;5;4;107;100;6;1;1148
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804163;Lundby, Eriksberg, Östra;22;15;0;0;56;56;4;1;213;167;12;13;182;190;6;4;147;185;5;3;1281
