ar;val;landstings_id;landstings_namn;landstingsvalkrets_id;landstingsvalkrets_namn;kommun_id;kommun_namn;valdistrikt_id;valdistrikt_namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804164;Lundby, Pölsebo-Bratterås;20;33;1;2;163;167;5;7;322;271;17;17;109;137;3;4;45;53;1;2;1379
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804165;Lundby, Sannegården;28;32;3;1;86;97;7;6;269;245;22;14;193;221;9;9;96;110;0;2;1450
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804171;Lundby, Lindholmen;34;26;1;0;121;131;7;11;229;226;23;23;205;229;9;5;137;146;8;3;1574
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14804172;Lundby, Lundbyvassen;65;56;2;0;334;309;29;18;140;109;36;28;77;83;6;1;39;37;0;1;1370
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805011;Västra Göteborg, Björnekulla;44;38;1;0;49;29;4;1;184;200;7;6;169;162;3;3;254;281;3;4;1442
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805012;Västra Göteborg, Fiskebäck, Norra;44;51;0;0;40;43;3;0;241;266;9;11;177;175;5;2;164;171;4;2;1408
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805013;Västra Göteborg, Fiskebäck, Södra;24;39;0;1;27;49;2;3;167;166;9;8;121;145;4;3;181;196;3;3;1151
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805014;Västra Göteborg, Påvelund;58;66;0;0;58;40;5;2;242;281;15;10;190;176;3;7;207;237;3;3;1603
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805021;Västra Göteborg, Långedrag;59;47;1;3;49;53;2;4;201;239;21;9;213;200;15;10;199;193;7;4;1529
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805031;Västra Göteborg, Hagen;51;60;0;0;43;60;3;3;234;248;23;17;196;190;7;6;167;166;11;5;1490
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805032;Västra Göteborg, Nya Varvet;39;52;0;0;54;56;2;1;208;250;13;8;188;190;2;4;162;252;4;7;1492
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805033;Västra Göteborg, Tångudden;62;53;0;2;38;42;1;4;215;216;12;10;164;183;2;7;148;155;3;0;1317
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805041;Västra Göteborg, Ekebäck;47;48;4;1;59;62;4;8;239;262;20;18;200;191;9;5;145;124;4;8;1458
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805042;Västra Göteborg, Grimmered;67;68;0;0;61;52;1;5;259;285;21;16;235;226;7;4;203;171;5;7;1693
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805051;Västra Göteborg, Brännö-Asperö;33;25;1;0;33;19;0;2;123;139;17;14;162;174;6;2;125;139;0;1;1015
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805052;Västra Göteborg, Donsö-Vrångö;49;41;0;2;53;55;2;0;200;190;5;3;176;169;4;5;185;214;0;1;1354
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805053;Västra Göteborg, Styrsö-Köpstadsö;27;27;0;0;34;39;3;4;144;143;8;7;146;156;1;2;189;204;5;1;1140
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805061;Västra Göteborg, Bratthammar;80;66;0;0;78;63;1;0;293;303;17;9;230;212;3;6;284;277;2;1;1925
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805071;Västra Göteborg, Beryllg.-Guldringen;55;58;0;1;158;146;2;1;259;252;15;12;157;197;6;2;208;303;5;10;1847
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805081;Västra Göteborg, Tynnered;73;55;2;3;176;168;13;7;293;298;39;43;201;223;14;7;174;249;7;10;2055
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805091;Askim-Frölunda-Högsbo, Kavås;24;32;0;0;83;83;4;3;180;172;15;15;113;135;7;4;140;218;4;1;1233
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805092;Askim-Frölunda-Högsbo, Kaverös, N;36;39;1;1;121;135;21;19;186;195;46;29;105;123;4;3;73;102;1;1;1241
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805093;Askim-Frölunda-Högsbo, Kaverös, S;4;12;0;0;153;105;15;9;128;115;14;12;92;90;1;2;142;266;4;8;1172
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805101;Askim-Frölunda-Högsbo, Flatås, V;28;46;2;2;126;118;8;6;227;214;28;26;145;153;8;8;178;249;7;6;1585
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805111;Askim-Frölunda-Högsbo, Högsbohöjd, N;37;47;2;0;174;138;32;23;245;258;52;25;113;111;8;2;59;63;3;3;1395
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805112;Askim-Frölunda-Högsbo, Högsbohöjd, S;31;31;2;2;136;164;11;10;254;274;32;36;114;111;5;4;102;203;2;2;1526
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805121;Askim-Frölunda-Högsbo, Högsbo;10;12;0;1;95;110;6;8;219;172;28;20;137;135;6;6;148;277;3;4;1397
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805122;Askim-Frölunda-Högsbo, Högsbotorp, V;19;19;1;1;159;169;14;7;270;239;27;19;114;134;5;4;103;171;6;7;1488
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805123;Askim-Frölunda-Högsbo, Högsbotorp, Ö;29;26;0;0;147;159;8;3;217;189;22;18;96;115;5;7;121;210;1;5;1378
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805124;Askim-Frölunda-Högsbo, Marklandsg.;22;31;1;0;152;186;30;17;236;202;23;19;93;114;2;5;156;319;3;8;1619
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805131;Askim-Frölunda-Högsbo, Spinetten;11;13;1;3;56;66;1;5;136;140;17;17;88;113;5;4;104;167;3;4;954
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805132;Askim-Frölunda-Högsbo, Tofta;22;21;3;1;75;97;9;7;138;149;27;23;122;146;9;5;217;323;6;4;1404
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805141;Askim-Frölunda-Högsbo, Ruddalen;32;25;5;2;147;136;13;13;191;144;17;16;151;158;15;5;301;533;10;6;1920
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805151;Askim-Frölunda-Högsbo, Järnbrott, V;50;54;1;2;111;121;2;6;267;288;32;24;199;225;10;5;185;241;5;3;1831
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805152;Askim-Frölunda-Högsbo, Järnbrott, Ö;24;19;0;0;115;110;4;4;186;162;10;13;143;160;3;2;133;278;3;4;1373
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805161;Askim-Frölunda-Högsbo, Flatås, Ö;27;43;1;1;105;128;7;6;236;232;25;17;124;93;8;3;89;129;4;4;1282
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805171;Askim-Frölunda-Högsbo, Frölunda;28;29;4;4;73;73;12;16;127;152;54;39;101;95;9;6;62;83;2;2;971
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805172;Askim-Frölunda-Högsbo, Frölunda Torg;32;43;3;3;84;83;59;22;147;138;60;34;113;154;11;14;141;221;9;10;1381
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805173;Askim-Frölunda-Högsbo, Gånglåten;26;36;5;3;92;76;14;18;178;184;30;42;106;96;9;11;62;86;1;5;1080
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805174;Askim-Frölunda-Högsbo, Mandolingatan;21;30;2;0;57;73;14;13;84;89;21;13;94;117;10;3;163;296;7;5;1112
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805181;Västra Göteborg, Korsåsen;50;35;2;1;84;84;5;13;187;210;29;15;153;174;14;17;184;225;4;6;1492
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805182;Västra Göteborg, Ängås;69;36;2;3;105;111;15;24;240;219;32;33;135;165;13;10;77;98;3;7;1397
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805191;Västra Göteborg, Önnered, Västra;71;46;0;0;47;54;0;1;198;217;5;7;142;144;1;6;193;257;3;4;1396
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805192;Västra Göteborg, Önnered, Östra;47;46;0;1;59;57;3;5;247;262;12;11;158;174;2;6;217;211;3;2;1523
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805201;Västra Göteborg, Grevegården;55;52;9;5;135;134;22;24;182;209;48;52;109;103;12;9;67;126;3;6;1362
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805202;Västra Göteborg, Skattegården;69;45;6;2;121;111;16;20;225;235;43;42;137;172;10;9;130;172;5;8;1578
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805211;Västra Göteborg, Näset, Norra;67;64;1;3;54;34;1;1;235;265;13;9;213;196;5;8;252;241;1;3;1666
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805212;Västra Göteborg, Näset, Södra;48;56;0;0;46;46;2;1;197;234;11;11;216;196;4;7;149;157;1;0;1382
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805213;Västra Göteborg, Åkered;49;51;0;0;59;33;3;2;244;270;8;12;187;178;6;5;174;188;0;1;1470
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805221;Västra Göteborg, Opaltorget, Norra;39;33;2;4;117;104;9;17;211;177;35;24;136;142;10;3;126;180;9;8;1386
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805222;Västra Göteborg, Opaltorget, Södra;42;36;2;0;58;74;4;9;159;187;19;30;92;80;9;4;88;100;5;2;1000
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805231;Askim-Frölunda-Högsbo, Askim;30;38;3;0;80;56;3;5;143;166;10;12;127;131;8;5;160;253;4;7;1241
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805232;Askim-Frölunda-Högsbo, Hovås, Norra;40;35;2;4;39;30;2;6;147;181;19;16;164;144;2;8;139;138;9;6;1131
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805233;Askim-Frölunda-Högsbo, Hult;47;30;1;0;48;31;2;2;158;188;4;7;161;146;3;4;188;185;7;6;1218
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805234;Askim-Frölunda-Högsbo, Pilegården;30;35;1;0;112;133;6;7;218;220;12;9;98;137;6;6;80;109;1;6;1226
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805235;Askim-Frölunda-Högsbo, Sisjön, Norra;39;57;2;0;72;70;4;2;221;246;18;14;179;194;5;3;174;186;8;6;1500
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805236;Askim-Frölunda-Högsbo, Sisjön, Södra;70;70;0;0;65;56;1;3;246;259;10;15;188;184;8;6;162;147;3;6;1499
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805241;Askim-Frölunda-Högsbo, Hovås, Södra;38;35;5;0;50;27;0;4;125;146;17;14;123;126;7;8;153;181;2;1;1062
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805242;Askim-Frölunda-Högsbo, Trollåsen;58;48;3;3;49;32;6;8;231;265;22;16;163;143;6;4;159;152;6;6;1380
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805251;Askim-Frölunda-Högsbo, Billdal;65;62;1;1;68;53;0;3;318;356;15;11;216;216;11;6;193;203;4;7;1809
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805252;Askim-Frölunda-Högsbo, Brottkärr;33;32;2;0;26;25;1;1;137;169;15;14;123;122;4;2;127;113;1;2;949
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805253;Askim-Frölunda-Högsbo, Lindås;58;53;1;0;34;40;2;1;265;282;8;15;165;161;4;6;191;199;2;1;1488
2014;rf;14;Västra Götalands län;1401;Göteborgs kommun;1480;Göteborg;14805254;Askim-Frölunda-Högsbo, Lyckhem;31;26;0;0;36;30;1;0;181;198;7;13;136;135;7;6;172;193;3;3;1178
