ar;lokal;adress;antal_distrikt;koder;distriktnamn;latitud;longitud;antal_koordinater
2010;Forum Kortedala torg;Kortedala torg 1;1;14800333;Kortedala, Östra Kortedala;57.752515;12.032185;1
2010;Forum Radiotorget;Radiotorget 1;1;14801232;Frölunda, Östra Järnbrott;57.657449;11.932450;1
2010;Fritidsgården Pilen;Askims Pilegårdsväg;1;14801312;Askim, Pilegården;57.643912;11.937096;1
2010;Fräntorpsskolan;Fräntorpsgatan 57;1;14800532;Härlanda, Fräntorp;57.724602;12.052178;1
2010;Frölunda kulturhus;Valthornsgatan 3;1;14801242;Frölunda, Gånglåten m fl;57.654521;11.908837;1
2010;Frölundaskolan;Positivgatan 3;4;14801011 14801212 14801221 14801243;Högsbo, Södra Kaverös | Frölunda, Spinetten | Frölunda, Ruddalen | Frölunda, Frölunda;57.657821;11.913865;1
2010;Förskolan Nova;Friarelyckan 55;2;14802111 14802112;Kärra-Rödbo, Mysterna-Svankällan | Kärra-Rödbo, Gerrebacka-Ingebäck;57.809721;11.979562;1
2010;Gamlestadens medborgarhus;Brahegatan 11;3;14800311 14800312 14800314;Kortedala, Gamlestaden | Kortedala, Nylöse | Kortedala, Bellevue;57.731058;12.012799;1
2010;Glöstorpshöjdens äldreboend;Glöstorpsvägen 43;1;14801915;Tuve-Säve, Norumshöjd;57.753612;11.926138;1
2010;Glöstorpsskolan;Glöstorpsvägen 26;2;14801912 14801914;Tuve-Säve, Tuve | Tuve-Säve, Glöstorp;57.752721;11.927276;2
2010;Gråbergets äldreboende;Stortoppsgatan 2;1;14800934;Majorna, Gråberget;57.689819;11.922664;1
2010;Guldhedsskolan;Doktor Heymans gata 1;2;14800742 14800743;Centrum, Centrala Guldheden | Centrum, Norra Guldheden;57.686851;11.969668;2
2010;Gunnestorpsskolan;Grinnekullegatan;1;14801913;Tuve-Säve, Gunnestorp;57.749505;11.920275;1
2010;Gunnilseskolan;Lilla Ekebacken 6;1;14800231;Lärjedalen, Gunnilse-Linnarhult;57.786303;12.087329;1
2010;Gärdsmosseskolan;Galaxgatan 3;2;14800412 14800413;Bergsjön, Siriusgatan | Bergsjön, Gärdsmosse;57.760108;12.050880;1
2010;Gårdstensskolan;Muskotgatan 2 A;2;14800132 14800133;Gunnared, Norra Gårdsten | Gunnared, Östra Gårdsten;57.804815;12.029899;1
2010;HSB Linjalens Klubbstuga,;Västra Stillestorpsgatan 21;1;14801813;Lundby, Östra Rambergsstaden;57.718252;11.936025;1
2010;Hagaskolan;Skolgatan 22;2;14800813 14800853;Linnéstaden, Masthuggstorget | Linnéstaden, Långgatorna;57.697461;11.958305;1
2010;Hagenskolan;Hagens Kapellväg 1;2;14801131 14801133;Älvsborg, Tångudden | Älvsborg, Hagen;57.676213;11.883723;1
2010;Hammarhus äldreboende;Hammarkulletorget 62 A;2;14800221 14800223;Lärjedalen, Västra Hammarkullen | Lärjedalen, Sandeslätt;57.780859;12.034557;1
2010;Hammarkulleskolan;Gropens Gård 36;2;14800211 14800222;Lärjedalen, Agnesberg | Lärjedalen, Östra Hammarkullen;57.782287;12.033106;2
2010;Handelshögskolan;Vasagatan 1;5;14800831 14800832 14800842 14800855 14800856;Linnéstaden, Skansberget | Linnéstaden, Haga | Linnéstaden, Nilssonsberg | Linnéstaden, Risåsen | Linnéstaden, Kommendantsängen;57.697350;11.961456;2
2010;Herrgårdsskolan;Ceresgatan 16;2;14801811 14801858;Lundby, Lindholmen | Lundby, Sannegården;57.707732;11.930548;2
2010;Hildedals förskola;Taklöksvägen 1;1;14801831;Lundby, Hilldedal;57.730839;11.938207;1
2010;Hjuviksgården;Hjuviks Bryggväg 22;1;14801611;Torslanda, Hjuvik;57.705475;11.712980;1
2010;Hovåsskolan;Askims Kyrkväg 10-12;2;14801321 14801322;Askim, Södra Hovås | Askim, Trollåsen;57.619525;11.940781;1
2010;Hultskolan;Hults gata 28;1;14801311;Askim, Hult;57.636544;11.925446;1
2010;Humlelyckan;Brunstorpsvägen 41;1;14801921;Tuve-Säve, Säve;57.804296;11.906632;1
2010;Hvitfeldtska gymnasiet;Röhssgatan;3;14800721 14800732 14800751;Centrum, Nedre Johanneberg | Centrum, Landala | Centrum, Lorensberg;57.696386;11.974399;1
2010;Hyresgästför. Kvibergshuset;Beväringsgatan 9;1;14800313;Kortedala, Kviberg;57.740001;12.027239;1
2010;Hyresgästförening Kastanjen;Bondegatan 1;1;14800612;Örgryte, Olskroken;57.715311;11.997521;1
2010;Härlanda församlingshem;Härlandavägen 23;1;14800511;Härlanda, Härlanda;57.719216;12.023412;1
2010;Högsbo bibliotek;Axel Dahlströms torg 3;1;14801042;Högsbo, Västra Högsbotorp;57.670836;11.927012;1
2010;Högsbotorpshemmet;Markmyntsgatan 14;1;14801041;Högsbo, Högsbo;57.670358;11.928136;1
2010;Idrottsgården Kvarnevi;Rödbo Idrottsgata 9;1;14802121;Kärra-Rödbo, Rödbo;57.851485;11.994193;1
2010;Johannebergsskolan;Olof Rudbecksgatan 4;3;14800722 14800723 14800724;Centrum, Övre Johanneberg | Centrum, Eklanda | Centrum, Södra Johanneberg;57.690562;11.984438;3
2010;Kallebäcks Träffpunkt;Omvägen 13;1;14800641;Örgryte, Västra Kallebäck;57.685691;12.008956;1
2010;Kallebäcks äldreboende;Smörkärnegatan 3 A;1;14800642;Örgryte, Östra Kallebäck;57.679440;12.014174;1
2010;Kalvhagsskolan Styrsö;Styrsö Tångenväg 51;1;14801512;Södra Skärgården, Styrsö-Köpstadsö;57.617378;11.777547;1
2010;Kannebäcksskolan;Bronsåldersgatan 82;1;14801482;Tynnered, Norra Opaltorget;57.641346;11.904502;1
2010;Karl Johansskolan;Koopmansgatan 14-16;3;14800941 14800943 14800944;Majorna, Söderlingska ängen | Majorna, Djurgårdsgatan m fl | Majorna, Gatenhielmska;57.694912;11.929873;1
2010;Kastanjebackens äldreboende;Härlandavägen 27;2;14800524 14800525;Härlanda, Vidkärr | Härlanda, Munkebäck;57.720079;12.024044;1
2010;Katrinelundsgymnasiet;Skåneg 14, entré vid Ullevi;4;14800781 14800782 14800783 14800793;Centrum, Odinsgatan-Stampen | Centrum, Gullbergsvass-Svingeln | Centrum, Friggagatan-Stampen | Centrum, Norra Heden-Gårda;57.703188;11.985650;1
2010;Kavåsskolan;Barytongatan 2;1;14801012;Högsbo, Norra Kaverös;57.667618;11.916772;1
2010;Klarebergsskolan;Kärra Centr/Lillekärr N 193;2;14802113 14802115;Kärra-Rödbo, Västra Kärra | Kärra-Rödbo, Östra Kärra;57.795053;11.988792;1
2010;Kulturhuset Blå stället;Angereds torg 13;2;14800141 14800142;Gunnared, Angereds Centrum | Gunnared, Trädgårdsgärdet;57.795894;12.050878;1
2010;Kungsladugårdsskolan;Birger Jarlsgat. 1, entré B;3;14800911 14800912 14800913;Majorna, Svalebo | Majorna, Skytteskogen | Majorna, Kungsladugård;57.685071;11.921109;1
2010;Kyrkbyns bibliotek;Kyrkbytorget 4;2;14801853 14801854;Lundby, Norra Bräcke | Lundby, Kyrkbyn;57.712112;11.907310;2
2010;Kärrahus äldreboende;Lillekärr södra 55;2;14802114 14802116;Kärra-Rödbo, Norra Kärra | Kärra-Rödbo, Södra Kärra;57.794167;11.993093;1
2010;Kärralundsskolan;Birkagatan 61;1;14800671;Örgryte, Torp;57.703527;12.022616;1
2010;Kärrdalsskolan;Myrekärrsvägen;1;14801843;Lundby, Kärrdalen;57.744313;11.918631;1
2010;Kålltorpsskolan;Intagsgatan 14;2;14800521 14800523;Härlanda, Södra Kålltorp | Härlanda, Östra Kålltorp;57.715604;12.032774;1
2010;Kålltorpsskolan, samman-;Intagsgatan 14;1;14800522;Härlanda, Västra Kålltorp;57.715969;12.032652;1
2010;Landalahus, dagcentralen;Aschebergsgatan 49;1;14800733;Centrum, Landalagången m fl;57.692740;11.973022;1
2010;Landalaskolan;Södra Viktoriagatan 48-52;1;14800731;Centrum, Landalabergen m fl;57.693578;11.967160;1
2010;Landamäreskolan;Daggdroppegatan 28;2;14801722 14801723;Biskopsgården, Länsmansgårdens Centr | Biskopsgården, Norra Länsmansgården;57.737157;11.894663;1
2010;Lerlyckeskolan;Hemmansägaregatan 11;1;14801841;Lundby, Södra Tolered;57.729367;11.915146;1
2010;Lindåsskolan;Billdals Bokväg;2;14801331 14801336;Askim, Billdal | Askim, Lindås;57.565575;11.944417;1
2010;Lundby församlingshem;Gamla Lundbygatan 35;1;14801855;Lundby, Norra Lundby;57.712400;11.915491;1
2010;Långmosseskolan;Salviagatan 56;2;14800131 14800134;Gunnared, Västra Gårdsten | Gunnared, Södra Gårdsten;57.800134;12.028998;2
2010;Majornas samverkansförening;Klareborgsgatan 10;1;14800942;Majorna, Karl Johans torg;57.694574;11.928835;1
2010;Miljöförvaltningen;Karl Johansgatan 23-25;1;14800933;Majorna, Hängmattan;57.696951;11.926634;1
2010;Morängatans äldreboende;Morängatan;1;14800631;Örgryte, Strömmensberg;57.722351;12.011679;1
2010;Mossebergsskolan;Doktor Håléns gata 9;3;14800741 14800744 14800745;Centrum, Guldheden vattentornet | Centrum, Landala Egnahem | Centrum, Södra Guldheden;57.681866;11.972762;1
2010;Noleredsskolan;Noleredsvägen;1;14801624;Torslanda, Nolered;57.721883;11.765638;1
2010;Noloredsskolan;Noleredsvägen;1;14801621;Torslanda, Tumlehed;57.721883;11.765621;1
2010;Nya Lundenskolan;Kärralundsgatan 3;6;14800681 14800682 14800683 14800684 14800685 14800686;Örgryte, Överås | Örgryte, Gamla Lunden | Örgryte, Nobelplatsen | Örgryte, Sankt Pauli | Örgryte, Nya Lunden-Prästgårdsängen | Örgryte, Kärralund;57.708018;12.010242;1
2010;Nya Långedragsskolan;Dingegatan 6;1;14801121;Älvsborg, Långedrag;57.673365;11.859791;1
2010;Nya Lövgärdesskolan;Vaniljgatan 23;2;14800111 14800112;Gunnared, Lövgärdets Centrum | Gunnared, Övre Lövgärdet;57.816514;12.041608;1
2010;Nya Påvelundsskolan;Ängkärrsvägen 22;2;14801113 14801114;Älvsborg, Påvelund | Älvsborg, Björnekulla;57.666330;11.873152;1
2010;Nya Varvets skola;Finnjollegatan 1;1;14801132;Älvsborg, Nya Varvet;57.679454;11.891443;1
2010;Nya Åkeredsskolan;Brungatan 10;1;14801473;Tynnered, Åkered;57.631912;11.892998;1
2010;Nygårdsskolan;Äsebackevägen 2;4;14801332 14801333 14801334 14801335;Askim, Nygård | Askim, Skintebo | Askim, Brottkärr | Askim, Lyckhem;57.590913;11.945645;1
2010;Näsetskolan;Norra Breviksvägen 15;2;14801471 14801472;Tynnered, Södra Näset | Tynnered, Norra Näset;57.624286;11.892563;1
2010;Oscar Fredriks församl.hem;Oscar Fredriks Kyrkogata 1;2;14800852 14800854;Linnéstaden, Olivedal | Linnéstaden, Linné;57.696890;11.947237;1
2010;Oscar Fredriks församlinghe;Oscar Fredriks Kyrkogata 1;1;14800815;Linnéstaden, Oscar Fredrik;57.697144;11.947310;1
2010;Oscar Fredriks församlingsh;Oscar Fredriks Kyrkogata 1;1;14800816;Linnéstaden, Vegastaden;57.697144;11.947310;1
2010;Ramsdalsskolan;Hundraårsgatan 1;3;14800331 14800334 14800335;Kortedala, Gregorianska gatan m fl | Kortedala, Kortedala Centrum | Kortedala, Södra Kortedala;57.749209;12.028916;1
2010;Rannebergens Centrumskola;Fjällblomman 7;2;14800121 14800122;Gunnared, Södra Rannebergen | Gunnared, Norra Rannebergen;57.803270;12.068090;1
2010;Repslagaregården;Repslagaregatan 5;1;14800812;Linnéstaden, Stigberget;57.695736;11.938312;1
2010;Riksbyggens BRF, Göteborgsh;Hökegatan 12;1;14800611;Örgryte, Gubbero;57.716723;11.999942;1
2010;Rosendalsskolan;Sörensens gata 2;4;14800541 14800542 14800543 14800544;Härlanda, Södra Björkekärr | Härlanda, Västra Björkekärr | Härlanda, Norra Björkekärr | Härlanda, Robertshöjd;57.714237;12.047845;1
2010;Ryaskolan;Snövädersgatan 2;3;14801741 14801742 14801743;Biskopsgården, Södra Biskopsgården | Biskopsgården, Väderlekstorget | Biskopsgården, Treröset;57.714444;11.887947;1
2010;SK Argo klubbhus;Ekedalsgatan 26;1;14800936;Majorna, Godhem;57.687018;11.931859;1
2010;Sandeklevsskolan,  sal 5;Kvadrantgatan 86,;1;14800411;Bergsjön, Gärdsås;57.758204;12.059115;1
2010;Sandeklevsskolan, sal 4;Kvadrantgatan 86;1;14800414;Bergsjön, Norra Bergsjön;57.758204;12.059115;1
2010;Sannaskolan;Jordhyttegatan 5, ingång C;3;14800914 14800915 14800921;Majorna, Mariaplan | Majorna, Silverkällan | Majorna, Sandarne;57.684499;11.913636;1
2010;Schillerska gymnasiet;Vasagatan 19;2;14800761 14800762;Centrum, Södra Vasastaden | Centrum, Norra Vasastaden;57.697642;11.968391;1
2010;Sjumilaskolan;Friskväderstorget 13;2;14801711 14801712;Biskopsgården, Svarte Mosse | Biskopsgården, Norra Biskopsgården;57.725312;11.891491;1
2010;Skogomeskolan;Nya Skogomevägen;1;14802041;Backa, Skogome-Sankt Jörgen;57.765552;11.946266;1
2010;Skutehagens skola;Skutehagsvägen 100-102;2;14801612 14801613;Torslanda, Hällsvik | Torslanda, Andalen;57.707113;11.761911;2
2010;Skytteskolan;Marklandsgatan 21;2;14801043 14801044;Högsbo, Marklandsgatan m fl | Högsbo, Östra Högsbotorp;57.671878;11.934616;2
2010;Skälltorpsskolan;Selma Lagerlöfs torg 20;3;14802031 14802032 14802033;Backa, Bäckebol | Backa, Backadalen | Backa, Selma Lagerlöfs torg;57.749579;11.983328;2
2010;Skårsskolan;Snöskategatan 1;2;14800651 14800653;Örgryte, Södra Skår | Örgryte, Norra Skår;57.689511;12.007465;1
2010;Solbackeskolan;Stjärnbildsgatan;1;14800422;Bergsjön, Östra Bergsjön;57.760397;12.067311;1
2010;Stadsdelshuset Lundby;Weiselgrensgatan 11;1;14801812;Lundby, Västra Rambergsstaden;57.724111;11.935096;1
2010;Stadsdelshuset Lundby;Wieselgrensgatan 11;1;14801823;Lundby, Norra Kvillebäcken;57.723954;11.934962;1
2010;Studium/Styrmansgatan;Styrmansgatan 21;1;14800935;Majorna, Marieberg;57.695461;11.928438;1
2010;Svartedalens äldrecentrum;Svartedalsgatan 2;1;14801732;Biskopsgården, Badvädersgatan m fl;57.730774;11.900713;1
2010;Svartedalsskolan;Svartedalsgatan 4;3;14801751 14801752 14801753;Biskopsgården, Jättesten | Biskopsgården, Svartedalen | Biskopsgården, Kärrsmossen;57.732853;11.900522;1
2010;Talldungeskolan;Julaftonsgatan 94;1;14800342;Kortedala, Norra Kortedala;57.764983;12.040132;1
2010;Toleredsskolan;Vinlandsgatan 1;3;14801822 14801832 14801842;Lundby, Bjurslätt | Lundby, Slätta Damm | Lundby, Norra Tolered;57.731458;11.919709;2
2010;Torpaskolan;Billerudsgatan 1-3;1;14800531;Härlanda, Torpa;57.725777;12.037593;1
2010;Torslandaskolan;Runskriftsgatan 8;2;14801622 14801623;Torslanda, Domarringen m fl | Torslanda, Torslanda;57.729257;11.770511;1
2010;Traktören;Köpmansgatan 20;2;14800771 14800772;Centrum, Inom Vallgraven | Centrum, Nordstan-Otterhällan;57.707141;11.964816;2
2010;Tretjärnsskolan;Kummingatan 126;1;14800113;Gunnared, Nedre Lövgärdet;57.811854;12.043559;1
2010;Trollängsskolan;Solgärdesvägen;2;14801313 14801316;Askim, Askim | Askim, Norra Hovås;57.632436;11.938904;1
2010;Trulsegårdsskolan;Emelie Lejmans väg 4;3;14801631 14801632 14801633;Torslanda, Lilleby | Torslanda, Björlanda | Torslanda, Kvisljungeby;57.749633;11.832979;3
2010;Tynnereds kulturhus/;Grevegårdsvägen 198;1;14801481;Tynnered, Södra Opaltorget;57.642325;11.899553;1
2010;Tynneredsskolan;Safirgatan 14;2;14801441 14801442;Tynnered, Korsåsen | Tynnered, Ängås;57.645006;11.904578;1
2010;Tångenskolan;Tångenvägen 11;1;14801911;Tuve-Säve, Tången;57.759860;11.932934;1
2010;Ungdomens Hus 1200 kvadrat;Mandolingatan 47;1;14801241;Frölunda, Frölunda torg;57.653307;11.911164;1
2010;Utbynässkolan;Vallareleden 3;2;14800321 14800322;Kortedala, Utbynäs | Kortedala, Utby;57.737088;12.048631;1
2010;Utmarksskolan;Aprilgatan 2-4;1;14800343;Kortedala, Månadsgatorna m fl;57.762349;12.043417;1
2010;Vasa församlingshem;Vasa kyrkoplan;2;14800763 14800764;Centrum, Valand | Centrum, Östra Vasastaden;57.697513;11.973911;1
2010;Vegahusen;Vegagatan 55;4;14800817 14800841 14800851 14800857;Linnéstaden, Slottsskogen | Linnéstaden, Annedal | Linnéstaden, Linnéplatsen | Linnéstaden, Sveaplan;57.690237;11.947455;2
2010;Västerhedsskolan;Sjupundsgatan 10;2;14801031 14801032;Högsbo, Södra Högsbohöjd | Högsbo, Norra Högsbohöjd;57.672688;11.920036;2
2010;Vättnedalsskolan;Smaragdgatan 28;2;14801461 14801462;Tynnered, Grevegården | Tynnered, Skattegården;57.645688;11.898437;1
2010;Vårvindens fritidsgård;Daggdroppegatan 3;2;14801721 14801731;Biskopsgården, Södra Länsmansgården | Biskopsgården, Stackmolnsgatan m fl;57.733927;11.894542;1
2010;Ånässkolan;Falkgatan 8;1;14800613;Örgryte, Redberget;57.718641;12.003637;1
2010;Önneredsskolan;Juteskärsgatan 3;2;14801451 14801452;Tynnered, Västra Önnered | Tynnered, Östra Önnered;57.638274;11.883397;1
2010;Örgryte församlingshem;Herrgårdsgatan 2;3;14800652 14800661 14800662;Örgryte, Jakobsdal | Örgryte, Örgryte | Örgryte, Bö;57.702117;12.004078;1
