ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2014;kf;14800001;Uppsamlingsdistrikt;Göteborg, Hisingen;1729;38;4;42;1771;;;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14800002;Uppsamlingsdistrikt;Göteborg, Öster;1895;41;7;48;1943;;;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14800003;Uppsamlingsdistrikt;Göteborg, Centrum;2503;46;4;50;2553;;;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14800004;Uppsamlingsdistrikt;Göteborg, Väster;1711;29;5;34;1745;;;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801011;Majorna-Linné, Klippan;Göteborg, Väster;1452;19;1;20;1472;1738;84.70;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801012;Majorna-Linné, Kungsladugård;Göteborg, Väster;1217;13;0;13;1230;1490;82.55;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801013;Majorna-Linné, Mariaplan;Göteborg, Väster;1102;11;0;11;1113;1338;83.18;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801014;Majorna-Linné, Silverkällan;Göteborg, Väster;1207;14;1;15;1222;1479;82.62;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801015;Majorna-Linné, Skytteskogen;Göteborg, Väster;1441;9;0;9;1450;1715;84.55;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801016;Majorna-Linné, Svalebo;Göteborg, Väster;1023;12;0;12;1035;1298;79.74;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801021;Majorna-Linné, Sandarne;Göteborg, Väster;1334;20;1;21;1355;1780;76.12;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801031;Majorna-Linné, Godhem;Göteborg, Väster;1001;8;0;8;1009;1177;85.73;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801032;Majorna-Linné, Gråberget;Göteborg, Väster;1326;11;1;12;1338;1609;83.16;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801033;Majorna-Linné, Hängmattan;Göteborg, Väster;1251;8;0;8;1259;1508;83.49;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801034;Majorna-Linné, Majorna;Göteborg, Väster;1182;13;0;13;1195;1559;76.65;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801035;Majorna-Linné, Marieberg;Göteborg, Väster;1178;5;0;5;1183;1380;85.72;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801036;Majorna-Linné, Slottsskogsgatan m fl;Göteborg, Väster;1387;11;0;11;1398;1670;83.71;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;Göteborg, Centrum;1317;10;0;10;1327;1613;82.27;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801042;Majorna-Linné, Gatenhielmska;Göteborg, Centrum;1067;9;0;9;1076;1297;82.96;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801043;Majorna-Linné, Karl Johans torg;Göteborg, Centrum;1476;13;1;14;1490;1778;83.80;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801044;Majorna-Linné, Söderlingska ängen;Göteborg, Centrum;1102;9;1;10;1112;1406;79.09;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801051;Majorna-Linné, Masthugget, Nedre;Göteborg, Centrum;1156;4;1;5;1161;1336;86.90;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801052;Majorna-Linné, Masthugget, Övre;Göteborg, Centrum;1370;5;0;5;1375;1555;88.42;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801053;Majorna-Linné, Masthuggstorget;Göteborg, Centrum;1051;9;0;9;1060;1320;80.30;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801054;Majorna-Linné, Oscar Fredrik;Göteborg, Centrum;1124;9;0;9;1133;1332;85.06;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801055;Majorna-Linné, Slottsskogen;Göteborg, Centrum;892;10;0;10;902;1129;79.89;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801056;Majorna-Linné, Stigberget;Göteborg, Centrum;1251;11;1;12;1263;1538;82.12;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801057;Majorna-Linné, Vegastaden;Göteborg, Centrum;1075;4;0;4;1079;1267;85.16;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801061;Majorna-Linné, Änggården;Göteborg, Centrum;989;7;0;7;996;1266;78.67;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801071;Majorna-Linné, Haga;Göteborg, Centrum;1402;20;0;20;1422;1741;81.68;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801072;Majorna-Linné, Skansberget;Göteborg, Centrum;1345;5;0;5;1350;1615;83.59;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801081;Majorna-Linné, Annedal;Göteborg, Centrum;1544;13;0;13;1557;1935;80.47;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801082;Majorna-Linné, Nilssonsberg;Göteborg, Centrum;1524;16;0;16;1540;1794;85.84;2014_kommunval_per_valdistrikt.xlsx
2014;kf;14801091;Majorna-Linné, Kommendantsängen;Göteborg, Centrum;1078;12;0;12;1090;1261;86.44;2014_kommunval_per_valdistrikt.xlsx
