ar;val;kod;namn;andrad_indelning
2002;kf;14802608;Angered 8;0
2002;kf;14802609;Angered 9;0
2002;kf;14802701;Bergum 1;0
2002;kf;14802702;Bergum 2;0
2002;kf;14802801;Torslanda 1;0
2002;kf;14802802;Torslanda 2;0
2002;kf;14802803;Torslanda 3;0
2002;kf;14802804;Torslanda 4;0
2002;kf;14802805;Torslanda 5;1
2002;kf;14802806;Torslanda 6;1
2002;kf;14802807;Torslanda 7;0
2002;kf;14802901;Björlanda 1;1
2002;kf;14802902;Björlanda 2;1
2002;kf;14802903;Björlanda 3;0
2002;kf;14803001;Tuve 1;0
2002;kf;14803002;Tuve 2;1
2002;kf;14803003;Tuve 3;0
2002;kf;14803004;Tuve 4;0
2002;kf;14803005;Tuve 5;0
2002;kf;14803006;Tuve 6;1
2002;kf;14803101;Säve 1;0
2002;kf;14803102;Säve 2;0
2002;kf;14803103;Säve 3;1
2002;kf;14803104;Säve 4;1
2002;kf;14803105;Säve 5;1
2002;kf;14803106;Säve 6;1
2002;kf;14803107;Säve 7;0
2002;kf;14803108;Säve 8;0
2002;kf;14803201;Bergsjön 1;0
2002;kf;14803202;Bergsjön 2;1
2002;kf;14803203;Bergsjön 3;1
2002;kf;14803204;Bergsjön 4;0
2002;kf;14803205;Bergsjön 5;0
2002;kf;14803206;Bergsjön 6;1
2002;kf;14803207;Bergsjön 7;1
2002;kf;14803208;Bergsjön 8;1
2002;kf;14803301;S:t Pauli 1;1
2002;kf;14803302;S:t Pauli 2;0
2002;kf;14803303;S:t Pauli 3;0
2002;kf;14803304;S:t Pauli 4;0
2002;kf;14803305;S:t Pauli 5;1
2002;kf;14803306;S:t Pauli 6;1
2002;kf;14803307;S:t Pauli 7;1
2002;kf;14803308;S:t Pauli 8;0
2002;kf;14803309;S:t Pauli 9;0
2002;kf;14803310;S:t Pauli 10;0
2002;kf;14803401;Gunnared 1;0
2002;kf;14803402;Gunnared 2;0
2002;kf;14803403;Gunnared 3;1
2002;kf;14803404;Gunnared 4;1
2002;kf;14803405;Gunnared 5;1
2002;kf;14803406;Gunnared 6;1
2002;kf;14803407;Gunnared 7;0
2002;kf;14803408;Gunnared 8;0
2002;kf;14803409;Gunnared 9;0
2002;kf;14803410;Gunnared 10;0
2002;kf;14803411;Gunnared 11;0
2002;kf;14803501;Rödbo 1;0
2002;kf;14803601;Askim 1;1
2002;kf;14803602;Askim 2;1
2002;kf;14803603;Askim 3;1
2002;kf;14803604;Askim 4;0
2002;kf;14803605;Askim 5;0
2002;kf;14803606;Askim 6;0
2002;kf;14803607;Askim 7;0
2002;kf;14803608;Askim 8;1
2002;kf;14803609;Askim 9;1
2002;kf;14803610;Askim 10;1
2002;kf;14803611;Askim 11;1
2002;kf;14803612;Askim 12;0
2002;kf;14803701;Styrsö 1;0
2002;kf;14803702;Styrsö 2;0
2002;kf;14803703;Styrsö 3;0
2002;kf;14803801;Björkekärr 1;1
2002;kf;14803802;Björkekärr 2;0
2002;kf;14803803;Björkekärr 3;1
2002;kf;14803804;Björkekärr 4;0
2002;kf;14803901;Brunnsbo 1;1
2002;kf;14803902;Brunnsbo 2;1
2002;kf;14803903;Brunnsbo 3;1
2002;kf;14804001;Bäckebol 1;0
2002;kf;14804002;Bäckebol 2;0
2002;kf;14804003;Bäckebol 3;0
2002;kf;14804004;Bäckebol 4;0
2002;kf;14804005;Bäckebol 5;0
2002;kf;14804101;Näset 1;0
2002;kf;14804102;Näset 2;0
2002;kf;14804103;Näset 3;0
2002;kf;14804104;Näset 4;0
