ar_fg;val;kod_2018;namn_2018;parti;roster_2018;roster_fgval
2014;rf;14800000;Uppsamlingsdistrikt;M;1495;1769
2014;rf;14800000;Uppsamlingsdistrikt;C;582;289
2014;rf;14800000;Uppsamlingsdistrikt;L;598;531
2014;rf;14800000;Uppsamlingsdistrikt;KD;519;264
2014;rf;14800000;Uppsamlingsdistrikt;S;1930;1804
2014;rf;14800000;Uppsamlingsdistrikt;V;1434;983
2014;rf;14800000;Uppsamlingsdistrikt;MP;753;1269
2014;rf;14800000;Uppsamlingsdistrikt;SD;719;444
2014;rf;14800000;Uppsamlingsdistrikt;FI;165;237
2014;rf;14800000;Uppsamlingsdistrikt;RS;12;12
2014;rf;14800000;Uppsamlingsdistrikt;SPVG;8;25
2014;rf;14800000;Uppsamlingsdistrikt;KRVP;6;5
2014;rf;14800000;Uppsamlingsdistrikt;PP;0;64
2014;rf;14800000;Uppsamlingsdistrikt;HANDSKRIVNA;22;56
2014;rf;14800000;Uppsamlingsdistrikt;ÖVRIGA_FGVAL;0;65
2014;rf;14800000;Uppsamlingsdistrikt;BLANK;116;175
2014;rf;14800000;Uppsamlingsdistrikt;OG;25;11
2014;rf;14801032;Majorna-Linné, Godhem;M;81;116
2014;rf;14801032;Majorna-Linné, Godhem;C;50;22
2014;rf;14801032;Majorna-Linné, Godhem;L;66;63
2014;rf;14801032;Majorna-Linné, Godhem;KD;44;38
2014;rf;14801032;Majorna-Linné, Godhem;S;186;165
2014;rf;14801032;Majorna-Linné, Godhem;V;349;290
2014;rf;14801032;Majorna-Linné, Godhem;MP;107;205
2014;rf;14801032;Majorna-Linné, Godhem;SD;62;43
2014;rf;14801032;Majorna-Linné, Godhem;FI;43;8
2014;rf;14801032;Majorna-Linné, Godhem;PP;0;10
2014;rf;14801032;Majorna-Linné, Godhem;RS;0;2
2014;rf;14801032;Majorna-Linné, Godhem;HANDSKRIVNA;4;12
2014;rf;14801032;Majorna-Linné, Godhem;ÖVRIGA_FGVAL;0;14
2014;rf;14801032;Majorna-Linné, Godhem;BLANK;16;11
2014;rf;14801032;Majorna-Linné, Godhem;OG;0;0
