val;kod_2014;namn_2014;indelning;kod_2010;namn_2010;matchning
kf;14802071;Örgryte-Härlanda, Torp;Oförändrad;14800671;Örgryte, Torp;exakt
kf;14802081;Örgryte-Härlanda, Kärralund;Oförändrad;14800686;Örgryte, Kärralund;exakt
kf;14802082;Örgryte-Härlanda, Lunden, Gamla;Oförändrad;14800682;Örgryte, Gamla Lunden;exakt
kf;14802083;Örgryte-Härlanda, Lunden, Nya;Oförändrad;14800685;Örgryte, Nya Lunden-Prästgårdsängen;exakt
kf;14802084;Örgryte-Härlanda, Nobelplatsen;Oförändrad;14800683;Örgryte, Nobelplatsen;exakt
kf;14802085;Örgryte-Härlanda, Sankt Pauli;Oförändrad;14800684;Örgryte, Sankt Pauli;exakt
kf;14802086;Örgryte-Härlanda, Överås;Oförändrad;14800681;Örgryte, Överås;exakt
kf;14802091;Örgryte-Härlanda, Härlanda;Oförändrad;14800511;Härlanda, Härlanda;exakt
kf;14802101;Örgryte-Härlanda, Kålltorp, Norra;Modifierad;;;ingen FGVAL
kf;14802102;Örgryte-Härlanda, Kålltorp, Södra;Modifierad;;;ingen FGVAL
kf;14802103;Örgryte-Härlanda, Kålltorp, Västra;Modifierad;;;ingen FGVAL
kf;14802104;Örgryte-Härlanda, Kålltorp, Östra;Oförändrad;14800523;Härlanda, Östra Kålltorp;exakt
kf;14802105;Örgryte-Härlanda, Munkebäck, Norra;Modifierad;;;ingen FGVAL
kf;14802106;Örgryte-Härlanda, Munkebäck, Södra;Modifierad;;;ingen FGVAL
kf;14802111;Örgryte-Härlanda, Fräntorp;Modifierad;;;ingen FGVAL
kf;14802112;Örgryte-Härlanda, Torpa;Modifierad;;;ingen FGVAL
kf;14802121;Örgryte-Härlanda, Björkekärr, Norra;Modifierad;;;ingen FGVAL
kf;14802122;Örgryte-Härlanda, Björkekärr, Södra;Modifierad;;;ingen FGVAL
kf;14802123;Örgryte-Härlanda, Björkekärr, Västra;Modifierad;;;ingen FGVAL
kf;14802124;Örgryte-Härlanda, Björkekärr, Östra;Modifierad;;;ingen FGVAL
kf;14802125;Örgryte-Härlanda, Robertshöjd m fl;Modifierad;;;ingen FGVAL
kf;14803011;Östra Göteborg, Bellevue;Modifierad;;;ingen FGVAL
kf;14803012;Östra Göteborg, Gamlestaden;Modifierad;;;ingen FGVAL
kf;14803013;Östra Göteborg, Kviberg, Västra;Modifierad;;;ingen FGVAL
kf;14803014;Östra Göteborg, Kviberg, Östra;Modifierad;;;ingen FGVAL
kf;14803015;Östra Göteborg, Nylöse;Oförändrad;14800312;Kortedala, Nylöse;exakt
kf;14803021;Östra Göteborg, Fjällbo;Modifierad;;;ingen FGVAL
kf;14803022;Östra Göteborg, Utby;Oförändrad;14800322;Kortedala, Utby;exakt
kf;14803023;Östra Göteborg, Utbynäs;Modifierad;;;ingen FGVAL
kf;14803031;Östra Göteborg, Gregorianska g. m fl;Oförändrad;14800331;Kortedala, Gregorianska gatan m fl;exakt
kf;14803032;Östra Göteborg, Kortedala Centrum;Oförändrad;14800334;Kortedala, Kortedala Centrum;exakt
kf;14803033;Östra Göteborg, Kortedala, Södra;Oförändrad;14800335;Kortedala, Södra Kortedala;exakt
kf;14803034;Östra Göteborg, Kortedala, Västra;Oförändrad;14800332;Kortedala, Västra Kortedala;exakt
kf;14803035;Östra Göteborg, Kortedala, Östra;Oförändrad;14800333;Kortedala, Östra Kortedala;exakt
kf;14803041;Östra Göteborg, Adventsparken;Oförändrad;14800341;Kortedala, Adventsparken;exakt
kf;14803042;Östra Göteborg, Kortedala, Norra;Oförändrad;14800342;Kortedala, Norra Kortedala;exakt
kf;14803043;Östra Göteborg, Månadsgatorna m fl;Oförändrad;14800343;Kortedala, Månadsgatorna m fl;exakt
kf;14803051;Östra Göteborg, Bergsjön, Norra;Oförändrad;14800414;Bergsjön, Norra Bergsjön;exakt
kf;14803052;Östra Göteborg, Gärdsmosse;Oförändrad;14800413;Bergsjön, Gärdsmosse;exakt
kf;14803053;Östra Göteborg, Gärdsås;Oförändrad;14800411;Bergsjön, Gärdsås;exakt
kf;14803054;Östra Göteborg, Siriusgatan;Oförändrad;14800412;Bergsjön, Siriusgatan;exakt
kf;14803061;Östra Göteborg, Bergsjön, Södra;Oförändrad;14800421;Bergsjön, Södra Bergsjön;exakt
kf;14803062;Östra Göteborg, Bergsjön, Östra;Oförändrad;14800422;Bergsjön, Östra Bergsjön;exakt
kf;14803063;Östra Göteborg, Komettorget;Oförändrad;14800424;Bergsjön, Komettorget;exakt
kf;14803064;Östra Göteborg, Rymdtorget;Oförändrad;14800423;Bergsjön, Rymdtorget;exakt
kf;14804021;Lundby, Bjurslätt;Oförändrad;14801822;Lundby, Bjurslätt;exakt
kf;14804022;Lundby, Flunsås;Oförändrad;14801821;Lundby, Flunsås;exakt
kf;14804023;Lundby, Kvillebäcken, Norra;Oförändrad;14801823;Lundby, Norra Kvillebäcken;exakt
kf;14804024;Lundby, Kvillebäcken, Södra;Modifierad;;;ingen FGVAL
kf;14804025;Lundby, Kvillebäcken, Östra;Modifierad;;;ingen FGVAL
kf;14804026;Lundby, Wieselgrensplatsen;Oförändrad;14801824;Lundby, Wieselgrensplatsen;exakt
kf;14804031;Lundby, Hilldedal;Modifierad;;;ingen FGVAL
kf;14804032;Lundby, Slätta Damm;Modifierad;;;ingen FGVAL
kf;14804041;Lundby, Kärrdalen;Oförändrad;14801843;Lundby, Kärrdalen;exakt
kf;14804042;Lundby, Tolered, Norra;Oförändrad;14801842;Lundby, Norra Tolered;exakt
kf;14804043;Lundby, Tolered, Södra;Oförändrad;14801841;Lundby, Södra Tolered;exakt
kf;14804051;Norra Hisingen, Glöstorp;Oförändrad;14801914;Tuve-Säve, Glöstorp;exakt
kf;14804052;Norra Hisingen, Gunnestorp;Oförändrad;14801913;Tuve-Säve, Gunnestorp;exakt
kf;14804053;Norra Hisingen, Norumshöjd;Oförändrad;14801915;Tuve-Säve, Norumshöjd;exakt
kf;14804054;Norra Hisingen, Tuve;Modifierad;;;ingen FGVAL
kf;14804055;Norra Hisingen, Tången;Modifierad;;;ingen FGVAL
kf;14804061;Norra Hisingen, Säve;Oförändrad;14801921;Tuve-Säve, Säve;exakt
kf;14804071;Norra Hisingen, Gerrebacka-Ingebäck;Oförändrad;14802112;Kärra-Rödbo, Gerrebacka-Ingebäck;exakt
kf;14804072;Norra Hisingen, Kärra, Norra;Oförändrad;14802114;Kärra-Rödbo, Norra Kärra;exakt
kf;14804073;Norra Hisingen, Kärra, Södra;Oförändrad;14802116;Kärra-Rödbo, Södra Kärra;exakt
kf;14804074;Norra Hisingen, Kärra, Västra;Oförändrad;14802113;Kärra-Rödbo, Västra Kärra;exakt
kf;14804075;Norra Hisingen, Kärra, Östra;Oförändrad;14802115;Kärra-Rödbo, Östra Kärra;exakt
kf;14804076;Norra Hisingen, Mysterna-Svankälla;Oförändrad;14802111;Kärra-Rödbo, Mysterna-Svankällan;exakt
kf;14804081;Norra Hisingen, Rödbo;Oförändrad;14802121;Kärra-Rödbo, Rödbo;exakt
kf;14804091;Norra Hisingen, Skogome-Sankt Jörgen;Oförändrad;14802041;Backa, Skogome-Sankt Jörgen;exakt
kf;14804101;Norra Hisingen, Aröd;Modifierad;;;ingen FGVAL
kf;14804102;Norra Hisingen, Backa-Tingstad;Modifierad;;;ingen FGVAL
kf;14804103;Norra Hisingen, Brunnsbo;Oförändrad;14802012;Backa, Brunnsbo;exakt
kf;14804121;Norra Hisingen, Backa;Modifierad;;;ingen FGVAL
kf;14804122;Norra Hisingen, Backa Röd;Modifierad;;;ingen FGVAL
kf;14804123;Norra Hisingen, Bällskär;Modifierad;;;ingen FGVAL
kf;14804124;Norra Hisingen, Wadköpingsgatan;Modifierad;;;ingen FGVAL
kf;14804131;Norra Hisingen, Backadalen;Oförändrad;14802032;Backa, Backadalen;exakt
kf;14804132;Norra Hisingen, Bäckebol;Oförändrad;14802031;Backa, Bäckebol;exakt
kf;14804133;Norra Hisingen, Selma Lagerlöfs torg;Oförändrad;14802033;Backa, Selma Lagerlöfs torg;exakt
kf;14804134;Norra Hisingen, Skälltorp;Oförändrad;14802034;Backa, Skälltorp;exakt
kf;14804135;Norra Hisingen, Åketorp;Oförändrad;14802035;Backa, Åketorp;exakt
kf;14804141;Lundby, Bräcke, Norra;Oförändrad;14801853;Lundby, Norra Bräcke;exakt
kf;14804142;Lundby, Bräcke, Södra;Oförändrad;14801852;Lundby, Södra Bräcke;exakt
kf;14804143;Lundby, Kyrkbyn;Modifierad;;;ingen FGVAL
kf;14804144;Lundby, Lundby, Norra;Oförändrad;14801855;Lundby, Norra Lundby;exakt
kf;14804145;Lundby, Lundby, Södra;Oförändrad;14801856;Lundby, Södra Lundby;exakt
kf;14804151;Lundby, Brämaregården, Norra;Modifierad;;;ingen FGVAL
kf;14804152;Lundby, Brämaregården, Östra;Oförändrad;14801815;Lundby, Östra Brämaregården;exakt
kf;14804153;Lundby, Brämaregården-Rambergsstaden;Modifierad;;;ingen FGVAL
kf;14804154;Lundby, Porslinsfabriken;Oförändrad;14801816;Lundby, Lundbyvassen;exakt
kf;14804155;Lundby, Rambergsstaden, Norra;Modifierad;;;ingen FGVAL
kf;14804156;Lundby, Rambergsstaden, Västra;Modifierad;;;ingen FGVAL
kf;14804161;Lundby, Eriksberg Sjöporten;Modifierad;;;ingen FGVAL
kf;14804162;Lundby, Eriksberg, Västra;Modifierad;;;ingen FGVAL
kf;14804163;Lundby, Eriksberg, Östra;Modifierad;;;ingen FGVAL
kf;14804164;Lundby, Pölsebo-Bratterås;Modifierad;;;ingen FGVAL
kf;14804165;Lundby, Sannegården;Oförändrad;14801858;Lundby, Sannegården;exakt
kf;14804171;Lundby, Lindholmen;Modifierad;;;ingen FGVAL
kf;14804172;Lundby, Lundbyvassen;Modifierad;;;ingen FGVAL
kf;14805011;Västra Göteborg, Björnekulla;Oförändrad;14801114;Älvsborg, Björnekulla;exakt
kf;14805012;Västra Göteborg, Fiskebäck, Norra;Oförändrad;14801112;Älvsborg, Norra Fiskebäck;exakt
kf;14805013;Västra Göteborg, Fiskebäck, Södra;Oförändrad;14801111;Älvsborg, Södra Fiskebäck;exakt
kf;14805014;Västra Göteborg, Påvelund;Oförändrad;14801113;Älvsborg, Påvelund;exakt
kf;14805021;Västra Göteborg, Långedrag;Oförändrad;14801121;Älvsborg, Långedrag;exakt
kf;14805031;Västra Göteborg, Hagen;Modifierad;;;ingen FGVAL
kf;14805032;Västra Göteborg, Nya Varvet;Modifierad;;;ingen FGVAL
kf;14805033;Västra Göteborg, Tångudden;Oförändrad;14801131;Älvsborg, Tångudden;exakt
kf;14805041;Västra Göteborg, Ekebäck;Oförändrad;14801142;Älvsborg, Ekebäck;exakt
kf;14805042;Västra Göteborg, Grimmered;Oförändrad;14801141;Älvsborg, Grimmered;exakt
kf;14805051;Västra Göteborg, Brännö-Asperö;Oförändrad;14801513;Södra Skärgården, Brännö-Asperö;exakt
kf;14805052;Västra Göteborg, Donsö-Vrångö;Oförändrad;14801511;Södra Skärgården, Donsö-Vrångö;exakt
kf;14805053;Västra Göteborg, Styrsö-Köpstadsö;Oförändrad;14801512;Södra Skärgården, Styrsö-Köpstadsö;exakt
kf;14805061;Västra Göteborg, Bratthammar;Oförändrad;14801411;Tynnered, Bratthammar;exakt
kf;14805071;Västra Göteborg, Beryllg.-Guldringen;Oförändrad;14801421;Tynnered, Beryllgatan-Guldringen;exakt
kf;14805081;Västra Göteborg, Tynnered;Oförändrad;14801431;Tynnered, Tynnered;exakt
kf;14805091;Askim-Frölunda-Högsbo, Kavås;Modifierad;;;ingen FGVAL
kf;14805092;Askim-Frölunda-Högsbo, Kaverös, N;Modifierad;;;ingen FGVAL
kf;14805093;Askim-Frölunda-Högsbo, Kaverös, S;Modifierad;;;ingen FGVAL
kf;14805101;Askim-Frölunda-Högsbo, Flatås, V;Oförändrad;14801022;Högsbo, Västra Flatås;exakt
kf;14805111;Askim-Frölunda-Högsbo, Högsbohöjd, N;Oförändrad;14801032;Högsbo, Norra Högsbohöjd;exakt
kf;14805112;Askim-Frölunda-Högsbo, Högsbohöjd, S;Oförändrad;14801031;Högsbo, Södra Högsbohöjd;exakt
kf;14805121;Askim-Frölunda-Högsbo, Högsbo;Oförändrad;14801041;Högsbo, Högsbo;exakt
kf;14805122;Askim-Frölunda-Högsbo, Högsbotorp, V;Oförändrad;14801042;Högsbo, Västra Högsbotorp;exakt
kf;14805123;Askim-Frölunda-Högsbo, Högsbotorp, Ö;Oförändrad;14801044;Högsbo, Östra Högsbotorp;exakt
kf;14805124;Askim-Frölunda-Högsbo, Marklandsg.;Oförändrad;14801043;Högsbo, Marklandsgatan m fl;exakt
kf;14805131;Askim-Frölunda-Högsbo, Spinetten;Oförändrad;14801212;Frölunda, Spinetten;exakt
kf;14805132;Askim-Frölunda-Högsbo, Tofta;Oförändrad;14801211;Frölunda, Tofta;exakt
kf;14805141;Askim-Frölunda-Högsbo, Ruddalen;Oförändrad;14801221;Frölunda, Ruddalen;exakt
kf;14805151;Askim-Frölunda-Högsbo, Järnbrott, V;Oförändrad;14801231;Frölunda, Västra Järnbrott;exakt
kf;14805152;Askim-Frölunda-Högsbo, Järnbrott, Ö;Oförändrad;14801232;Frölunda, Östra Järnbrott;exakt
kf;14805161;Askim-Frölunda-Högsbo, Flatås, Ö;Oförändrad;14801021;Högsbo, Östra Flatås;exakt
kf;14805171;Askim-Frölunda-Högsbo, Frölunda;Modifierad;;;ingen FGVAL
kf;14805172;Askim-Frölunda-Högsbo, Frölunda Torg;Oförändrad;14801241;Frölunda, Frölunda torg;exakt
kf;14805173;Askim-Frölunda-Högsbo, Gånglåten;Modifierad;;;ingen FGVAL
kf;14805174;Askim-Frölunda-Högsbo, Mandolingatan;Oförändrad;14801243;Frölunda, Frölunda;exakt
kf;14805181;Västra Göteborg, Korsåsen;Oförändrad;14801441;Tynnered, Korsåsen;exakt
kf;14805182;Västra Göteborg, Ängås;Oförändrad;14801442;Tynnered, Ängås;exakt
kf;14805191;Västra Göteborg, Önnered, Västra;Oförändrad;14801451;Tynnered, Västra Önnered;exakt
kf;14805192;Västra Göteborg, Önnered, Östra;Oförändrad;14801452;Tynnered, Östra Önnered;exakt
kf;14805201;Västra Göteborg, Grevegården;Oförändrad;14801461;Tynnered, Grevegården;exakt
kf;14805202;Västra Göteborg, Skattegården;Oförändrad;14801462;Tynnered, Skattegården;exakt
kf;14805211;Västra Göteborg, Näset, Norra;Oförändrad;14801472;Tynnered, Norra Näset;exakt
kf;14805212;Västra Göteborg, Näset, Södra;Oförändrad;14801471;Tynnered, Södra Näset;exakt
kf;14805213;Västra Göteborg, Åkered;Oförändrad;14801473;Tynnered, Åkered;exakt
kf;14805221;Västra Göteborg, Opaltorget, Norra;Oförändrad;14801482;Tynnered, Norra Opaltorget;exakt
kf;14805222;Västra Göteborg, Opaltorget, Södra;Oförändrad;14801481;Tynnered, Södra Opaltorget;exakt
kf;14805231;Askim-Frölunda-Högsbo, Askim;Oförändrad;14801313;Askim, Askim;exakt
kf;14805232;Askim-Frölunda-Högsbo, Hovås, Norra;Oförändrad;14801316;Askim, Norra Hovås;exakt
kf;14805233;Askim-Frölunda-Högsbo, Hult;Oförändrad;14801311;Askim, Hult;exakt
kf;14805234;Askim-Frölunda-Högsbo, Pilegården;Oförändrad;14801312;Askim, Pilegården;exakt
kf;14805235;Askim-Frölunda-Högsbo, Sisjön, Norra;Oförändrad;14801314;Askim, Norra Sisjön;exakt
kf;14805236;Askim-Frölunda-Högsbo, Sisjön, Södra;Oförändrad;14801315;Askim, Södra Sisjön;exakt
kf;14805241;Askim-Frölunda-Högsbo, Hovås, Södra;Oförändrad;14801321;Askim, Södra Hovås;exakt
kf;14805242;Askim-Frölunda-Högsbo, Trollåsen;Oförändrad;14801322;Askim, Trollåsen;exakt
kf;14805251;Askim-Frölunda-Högsbo, Billdal;Modifierad;;;ingen FGVAL
kf;14805252;Askim-Frölunda-Högsbo, Brottkärr;Oförändrad;14801334;Askim, Brottkärr;exakt
kf;14805253;Askim-Frölunda-Högsbo, Lindås;Modifierad;;;ingen FGVAL
kf;14805254;Askim-Frölunda-Högsbo, Lyckhem;Oförändrad;14801335;Askim, Lyckhem;exakt
kf;14805255;Askim-Frölunda-Högsbo, Nygård;Oförändrad;14801332;Askim, Nygård;exakt
kf;14805256;Askim-Frölunda-Högsbo, Skintebo;Oförändrad;14801333;Askim, Skintebo;exakt
kf;14806011;Angered, Lövgärdet, Nedre;Oförändrad;14800113;Gunnared, Nedre Lövgärdet;exakt
kf;14806012;Angered, Lövgärdet, Övre;Oförändrad;14800112;Gunnared, Övre Lövgärdet;exakt
kf;14806013;Angered, Lövgärdets Centrum;Oförändrad;14800111;Gunnared, Lövgärdets Centrum;exakt
kf;14806021;Angered, Rannebergen, Norra;Oförändrad;14800122;Gunnared, Norra Rannebergen;exakt
kf;14806022;Angered, Rannebergen, Södra;Oförändrad;14800121;Gunnared, Södra Rannebergen;exakt
kf;14806031;Angered, Gårdsten, Norra;Oförändrad;14800132;Gunnared, Norra Gårdsten;exakt
kf;14806032;Angered, Gårdsten, Södra;Oförändrad;14800134;Gunnared, Södra Gårdsten;exakt
kf;14806033;Angered, Gårdsten, Västra;Oförändrad;14800131;Gunnared, Västra Gårdsten;exakt
kf;14806034;Angered, Gårdsten, Östra;Oförändrad;14800133;Gunnared, Östra Gårdsten;exakt
kf;14806041;Angered, Angereds Centrum;Oförändrad;14800141;Gunnared, Angereds Centrum;exakt
kf;14806042;Angered, Trägårdsgärdet;Oförändrad;14800142;Gunnared, Trädgårdsgärdet;exakt
kf;14806051;Angered, Agnesberg;Oförändrad;14800211;Lärjedalen, Agnesberg;exakt
kf;14806061;Angered, Hammarkullen, Västra;Oförändrad;14800221;Lärjedalen, Västra Hammarkullen;exakt
kf;14806062;Angered, Hammarkullen, Östra;Modifierad;;;ingen FGVAL
kf;14806063;Angered, Sandeslätt;Modifierad;;;ingen FGVAL
kf;14806101;Angered, Gunnilse-Linnarhult;Oförändrad;14800231;Lärjedalen, Gunnilse-Linnarhult;exakt
kf;14806111;Angered, Björsared-Knipared;Oförändrad;14800251;Lärjedalen, Björsared-Knipared;exakt
kf;14806112;Angered, Olofstorp;Oförändrad;14800252;Lärjedalen, Olofstorp;exakt
kf;14806121;Angered, Bläsebo;Oförändrad;14800264;Lärjedalen, Bläsebo;exakt
kf;14806122;Angered, Hjällbo, Norra;Oförändrad;14800263;Lärjedalen, Norra Hjällbo;exakt
kf;14806123;Angered, Hjällbo, Södra;Oförändrad;14800261;Lärjedalen, Södra Hjällbo;exakt
kf;14806124;Angered, Skolspåret;Oförändrad;14800262;Lärjedalen, Skolspåret;exakt
kf;14806131;Angered, Eriksbo;Modifierad;;;ingen FGVAL
kf;14807011;Västra Hisingen, Biskopsgården, N;Modifierad;;;ingen FGVAL
kf;14807012;Västra Hisingen, Svarte Mosse;Modifierad;;;ingen FGVAL
kf;14807021;Västra Hisingen, Länsmansgården, C;Oförändrad;14801722;Biskopsgården, Länsmansgårdens Centr;exakt
kf;14807022;Västra Hisingen, Länsmansgården, N;Oförändrad;14801723;Biskopsgården, Norra Länsmansgården;exakt
kf;14807023;Västra Hisingen, Länsmansgården, S;Oförändrad;14801721;Biskopsgården, Södra Länsmansgården;exakt
kf;14807031;Västra Hisingen, Badvädersgatan m fl;Oförändrad;14801732;Biskopsgården, Badvädersgatan m fl;exakt
kf;14807032;Västra Hisingen, Stackmolnsg. m fl;Oförändrad;14801731;Biskopsgården, Stackmolnsgatan m fl;exakt
kf;14807041;Västra Hisingen, Andalen;Oförändrad;14801613;Torslanda, Andalen;exakt
kf;14807042;Västra Hisingen, Hjuvik;Oförändrad;14801611;Torslanda, Hjuvik;exakt
kf;14807043;Västra Hisingen, Hällsvik;Oförändrad;14801612;Torslanda, Hällsvik;exakt
kf;14807051;Västra Hisingen, Amhult-Arendal;Oförändrad;14801625;Torslanda, Amhult-Arendal;exakt
kf;14807052;Västra Hisingen, Domarringen m fl;Oförändrad;14801622;Torslanda, Domarringen m fl;exakt
kf;14807053;Västra Hisingen, Nolered;Oförändrad;14801624;Torslanda, Nolered;exakt
kf;14807054;Västra Hisingen, Torslanda;Oförändrad;14801623;Torslanda, Torslanda;exakt
kf;14807055;Västra Hisingen, Tumlehed;Oförändrad;14801621;Torslanda, Tumlehed;exakt
kf;14807061;Västra Hisingen, Björlanda;Modifierad;;;ingen FGVAL
kf;14807062;Västra Hisingen, Kvisljungeby;Modifierad;;;ingen FGVAL
kf;14807063;Västra Hisingen, Lilleby;Modifierad;;;ingen FGVAL
kf;14807064;Västra Hisingen, Älvegården m fl;Modifierad;;;ingen FGVAL
kf;14807081;Västra Hisingen, Biskopsgården, S;Oförändrad;14801741;Biskopsgården, Södra Biskopsgården;exakt
kf;14807082;Västra Hisingen, Treröset;Oförändrad;14801743;Biskopsgården, Treröset;exakt
kf;14807083;Västra Hisingen, Vårväderstorget;Oförändrad;14801744;Biskopsgården, Vårväderstorget;exakt
kf;14807084;Västra Hisingen, Väderlekstorget;Oförändrad;14801742;Biskopsgården, Väderlekstorget;exakt
kf;14807091;Västra Hisingen, Jättesten;Oförändrad;14801751;Biskopsgården, Jättesten;exakt
kf;14807092;Västra Hisingen, Kärrmossen;Modifierad;;;ingen FGVAL
kf;14807093;Västra Hisingen, Svartedalen;Oförändrad;14801752;Biskopsgården, Svartedalen;exakt
