ar;val;kod;namn;ogiltiga_ej_anmalda;blanka;ogiltiga_ovriga;kalla_fil
2018;rd;14801083;Majorna-Linné, Nilssonsberg;1;11;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801091;Majorna-Linné, Kommendantsängen;0;12;2;2018_R_per_valdistrikt.xlsx
2018;rd;14801092;Majorna-Linné, Linné;3;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801093;Majorna-Linné, Linnéplatsen;1;11;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801094;Majorna-Linné, Långgatorna;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801095;Majorna-Linné, Olivedal;2;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801096;Majorna-Linné, Plantagegatan, m fl;2;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801097;Majorna-Linné, Risåsen;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801098;Majorna-Linné, Sveaplan;1;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801100;Centrum, Framnäs;1;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801101;Centrum, Fredriksdal;1;1;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801102;Centrum, Fridkullagatan m fl;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801103;Centrum, Getebergsäng;1;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801104;Centrum, Kristinehöjd, Västra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801105;Centrum, Kristinehöjd, Östra;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801106;Centrum, Krokslätt, Norra;0;6;2;2018_R_per_valdistrikt.xlsx
2018;rd;14801107;Centrum, Krokslätt, Södra;1;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801108;Centrum, Mossen;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801109;Centrum, Olofshöjd;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801111;Centrum, Eklanda Norra;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801112;Centrum, Eklanda Södra;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801113;Centrum, Johanneberg, Nedre;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801114;Centrum, Johanneberg, Västra;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801115;Centrum, Johanneberg, Östra;1;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801116;Centrum, Johanneberg, Övre;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801121;Centrum, Landala;0;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801122;Centrum, Landalabergen m fl;0;20;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801123;Centrum, Landalagången m fl;2;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801131;Centrum, Doktor Forselius Backe m fl;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801132;Centrum, Guldheden Vattentornet;0;9;2;2018_R_per_valdistrikt.xlsx
2018;rd;14801133;Centrum, Guldheden Östra;2;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801134;Centrum, Guldheden, Centrala;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801135;Centrum, Guldheden, Norra;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801136;Centrum, Guldheden, Södra;1;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801137;Centrum, Landala Egnahem;1;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801141;Centrum, Lorensberg;0;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801151;Centrum, Fogelbergsparken;2;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801152;Centrum, Valand;0;6;2;2018_R_per_valdistrikt.xlsx
2018;rd;14801153;Centrum, Vasastaden, Norra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801154;Centrum, Vasastaden, Södra;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801155;Centrum, Vasastaden, Östra;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801161;Centrum, Inom Vallgraven;1;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801162;Centrum, Nordstan;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801163;Centrum, Otterhällan;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801171;Centrum, Friggagatan m fl;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801172;Centrum, Gårda, Norra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801173;Centrum, Odinsgatan m fl;0;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801174;Centrum, Stampen;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801175;Centrum, Svingeln;0;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801181;Centrum, Bohusgatan m fl;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801182;Centrum, Gårda, Södra;1;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801183;Centrum, Heden;1;0;0;2018_R_per_valdistrikt.xlsx
2018;rd;14801184;Centrum, Hedås;0;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14801185;Centrum, Sten Sturegatan m fl;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802011;Örgryte-Härlanda, Gubbero;2;2;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802012;Örgryte-Härlanda, Olskroken;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802013;Örgryte-Härlanda, Redberget;0;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802014;Örgryte-Härlanda, Redbergsplatsen;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802021;Örgryte-Härlanda, Bagaregården;1;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802022;Örgryte-Härlanda, Ånäs;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802031;Örgryte-Härlanda, Strömmensberg, V;1;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802032;Örgryte-Härlanda, Strömmensberg, Ö;1;16;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802041;Örgryte-Härlanda, Kallebäck, Norra;0;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802042;Örgryte-Härlanda, Kallebäck, Västra;1;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802043;Örgryte-Härlanda, Kallebäck, Östra;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802051;Örgryte-Härlanda, Jakobsdal;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802052;Örgryte-Härlanda, Skår, Norra;0;0;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802053;Örgryte-Härlanda, Skår, Södra;0;1;2;2018_R_per_valdistrikt.xlsx
2018;rd;14802061;Örgryte-Härlanda, Bö;0;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802062;Örgryte-Härlanda, Örgryte;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802071;Örgryte-Härlanda, Stora Torp;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802072;Örgryte-Härlanda, Lilla Torp;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802081;Örgryte-Härlanda, Danska vägen m fl;0;8;2;2018_R_per_valdistrikt.xlsx
2018;rd;14802082;Örgryte-Härlanda, Kärralund, Norra;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802083;Örgryte-Härlanda, Kärralund, Södra;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802084;Örgryte-Härlanda, Lunden, Gamla;1;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802085;Örgryte-Härlanda, Lunden, Nya;2;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802086;Örgryte-Härlanda, Nobelplatsen;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802087;Örgryte-Härlanda, Sankt Pauli;1;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802088;Örgryte-Härlanda, Överås;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802091;Örgryte-Härlanda, Härlanda;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802101;Örgryte-Härlanda, Kålltorp, Norra;0;14;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802102;Örgryte-Härlanda, Kålltorp, Södra;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802103;Örgryte-Härlanda, Kålltorp, Västra;0;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802104;Örgryte-Härlanda, Kålltorp, Östra;2;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802105;Örgryte-Härlanda, Munkebäck, Norra;1;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802106;Örgryte-Härlanda, Munkebäck, Södra;1;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802111;Örgryte-Härlanda, Fräntorp;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802112;Örgryte-Härlanda, Torpa;2;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802121;Örgryte-Härlanda, Björkekärr, Norra;1;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802122;Örgryte-Härlanda, Björkekärr, Södra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802123;Örgryte-Härlanda, Björkekärr, Västra;1;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14802124;Örgryte-Härlanda, Björkekärr, Östra;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14802125;Örgryte-Härlanda, Robertshöjd m fl;2;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803011;Östra Göteborg, Bellevue;0;5;2;2018_R_per_valdistrikt.xlsx
2018;rd;14803012;Östra Göteborg, Bellevue Park;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803013;Östra Göteborg, Gamlestaden, Norra;1;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14803014;Östra Göteborg, Gamlestaden, Södra;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803015;Östra Göteborg, Kviberg, Västra;0;13;2;2018_R_per_valdistrikt.xlsx
2018;rd;14803016;Östra Göteborg, Kviberg, Östra;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803017;Östra Göteborg, Nylöse;0;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14803021;Östra Göteborg, Fjällbo;0;15;1;2018_R_per_valdistrikt.xlsx
2018;rd;14803022;Östra Göteborg, Utby;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803023;Östra Göteborg, Utbynäs;0;15;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803031;Östra Göteborg, Förstamajgatan m fl;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803032;Östra Göteborg, Gregorianska g. m fl;0;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14803033;Östra Göteborg, Kortedala Centrum;0;8;2;2018_R_per_valdistrikt.xlsx
2018;rd;14803034;Östra Göteborg, Kortedala, Södra;0;5;3;2018_R_per_valdistrikt.xlsx
2018;rd;14803035;Östra Göteborg, Kortedala, Västra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803036;Östra Göteborg, Kortedala, Östra;1;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14803041;Östra Göteborg, Adventsparken, V;0;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803042;Östra Göteborg, Adventsparken, Ö;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803043;Östra Göteborg, Kortedala, Norra;2;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803044;Östra Göteborg, Månadsgatorna m fl;1;12;3;2018_R_per_valdistrikt.xlsx
2018;rd;14803051;Östra Göteborg, Bergsjön, Norra;3;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803052;Östra Göteborg, Gärdsmosse;0;5;2;2018_R_per_valdistrikt.xlsx
2018;rd;14803053;Östra Göteborg, Gärdsås;0;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14803054;Östra Göteborg, Siriusgatan;0;3;4;2018_R_per_valdistrikt.xlsx
2018;rd;14803061;Östra Göteborg, Bergsjön, Södra;0;1;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803062;Östra Göteborg, Bergsjön, Östra;0;0;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803063;Östra Göteborg, Komettorget;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14803064;Östra Göteborg, Rymdtorget;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804021;Lundby, Bjurslätt, Södra;1;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804022;Lundby, Flunsås;1;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804023;Lundby, Kvillebäcken, Norra;1;15;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804024;Lundby, Kvillebäcken, Södra;3;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804025;Lundby, Kvillebäcken, Östra;2;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804026;Lundby, Penselgatan m fl;0;21;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804027;Lundby, Wieselgrensplatsen;4;6;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804028;Lundby, Vågmästarplatsen;1;1;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804031;Lundby, Bjurslätt, Norra;2;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804032;Lundby, Hilldedal;0;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804033;Lundby, Slätta Damm;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804041;Lundby, Kärrdalen;0;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804042;Lundby, Tolered, Norra;0;6;2;2018_R_per_valdistrikt.xlsx
2018;rd;14804043;Lundby, Tolered, Södra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804051;Norra Hisingen, Glöstorp;2;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804052;Norra Hisingen, Gunnestorp;1;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804053;Norra Hisingen, Norumshöjd;1;11;3;2018_R_per_valdistrikt.xlsx
2018;rd;14804054;Norra Hisingen, Tuve, Norra;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804055;Norra Hisingen, Tuve, Södra;1;14;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804056;Norra Hisingen, Tången;0;12;2;2018_R_per_valdistrikt.xlsx
2018;rd;14804061;Norra Hisingen, Säve;0;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804071;Norra Hisingen, Gerrebacka-Ingebäck;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804072;Norra Hisingen, Kärra, Norra;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804073;Norra Hisingen, Kärra, Södra;2;9;2;2018_R_per_valdistrikt.xlsx
2018;rd;14804074;Norra Hisingen, Kärra, Västra;1;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804075;Norra Hisingen, Kärra, Östra;1;17;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804076;Norra Hisingen, Mysterna-Svankälla;0;9;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804081;Norra Hisingen, Rödbo;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804091;Norra Hisingen, Sankt Jörgen;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804092;Norra Hisingen, Skogome;1;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804101;Norra Hisingen, Aröd;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804102;Norra Hisingen, Brunnsbo, Norra;0;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804103;Norra Hisingen, Brunnsbo, Södra;0;10;2;2018_R_per_valdistrikt.xlsx
2018;rd;14804104;Norra Hisingen, Tingstad;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804121;Norra Hisingen, Backa Röd;0;15;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804122;Norra Hisingen, Backa, Norra;0;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804123;Norra Hisingen, Backa, Södra;0;13;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804124;Norra Hisingen, Bällskär;1;15;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804125;Norra Hisingen, Wadköpingsgatan m fl;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804131;Norra Hisingen, Backadalen;1;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804132;Norra Hisingen, Bäckebol;0;11;5;2018_R_per_valdistrikt.xlsx
2018;rd;14804133;Norra Hisingen, Selma Lagerlöfs torg;0;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804134;Norra Hisingen, Skälltorp;1;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804135;Norra Hisingen, Åketorp;0;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804141;Lundby, Bräcke, Norra;3;8;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804142;Lundby, Bräcke, Södra;0;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804143;Lundby, Kyrkbyn;1;16;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804144;Lundby, Lundby, Norra;3;11;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804145;Lundby, Lundby, Södra;0;13;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804151;Lundby, Brämaregården, Norra;0;11;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804152;Lundby, Brämaregården, Södra;0;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804153;Lundby, Porslinsfabriken;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804154;Lundby, Rambergsstaden, Norra;1;16;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804155;Lundby, Rambergsstaden, Södra;0;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804156;Lundby, Rambergsstaden, Östra;1;19;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804161;Lundby, Eriksberg, Västra;0;7;2;2018_R_per_valdistrikt.xlsx
2018;rd;14804162;Lundby, Eriksberg, Östra;1;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14804163;Lundby, Färjenäs;0;2;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804164;Lundby, Pölsebo-Bratterås;1;8;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804165;Lundby, Sannegården, Västra;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804166;Lundby, Södhallsberget;1;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804171;Lundby, Lindholmen;0;13;0;2018_R_per_valdistrikt.xlsx
2018;rd;14804172;Lundby, Lundbyvassen;0;6;2;2018_R_per_valdistrikt.xlsx
2018;rd;14804173;Lundby, Sannegården, Östra;0;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805011;Västra Göteborg, Björnekulla;1;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805012;Västra Göteborg, Fiskebäck,;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805013;Västra Göteborg, Källängen;0;4;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805014;Västra Göteborg, Osberget;3;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805015;Västra Göteborg, Påvelund;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805021;Västra Göteborg, Långedrag;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805031;Västra Göteborg, Hagen;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805032;Västra Göteborg, Nya Varvet;0;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805033;Västra Göteborg, Tångudden;0;5;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805041;Västra Göteborg, Ekebäck;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805042;Västra Göteborg, Grimmered;0;5;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805043;Västra Göteborg, Kungsten;1;4;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805051;Västra Göteborg, Brännö-Asperö;1;0;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805052;Västra Göteborg, Donsö-Vrångö;0;3;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805053;Västra Göteborg, Styrsö-Köpstadsö;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805061;Västra Göteborg, Bratthammar;0;7;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805071;Västra Göteborg, Guldringen m fl;0;16;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805072;Västra Göteborg, Tynnered, Norra;1;15;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805081;Västra Göteborg, Tynnered Södra;0;8;2;2018_R_per_valdistrikt.xlsx
2018;rd;14805082;Västra Göteborg, Tynnered, Östra;3;14;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805091;Askim-Frölunda-Högsbo, Kaverös, N;1;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805092;Askim-Frölunda-Högsbo, Kaverös, S;2;11;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805093;Askim-Frölunda-Högsbo, Kavås;0;16;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805101;Askim-Frölunda-Högsbo, Flatås, S;3;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805102;Askim-Frölunda-Högsbo, Flatås, V;0;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805103;Askim-Frölunda-Högsbo, Flatås, Ö;0;15;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805111;Askim-Frölunda-Högsbo, Högsbohöjd, N;0;12;3;2018_R_per_valdistrikt.xlsx
2018;rd;14805112;Askim-Frölunda-Högsbo, Högsbohöjd, S;2;12;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805121;Askim-Frölunda-Högsbo, Högsbo;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805122;Askim-Frölunda-Högsbo, Högsbotorp, S;1;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805123;Askim-Frölunda-Högsbo, Högsbotorp, V;1;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805124;Askim-Frölunda-Högsbo, Högsbotorp, Ö;0;10;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805125;Askim-Frölunda-Högsbo, Marklandsgat.;1;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805131;Askim-Frölunda-Högsbo, Spinetten;0;9;1;2018_R_per_valdistrikt.xlsx
2018;rd;14805132;Askim-Frölunda-Högsbo, Tofta;2;7;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805141;Askim-Frölunda-Högsbo, Altplatsen;0;3;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805142;Askim-Frölunda-Högsbo, Ruddalen;1;10;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805151;Askim-Frölunda-Högsbo, Järnbrott, S;0;6;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805152;Askim-Frölunda-Högsbo, Järnbrott, V;1;5;0;2018_R_per_valdistrikt.xlsx
2018;rd;14805153;Askim-Frölunda-Högsbo, Järnbrott, Ö;3;4;0;2018_R_per_valdistrikt.xlsx
