ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2010;rf;14801313;Askim, Askim;Göteborg, Väster;913;3;2;5;918;1058;86.77;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801331;Askim, Billdal;Göteborg, Väster;1585;9;0;9;1594;1825;87.34;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801334;Askim, Brottkärr;Göteborg, Väster;724;2;0;2;726;832;87.26;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801311;Askim, Hult;Göteborg, Väster;1081;7;0;7;1088;1255;86.69;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801336;Askim, Lindås;Göteborg, Väster;1061;6;0;6;1067;1201;88.84;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801335;Askim, Lyckhem;Göteborg, Väster;1032;6;0;6;1038;1201;86.43;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801316;Askim, Norra Hovås;Göteborg, Väster;899;9;0;9;908;1098;82.7;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801314;Askim, Norra Sisjön;Göteborg, Väster;1227;15;0;15;1242;1510;82.25;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801332;Askim, Nygård;Göteborg, Väster;1064;10;0;10;1074;1230;87.32;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801312;Askim, Pilegården;Göteborg, Väster;918;16;0;16;934;1211;77.13;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801333;Askim, Skintebo;Göteborg, Väster;1042;14;0;14;1056;1199;88.07;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801321;Askim, Södra Hovås;Göteborg, Väster;854;3;0;3;857;1007;85.1;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801315;Askim, Södra Sisjön;Göteborg, Väster;1312;7;0;7;1319;1470;89.73;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801322;Askim, Trollåsen;Göteborg, Väster;1138;3;0;3;1141;1301;87.7;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802013;Backa, Aröd;Göteborg, Hisingen;1368;21;0;21;1389;1908;72.8;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802022;Backa, Backa Röd;Göteborg, Hisingen;999;16;3;19;1018;1686;60.38;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802032;Backa, Backadalen;Göteborg, Hisingen;961;5;0;5;966;1432;67.46;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802012;Backa, Brunnsbo;Göteborg, Hisingen;1107;9;0;9;1116;1616;69.06;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802031;Backa, Bäckebol;Göteborg, Hisingen;683;6;0;6;689;1003;68.69;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802024;Backa, Bällskär;Göteborg, Hisingen;805;14;0;14;819;1009;81.17;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802023;Backa, Norra Backa;Göteborg, Hisingen;1095;19;0;19;1114;1703;65.41;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802033;Backa, Selma Lagerlöfs torg;Göteborg, Hisingen;654;5;0;5;659;1068;61.7;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802041;Backa, Skogome-Sankt Jörgen;Göteborg, Hisingen;1436;21;1;22;1458;1830;79.67;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802034;Backa, Skälltorp;Göteborg, Hisingen;1268;16;0;16;1284;1713;74.96;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802021;Backa, Södra Backa;Göteborg, Hisingen;1026;11;0;11;1037;1362;76.14;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802011;Backa, Tingstad;Göteborg, Hisingen;1081;10;1;11;1092;1445;75.57;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14802035;Backa, Åketorp;Göteborg, Hisingen;1460;17;1;18;1478;1668;88.61;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800413;Bergsjön, Gärdsmosse;Göteborg, Öster;678;6;1;7;685;1556;44.02;slutligt_valresultat_valdistrikt_L.xls
