kod_2018;namn_2018;kod_2014_troligast;namn_2014;typ;belagg;kalla
14801112;Centrum, Eklanda Södra;14801111;Centrum, Eklanda;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801111 39.6 procent av 2014-distriktet, 14801113 21.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801111 (Centrum, Eklanda) täcker 80.5 procent av det nya distriktet, 32.8 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801113;Centrum, Johanneberg, Nedre;14801112;Centrum, Johanneberg, Nedre;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801112 73.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801112 (Centrum, Johanneberg, Nedre) täcker 100.0 procent av det nya distriktet, 17.7 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801114;Centrum, Johanneberg, Västra;14801112;Centrum, Johanneberg, Nedre;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801113 33.6 procent av 2014-distriktet, 14801112 26.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801112 (Centrum, Johanneberg, Nedre) täcker 89.2 procent av det nya distriktet, 82.3 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801115;Centrum, Johanneberg, Östra;14801114;Centrum, Johanneberg, Övre;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801113 45.0 procent av 2014-distriktet, 14801114 30.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801114 (Centrum, Johanneberg, Övre) täcker 51.3 procent av det nya distriktet, 32.2 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801116;Centrum, Johanneberg, Övre;14801114;Centrum, Johanneberg, Övre;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801114 69.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801114 (Centrum, Johanneberg, Övre) täcker 100.0 procent av det nya distriktet, 67.8 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801121;Centrum, Landala;14801121;Centrum, Landala;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801121 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801121 (Centrum, Landala) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801122;Centrum, Landalabergen m fl;14801122;Centrum, Landalabergen m fl;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801122 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801122 (Centrum, Landalabergen m fl) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801123;Centrum, Landalagången m fl;14801123;Centrum, Landalagången m fl;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801123 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801123 (Centrum, Landalagången m fl) täcker 100.0 procent av det nya distriktet, 92.9 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin ger bara 100.0/92.9 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801131;Centrum, Doktor Forselius Backe m fl;14801131;Centrum, Doktor Forselius gata m fl;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801131 57.1 procent av 2014-distriktet, 14801132 20.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801131 (Centrum, Doktor Forselius gata m fl) täcker 62.8 procent av det nya distriktet, 47.1 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801132;Centrum, Guldheden Vattentornet;14801132;Centrum, Guldheden vattentornet;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801132 79.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801132 (Centrum, Guldheden vattentornet) täcker 100.0 procent av det nya distriktet, 86.9 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801133;Centrum, Guldheden Östra;14801131;Centrum, Doktor Forselius gata m fl;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801131 42.9 procent av 2014-distriktet, 14801136 38.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801131 (Centrum, Doktor Forselius gata m fl) täcker 55.9 procent av det nya distriktet, 52.6 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801134;Centrum, Guldheden, Centrala;14801133;Centrum, Guldheden, Centrala;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801133 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801133 (Centrum, Guldheden, Centrala) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801135;Centrum, Guldheden, Norra;14801134;Centrum, Guldheden, Norra;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801134 78.2 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801134 (Centrum, Guldheden, Norra) täcker 100.0 procent av det nya distriktet, 85.2 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801136;Centrum, Guldheden, Södra;14801135;Centrum, Guldheden, Södra;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801135 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801135 (Centrum, Guldheden, Södra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801137;Centrum, Landala Egnahem;14801136;Centrum, Landala Egnahem;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801136 61.3 procent av 2014-distriktet, 14801134 21.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801136 (Centrum, Landala Egnahem) täcker 71.0 procent av det nya distriktet, 69.3 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801141;Centrum, Lorensberg;14801141;Centrum, Lorensberg;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801141 83.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801141 (Centrum, Lorensberg) täcker 100.0 procent av det nya distriktet, 81.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801151;Centrum, Fogelbergsparken;14801153;Centrum, Vasastaden, Södra;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801153 52.0 procent av 2014-distriktet, 14801152 13.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801153 (Centrum, Vasastaden, Södra) täcker 78.5 procent av det nya distriktet, 66.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801152;Centrum, Valand;14801151;Centrum, Valand;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801151 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801151 (Centrum, Valand) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801153;Centrum, Vasastaden, Norra;14801152;Centrum, Vasastaden, Norra;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801152 86.2 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801152 (Centrum, Vasastaden, Norra) täcker 100.0 procent av det nya distriktet, 88.2 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801154;Centrum, Vasastaden, Södra;14801153;Centrum, Vasastaden, Södra;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801153 48.0 procent av 2014-distriktet, 14801154 26.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801153 (Centrum, Vasastaden, Södra) täcker 56.0 procent av det nya distriktet, 34.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801155;Centrum, Vasastaden, Östra;14801154;Centrum, Vasastaden, Östra;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801154 73.7 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801154 (Centrum, Vasastaden, Östra) täcker 100.0 procent av det nya distriktet, 78.7 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801161;Centrum, Inom Vallgraven;14801161;Centrum, Inom Vallgraven;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801161 74.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801161 (Centrum, Inom Vallgraven) täcker 100.0 procent av det nya distriktet, 69.2 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801162;Centrum, Nordstan;14801162;Centrum, Nordstan-Otterhällan;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801162 54.4 procent av 2014-distriktet, 14801161 10.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801162 (Centrum, Nordstan-Otterhällan) täcker 78.9 procent av det nya distriktet, 71.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801163;Centrum, Otterhällan;14801162;Centrum, Nordstan-Otterhällan;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801162 45.6 procent av 2014-distriktet, 14801161 14.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801162 (Centrum, Nordstan-Otterhällan) täcker 81.0 procent av det nya distriktet, 29.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801171;Centrum, Friggagatan m fl;14801171;Centrum, Friggagatan-Stampen;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801171 79.2 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801171 (Centrum, Friggagatan-Stampen) täcker 100.0 procent av det nya distriktet, 68.7 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801172;Centrum, Gårda, Norra;14801173;Centrum, Gårda, Norra;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801173 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801173 (Centrum, Gårda, Norra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801173;Centrum, Odinsgatan m fl;14801172;Centrum, Gullbergsvass-Svingeln;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801174 69.3 procent av 2014-distriktet, 14801172 1.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801172 (Centrum, Gullbergsvass-Svingeln) täcker 92.8 procent av det nya distriktet, 87.4 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801174;Centrum, Stampen;14801172;Centrum, Gullbergsvass-Svingeln;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 3 källa eller källor: 14801174 30.7 procent av 2014-distriktet, 14801172 29.2 procent av 2014-distriktet, 14801171 20.8 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801172 (Centrum, Gullbergsvass-Svingeln) täcker 68.3 procent av det nya distriktet, 5.2 procent av det gamla ligger där, 3 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801175;Centrum, Svingeln;14801172;Centrum, Gullbergsvass-Svingeln;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801172 69.3 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801172 (Centrum, Gullbergsvass-Svingeln) täcker 100.0 procent av det nya distriktet, 7.4 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801181;Centrum, Bohusgatan m fl;14801183;Centrum, Heden;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801181 45.2 procent av 2014-distriktet, 14801183 7.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801183 (Centrum, Heden) täcker 56.9 procent av det nya distriktet, 84.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801182;Centrum, Gårda, Södra;14801182;Centrum, Gårda, Södra;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801182 85.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801182 (Centrum, Gårda, Södra) täcker 100.0 procent av det nya distriktet, 97.4 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801183;Centrum, Heden;14801183;Centrum, Heden;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14801183 92.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801183 (Centrum, Heden) täcker 100.0 procent av det nya distriktet, 16.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801184;Centrum, Hedås;14801141;Centrum, Lorensberg;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801184 100.0 procent av 2014-distriktet, 14801141 16.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801141 (Centrum, Lorensberg) täcker 55.5 procent av det nya distriktet, 19.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14801185;Centrum, Sten Sturegatan m fl;14801181;Centrum, Bohusgatan m fl;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14801181 54.8 procent av 2014-distriktet, 14801182 14.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14801181 (Centrum, Bohusgatan m fl) täcker 53.3 procent av det nya distriktet, 12.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802011;Örgryte-Härlanda, Gubbero;14802011;Örgryte-Härlanda, Gubbero;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802011 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802011 (Örgryte-Härlanda, Gubbero) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802012;Örgryte-Härlanda, Olskroken;14802012;Örgryte-Härlanda, Olskroken;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802012 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802012 (Örgryte-Härlanda, Olskroken) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802013;Örgryte-Härlanda, Redberget;14802013;Örgryte-Härlanda, Redberget;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802013 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802013 (Örgryte-Härlanda, Redberget) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802014;Örgryte-Härlanda, Redbergsplatsen;14802014;Örgryte-Härlanda, Redbergsplatsen;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802014 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802014 (Örgryte-Härlanda, Redbergsplatsen) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802021;Örgryte-Härlanda, Bagaregården;14802021;Örgryte-Härlanda, Bagaregården;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802021 100.0 procent av 2014-distriktet, 14802022 14.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802021 (Örgryte-Härlanda, Bagaregården) täcker 91.6 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802022;Örgryte-Härlanda, Ånäs;14802031;Örgryte-Härlanda, Redbergslid;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802022 86.0 procent av 2014-distriktet, 14802031 19.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802031 (Örgryte-Härlanda, Redbergslid) täcker 51.3 procent av det nya distriktet, 44.9 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802031;Örgryte-Härlanda, Strömmensberg, V;14802031;Örgryte-Härlanda, Redbergslid;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802031 80.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802031 (Örgryte-Härlanda, Redbergslid) täcker 100.0 procent av det nya distriktet, 55.1 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802032;Örgryte-Härlanda, Strömmensberg, Ö;14802032;Örgryte-Härlanda, Strömmensberg;namnbyte;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802032 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802032 (Örgryte-Härlanda, Strömmensberg) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802041;Örgryte-Härlanda, Kallebäck, Norra;14802042;Örgryte-Härlanda, Kallebäck, Östra;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802042 39.4 procent av 2014-distriktet, 14802041 25.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802042 (Örgryte-Härlanda, Kallebäck, Östra) täcker 82.2 procent av det nya distriktet, 4.4 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802042;Örgryte-Härlanda, Kallebäck, Västra;14802041;Örgryte-Härlanda, Kallebäck, Västra;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802041 69.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802041 (Örgryte-Härlanda, Kallebäck, Västra) täcker 100.0 procent av det nya distriktet, 50.9 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802043;Örgryte-Härlanda, Kallebäck, Östra;14802042;Örgryte-Härlanda, Kallebäck, Östra;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802042 60.6 procent av 2014-distriktet, 14802041 4.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802042 (Örgryte-Härlanda, Kallebäck, Östra) täcker 89.6 procent av det nya distriktet, 95.3 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802051;Örgryte-Härlanda, Jakobsdal;14802051;Örgryte-Härlanda, Jakobsdal;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802051 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802051 (Örgryte-Härlanda, Jakobsdal) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802052;Örgryte-Härlanda, Skår, Norra;14802052;Örgryte-Härlanda, Skår, Norra;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802052 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802052 (Örgryte-Härlanda, Skår, Norra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802053;Örgryte-Härlanda, Skår, Södra;14802053;Örgryte-Härlanda, Skår, Södra;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802053 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802053 (Örgryte-Härlanda, Skår, Södra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802061;Örgryte-Härlanda, Bö;14802061;Örgryte-Härlanda, Bö;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802061 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802061 (Örgryte-Härlanda, Bö) täcker 99.5 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802062;Örgryte-Härlanda, Örgryte;14802062;Örgryte-Härlanda, Örgryte;identisk;vd-indelning-2018.skv = O (oforandrat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802062 100.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802062 (Örgryte-Härlanda, Örgryte) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802071;Örgryte-Härlanda, Stora Torp;14802071;Örgryte-Härlanda, Torp;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802071 15.9 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802071 (Örgryte-Härlanda, Torp) täcker 100.0 procent av det nya distriktet, 34.5 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802072;Örgryte-Härlanda, Lilla Torp;14802071;Örgryte-Härlanda, Torp;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802071 84.1 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802071 (Örgryte-Härlanda, Torp) täcker 98.7 procent av det nya distriktet, 65.4 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802081;Örgryte-Härlanda, Danska vägen m fl;14802085;Örgryte-Härlanda, Sankt Pauli;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802085 62.1 procent av 2014-distriktet, 14802086 14.2 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802085 (Örgryte-Härlanda, Sankt Pauli) täcker 76.3 procent av det nya distriktet, 58.8 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802082;Örgryte-Härlanda, Kärralund, Norra;14802081;Örgryte-Härlanda, Kärralund;delad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 1 källa eller källor: 14802081 70.6 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802081 (Örgryte-Härlanda, Kärralund) täcker 100.0 procent av det nya distriktet, 60.6 procent av det gamla ligger där, 1 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802083;Örgryte-Härlanda, Kärralund, Södra;14802083;Örgryte-Härlanda, Lunden, Nya;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802083 48.2 procent av 2014-distriktet, 14802081 29.4 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802083 (Örgryte-Härlanda, Lunden, Nya) täcker 60.3 procent av det nya distriktet, 67.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802084;Örgryte-Härlanda, Lunden, Gamla;14802082;Örgryte-Härlanda, Lunden, Gamla;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802082 56.9 procent av 2014-distriktet, 14802086 23.5 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802082 (Örgryte-Härlanda, Lunden, Gamla) täcker 57.4 procent av det nya distriktet, 52.2 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
14802085;Örgryte-Härlanda, Lunden, Nya;14802083;Örgryte-Härlanda, Lunden, Nya;omritad;vd-indelning-2018.skv = M (modifierat). vd-mappning-2014-2018.skv ger 2 källa eller källor: 14802083 51.8 procent av 2014-distriktet, 14802084 18.0 procent av 2014-distriktet. geometri geo_overlap_2014_2018.csv: 14802083 (Örgryte-Härlanda, Lunden, Nya) täcker 87.6 procent av det nya distriktet, 33.0 procent av det gamla ligger där, 2 källor över 5 procent;vd-mappning-2014-2018.skv + vd-indelning-2018.skv
