ar;lokalid;lokal;datum;antal
2014;6886;Fridkulla äldreboende;2014-09-04;0
2014;6886;Fridkulla äldreboende;2014-09-05;0
2014;6886;Fridkulla äldreboende;2014-09-06;0
2014;6886;Fridkulla äldreboende;2014-09-07;0
2014;6886;Fridkulla äldreboende;2014-09-08;0
2014;6886;Fridkulla äldreboende;2014-09-09;0
2014;6886;Fridkulla äldreboende;2014-09-10;0
2014;6886;Fridkulla äldreboende;2014-09-11;0
2014;6886;Fridkulla äldreboende;2014-09-12;0
2014;6886;Fridkulla äldreboende;2014-09-13;0
2014;6886;Fridkulla äldreboende;2014-09-14;0
2014;6886;Fridkulla äldreboende;totalt;21
2014;6887;Fyrväpplingens äldreboende;2014-08-27;0
2014;6887;Fyrväpplingens äldreboende;2014-08-28;0
2014;6887;Fyrväpplingens äldreboende;2014-08-29;0
2014;6887;Fyrväpplingens äldreboende;2014-08-30;0
2014;6887;Fyrväpplingens äldreboende;2014-08-31;0
2014;6887;Fyrväpplingens äldreboende;2014-09-01;0
2014;6887;Fyrväpplingens äldreboende;2014-09-02;0
2014;6887;Fyrväpplingens äldreboende;2014-09-03;0
2014;6887;Fyrväpplingens äldreboende;2014-09-04;0
2014;6887;Fyrväpplingens äldreboende;2014-09-05;31
2014;6887;Fyrväpplingens äldreboende;2014-09-06;0
2014;6887;Fyrväpplingens äldreboende;2014-09-07;0
2014;6887;Fyrväpplingens äldreboende;2014-09-08;0
2014;6887;Fyrväpplingens äldreboende;2014-09-09;0
2014;6887;Fyrväpplingens äldreboende;2014-09-10;0
2014;6887;Fyrväpplingens äldreboende;2014-09-11;0
2014;6887;Fyrväpplingens äldreboende;2014-09-12;0
2014;6887;Fyrväpplingens äldreboende;2014-09-13;0
2014;6887;Fyrväpplingens äldreboende;2014-09-14;0
2014;6887;Fyrväpplingens äldreboende;totalt;31
2014;6888;Gerdas Gård;2014-08-27;0
2014;6888;Gerdas Gård;2014-08-28;0
2014;6888;Gerdas Gård;2014-08-29;0
2014;6888;Gerdas Gård;2014-08-30;0
2014;6888;Gerdas Gård;2014-08-31;0
2014;6888;Gerdas Gård;2014-09-01;35
2014;6888;Gerdas Gård;2014-09-02;0
2014;6888;Gerdas Gård;2014-09-03;0
2014;6888;Gerdas Gård;2014-09-04;0
2014;6888;Gerdas Gård;2014-09-05;0
2014;6888;Gerdas Gård;2014-09-06;0
2014;6888;Gerdas Gård;2014-09-07;0
2014;6888;Gerdas Gård;2014-09-08;0
2014;6888;Gerdas Gård;2014-09-09;0
2014;6888;Gerdas Gård;2014-09-10;0
2014;6888;Gerdas Gård;2014-09-11;0
2014;6888;Gerdas Gård;2014-09-12;0
2014;6888;Gerdas Gård;2014-09-13;0
2014;6888;Gerdas Gård;2014-09-14;0
2014;6888;Gerdas Gård;totalt;35
2014;6891;Granlidens äldreboende;2014-08-27;0
2014;6891;Granlidens äldreboende;2014-08-28;0
2014;6891;Granlidens äldreboende;2014-08-29;0
2014;6891;Granlidens äldreboende;2014-08-30;0
2014;6891;Granlidens äldreboende;2014-08-31;0
2014;6891;Granlidens äldreboende;2014-09-01;0
2014;6891;Granlidens äldreboende;2014-09-02;31
2014;6891;Granlidens äldreboende;2014-09-03;0
2014;6891;Granlidens äldreboende;2014-09-04;0
2014;6891;Granlidens äldreboende;2014-09-05;0
2014;6891;Granlidens äldreboende;2014-09-06;0
2014;6891;Granlidens äldreboende;2014-09-07;0
2014;6891;Granlidens äldreboende;2014-09-08;0
2014;6891;Granlidens äldreboende;2014-09-09;0
2014;6891;Granlidens äldreboende;2014-09-10;0
2014;6891;Granlidens äldreboende;2014-09-11;0
2014;6891;Granlidens äldreboende;2014-09-12;0
2014;6891;Granlidens äldreboende;2014-09-13;0
2014;6891;Granlidens äldreboende;2014-09-14;0
2014;6891;Granlidens äldreboende;totalt;31
2014;6892;Grevegårdens äldreboende;2014-08-27;0
2014;6892;Grevegårdens äldreboende;2014-08-28;0
2014;6892;Grevegårdens äldreboende;2014-08-29;0
2014;6892;Grevegårdens äldreboende;2014-08-30;0
2014;6892;Grevegårdens äldreboende;2014-08-31;0
2014;6892;Grevegårdens äldreboende;2014-09-01;0
2014;6892;Grevegårdens äldreboende;2014-09-02;20
2014;6892;Grevegårdens äldreboende;2014-09-03;0
2014;6892;Grevegårdens äldreboende;2014-09-04;0
2014;6892;Grevegårdens äldreboende;2014-09-05;0
2014;6892;Grevegårdens äldreboende;2014-09-06;0
2014;6892;Grevegårdens äldreboende;2014-09-07;0
2014;6892;Grevegårdens äldreboende;2014-09-08;0
2014;6892;Grevegårdens äldreboende;2014-09-09;0
2014;6892;Grevegårdens äldreboende;2014-09-10;0
2014;6892;Grevegårdens äldreboende;2014-09-11;0
2014;6892;Grevegårdens äldreboende;2014-09-12;0
2014;6892;Grevegårdens äldreboende;2014-09-13;0
2014;6892;Grevegårdens äldreboende;2014-09-14;0
2014;6892;Grevegårdens äldreboende;totalt;20
2014;6894;Gunnareds äldreboende;2014-08-27;0
2014;6894;Gunnareds äldreboende;2014-08-28;0
2014;6894;Gunnareds äldreboende;2014-08-29;0
2014;6894;Gunnareds äldreboende;2014-08-30;0
2014;6894;Gunnareds äldreboende;2014-08-31;0
2014;6894;Gunnareds äldreboende;2014-09-01;0
2014;6894;Gunnareds äldreboende;2014-09-02;0
2014;6894;Gunnareds äldreboende;2014-09-03;0
2014;6894;Gunnareds äldreboende;2014-09-04;0
2014;6894;Gunnareds äldreboende;2014-09-05;0
2014;6894;Gunnareds äldreboende;2014-09-06;0
2014;6894;Gunnareds äldreboende;2014-09-07;0
2014;6894;Gunnareds äldreboende;2014-09-08;0
2014;6894;Gunnareds äldreboende;2014-09-09;9
2014;6894;Gunnareds äldreboende;2014-09-10;0
2014;6894;Gunnareds äldreboende;2014-09-11;0
2014;6894;Gunnareds äldreboende;2014-09-12;0
2014;6894;Gunnareds äldreboende;2014-09-13;0
2014;6894;Gunnareds äldreboende;2014-09-14;0
2014;6894;Gunnareds äldreboende;totalt;9
2014;6896;Häktet Polishuset;2014-08-27;0
2014;6896;Häktet Polishuset;2014-08-28;0
2014;6896;Häktet Polishuset;2014-08-29;0
2014;6896;Häktet Polishuset;2014-08-30;0
2014;6896;Häktet Polishuset;2014-08-31;0
2014;6896;Häktet Polishuset;2014-09-01;0
2014;6896;Häktet Polishuset;2014-09-02;0
2014;6896;Häktet Polishuset;2014-09-03;0
2014;6896;Häktet Polishuset;2014-09-04;0
2014;6896;Häktet Polishuset;2014-09-05;0
2014;6896;Häktet Polishuset;2014-09-06;0
2014;6896;Häktet Polishuset;2014-09-07;0
2014;6896;Häktet Polishuset;2014-09-08;0
2014;6896;Häktet Polishuset;2014-09-09;0
2014;6896;Häktet Polishuset;2014-09-10;0
2014;6896;Häktet Polishuset;2014-09-11;0
2014;6896;Häktet Polishuset;2014-09-12;70
2014;6896;Häktet Polishuset;2014-09-13;0
2014;6896;Häktet Polishuset;2014-09-14;0
2014;6896;Häktet Polishuset;totalt;70
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-08-27;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-08-28;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-08-29;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-08-30;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-08-31;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-01;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-02;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-03;13
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-04;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-05;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-06;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-07;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-08;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-09;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-10;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-11;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-12;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-13;0
2014;6897;Högsbo sjukhus/SU Geriatrik;2014-09-14;0
2014;6897;Högsbo sjukhus/SU Geriatrik;totalt;13
2014;6899;KVA Högsbo;2014-08-27;0
2014;6899;KVA Högsbo;2014-08-28;0
2014;6899;KVA Högsbo;2014-08-29;0
2014;6899;KVA Högsbo;2014-08-30;0
2014;6899;KVA Högsbo;2014-08-31;0
2014;6899;KVA Högsbo;2014-09-01;0
2014;6899;KVA Högsbo;2014-09-02;0
2014;6899;KVA Högsbo;2014-09-03;0
2014;6899;KVA Högsbo;2014-09-04;0
2014;6899;KVA Högsbo;2014-09-05;0
2014;6899;KVA Högsbo;2014-09-06;0
2014;6899;KVA Högsbo;2014-09-07;0
2014;6899;KVA Högsbo;2014-09-08;0
2014;6899;KVA Högsbo;2014-09-09;0
2014;6899;KVA Högsbo;2014-09-10;0
2014;6899;KVA Högsbo;2014-09-11;0
2014;6899;KVA Högsbo;2014-09-12;43
2014;6899;KVA Högsbo;2014-09-13;0
2014;6899;KVA Högsbo;2014-09-14;0
2014;6899;KVA Högsbo;totalt;43
2014;6900;KVA Skogome;2014-08-27;0
2014;6900;KVA Skogome;2014-08-28;0
2014;6900;KVA Skogome;2014-08-29;0
2014;6900;KVA Skogome;2014-08-30;0
2014;6900;KVA Skogome;2014-08-31;0
2014;6900;KVA Skogome;2014-09-01;0
2014;6900;KVA Skogome;2014-09-02;0
2014;6900;KVA Skogome;2014-09-03;0
2014;6900;KVA Skogome;2014-09-04;0
2014;6900;KVA Skogome;2014-09-05;0
2014;6900;KVA Skogome;2014-09-06;95
2014;6900;KVA Skogome;2014-09-07;0
2014;6900;KVA Skogome;2014-09-08;0
2014;6900;KVA Skogome;2014-09-09;0
2014;6900;KVA Skogome;2014-09-10;0
2014;6900;KVA Skogome;2014-09-11;0
2014;6900;KVA Skogome;2014-09-12;0
2014;6900;KVA Skogome;2014-09-13;0
2014;6900;KVA Skogome;2014-09-14;0
2014;6900;KVA Skogome;totalt;95
2014;6903;Kaverös Äng;2014-08-27;0
2014;6903;Kaverös Äng;2014-08-28;0
2014;6903;Kaverös Äng;2014-08-29;0
2014;6903;Kaverös Äng;2014-08-30;0
2014;6903;Kaverös Äng;2014-08-31;0
2014;6903;Kaverös Äng;2014-09-01;0
2014;6903;Kaverös Äng;2014-09-02;0
2014;6903;Kaverös Äng;2014-09-03;17
2014;6903;Kaverös Äng;2014-09-04;0
2014;6903;Kaverös Äng;2014-09-05;0
2014;6903;Kaverös Äng;2014-09-06;0
2014;6903;Kaverös Äng;2014-09-07;0
2014;6903;Kaverös Äng;2014-09-08;0
2014;6903;Kaverös Äng;2014-09-09;0
2014;6903;Kaverös Äng;2014-09-10;0
2014;6903;Kaverös Äng;2014-09-11;0
2014;6903;Kaverös Äng;2014-09-12;0
2014;6903;Kaverös Äng;2014-09-13;0
2014;6903;Kaverös Äng;2014-09-14;0
2014;6903;Kaverös Äng;totalt;17
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-08-27;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-08-28;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-08-29;15
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-08-30;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-08-31;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-01;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-02;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-03;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-04;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-05;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-06;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-07;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-08;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-09;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-10;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-11;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-12;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-13;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;2014-09-14;0
2014;6904;Krokslätts äldreboende/Örgrytehemmet;totalt;15
2014;6905;Kvibergs äldreboende;2014-08-27;0
2014;6905;Kvibergs äldreboende;2014-08-28;0
2014;6905;Kvibergs äldreboende;2014-08-29;0
2014;6905;Kvibergs äldreboende;2014-08-30;0
2014;6905;Kvibergs äldreboende;2014-08-31;0
2014;6905;Kvibergs äldreboende;2014-09-01;0
2014;6905;Kvibergs äldreboende;2014-09-02;0
2014;6905;Kvibergs äldreboende;2014-09-03;0
2014;6905;Kvibergs äldreboende;2014-09-04;0
2014;6905;Kvibergs äldreboende;2014-09-05;20
2014;6905;Kvibergs äldreboende;2014-09-06;0
2014;6905;Kvibergs äldreboende;2014-09-07;0
2014;6905;Kvibergs äldreboende;2014-09-08;0
2014;6905;Kvibergs äldreboende;2014-09-09;0
2014;6905;Kvibergs äldreboende;2014-09-10;0
2014;6905;Kvibergs äldreboende;2014-09-11;0
2014;6905;Kvibergs äldreboende;2014-09-12;0
2014;6905;Kvibergs äldreboende;2014-09-13;0
2014;6905;Kvibergs äldreboende;2014-09-14;0
2014;6905;Kvibergs äldreboende;totalt;20
2014;6911;Lotsens äldreboende, Attendo Care;2014-08-27;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-08-28;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-08-29;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-08-30;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-08-31;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-01;15
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-02;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-03;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-04;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-05;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-06;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-07;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-08;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-09;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-10;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-11;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-12;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-13;0
2014;6911;Lotsens äldreboende, Attendo Care;2014-09-14;0
2014;6911;Lotsens äldreboende, Attendo Care;totalt;15
2014;6912;Lövgärdets äldreboende;2014-08-27;0
2014;6912;Lövgärdets äldreboende;2014-08-28;0
2014;6912;Lövgärdets äldreboende;2014-08-29;0
2014;6912;Lövgärdets äldreboende;2014-08-30;0
2014;6912;Lövgärdets äldreboende;2014-08-31;0
2014;6912;Lövgärdets äldreboende;2014-09-01;0
2014;6912;Lövgärdets äldreboende;2014-09-02;0
2014;6912;Lövgärdets äldreboende;2014-09-03;0
2014;6912;Lövgärdets äldreboende;2014-09-04;0
2014;6912;Lövgärdets äldreboende;2014-09-05;0
2014;6912;Lövgärdets äldreboende;2014-09-06;0
2014;6912;Lövgärdets äldreboende;2014-09-07;0
2014;6912;Lövgärdets äldreboende;2014-09-08;0
2014;6912;Lövgärdets äldreboende;2014-09-09;23
2014;6912;Lövgärdets äldreboende;2014-09-10;0
2014;6912;Lövgärdets äldreboende;2014-09-11;0
2014;6912;Lövgärdets äldreboende;2014-09-12;0
2014;6912;Lövgärdets äldreboende;2014-09-13;0
2014;6912;Lövgärdets äldreboende;2014-09-14;0
2014;6912;Lövgärdets äldreboende;totalt;23
2014;6915;Nya Varvets äldreboende;2014-08-27;0
2014;6915;Nya Varvets äldreboende;2014-08-28;0
2014;6915;Nya Varvets äldreboende;2014-08-29;0
2014;6915;Nya Varvets äldreboende;2014-08-30;0
2014;6915;Nya Varvets äldreboende;2014-08-31;0
2014;6915;Nya Varvets äldreboende;2014-09-01;0
2014;6915;Nya Varvets äldreboende;2014-09-02;0
2014;6915;Nya Varvets äldreboende;2014-09-03;0
2014;6915;Nya Varvets äldreboende;2014-09-04;11
2014;6915;Nya Varvets äldreboende;2014-09-05;0
2014;6915;Nya Varvets äldreboende;2014-09-06;0
2014;6915;Nya Varvets äldreboende;2014-09-07;0
2014;6915;Nya Varvets äldreboende;2014-09-08;0
2014;6915;Nya Varvets äldreboende;2014-09-09;0
2014;6915;Nya Varvets äldreboende;2014-09-10;0
2014;6915;Nya Varvets äldreboende;2014-09-11;0
2014;6915;Nya Varvets äldreboende;2014-09-12;0
2014;6915;Nya Varvets äldreboende;2014-09-13;0
2014;6915;Nya Varvets äldreboende;2014-09-14;0
2014;6915;Nya Varvets äldreboende;totalt;11
2014;6916;Rågården;2014-08-27;0
2014;6916;Rågården;2014-08-28;0
2014;6916;Rågården;2014-08-29;0
2014;6916;Rågården;2014-08-30;0
2014;6916;Rågården;2014-08-31;0
2014;6916;Rågården;2014-09-01;0
2014;6916;Rågården;2014-09-02;0
2014;6916;Rågården;2014-09-03;0
2014;6916;Rågården;2014-09-04;0
2014;6916;Rågården;2014-09-05;0
2014;6916;Rågården;2014-09-06;0
2014;6916;Rågården;2014-09-07;0
2014;6916;Rågården;2014-09-08;24
2014;6916;Rågården;2014-09-09;0
2014;6916;Rågården;2014-09-10;0
2014;6916;Rågården;2014-09-11;0
2014;6916;Rågården;2014-09-12;0
2014;6916;Rågården;2014-09-13;0
2014;6916;Rågården;2014-09-14;0
2014;6916;Rågården;totalt;24
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-08-27;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-08-28;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-08-29;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-08-30;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-08-31;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-01;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-02;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-03;30
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-04;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-05;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-06;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-07;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-08;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-09;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-10;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-11;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-12;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-13;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;2014-09-14;0
2014;6926;Stiftelsen Neuberghska ålderdomshemm;totalt;30
2014;6927;Otium, stiftelsen;2014-08-27;0
2014;6927;Otium, stiftelsen;2014-08-28;0
2014;6927;Otium, stiftelsen;2014-08-29;26
2014;6927;Otium, stiftelsen;2014-08-30;0
2014;6927;Otium, stiftelsen;2014-08-31;0
2014;6927;Otium, stiftelsen;2014-09-01;0
2014;6927;Otium, stiftelsen;2014-09-02;0
2014;6927;Otium, stiftelsen;2014-09-03;0
2014;6927;Otium, stiftelsen;2014-09-04;0
2014;6927;Otium, stiftelsen;2014-09-05;0
2014;6927;Otium, stiftelsen;2014-09-06;0
2014;6927;Otium, stiftelsen;2014-09-07;0
2014;6927;Otium, stiftelsen;2014-09-08;0
2014;6927;Otium, stiftelsen;2014-09-09;0
