kod_2022;namn_2022;kod_2018_troligast;namn_2018;typ;belagg;kalla
14800417;Centrum, Eklanda Östra;14801104;Centrum, Kristinehöjd, Västra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801104 (Centrum, Kristinehöjd, Västra) täcker 76.9 procent av det nya distriktet, 47.4 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800418;Centrum, Eklanda Norra;14801111;Centrum, Eklanda Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801111 (Centrum, Eklanda Norra) täcker 91.0 procent av det nya distriktet, 90.3 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800419;Centrum, Johanneberg Övre;14801116;Centrum, Johanneberg, Övre;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801116, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801116 (Centrum, Johanneberg, Övre) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800420;Centrum, Johanneberg Östra;14801115;Centrum, Johanneberg, Östra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801115, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801115 (Centrum, Johanneberg, Östra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800421;Centrum, Eklanda Södra;14801112;Centrum, Eklanda Södra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801112 (Centrum, Eklanda Södra) täcker 100.0 procent av det nya distriktet, 85.4 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800422;Centrum, Kristinehöjd Västra;14801105;Centrum, Kristinehöjd, Östra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801105 (Centrum, Kristinehöjd, Östra) täcker 61.7 procent av det nya distriktet, 23.2 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800423;Centrum, Olofshöjd;14801109;Centrum, Olofshöjd;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801109 (Centrum, Olofshöjd) täcker 98.7 procent av det nya distriktet, 62.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800424;Centrum, Kristinehöjd Östra;14801105;Centrum, Kristinehöjd, Östra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801105 (Centrum, Kristinehöjd, Östra) täcker 94.2 procent av det nya distriktet, 76.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800425;Centrum, Getebergsäng;14801106;Centrum, Krokslätt, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801106 (Centrum, Krokslätt, Norra) täcker 69.0 procent av det nya distriktet, 41.4 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800426;Centrum, Krokslätt Norra;14801106;Centrum, Krokslätt, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801106 (Centrum, Krokslätt, Norra) täcker 60.4 procent av det nya distriktet, 58.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800427;Centrum, Krokslätt Södra;14801107;Centrum, Krokslätt, Södra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801107 (Centrum, Krokslätt, Södra) täcker 99.9 procent av det nya distriktet, 81.0 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800428;Centrum, Fredriksdal;14801101;Centrum, Fredriksdal;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801101, geometri 99.8/99.8 procent. geometri geo_overlap_2018_2022.csv: 14801101 (Centrum, Fredriksdal) täcker 99.8 procent av det nya distriktet, 99.8 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800429;Centrum, Framnäs;14801100;Centrum, Framnäs;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801100, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801100 (Centrum, Framnäs) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800430;Centrum, Mossen;14801108;Centrum, Mossen;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801108, geometri 99.9/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801108 (Centrum, Mossen) täcker 99.9 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800431;Centrum, Fridkullagatan m fl;14801102;Centrum, Fridkullagatan m fl;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801102 (Centrum, Fridkullagatan m fl) täcker 100.0 procent av det nya distriktet, 93.9 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800432;Centrum, Guldheden Östra;14801133;Centrum, Guldheden Östra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801133 (Centrum, Guldheden Östra) täcker 99.9 procent av det nya distriktet, 92.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800433;Centrum, Doktor Forselius Backe m fl;14801131;Centrum, Doktor Forselius Backe m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801131 (Centrum, Doktor Forselius Backe m fl) täcker 96.5 procent av det nya distriktet, 62.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800434;Centrum, Guldheden Södra;14801136;Centrum, Guldheden, Södra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801136 (Centrum, Guldheden, Södra) täcker 44.2 procent av det nya distriktet, 30.5 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800435;Centrum, Guldheden Vattentornet;14801132;Centrum, Guldheden Vattentornet;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801132 (Centrum, Guldheden Vattentornet) täcker 100.0 procent av det nya distriktet, 82.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800436;Centrum, Doktor Fries Torg;14801136;Centrum, Guldheden, Södra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801136 (Centrum, Guldheden, Södra) täcker 90.6 procent av det nya distriktet, 68.4 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800437;Centrum, Guldheden Västra;14801134;Centrum, Guldheden, Centrala;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801134, geometri 100.0/97.8 procent. geometri geo_overlap_2018_2022.csv: 14801134 (Centrum, Guldheden, Centrala) täcker 100.0 procent av det nya distriktet, 97.8 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801134 täcker 100.0 procent av 2022-distriktet och 97.8 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800438;Centrum, Guldheden Norra;14801135;Centrum, Guldheden, Norra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801135, geometri 98.8/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801135 (Centrum, Guldheden, Norra) täcker 98.8 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800439;Centrum, Landala Egnahem;14801137;Centrum, Landala Egnahem;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801137, geometri 99.5/96.2 procent. geometri geo_overlap_2018_2022.csv: 14801137 (Centrum, Landala Egnahem) täcker 99.5 procent av det nya distriktet, 96.2 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801137 täcker 99.5 procent av 2022-distriktet och 96.2 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800440;Centrum, Landalagången m fl;14801123;Centrum, Landalagången m fl;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801123 (Centrum, Landalagången m fl) täcker 99.9 procent av det nya distriktet, 88.1 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800441;Centrum, Johanneberg Västra;14801114;Centrum, Johanneberg, Västra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801114, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801114 (Centrum, Johanneberg, Västra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800442;Centrum, Johanneberg Nedre;14801113;Centrum, Johanneberg, Nedre;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801113 (Centrum, Johanneberg, Nedre) täcker 100.0 procent av det nya distriktet, 57.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800443;Centrum, Lorensberg;14801141;Centrum, Lorensberg;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801141 (Centrum, Lorensberg) täcker 87.9 procent av det nya distriktet, 63.2 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800444;Centrum, Vasastaden Södra;14801121;Centrum, Landala;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801121 (Centrum, Landala) täcker 92.3 procent av det nya distriktet, 71.4 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800445;Centrum, Kapellplatsen;14801121;Centrum, Landala;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801121 (Centrum, Landala) täcker 48.3 procent av det nya distriktet, 28.5 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800446;Centrum, Landalabergen m fl;14801122;Centrum, Landalabergen m fl;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801122 (Centrum, Landalabergen m fl) täcker 96.9 procent av det nya distriktet, 88.1 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800447;Centrum, Fogelbergsparken;14801151;Centrum, Fogelbergsparken;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801151, geometri 99.9/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801151 (Centrum, Fogelbergsparken) täcker 99.9 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800448;Centrum, Vasastaden Västra;14801154;Centrum, Vasastaden, Södra;namnbyte;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801154, geometri 99.9/93.5 procent. geometri geo_overlap_2018_2022.csv: 14801154 (Centrum, Vasastaden, Södra) täcker 99.9 procent av det nya distriktet, 93.5 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801154 täcker 99.9 procent av 2022-distriktet och 93.5 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800449;Centrum, Vasastaden Östra;14801155;Centrum, Vasastaden, Östra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801155 (Centrum, Vasastaden, Östra) täcker 100.0 procent av det nya distriktet, 79.7 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800450;Centrum, Valand;14801152;Centrum, Valand;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801152 (Centrum, Valand) täcker 81.2 procent av det nya distriktet, 72.8 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800451;Centrum, Vasastaden Norra;14801153;Centrum, Vasastaden, Norra;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801153 (Centrum, Vasastaden, Norra) täcker 100.0 procent av det nya distriktet, 78.0 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800501;Västra Centrum, Långgatorna;14801094;Majorna-Linné, Långgatorna;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801094, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801094 (Majorna-Linné, Långgatorna) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800502;Västra Centrum, Masthuggstorget;14801053;Majorna-Linné, Masthuggstorget;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801053, geometri 100.0/98.3 procent. geometri geo_overlap_2018_2022.csv: 14801053 (Majorna-Linné, Masthuggstorget) täcker 100.0 procent av det nya distriktet, 98.3 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800503;Västra Centrum, Stigberget;14801057;Majorna-Linné, Stigberget;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801057, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801057 (Majorna-Linné, Stigberget) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800504;Västra Centrum, Masthugget Övre;14801052;Majorna-Linné, Masthugget, Övre;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801052 (Majorna-Linné, Masthugget, Övre) täcker 100.0 procent av det nya distriktet, 93.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800505;Västra Centrum, Masthugget Nedre;14801051;Majorna-Linné, Masthugget, Nedre;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801051 (Majorna-Linné, Masthugget, Nedre) täcker 91.2 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800506;Västra Centrum, Oscar Fredrik;14801054;Majorna-Linné, Oscar Fredrik;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801054 (Majorna-Linné, Oscar Fredrik) täcker 94.7 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800507;Västra Centrum, Sjömansgatan m fl;14801055;Majorna-Linné, Sjömansgatan m fl;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801055, geometri 99.9/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801055 (Majorna-Linné, Sjömansgatan m fl) täcker 99.9 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800508;Västra Centrum, Vegastaden;14801058;Majorna-Linné, Vegastaden;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801058 (Majorna-Linné, Vegastaden) täcker 100.0 procent av det nya distriktet, 87.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800509;Västra Centrum, Slottsskogen;14801056;Majorna-Linné, Slottsskogen;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801056, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801056 (Majorna-Linné, Slottsskogen) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800510;Västra Centrum, Linnéplatsen;14801093;Majorna-Linné, Linnéplatsen;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801093 (Majorna-Linné, Linnéplatsen) täcker 100.0 procent av det nya distriktet, 79.5 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800511;Västra Centrum, Sveaplan;14801098;Majorna-Linné, Sveaplan;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801098 (Majorna-Linné, Sveaplan) täcker 99.4 procent av det nya distriktet, 69.3 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800512;Västra Centrum, Kommendantsängen;14801097;Majorna-Linné, Risåsen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801097 (Majorna-Linné, Risåsen) täcker 39.1 procent av det nya distriktet, 23.4 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800513;Västra Centrum, Linné;14801092;Majorna-Linné, Linné;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801092 (Majorna-Linné, Linné) täcker 52.0 procent av det nya distriktet, 35.4 procent av det gamla ligger där, 3 källor över 5 procent;geometri + mappning_2018_2022.csv
14800514;Västra Centrum, Nordhem;14801092;Majorna-Linné, Linné;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801092 (Majorna-Linné, Linné) täcker 60.3 procent av det nya distriktet, 64.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800515;Västra Centrum, Risåsen;14801097;Majorna-Linné, Risåsen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801097 (Majorna-Linné, Risåsen) täcker 55.1 procent av det nya distriktet, 56.7 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800516;Västra Centrum, Olivedal;14801095;Majorna-Linné, Olivedal;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801095 (Majorna-Linné, Olivedal) täcker 81.5 procent av det nya distriktet, 63.6 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800517;Västra Centrum, Plantagegatan m fl;14801096;Majorna-Linné, Plantagegatan, m fl;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801096, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801096 (Majorna-Linné, Plantagegatan, m fl) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800518;Västra Centrum, Skansberget;14801073;Majorna-Linné, Skansberget;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801073, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801073 (Majorna-Linné, Skansberget) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800519;Västra Centrum, Haga Västra;14801071;Majorna-Linné, Haga Västra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801071, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801071 (Majorna-Linné, Haga Västra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800520;Västra Centrum, Haga Östra;14801072;Majorna-Linné, Haga Östra;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801072, geometri 100.0/100.0 procent. geometri geo_overlap_2018_2022.csv: 14801072 (Majorna-Linné, Haga Östra) täcker 100.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 1 källor över 5 procent;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800521;Västra Centrum, Nilssonsberg Västra;14801083;Majorna-Linné, Nilssonsberg;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801083 (Majorna-Linné, Nilssonsberg) täcker 74.8 procent av det nya distriktet, 62.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800522;Västra Centrum, Nilssonsberg Östra;14801081;Majorna-Linné, Annedal, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801081 (Majorna-Linné, Annedal, Norra) täcker 69.9 procent av det nya distriktet, 57.0 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800523;Västra Centrum, Annedal Östra;14801081;Majorna-Linné, Annedal, Norra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801081 (Majorna-Linné, Annedal, Norra) täcker 71.4 procent av det nya distriktet, 42.8 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800524;Västra Centrum, Annedal Västra;14801061;Majorna-Linné, Änggården;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801061 (Majorna-Linné, Änggården) täcker 72.1 procent av det nya distriktet, 6.2 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
14800525;Västra Centrum, Änggården;14801061;Majorna-Linné, Änggården;delad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801061 (Majorna-Linné, Änggården) täcker 100.0 procent av det nya distriktet, 93.8 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800526;Västra Centrum, Svalebo;14801017;Majorna-Linné, Svalebo;identisk;Göteborgs stad jamforelser-2018-och-2022-valdistrikt-och-uppsamlingsdistrikt-v2.xlsx: kolumnen Jämförbart pekar på 2018-distrikt 14801017, geometri 100.0/97.0 procent. geometri geo_overlap_2018_2022.csv: 14801017 (Majorna-Linné, Svalebo) täcker 100.0 procent av det nya distriktet, 97.0 procent av det gamla ligger där, 1 källor över 5 procent OBS geometrin är inte 1:1, 14801017 täcker 100.0 procent av 2022-distriktet och 97.0 procent av 2018-distriktet ligger där;mappning_2018_2022.csv (Goteborgs stad) + geometri
14800527;Västra Centrum, Skytteskogen;14801016;Majorna-Linné, Skytteskogen;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801016 (Majorna-Linné, Skytteskogen) täcker 96.9 procent av det nya distriktet, 91.6 procent av det gamla ligger där, 1 källor över 5 procent;geometri + mappning_2018_2022.csv
14800528;Västra Centrum, Kungsladugård Östra;14801014;Majorna-Linné, Kungsladugård, Östra;omritad;ej markerad som jämförbar i kolumnen Jämförbart i Göteborgs stads fil (mappning_2018_2022.csv). geometri geo_overlap_2018_2022.csv: 14801014 (Majorna-Linné, Kungsladugård, Östra) täcker 84.4 procent av det nya distriktet, 91.5 procent av det gamla ligger där, 2 källor över 5 procent;geometri + mappning_2018_2022.csv
