ar;val;kod;namn;parti_kalla;parti;roster;andel
2002;kf;14800101;Domkyrko 1;M;M;304;32.3
2002;kf;14800101;Domkyrko 1;C;C;12;1.2
2002;kf;14800101;Domkyrko 1;FP;L;214;22.7
2002;kf;14800101;Domkyrko 1;KD;KD;82;8.7
2002;kf;14800101;Domkyrko 1;S;S;144;15.3
2002;kf;14800101;Domkyrko 1;V;V;88;9.3
2002;kf;14800101;Domkyrko 1;MP;MP;68;7.2
2002;kf;14800101;Domkyrko 1;KPML;KPML;14;1.4
2002;kf;14800101;Domkyrko 1;SD;SD;11;1.1
2002;kf;14800101;Domkyrko 1;SPI;SPI;0;0.0
2002;kf;14800101;Domkyrko 1;ÖVR;ÖVR;4;0.4
2002;kf;14800102;Domkyrko 2;M;M;320;34.2
2002;kf;14800102;Domkyrko 2;C;C;17;1.8
2002;kf;14800102;Domkyrko 2;FP;L;197;21.0
2002;kf;14800102;Domkyrko 2;KD;KD;52;5.5
2002;kf;14800102;Domkyrko 2;S;S;139;14.8
2002;kf;14800102;Domkyrko 2;V;V;90;9.6
2002;kf;14800102;Domkyrko 2;MP;MP;81;8.6
2002;kf;14800102;Domkyrko 2;KPML;KPML;15;1.6
2002;kf;14800102;Domkyrko 2;SD;SD;11;1.1
2002;kf;14800102;Domkyrko 2;SPI;SPI;4;0.4
2002;kf;14800102;Domkyrko 2;ÖVR;ÖVR;8;0.8
2002;kf;14800103;Domkyrko 3;M;M;259;32.4
2002;kf;14800103;Domkyrko 3;C;C;6;0.7
2002;kf;14800103;Domkyrko 3;FP;L;176;22.0
2002;kf;14800103;Domkyrko 3;KD;KD;44;5.5
2002;kf;14800103;Domkyrko 3;S;S;149;18.6
2002;kf;14800103;Domkyrko 3;V;V;69;8.6
2002;kf;14800103;Domkyrko 3;MP;MP;68;8.5
2002;kf;14800103;Domkyrko 3;KPML;KPML;8;1.0
2002;kf;14800103;Domkyrko 3;SD;SD;9;1.1
2002;kf;14800103;Domkyrko 3;SPI;SPI;1;0.1
2002;kf;14800103;Domkyrko 3;ÖVR;ÖVR;10;1.2
2002;kf;14800104;Domkyrko 4;M;M;265;27.0
2002;kf;14800104;Domkyrko 4;C;C;13;1.3
2002;kf;14800104;Domkyrko 4;FP;L;204;20.8
2002;kf;14800104;Domkyrko 4;KD;KD;50;5.1
2002;kf;14800104;Domkyrko 4;S;S;251;25.6
2002;kf;14800104;Domkyrko 4;V;V;89;9.0
2002;kf;14800104;Domkyrko 4;MP;MP;69;7.0
2002;kf;14800104;Domkyrko 4;KPML;KPML;5;0.5
2002;kf;14800104;Domkyrko 4;SD;SD;13;1.3
2002;kf;14800104;Domkyrko 4;SPI;SPI;5;0.5
2002;kf;14800104;Domkyrko 4;ÖVR;ÖVR;16;1.6
2002;kf;14800105;Domkyrko 5;M;M;202;25.4
2002;kf;14800105;Domkyrko 5;C;C;13;1.6
2002;kf;14800105;Domkyrko 5;FP;L;145;18.2
2002;kf;14800105;Domkyrko 5;KD;KD;51;6.4
2002;kf;14800105;Domkyrko 5;S;S;231;29.0
2002;kf;14800105;Domkyrko 5;V;V;75;9.4
2002;kf;14800105;Domkyrko 5;MP;MP;39;4.9
2002;kf;14800105;Domkyrko 5;KPML;KPML;6;0.7
2002;kf;14800105;Domkyrko 5;SD;SD;17;2.1
2002;kf;14800105;Domkyrko 5;SPI;SPI;6;0.7
2002;kf;14800105;Domkyrko 5;ÖVR;ÖVR;10;1.2
