ar;val;kod;namn;ogiltiga_ej_anmalda;blanka;ogiltiga_ovriga;kalla_fil
2018;rf;14803064;Östra Göteborg, Rymdtorget;0;5;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804021;Lundby, Bjurslätt, Södra;2;10;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804022;Lundby, Flunsås;1;17;3;2018_L_per_valdistrikt.xlsx
2018;rf;14804023;Lundby, Kvillebäcken, Norra;2;20;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804024;Lundby, Kvillebäcken, Södra;2;12;2;2018_L_per_valdistrikt.xlsx
2018;rf;14804025;Lundby, Kvillebäcken, Östra;1;13;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804026;Lundby, Penselgatan m fl;1;21;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804027;Lundby, Wieselgrensplatsen;2;18;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804028;Lundby, Vågmästarplatsen;1;1;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804031;Lundby, Bjurslätt, Norra;3;16;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804032;Lundby, Hilldedal;1;10;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804033;Lundby, Slätta Damm;0;12;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804041;Lundby, Kärrdalen;0;14;2;2018_L_per_valdistrikt.xlsx
2018;rf;14804042;Lundby, Tolered, Norra;1;3;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804043;Lundby, Tolered, Södra;0;14;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804051;Norra Hisingen, Glöstorp;1;20;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804052;Norra Hisingen, Gunnestorp;1;19;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804053;Norra Hisingen, Norumshöjd;2;10;3;2018_L_per_valdistrikt.xlsx
2018;rf;14804054;Norra Hisingen, Tuve, Norra;0;9;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804055;Norra Hisingen, Tuve, Södra;0;16;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804056;Norra Hisingen, Tången;0;8;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804061;Norra Hisingen, Säve;1;16;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804071;Norra Hisingen, Gerrebacka-Ingebäck;0;10;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804072;Norra Hisingen, Kärra, Norra;1;12;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804073;Norra Hisingen, Kärra, Södra;1;15;3;2018_L_per_valdistrikt.xlsx
2018;rf;14804074;Norra Hisingen, Kärra, Västra;2;14;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804075;Norra Hisingen, Kärra, Östra;0;20;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804076;Norra Hisingen, Mysterna-Svankälla;0;16;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804081;Norra Hisingen, Rödbo;1;13;1;2018_L_per_valdistrikt.xlsx
2018;rf;14804091;Norra Hisingen, Sankt Jörgen;0;8;0;2018_L_per_valdistrikt.xlsx
2018;rf;14804092;Norra Hisingen, Skogome;0;10;0;2018_L_per_valdistrikt.xlsx
