kod_2014;namn_2014;kod_2010_troligast;namn_2010;typ;belagg
14804153;Lundby, Brämaregården-Rambergsstaden;14801814;Lundby, Västra Brämaregården;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801814 (Lundby, Västra Brämaregården) täcker 77.2 procent av det nya distriktet, 73.2 procent av det gamla ligger där, 2 källor över 5 procent
14804154;Lundby, Porslinsfabriken;14801816;Lundby, Lundbyvassen;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 87,16,24,11,168,49,56,25 (summa 436) mot 2010 14801816, geometri 100.0/16.1 procent, namn olika
14804155;Lundby, Rambergsstaden, Norra;14801812;Lundby, Västra Rambergsstaden;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801812 (Lundby, Västra Rambergsstaden) täcker 76.7 procent av det nya distriktet, 13.6 procent av det gamla ligger där, 2 källor över 5 procent
14804156;Lundby, Rambergsstaden, Västra;14801812;Lundby, Västra Rambergsstaden;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801812 (Lundby, Västra Rambergsstaden) täcker 100.0 procent av det nya distriktet, 86.4 procent av det gamla ligger där, 1 källor över 5 procent
14804161;Lundby, Eriksberg Sjöporten;14801851;Lundby, Västra Eriksberg;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801851 (Lundby, Västra Eriksberg) täcker 100.0 procent av det nya distriktet, 22.8 procent av det gamla ligger där, 1 källor över 5 procent
14804162;Lundby, Eriksberg, Västra;14801851;Lundby, Västra Eriksberg;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801851 (Lundby, Västra Eriksberg) täcker 100.0 procent av det nya distriktet, 41.4 procent av det gamla ligger där, 1 källor över 5 procent
14804163;Lundby, Eriksberg, Östra;14801857;Lundby, Östra Eriksberg;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801857 (Lundby, Östra Eriksberg) täcker 99.7 procent av det nya distriktet, 73.5 procent av det gamla ligger där, 1 källor över 5 procent
14804164;Lundby, Pölsebo-Bratterås;14801851;Lundby, Västra Eriksberg;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801851 (Lundby, Västra Eriksberg) täcker 59.1 procent av det nya distriktet, 17.8 procent av det gamla ligger där, 2 källor över 5 procent
14804165;Lundby, Sannegården;14801858;Lundby, Sannegården;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 426,26,116,28,246,38,78,31 (summa 989) mot 2010 14801858, geometri 100.0/98.9 procent, namn lika
14804171;Lundby, Lindholmen;14801811;Lundby, Lindholmen;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801811 (Lundby, Lindholmen) täcker 100.0 procent av det nya distriktet, 17.1 procent av det gamla ligger där, 1 källor över 5 procent
14804172;Lundby, Lundbyvassen;14801811;Lundby, Lindholmen;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801811 (Lundby, Lindholmen) täcker 63.2 procent av det nya distriktet, 82.9 procent av det gamla ligger där, 3 källor över 5 procent
14805011;Västra Göteborg, Björnekulla;14801114;Älvsborg, Björnekulla;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 519,40,170,121,239,35,58,28 (summa 1210) mot 2010 14801114, geometri 100.0/100.0 procent, namn lika
14805012;Västra Göteborg, Fiskebäck, Norra;14801112;Älvsborg, Norra Fiskebäck;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 517,26,198,178,168,19,73,46 (summa 1225) mot 2010 14801112, geometri 100.0/100.0 procent, namn olika
14805013;Västra Göteborg, Fiskebäck, Södra;14801111;Älvsborg, Södra Fiskebäck;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 332,22,98,166,85,11,28,21 (summa 763) mot 2010 14801111, geometri 100.0/100.0 procent, namn olika
14805014;Västra Göteborg, Påvelund;14801113;Älvsborg, Påvelund;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 627,43,192,87,168,30,65,33 (summa 1245) mot 2010 14801113, geometri 100.0/100.0 procent, namn lika
14805021;Västra Göteborg, Långedrag;14801121;Älvsborg, Långedrag;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 812,38,190,57,83,20,67,23 (summa 1290) mot 2010 14801121, geometri 100.0/100.0 procent, namn lika
14805031;Västra Göteborg, Hagen;14801133;Älvsborg, Hagen;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801133 (Älvsborg, Hagen) täcker 66.4 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14805032;Västra Göteborg, Nya Varvet;14801132;Älvsborg, Nya Varvet;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801132 (Älvsborg, Nya Varvet) täcker 100.0 procent av det nya distriktet, 87.9 procent av det gamla ligger där, 1 källor över 5 procent
14805033;Västra Göteborg, Tångudden;14801131;Älvsborg, Tångudden;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 540,49,177,63,153,21,89,33 (summa 1125) mot 2010 14801131, geometri 100.0/100.0 procent, namn lika
14805041;Västra Göteborg, Ekebäck;14801142;Älvsborg, Ekebäck;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 469,35,183,54,224,64,140,33 (summa 1202) mot 2010 14801142, geometri 100.0/100.0 procent, namn lika
14805042;Västra Göteborg, Grimmered;14801141;Älvsborg, Grimmered;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 563,43,184,84,286,29,117,38 (summa 1344) mot 2010 14801141, geometri 100.0/100.0 procent, namn lika
14805051;Västra Göteborg, Brännö-Asperö;14801513;Södra Skärgården, Brännö-Asperö;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 226,13,80,58,184,69,126,18 (summa 774) mot 2010 14801513, geometri 100.0/100.0 procent, namn lika
14805052;Västra Göteborg, Donsö-Vrångö;14801511;Södra Skärgården, Donsö-Vrångö;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 217,57,138,499,134,18,39,37 (summa 1139) mot 2010 14801511, geometri 100.0/100.0 procent, namn lika
14805053;Västra Göteborg, Styrsö-Köpstadsö;14801512;Södra Skärgården, Styrsö-Köpstadsö;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 274,36,108,123,155,77,87,24 (summa 884) mot 2010 14801512, geometri 100.0/100.0 procent, namn lika
14805061;Västra Göteborg, Bratthammar;14801411;Tynnered, Bratthammar;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 668,30,206,172,323,35,73,45 (summa 1552) mot 2010 14801411, geometri 100.0/100.0 procent, namn lika
14805071;Västra Göteborg, Beryllg.-Guldringen;14801421;Tynnered, Beryllgatan-Guldringen;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 307,23,107,114,533,74,79,110 (summa 1347) mot 2010 14801421, geometri 100.0/100.0 procent, namn olika
14805081;Västra Göteborg, Tynnered;14801431;Tynnered, Tynnered;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 268,19,89,80,628,86,88,121 (summa 1379) mot 2010 14801431, geometri 100.0/100.0 procent, namn lika
14805091;Askim-Frölunda-Högsbo, Kavås;14801012;Högsbo, Norra Kaverös;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801012 (Högsbo, Norra Kaverös) täcker 61.3 procent av det nya distriktet, 39.3 procent av det gamla ligger där, 2 källor över 5 procent
14805092;Askim-Frölunda-Högsbo, Kaverös, N;14801012;Högsbo, Norra Kaverös;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801012 (Högsbo, Norra Kaverös) täcker 100.0 procent av det nya distriktet, 60.7 procent av det gamla ligger där, 1 källor över 5 procent
14805093;Askim-Frölunda-Högsbo, Kaverös, S;14801011;Högsbo, Södra Kaverös;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801011 (Högsbo, Södra Kaverös) täcker 100.0 procent av det nya distriktet, 78.0 procent av det gamla ligger där, 1 källor över 5 procent
14805101;Askim-Frölunda-Högsbo, Flatås, V;14801022;Högsbo, Västra Flatås;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 272,19,111,44,413,64,100,71 (summa 1094) mot 2010 14801022, geometri 100.0/100.0 procent, namn olika
14805111;Askim-Frölunda-Högsbo, Högsbohöjd, N;14801032;Högsbo, Norra Högsbohöjd;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 160,17,66,31,373,142,160,52 (summa 1001) mot 2010 14801032, geometri 100.0/100.0 procent, namn olika
14805112;Askim-Frölunda-Högsbo, Högsbohöjd, S;14801031;Högsbo, Södra Högsbohöjd;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 205,24,93,33,385,123,144,53 (summa 1060) mot 2010 14801031, geometri 100.0/100.0 procent, namn olika
14805121;Askim-Frölunda-Högsbo, Högsbo;14801041;Högsbo, Högsbo;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 117,16,48,33,370,131,110,75 (summa 900) mot 2010 14801041, geometri 100.0/100.0 procent, namn lika
14805122;Askim-Frölunda-Högsbo, Högsbotorp, V;14801042;Högsbo, Västra Högsbotorp;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 188,24,73,28,325,128,176,66 (summa 1008) mot 2010 14801042, geometri 100.0/100.0 procent, namn olika
14805123;Askim-Frölunda-Högsbo, Högsbotorp, Ö;14801044;Högsbo, Östra Högsbotorp;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 253,29,80,34,327,85,121,63 (summa 992) mot 2010 14801044, geometri 100.0/100.0 procent, namn olika
14805124;Askim-Frölunda-Högsbo, Marklandsg.;14801043;Högsbo, Marklandsgatan m fl;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 265,22,75,50,356,88,145,43 (summa 1044) mot 2010 14801043, geometri 100.0/100.0 procent, namn olika
14805131;Askim-Frölunda-Högsbo, Spinetten;14801212;Frölunda, Spinetten;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 96,7,44,22,292,68,34,58 (summa 621) mot 2010 14801212, geometri 100.0/100.0 procent, namn lika
14805132;Askim-Frölunda-Högsbo, Tofta;14801211;Frölunda, Tofta;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 149,3,52,48,305,57,42,64 (summa 720) mot 2010 14801211, geometri 100.0/100.0 procent, namn lika
14805141;Askim-Frölunda-Högsbo, Ruddalen;14801221;Frölunda, Ruddalen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 311,22,105,77,539,81,70,98 (summa 1303) mot 2010 14801221, geometri 100.0/100.0 procent, namn lika
14805151;Askim-Frölunda-Högsbo, Järnbrott, V;14801231;Frölunda, Västra Järnbrott;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 247,15,104,43,392,65,105,81 (summa 1052) mot 2010 14801231, geometri 100.0/100.0 procent, namn olika
14805152;Askim-Frölunda-Högsbo, Järnbrott, Ö;14801232;Frölunda, Östra Järnbrott;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 215,12,80,25,441,69,74,66 (summa 982) mot 2010 14801232, geometri 100.0/100.0 procent, namn olika
14805161;Askim-Frölunda-Högsbo, Flatås, Ö;14801021;Högsbo, Östra Flatås;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 198,16,59,24,329,62,92,59 (summa 839) mot 2010 14801021, geometri 100.0/100.0 procent, namn olika
14805171;Askim-Frölunda-Högsbo, Frölunda;14801243;Frölunda, Frölunda;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801243 (Frölunda, Frölunda) täcker 59.8 procent av det nya distriktet, 49.1 procent av det gamla ligger där, 3 källor över 5 procent
14805172;Askim-Frölunda-Högsbo, Frölunda Torg;14801241;Frölunda, Frölunda torg;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 101,9,26,14,398,56,52,51 (summa 707) mot 2010 14801241, geometri 100.0/89.8 procent, namn lika
14805173;Askim-Frölunda-Högsbo, Gånglåten;14801242;Frölunda, Gånglåten m fl;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801242 (Frölunda, Gånglåten m fl) täcker 100.0 procent av det nya distriktet, 86.3 procent av det gamla ligger där, 1 källor över 5 procent
14805174;Askim-Frölunda-Högsbo, Mandolingatan;14801243;Frölunda, Frölunda;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 117,12,36,28,359,47,61,67 (summa 727) mot 2010 14801243, geometri 100.0/50.9 procent, namn olika
14805181;Västra Göteborg, Korsåsen;14801441;Tynnered, Korsåsen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 207,13,62,48,438,51,62,54 (summa 935) mot 2010 14801441, geometri 100.0/100.0 procent, namn lika
14805182;Västra Göteborg, Ängås;14801442;Tynnered, Ängås;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 114,9,39,22,466,82,66,58 (summa 856) mot 2010 14801442, geometri 100.0/100.0 procent, namn lika
14805191;Västra Göteborg, Önnered, Västra;14801451;Tynnered, Västra Önnered;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 435,16,128,262,193,19,36,40 (summa 1129) mot 2010 14801451, geometri 100.0/100.0 procent, namn olika
14805192;Västra Göteborg, Önnered, Östra;14801452;Tynnered, Östra Önnered;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 449,31,136,133,351,51,66,49 (summa 1266) mot 2010 14801452, geometri 100.0/100.0 procent, namn olika
14805201;Västra Göteborg, Grevegården;14801461;Tynnered, Grevegården;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 128,12,44,23,415,74,85,57 (summa 838) mot 2010 14801461, geometri 100.0/100.0 procent, namn lika
14805202;Västra Göteborg, Skattegården;14801462;Tynnered, Skattegården;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 118,6,32,52,662,61,50,33 (summa 1014) mot 2010 14801462, geometri 100.0/100.0 procent, namn lika
14805211;Västra Göteborg, Näset, Norra;14801472;Tynnered, Norra Näset;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 688,37,197,109,237,17,58,34 (summa 1377) mot 2010 14801472, geometri 100.0/100.0 procent, namn olika
14805212;Västra Göteborg, Näset, Södra;14801471;Tynnered, Södra Näset;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 603,33,185,79,128,11,47,29 (summa 1115) mot 2010 14801471, geometri 100.0/100.0 procent, namn olika
14805213;Västra Göteborg, Åkered;14801473;Tynnered, Åkered;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 594,35,219,73,200,15,55,44 (summa 1235) mot 2010 14801473, geometri 100.0/100.0 procent, namn lika
14805221;Västra Göteborg, Opaltorget, Norra;14801482;Tynnered, Norra Opaltorget;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 130,16,46,32,475,75,64,104 (summa 942) mot 2010 14801482, geometri 100.0/100.0 procent, namn olika
14805222;Västra Göteborg, Opaltorget, Södra;14801481;Tynnered, Södra Opaltorget;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 170,14,67,53,248,29,54,51 (summa 686) mot 2010 14801481, geometri 100.0/100.0 procent, namn olika
14805231;Askim-Frölunda-Högsbo, Askim;14801313;Askim, Askim;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 478,19,114,44,130,17,41,31 (summa 874) mot 2010 14801313, geometri 100.0/100.0 procent, namn lika
14805232;Askim-Frölunda-Högsbo, Hovås, Norra;14801316;Askim, Norra Hovås;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 460,32,115,54,119,19,36,25 (summa 860) mot 2010 14801316, geometri 100.0/100.0 procent, namn olika
14805233;Askim-Frölunda-Högsbo, Hult;14801311;Askim, Hult;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 544,35,155,60,150,13,39,45 (summa 1041) mot 2010 14801311, geometri 100.0/100.0 procent, namn lika
14805234;Askim-Frölunda-Högsbo, Pilegården;14801312;Askim, Pilegården;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 262,12,49,28,336,48,75,66 (summa 876) mot 2010 14801312, geometri 100.0/100.0 procent, namn lika
14805235;Askim-Frölunda-Högsbo, Sisjön, Norra;14801314;Askim, Norra Sisjön;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 508,31,126,47,260,47,70,72 (summa 1161) mot 2010 14801314, geometri 100.0/100.0 procent, namn olika
14805236;Askim-Frölunda-Högsbo, Sisjön, Södra;14801315;Askim, Södra Sisjön;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 645,49,199,57,184,15,67,41 (summa 1257) mot 2010 14801315, geometri 100.0/100.0 procent, namn olika
14805241;Askim-Frölunda-Högsbo, Hovås, Södra;14801321;Askim, Södra Hovås;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 605,10,101,52,21,2,18,16 (summa 825) mot 2010 14801321, geometri 100.0/100.0 procent, namn olika
14805242;Askim-Frölunda-Högsbo, Trollåsen;14801322;Askim, Trollåsen;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 727,51,145,46,61,14,33,21 (summa 1098) mot 2010 14801322, geometri 100.0/100.0 procent, namn lika
14805251;Askim-Frölunda-Högsbo, Billdal;14801331;Askim, Billdal;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801331 (Askim, Billdal) täcker 100.0 procent av det nya distriktet, 88.8 procent av det gamla ligger där, 1 källor över 5 procent
14805252;Askim-Frölunda-Högsbo, Brottkärr;14801334;Askim, Brottkärr;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 466,23,100,40,35,2,10,17 (summa 693) mot 2010 14801334, geometri 100.0/100.0 procent, namn lika
14805253;Askim-Frölunda-Högsbo, Lindås;14801336;Askim, Lindås;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14801336 (Askim, Lindås) täcker 85.3 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14805254;Askim-Frölunda-Högsbo, Lyckhem;14801335;Askim, Lyckhem;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 571,20,145,51,125,14,32,35 (summa 993) mot 2010 14801335, geometri 99.0/100.0 procent, namn lika
14805255;Askim-Frölunda-Högsbo, Nygård;14801332;Askim, Nygård;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 526,33,146,61,131,18,72,33 (summa 1020) mot 2010 14801332, geometri 100.0/99.1 procent, namn lika
14805256;Askim-Frölunda-Högsbo, Skintebo;14801333;Askim, Skintebo;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 459,36,147,42,181,23,73,37 (summa 998) mot 2010 14801333, geometri 100.0/100.0 procent, namn lika
14806011;Angered, Lövgärdet, Nedre;14800113;Gunnared, Nedre Lövgärdet;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 152,4,32,24,625,122,60,71 (summa 1090) mot 2010 14800113, geometri 100.0/98.2 procent, namn olika
14806012;Angered, Lövgärdet, Övre;14800112;Gunnared, Övre Lövgärdet;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 65,3,22,10,633,91,57,32 (summa 913) mot 2010 14800112, geometri 100.0/100.0 procent, namn olika
14806013;Angered, Lövgärdets Centrum;14800111;Gunnared, Lövgärdets Centrum;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 54,2,17,19,383,62,36,59 (summa 632) mot 2010 14800111, geometri 100.0/100.0 procent, namn lika
14806021;Angered, Rannebergen, Norra;14800122;Gunnared, Norra Rannebergen;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 195,8,69,39,543,107,98,94 (summa 1153) mot 2010 14800122, geometri 100.0/100.0 procent, namn olika
14806022;Angered, Rannebergen, Södra;14800121;Gunnared, Södra Rannebergen;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 87,7,25,26,475,99,68,143 (summa 930) mot 2010 14800121, geometri 100.0/100.0 procent, namn olika
14806031;Angered, Gårdsten, Norra;14800132;Gunnared, Norra Gårdsten;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 53,6,20,20,598,59,74,47 (summa 877) mot 2010 14800132, geometri 100.0/100.0 procent, namn olika
14806032;Angered, Gårdsten, Södra;14800134;Gunnared, Södra Gårdsten;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 51,4,14,9,310,55,22,25 (summa 490) mot 2010 14800134, geometri 100.0/100.0 procent, namn olika
14806033;Angered, Gårdsten, Västra;14800131;Gunnared, Västra Gårdsten;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 41,4,11,13,325,59,39,50 (summa 542) mot 2010 14800131, geometri 100.0/100.0 procent, namn olika
14806034;Angered, Gårdsten, Östra;14800133;Gunnared, Östra Gårdsten;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 63,5,38,26,486,55,44,41 (summa 758) mot 2010 14800133, geometri 100.0/100.0 procent, namn olika
14806041;Angered, Angereds Centrum;14800141;Gunnared, Angereds Centrum;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 97,3,33,56,583,92,61,51 (summa 976) mot 2010 14800141, geometri 100.0/100.0 procent, namn lika
14806042;Angered, Trägårdsgärdet;14800142;Gunnared, Trädgårdsgärdet;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 93,8,29,37,433,75,89,28 (summa 792) mot 2010 14800142, geometri 93.5/100.0 procent, namn olika
14806051;Angered, Agnesberg;14800211;Lärjedalen, Agnesberg;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 94,7,31,20,216,33,37,35 (summa 473) mot 2010 14800211, geometri 100.0/100.0 procent, namn lika
14806061;Angered, Hammarkullen, Västra;14800221;Lärjedalen, Västra Hammarkullen;namnbyte;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 86,4,27,29,654,68,87,21 (summa 976) mot 2010 14800221, geometri 100.0/99.6 procent, namn olika
14806062;Angered, Hammarkullen, Östra;14800222;Lärjedalen, Östra Hammarkullen;delad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800222 (Lärjedalen, Östra Hammarkullen) täcker 100.0 procent av det nya distriktet, 75.9 procent av det gamla ligger där, 1 källor över 5 procent
14806063;Angered, Sandeslätt;14800223;Lärjedalen, Sandeslätt;omritad;ingen FGVAL i källan, det vill säga Valmyndigheten anger distriktet som ändrat (INDELNING=Modifierad), geometri geo_overlap_2010_2014.csv: 14800223 (Lärjedalen, Sandeslätt) täcker 92.0 procent av det nya distriktet, 100.0 procent av det gamla ligger där, 2 källor över 5 procent
14806101;Angered, Gunnilse-Linnarhult;14800231;Lärjedalen, Gunnilse-Linnarhult;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 269,32,77,75,412,45,65,85 (summa 1060) mot 2010 14800231, geometri 100.0/100.0 procent, namn lika
14806111;Angered, Björsared-Knipared;14800251;Lärjedalen, Björsared-Knipared;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 249,48,104,41,368,62,73,103 (summa 1048) mot 2010 14800251, geometri 100.0/100.0 procent, namn lika
14806112;Angered, Olofstorp;14800252;Lärjedalen, Olofstorp;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 344,43,99,67,480,75,84,109 (summa 1301) mot 2010 14800252, geometri 100.0/100.0 procent, namn lika
14806121;Angered, Bläsebo;14800264;Lärjedalen, Bläsebo;identisk;FGVAL kf+rd ger var för sig identisk vektor, kf: M,C,L,KD,S,V,MP,SD = 62,4,39,40,453,85,53,28 (summa 764) mot 2010 14800264, geometri 100.0/100.0 procent, namn lika
