ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2006;rf;14800101;Backa-Brunnsbo 1;Göteborg 1;1008;22;0;22;1030;1397;73.73;slutresultat_1480L.xml
2006;rf;14800102;Backa-Brunnsbo 2;Göteborg 1;1037;35;1;36;1073;1596;67.23;slutresultat_1480L.xml
2006;rf;14800103;Backa-Brunnsbo 3;Göteborg 1;1260;37;0;37;1297;1769;73.32;slutresultat_1480L.xml
2006;rf;14800104;Backa-Brunnsbo 4;Göteborg 1;932;21;0;21;953;1600;59.56;slutresultat_1480L.xml
2006;rf;14800105;Backa-Brunnsbo 5;Göteborg 1;1054;11;0;11;1065;1642;64.86;slutresultat_1480L.xml
2006;rf;14800106;Backa-Brunnsbo 6;Göteborg 1;785;11;1;12;797;970;82.16;slutresultat_1480L.xml
2006;rf;14800107;Backa-Brunnsbo 7;Göteborg 1;1004;26;1;27;1031;1347;76.54;slutresultat_1480L.xml
2006;rf;14800201;Biskopsgården 1;Göteborg 1;935;22;1;23;958;1615;59.32;slutresultat_1480L.xml
2006;rf;14800202;Biskopsgården 2;Göteborg 1;890;22;0;22;912;1659;54.97;slutresultat_1480L.xml
2006;rf;14800203;Biskopsgården 3;Göteborg 1;719;12;0;12;731;1180;61.95;slutresultat_1480L.xml
2006;rf;14800204;Biskopsgården 4;Göteborg 1;634;18;1;19;653;1171;55.76;slutresultat_1480L.xml
2006;rf;14800205;Biskopsgården 5;Göteborg 1;834;5;0;5;839;1674;50.12;slutresultat_1480L.xml
2006;rf;14800206;Biskopsgården 6;Göteborg 1;667;9;0;9;676;1334;50.67;slutresultat_1480L.xml
2006;rf;14800301;Björlanda 1;Göteborg 1;1053;19;0;19;1072;1284;83.49;slutresultat_1480L.xml
2006;rf;14800302;Björlanda 2;Göteborg 1;1078;24;1;25;1103;1309;84.26;slutresultat_1480L.xml
2006;rf;14800303;Björlanda 3;Göteborg 1;1196;31;0;31;1227;1472;83.36;slutresultat_1480L.xml
2006;rf;14800401;Brämaregården 1;Göteborg 1;1160;53;0;53;1213;1936;62.65;slutresultat_1480L.xml
2006;rf;14800402;Brämaregården 2;Göteborg 1;1308;31;2;33;1341;1615;83.03;slutresultat_1480L.xml
2006;rf;14800403;Brämaregården 3;Göteborg 1;1007;26;3;29;1036;1761;58.83;slutresultat_1480L.xml
2006;rf;14800404;Brämaregården 4;Göteborg 1;1163;28;1;29;1192;1688;70.62;slutresultat_1480L.xml
2006;rf;14800405;Brämaregården 5;Göteborg 1;1069;29;1;30;1099;1557;70.58;slutresultat_1480L.xml
2006;rf;14800501;Hjuvik 1;Göteborg 1;1264;21;0;21;1285;1481;86.77;slutresultat_1480L.xml
2006;rf;14800502;Hjuvik 2;Göteborg 1;1233;18;0;18;1251;1408;88.85;slutresultat_1480L.xml
2006;rf;14800503;Hjuvik 3;Göteborg 1;1193;25;1;26;1219;1375;88.65;slutresultat_1480L.xml
2006;rf;14800601;Jättesten-Svartedalen 1;Göteborg 1;1053;17;2;19;1072;1532;69.97;slutresultat_1480L.xml
2006;rf;14800602;Jättesten-Svartedalen 2;Göteborg 1;1000;27;0;27;1027;1500;68.47;slutresultat_1480L.xml
2006;rf;14800603;Jättesten-Svartedalen 3;Göteborg 1;1165;24;1;25;1190;1783;66.74;slutresultat_1480L.xml
2006;rf;14800604;Jättesten-Svartedalen 4;Göteborg 1;772;13;0;13;785;1294;60.66;slutresultat_1480L.xml
2006;rf;14800605;Jättesten-Svartedalen 5;Göteborg 1;927;15;0;15;942;1554;60.62;slutresultat_1480L.xml
2006;rf;14800701;Kvillebäcken 1;Göteborg 1;887;40;0;40;927;1549;59.85;slutresultat_1480L.xml
2006;rf;14800702;Kvillebäcken 2;Göteborg 1;699;15;2;17;716;1205;59.42;slutresultat_1480L.xml
2006;rf;14800703;Kvillebäcken 3;Göteborg 1;917;18;0;18;935;1451;64.44;slutresultat_1480L.xml
2006;rf;14800704;Kvillebäcken 4;Göteborg 1;974;14;1;15;989;1590;62.20;slutresultat_1480L.xml
2006;rf;14800705;Kvillebäcken 5;Göteborg 1;904;34;0;34;938;1404;66.81;slutresultat_1480L.xml
2006;rf;14800801;Kärra-Rödbo 1;Göteborg 1;916;24;0;24;940;1209;77.75;slutresultat_1480L.xml
2006;rf;14800802;Kärra-Rödbo 2;Göteborg 1;985;24;1;25;1010;1279;78.97;slutresultat_1480L.xml
2006;rf;14800803;Kärra-Rödbo 3;Göteborg 1;962;18;0;18;980;1288;76.09;slutresultat_1480L.xml
2006;rf;14800804;Kärra-Rödbo 4;Göteborg 1;870;12;0;12;882;1148;76.83;slutresultat_1480L.xml
2006;rf;14800805;Kärra-Rödbo 5;Göteborg 1;907;28;2;30;937;1202;77.95;slutresultat_1480L.xml
2006;rf;14800806;Kärra-Rödbo 6;Göteborg 1;1050;27;0;27;1077;1271;84.74;slutresultat_1480L.xml
2006;rf;14800807;Kärra-Rödbo 7;Göteborg 1;502;9;0;9;511;638;80.09;slutresultat_1480L.xml
2006;rf;14800901;Kärrdalen-Slätta Damm 1;Göteborg 1;864;23;1;24;888;1123;79.07;slutresultat_1480L.xml
2006;rf;14800902;Kärrdalen-Slätta Damm 2;Göteborg 1;852;10;0;10;862;1110;77.66;slutresultat_1480L.xml
2006;rf;14800903;Kärrdalen-Slätta Damm 3;Göteborg 1;1040;18;1;19;1059;1353;78.27;slutresultat_1480L.xml
2006;rf;14800904;Kärrdalen-Slätta Damm 4;Göteborg 1;980;17;1;18;998;1405;71.03;slutresultat_1480L.xml
2006;rf;14800905;Kärrdalen-Slätta Damm 5;Göteborg 1;891;25;0;25;916;1328;68.98;slutresultat_1480L.xml
2006;rf;14801001;Länsmansgården 1;Göteborg 1;571;7;0;7;578;989;58.44;slutresultat_1480L.xml
2006;rf;14801002;Länsmansgården 2;Göteborg 1;760;26;0;26;786;1364;57.62;slutresultat_1480L.xml
2006;rf;14801003;Länsmansgården 3;Göteborg 1;714;15;0;15;729;1173;62.15;slutresultat_1480L.xml
2006;rf;14801101;Nolered-Torslanda 1;Göteborg 1;824;10;0;10;834;1035;80.58;slutresultat_1480L.xml
2006;rf;14801102;Nolered-Torslanda 2;Göteborg 1;1159;23;0;23;1182;1452;81.40;slutresultat_1480L.xml
2006;rf;14801103;Nolered-Torslanda 3;Göteborg 1;1091;20;1;21;1112;1431;77.71;slutresultat_1480L.xml
2006;rf;14801104;Nolered-Torslanda 4;Göteborg 1;1202;30;0;30;1232;1459;84.44;slutresultat_1480L.xml
2006;rf;14801105;Nolered-Torslanda 5;Göteborg 1;1268;38;0;38;1306;1606;81.32;slutresultat_1480L.xml
2006;rf;14801201;Sannegården 1;Göteborg 1;1288;34;1;35;1323;1581;83.68;slutresultat_1480L.xml
2006;rf;14801202;Sannegården 2;Göteborg 1;584;17;0;17;601;720;83.47;slutresultat_1480L.xml
2006;rf;14801203;Sannegården 3;Göteborg 1;778;28;0;28;806;1125;71.64;slutresultat_1480L.xml
2006;rf;14801204;Sannegården 4;Göteborg 1;924;17;0;17;941;1289;73.00;slutresultat_1480L.xml
2006;rf;14801205;Sannegården 5;Göteborg 1;800;19;0;19;819;1158;70.73;slutresultat_1480L.xml
2006;rf;14801206;Sannegården 6;Göteborg 1;699;21;0;21;720;1061;67.86;slutresultat_1480L.xml
2006;rf;14801207;Sannegården 7;Göteborg 1;695;23;0;23;718;1064;67.48;slutresultat_1480L.xml
2006;rf;14801301;Skälltorp-Skogome 1;Göteborg 1;634;5;2;7;641;998;64.23;slutresultat_1480L.xml
2006;rf;14801302;Skälltorp-Skogome 2;Göteborg 1;947;15;0;15;962;1436;66.99;slutresultat_1480L.xml
