kod_2014;namn_2014;kod_2018;namn_2018;overlapp_m2;andel_av_2014;andel_av_2018
14801011;Majorna-Linné, Klippan;14801012;Majorna-Linné, Klippan;364366.7;0.8888;0.8125
14801011;Majorna-Linné, Klippan;14801011;Majorna-Linné, Gröna Vallen;45577.3;0.1112;0.4414
14801011;Majorna-Linné, Klippan;14801021;Majorna-Linné, Sandarne;0.0;0.0000;0.0000
14801011;Majorna-Linné, Klippan;14804163;Lundby, Färjenäs;0.0;0.0000;0.0000
14801011;Majorna-Linné, Klippan;14801036;Majorna-Linné, Majorna;0.0;0.0000;0.0000
14801011;Majorna-Linné, Klippan;14801031;Majorna-Linné, Chapmans Torg;0.0;0.0000;0.0000
14801011;Majorna-Linné, Klippan;14801038;Majorna-Linné, Slottsskogsgatan m fl;0.0;0.0000;0.0000
14801012;Majorna-Linné, Kungsladugård;14801014;Majorna-Linné, Kungsladugård, Östra;123215.7;0.8791;1.0000
14801012;Majorna-Linné, Kungsladugård;14801013;Majorna-Linné, Kungsladugård, Västra;16947.6;0.1209;0.1642
14801012;Majorna-Linné, Kungsladugård;14801032;Majorna-Linné, Godhem;0.0;0.0000;0.0000
14801012;Majorna-Linné, Kungsladugård;14801015;Majorna-Linné, Mariaplan;0.0;0.0000;0.0000
14801012;Majorna-Linné, Kungsladugård;14801016;Majorna-Linné, Skytteskogen;0.0;0.0000;0.0000
14801012;Majorna-Linné, Kungsladugård;14801061;Majorna-Linné, Änggården;0.0;0.0000;0.0000
14801012;Majorna-Linné, Kungsladugård;14801038;Majorna-Linné, Slottsskogsgatan m fl;0.0;0.0000;0.0000
14801013;Majorna-Linné, Mariaplan;14801011;Majorna-Linné, Gröna Vallen;57675.8;0.5186;0.5586
14801013;Majorna-Linné, Mariaplan;14801013;Majorna-Linné, Kungsladugård, Västra;29912.5;0.2690;0.2898
14801013;Majorna-Linné, Mariaplan;14801015;Majorna-Linné, Mariaplan;23621.4;0.2124;0.3112
14801013;Majorna-Linné, Mariaplan;14801022;Majorna-Linné, Silverkällan;0.0;0.0000;0.0000
14801013;Majorna-Linné, Mariaplan;14801038;Majorna-Linné, Slottsskogsgatan m fl;0.0;0.0000;0.0000
14801013;Majorna-Linné, Mariaplan;14801012;Majorna-Linné, Klippan;0.0;0.0000;0.0000
14801014;Majorna-Linné, Silverkällan;14801012;Majorna-Linné, Klippan;84068.0;0.4696;0.1875
14801014;Majorna-Linné, Silverkällan;14801015;Majorna-Linné, Mariaplan;52289.4;0.2921;0.6888
14801014;Majorna-Linné, Silverkällan;14801022;Majorna-Linné, Silverkällan;42651.9;0.2383;0.3753
14801014;Majorna-Linné, Silverkällan;14801021;Majorna-Linné, Sandarne;0.0;0.0000;0.0000
14801014;Majorna-Linné, Silverkällan;14801013;Majorna-Linné, Kungsladugård, Västra;0.0;0.0000;0.0000
14801015;Majorna-Linné, Skytteskogen;14801016;Majorna-Linné, Skytteskogen;324874.4;0.8522;0.8864
14801015;Majorna-Linné, Skytteskogen;14801013;Majorna-Linné, Kungsladugård, Västra;56358.7;0.1478;0.5460
14801015;Majorna-Linné, Skytteskogen;14801014;Majorna-Linné, Kungsladugård, Östra;0.0;0.0000;0.0000
14801015;Majorna-Linné, Skytteskogen;14801017;Majorna-Linné, Svalebo;0.0;0.0000;0.0000
14801015;Majorna-Linné, Skytteskogen;14801021;Majorna-Linné, Sandarne;0.0;0.0000;0.0000
14801015;Majorna-Linné, Skytteskogen;14801061;Majorna-Linné, Änggården;0.0;0.0000;0.0000
14801016;Majorna-Linné, Svalebo;14801017;Majorna-Linné, Svalebo;240579.3;0.8524;0.6735
14801016;Majorna-Linné, Svalebo;14801016;Majorna-Linné, Skytteskogen;41655.2;0.1476;0.1136
14801016;Majorna-Linné, Svalebo;14805124;Askim-Frölunda-Högsbo, Högsbotorp, Ö;0.0;0.0000;0.0000
14801016;Majorna-Linné, Svalebo;14801061;Majorna-Linné, Änggården;0.0;0.0000;0.0000
14801016;Majorna-Linné, Svalebo;14805125;Askim-Frölunda-Högsbo, Marklandsgat.;0.0;0.0000;0.0000
14801016;Majorna-Linné, Svalebo;14805123;Askim-Frölunda-Högsbo, Högsbotorp, V;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14801021;Majorna-Linné, Sandarne;1226805.0;0.8674;1.0000
14801021;Majorna-Linné, Sandarne;14801017;Majorna-Linné, Svalebo;116629.4;0.0825;0.3265
14801021;Majorna-Linné, Sandarne;14801022;Majorna-Linné, Silverkällan;70990.1;0.0502;0.6247
14801021;Majorna-Linné, Sandarne;14801012;Majorna-Linné, Klippan;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14805032;Västra Göteborg, Nya Varvet;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14805043;Västra Göteborg, Kungsten;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14807051;Västra Hisingen, Amhult-Arendal;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14805123;Askim-Frölunda-Högsbo, Högsbotorp, V;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14801013;Majorna-Linné, Kungsladugård, Västra;0.0;0.0000;0.0000
14801021;Majorna-Linné, Sandarne;14801015;Majorna-Linné, Mariaplan;0.0;0.0000;0.0000
