ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2002;kf;14800101;Domkyrko 1;Göteborg 3;941;;;16;957;;69.9;14K_1480_14800101.html
2002;kf;14800102;Domkyrko 2;Göteborg 3;934;;;13;947;;78.3;14K_1480_14800102.html
2002;kf;14800103;Domkyrko 3;Göteborg 3;799;;;18;817;;83.1;14K_1480_14800103.html
2002;kf;14800104;Domkyrko 4;Göteborg 3;980;;;11;991;;76.4;14K_1480_14800104.html
2002;kf;14800105;Domkyrko 5;Göteborg 3;795;;;20;815;;73.2;14K_1480_14800105.html
2002;kf;14800106;Domkyrko 6;Göteborg 3;795;;;28;823;;72.6;14K_1480_14800106.html
2002;kf;14800107;Domkyrko 7;Göteborg 3;755;;;19;774;;71.9;14K_1480_14800107.html
2002;kf;14800108;Domkyrko 8;Göteborg 3;1027;;;18;1045;;78.2;14K_1480_14800108.html
2002;kf;14800401;Nylöse 1;Göteborg 2;889;;;14;903;;58.2;14K_1480_14800401.html
2002;kf;14800402;Nylöse 2;Göteborg 2;818;;;25;843;;61.6;14K_1480_14800402.html
2002;kf;14800403;Nylöse 3;Göteborg 2;1088;;;8;1096;;87.5;14K_1480_14800403.html
2002;kf;14800404;Nylöse 4;Göteborg 2;789;;;17;806;;71.5;14K_1480_14800404.html
2002;kf;14800405;Nylöse 5;Göteborg 2;901;;;18;919;;63.9;14K_1480_14800405.html
2002;kf;14800406;Nylöse 6;Göteborg 2;1054;;;16;1070;;82.9;14K_1480_14800406.html
2002;kf;14800407;Nylöse 7;Göteborg 2;950;;;10;960;;84.9;14K_1480_14800407.html
2002;kf;14800501;Kortedala 1;Göteborg 2;1060;;;23;1083;;68.1;14K_1480_14800501.html
2002;kf;14800502;Kortedala 2;Göteborg 2;763;;;18;781;;60.7;14K_1480_14800502.html
2002;kf;14800503;Kortedala 3;Göteborg 2;894;;;12;906;;60.2;14K_1480_14800503.html
2002;kf;14800504;Kortedala 4;Göteborg 2;733;;;7;740;;62.8;14K_1480_14800504.html
2002;kf;14800505;Kortedala 5;Göteborg 2;722;;;7;729;;58.1;14K_1480_14800505.html
2002;kf;14800506;Kortedala 6;Göteborg 2;870;;;10;880;;66.2;14K_1480_14800506.html
2002;kf;14800507;Kortedala 7;Göteborg 2;770;;;16;786;;62.3;14K_1480_14800507.html
2002;kf;14800508;Kortedala 8;Göteborg 2;960;;;9;969;;71.4;14K_1480_14800508.html
2002;kf;14800509;Kortedala 9;Göteborg 2;688;;;5;693;;54.3;14K_1480_14800509.html
2002;kf;14800601;Härlanda 1;Göteborg 2;938;;;20;958;;74.2;14K_1480_14800601.html
2002;kf;14800602;Härlanda 2;Göteborg 2;756;;;8;764;;85.0;14K_1480_14800602.html
2002;kf;14800603;Härlanda 3;Göteborg 2;980;;;18;998;;74.9;14K_1480_14800603.html
2002;kf;14800604;Härlanda 4;Göteborg 2;941;;;15;956;;80.2;14K_1480_14800604.html
2002;kf;14800605;Härlanda 5;Göteborg 2;930;;;24;954;;72.6;14K_1480_14800605.html
2002;kf;14800606;Härlanda 6;Göteborg 2;969;;;21;990;;73.0;14K_1480_14800606.html
2002;kf;14800607;Härlanda 7;Göteborg 2;1002;;;27;1029;;78.4;14K_1480_14800607.html
2002;kf;14800608;Härlanda 8;Göteborg 2;926;;;20;946;;78.5;14K_1480_14800608.html
2002;kf;14800609;Härlanda 9;Göteborg 2;985;;;12;997;;76.5;14K_1480_14800609.html
2002;kf;14800610;Härlanda 10;Göteborg 2;839;;;5;844;;80.9;14K_1480_14800610.html
2002;kf;14800611;Härlanda 11;Göteborg 2;1068;;;27;1095;;77.3;14K_1480_14800611.html
2002;kf;14800701;Vasa 1;Göteborg 3;962;;;11;973;;76.9;14K_1480_14800701.html
2002;kf;14800702;Vasa 2;Göteborg 3;849;;;9;858;;74.0;14K_1480_14800702.html
2002;kf;14800703;Vasa 3;Göteborg 3;875;;;10;885;;76.8;14K_1480_14800703.html
2002;kf;14800704;Vasa 4;Göteborg 3;832;;;10;842;;78.6;14K_1480_14800704.html
2002;kf;14800705;Vasa 5;Göteborg 3;765;;;7;772;;77.9;14K_1480_14800705.html
2002;kf;14800706;Vasa 6;Göteborg 3;995;;;23;1018;;78.7;14K_1480_14800706.html
