ar;val;riksdagsvalkrets_id;riksdagsvalkrets_namn;kommun_id;kommun_namn;valdistrikt_id;valdistrikt_namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800252;Lärjedalen, Olofstorp;74;73;0;0;70;52;0;0;408;411;0;0;185;160;0;0;121;130;0;0;1684
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800261;Lärjedalen, Södra Hjällbo;59;48;0;0;68;78;0;0;136;179;0;0;72;70;0;0;39;50;0;0;799
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800262;Lärjedalen, Skolspåret;43;51;0;0;75;67;0;0;162;193;0;0;95;120;0;0;52;75;0;0;933
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800263;Lärjedalen, Norra Hjällbo;75;71;0;0;117;105;0;0;193;278;0;0;140;125;0;0;71;88;0;0;1263
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800264;Lärjedalen, Bläsebo;62;47;0;0;98;104;0;0;265;237;0;0;145;142;0;0;77;69;0;0;1246
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800271;Lärjedalen, Eriksbo;52;82;0;0;119;118;0;0;256;261;0;0;133;132;0;0;75;100;0;0;1328
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800311;Kortedala, Gamlestaden;59;67;0;0;284;323;0;0;373;300;0;0;98;82;0;0;54;64;0;0;1704
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800312;Kortedala, Nylöse;29;39;0;0;169;190;0;0;327;253;0;0;198;119;0;0;85;105;0;0;1514
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800313;Kortedala, Kviberg;92;118;0;0;233;264;0;0;140;138;0;0;116;138;0;0;139;270;0;0;1648
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800314;Kortedala, Bellevue;29;43;0;0;174;219;0;0;240;172;0;0;83;68;0;0;64;81;0;0;1173
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800321;Kortedala, Utbynäs;53;49;0;0;37;44;0;0;210;200;0;0;137;114;0;0;106;113;0;0;1063
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800322;Kortedala, Utby;66;60;0;0;43;43;0;0;282;319;0;0;172;155;0;0;135;148;0;0;1423
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800323;Kortedala, Fjällbo;46;47;0;0;72;71;0;0;336;343;0;0;144;128;0;0;108;141;0;0;1436
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800331;Kortedala, Gregorianska gatan m fl;24;27;0;0;136;125;0;0;225;182;0;0;159;124;0;0;83;119;0;0;1204
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800332;Kortedala, Västra Kortedala;42;28;0;0;111;123;0;0;183;176;0;0;142;138;0;0;169;266;0;0;1378
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800333;Kortedala, Östra Kortedala;32;38;0;0;166;199;0;0;258;179;0;0;121;150;0;0;138;190;0;0;1471
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800334;Kortedala, Kortedala Centrum;29;37;0;0;110;159;0;0;228;198;0;0;139;118;0;0;109;207;0;0;1334
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800335;Kortedala, Södra Kortedala;36;43;0;0;93;103;0;0;245;259;0;0;117;131;0;0;82;141;0;0;1250
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800341;Kortedala, Adventsparken;21;40;0;0;98;109;0;0;207;204;0;0;141;148;0;0;161;257;0;0;1386
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800342;Kortedala, Norra Kortedala;57;60;0;0;156;208;0;0;301;285;0;0;178;173;0;0;106;135;0;0;1659
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800343;Kortedala, Månadsgatorna m fl;41;49;0;0;137;195;0;0;274;257;0;0;157;142;0;0;103;129;0;0;1484
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800411;Bergsjön, Gärdsås;29;40;0;0;61;57;0;0;138;154;0;0;128;113;0;0;105;117;0;0;942
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800412;Bergsjön, Siriusgatan;38;51;0;0;130;123;0;0;295;259;0;0;153;142;0;0;102;99;0;0;1392
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800413;Bergsjön, Gärdsmosse;43;51;0;0;137;130;0;0;248;161;0;0;132;101;0;0;81;93;0;0;1177
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800414;Bergsjön, Norra Bergsjön;25;36;0;0;119;121;0;0;150;142;0;0;81;76;0;0;76;95;0;0;921
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800421;Bergsjön, Södra Bergsjön;68;67;0;0;82;82;0;0;219;246;0;0;132;114;0;0;64;89;0;0;1163
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800422;Bergsjön, Östra Bergsjön;79;82;0;0;91;87;0;0;236;295;0;0;117;123;0;0;56;72;0;0;1238
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800423;Bergsjön, Rymdtorget;17;27;0;0;73;75;0;0;191;131;0;0;92;64;0;0;43;67;0;0;780
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800424;Bergsjön, Komettorget;55;55;0;0;120;98;0;0;193;157;0;0;173;123;0;0;159;92;0;0;1225
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800511;Härlanda, Härlanda;56;44;0;0;87;109;0;0;231;247;0;0;167;154;0;0;72;94;0;0;1261
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800521;Härlanda, Södra Kålltorp;43;52;0;0;153;186;0;0;281;269;0;0;159;172;0;0;104;209;0;0;1628
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800522;Härlanda, Västra Kålltorp;22;29;0;0;119;156;0;0;206;223;0;0;100;101;0;0;48;53;0;0;1057
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800523;Härlanda, Östra Kålltorp;28;25;0;0;133;163;0;0;228;224;0;0;84;75;0;0;45;51;0;0;1056
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800524;Härlanda, Vidkärr;26;37;0;0;136;181;0;0;303;290;0;0;117;111;0;0;63;87;0;0;1351
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800525;Härlanda, Munkebäck;26;29;0;0;231;252;0;0;334;301;0;0;105;142;0;0;88;175;0;0;1683
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800531;Härlanda, Torpa;67;55;0;0;153;163;0;0;271;324;0;0;188;187;0;0;131;213;0;0;1752
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800532;Härlanda, Fräntorp;53;33;0;0;39;41;0;0;205;204;0;0;152;150;0;0;102;102;0;0;1081
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800541;Härlanda, Södra Björkekärr;51;49;0;0;74;78;0;0;280;296;0;0;197;220;0;0;233;336;0;0;1814
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800542;Härlanda, Västra Björkekärr;73;71;0;0;227;224;0;0;195;196;0;0;131;160;0;0;118;254;0;0;1649
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800543;Härlanda, Norra Björkekärr;22;20;0;0;45;70;0;0;127;136;0;0;78;93;0;0;76;179;0;0;846
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800544;Härlanda, Robertshöjd;51;74;0;0;168;172;0;0;252;277;0;0;166;166;0;0;122;223;0;0;1671
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800611;Örgryte, Gubbero;18;32;0;0;255;302;0;0;396;317;0;0;98;132;0;0;83;182;0;0;1815
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800612;Örgryte, Olskroken;30;29;0;0;112;123;0;0;263;218;0;0;125;130;0;0;103;177;0;0;1310
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800613;Örgryte, Redberget;41;33;0;0;197;233;0;0;363;332;0;0;130;155;0;0;98;151;0;0;1733
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800621;Örgryte, Bagaregården;36;20;0;0;95;110;0;0;230;236;0;0;92;120;0;0;27;37;0;0;1003
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800622;Örgryte, Ånäs;21;29;0;0;138;168;0;0;271;226;0;0;76;105;0;0;41;35;0;0;1110
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800631;Örgryte, Strömmensberg;31;36;0;0;141;180;0;0;281;243;0;0;139;135;0;0;102;201;0;0;1489
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800632;Örgryte, Redbergslid;38;46;0;0;155;197;0;0;296;255;0;0;146;135;0;0;77;114;0;0;1459
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800641;Örgryte, Västra Kallebäck;50;46;0;0;219;196;0;0;231;180;0;0;95;120;0;0;122;207;0;0;1466
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800642;Örgryte, Östra Kallebäck;32;29;0;0;150;201;0;0;220;181;0;0;107;137;0;0;126;237;0;0;1420
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800651;Örgryte, Södra Skår;47;61;0;0;71;62;0;0;182;226;0;0;172;152;0;0;94;101;0;0;1168
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800652;Örgryte, Jakobsdal;28;49;0;0;104;111;0;0;265;251;0;0;134;189;0;0;108;129;0;0;1368
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800653;Örgryte, Norra Skår;56;57;0;0;52;61;0;0;155;172;0;0;158;165;0;0;102;105;0;0;1083
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800661;Örgryte, Örgryte;40;46;0;0;47;66;0;0;113;148;0;0;118;133;0;0;112;133;0;0;956
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800662;Örgryte, Bö;32;38;0;0;49;59;0;0;154;182;0;0;108;114;0;0;88;117;0;0;941
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800671;Örgryte, Torp;34;48;0;0;149;163;0;0;298;321;0;0;158;207;0;0;139;280;0;0;1797
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800681;Örgryte, Överås;44;48;0;0;223;250;0;0;384;289;0;0;153;193;0;0;134;193;0;0;1911
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800682;Örgryte, Gamla Lunden;28;32;0;0;215;247;0;0;342;279;0;0;87;102;0;0;55;82;0;0;1469
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800683;Örgryte, Nobelplatsen;25;35;0;0;185;222;0;0;291;245;0;0;91;89;0;0;59;78;0;0;1320
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800684;Örgryte, Sankt Pauli;31;35;0;0;117;141;0;0;240;231;0;0;101;120;0;0;94;210;0;0;1320
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800685;Örgryte, Nya Lunden-Prästgårdsängen;32;41;0;0;197;149;0;0;282;222;0;0;113;116;0;0;178;264;0;0;1594
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800686;Örgryte, Kärralund;78;70;0;0;117;158;0;0;264;286;0;0;193;207;0;0;105;127;0;0;1605
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800711;Centrum, Burås;42;48;0;0;159;139;0;0;242;237;0;0;130;145;0;0;112;195;0;0;1449
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800712;Centrum, Mossen;85;61;0;0;440;277;0;0;138;115;0;0;57;56;0;0;37;75;0;0;1341
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800713;Centrum, Framnäs;45;51;0;0;261;290;0;0;323;300;0;0;127;107;0;0;88;205;0;0;1797
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800714;Centrum, Olofshöjd;118;79;0;0;356;163;0;0;76;40;0;0;19;15;0;0;10;11;0;0;887
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800715;Centrum, Krokslätt;38;55;0;0;192;196;0;0;310;297;0;0;171;175;0;0;141;177;0;0;1752
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800716;Centrum, Kristinehöjd;21;29;0;0;170;193;0;0;281;242;0;0;92;109;0;0;80;128;0;0;1345
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800717;Centrum, Getebergsäng;22;30;0;0;92;114;0;0;224;191;0;0;97;124;0;0;79;103;0;0;1076
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800721;Centrum, Nedre Johanneberg;85;73;0;0;349;252;0;0;247;226;0;0;157;194;0;0;123;163;0;0;1869
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800722;Centrum, Övre Johanneberg;64;51;0;0;244;226;0;0;257;191;0;0;74;110;0;0;64;120;0;0;1401
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800723;Centrum, Eklanda;32;51;0;0;275;251;0;0;363;259;0;0;140;143;0;0;82;179;0;0;1775
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800724;Centrum, Södra Johanneberg;29;32;0;0;239;239;0;0;318;243;0;0;92;93;0;0;60;100;0;0;1445
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800731;Centrum, Landalabergen m fl;38;50;0;0;157;194;0;0;286;272;0;0;136;237;0;0;135;226;0;0;1731
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800732;Centrum, Landala;24;38;0;0;118;146;0;0;260;232;0;0;118;169;0;0;91;145;0;0;1341
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800733;Centrum, Landalagången m fl;18;37;0;0;144;157;0;0;134;104;0;0;73;69;0;0;72;167;0;0;975
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800741;Centrum, Guldheden vattentornet;32;23;0;0;143;158;0;0;268;276;0;0;157;170;0;0;104;191;0;0;1522
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800742;Centrum, Centrala Guldheden;32;38;0;0;134;139;0;0;215;190;0;0;93;111;0;0;70;141;0;0;1163
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800743;Centrum, Norra Guldheden;31;31;0;0;158;168;0;0;300;251;0;0;95;129;0;0;79;175;0;0;1417
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800744;Centrum, Landala Egnahem;34;37;0;0;185;183;0;0;221;207;0;0;92;118;0;0;78;125;0;0;1280
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800745;Centrum, Södra Guldheden;27;30;0;0;150;149;0;0;248;224;0;0;85;105;0;0;88;170;0;0;1276
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800746;Centrum, Doktor Forselius gata m fl;55;36;0;0;131;117;0;0;181;185;0;0;97;116;0;0;106;179;0;0;1203
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800751;Centrum, Lorensberg;44;37;0;0;111;122;0;0;244;221;0;0;217;248;0;0;211;270;0;0;1725
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800761;Centrum, Södra Vasastaden;42;48;0;0;159;150;0;0;314;276;0;0;166;220;0;0;134;168;0;0;1677
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800762;Centrum, Norra Vasastaden;27;25;0;0;201;161;0;0;391;282;0;0;200;164;0;0;87;144;0;0;1682
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800763;Centrum, Valand;23;38;0;0;94;126;0;0;226;166;0;0;133;126;0;0;93;104;0;0;1129
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800764;Centrum, Östra Vasastaden;42;46;0;0;132;147;0;0;332;269;0;0;168;156;0;0;87;103;0;0;1482
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800771;Centrum, Inom Vallgraven;34;34;0;0;151;179;0;0;408;277;0;0;234;190;0;0;87;83;0;0;1677
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800772;Centrum, Nordstan-Otterhällan;35;35;0;0;194;182;0;0;324;247;0;0;202;189;0;0;114;133;0;0;1655
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800781;Centrum, Odinsgatan-Stampen;37;46;0;0;189;192;0;0;271;181;0;0;160;183;0;0;123;192;0;0;1574
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800782;Centrum, Gullbergsvass-Svingeln;55;67;0;0;315;330;0;0;354;273;0;0;143;144;0;0;57;55;0;0;1793
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800783;Centrum, Friggagatan-Stampen;27;33;0;0;164;156;0;0;290;246;0;0;139;150;0;0;103;161;0;0;1469
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800791;Centrum, Hedås-Gårda;41;46;0;0;166;166;0;0;319;268;0;0;180;195;0;0;150;232;0;0;1763
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800792;Centrum, Södra Heden;34;39;0;0;109;111;0;0;249;249;0;0;182;193;0;0;135;170;0;0;1471
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800793;Centrum, Norra Heden-Gårda;47;42;0;0;189;177;0;0;307;274;0;0;226;251;0;0;159;227;0;0;1899
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800811;Linnéstaden, Övre Masthugget;26;37;0;0;122;161;0;0;317;328;0;0;163;178;0;0;63;78;0;0;1473
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800812;Linnéstaden, Stigberget;48;30;0;0;151;174;0;0;328;260;0;0;160;175;0;0;86;135;0;0;1547
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800813;Linnéstaden, Masthuggstorget;37;34;0;0;145;145;0;0;298;233;0;0;133;131;0;0;79;92;0;0;1327
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800814;Linnéstaden, Nedre Masthugget;36;51;0;0;118;123;0;0;199;176;0;0;192;202;0;0;85;119;0;0;1301
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800815;Linnéstaden, Oscar Fredrik;29;41;0;0;127;129;0;0;279;249;0;0;151;161;0;0;43;78;0;0;1287
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800816;Linnéstaden, Vegastaden;34;29;0;0;109;110;0;0;257;208;0;0;112;156;0;0;66;111;0;0;1192
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800817;Linnéstaden, Slottsskogen;27;30;0;0;72;93;0;0;198;184;0;0;106;123;0;0;98;177;0;0;1108
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800821;Linnéstaden, Änggården;55;48;0;0;70;58;0;0;150;157;0;0;163;174;0;0;116;175;0;0;1166
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800831;Linnéstaden, Skansberget;48;52;0;0;91;123;0;0;361;388;0;0;183;212;0;0;71;88;0;0;1617
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800832;Linnéstaden, Haga;48;57;0;0;97;118;0;0;355;364;0;0;214;276;0;0;99;129;0;0;1757
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800841;Linnéstaden, Annedal;41;35;0;0;172;196;0;0;318;320;0;0;128;203;0;0;108;258;0;0;1779
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800842;Linnéstaden, Nilssonsberg;33;27;0;0;148;159;0;0;329;284;0;0;196;208;0;0;144;234;0;0;1762
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800851;Linnéstaden, Linnéplatsen;24;23;0;0;80;96;0;0;194;196;0;0;116;140;0;0;75;92;0;0;1036
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800852;Linnéstaden, Olivedal;58;43;0;0;123;154;0;0;328;341;0;0;159;217;0;0;98;96;0;0;1617
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800853;Linnéstaden, Långgatorna;29;30;0;0;211;209;0;0;381;336;0;0;186;164;0;0;70;106;0;0;1722
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800854;Linnéstaden, Linné;26;24;0;0;127;134;0;0;333;301;0;0;147;177;0;0;93;127;0;0;1489
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800855;Linnéstaden, Risåsen;21;25;0;0;172;165;0;0;275;252;0;0;123;126;0;0;69;111;0;0;1339
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800856;Linnéstaden, Kommendantsängen;14;18;0;0;105;118;0;0;301;249;0;0;127;164;0;0;71;80;0;0;1247
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800857;Linnéstaden, Sveaplan;18;32;0;0;84;91;0;0;220;195;0;0;171;187;0;0;137;211;0;0;1346
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800911;Majorna, Svalebo;29;33;0;0;105;127;0;0;225;179;0;0;139;125;0;0;84;134;0;0;1180
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800912;Majorna, Skytteskogen;57;51;0;0;153;206;0;0;261;266;0;0;210;185;0;0;112;147;0;0;1648
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800913;Majorna, Kungsladugård;42;32;0;0;139;187;0;0;318;347;0;0;111;124;0;0;45;60;0;0;1405
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800914;Majorna, Mariaplan;31;37;0;0;114;138;0;0;309;334;0;0;118;126;0;0;40;40;0;0;1287
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800915;Majorna, Silverkällan;41;54;0;0;119;158;0;0;333;376;0;0;140;138;0;0;44;58;0;0;1461
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800916;Majorna, Klippan;49;46;0;0;173;186;0;0;338;382;0;0;173;200;0;0;79;74;0;0;1700
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800921;Majorna, Sandarne;40;36;0;0;204;247;0;0;346;338;0;0;115;126;0;0;93;152;0;0;1697
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800931;Majorna, Slottsskogsgatan m fl;33;25;0;0;150;219;0;0;308;240;0;0;167;181;0;0;175;239;0;0;1737
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800932;Majorna, Majorna;31;21;0;0;124;150;0;0;204;206;0;0;129;107;0;0;121;204;0;0;1297
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800933;Majorna, Hängmattan;36;27;0;0;72;89;0;0;261;270;0;0;101;121;0;0;61;95;0;0;1133
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800934;Majorna, Gråberget;19;21;0;0;130;163;0;0;316;222;0;0;169;167;0;0;148;246;0;0;1601
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800935;Majorna, Marieberg;66;48;0;0;156;189;0;0;393;396;0;0;193;212;0;0;83;125;0;0;1861
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800936;Majorna, Godhem;33;30;0;0;129;152;0;0;239;274;0;0;120;107;0;0;51;59;0;0;1194
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800941;Majorna, Söderlingska ängen;47;33;0;0;121;151;0;0;288;326;0;0;110;127;0;0;58;89;0;0;1350
2010;rd;16;Göteborgs kommun;1480;Göteborg;14800942;Majorna, Karl Johans torg;43;47;0;0;185;207;0;0;367;402;0;0;166;191;0;0;61;55;0;0;1724
