ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2006;rd;14800101;Backa-Brunnsbo 1;Göteborg 1;1020;18;0;18;1038;1387;74.84;slutresultat_1480R.xml
2006;rd;14800102;Backa-Brunnsbo 2;Göteborg 1;1076;24;1;25;1101;1548;71.12;slutresultat_1480R.xml
2006;rd;14800103;Backa-Brunnsbo 3;Göteborg 1;1298;28;0;28;1326;1693;78.32;slutresultat_1480R.xml
2006;rd;14800104;Backa-Brunnsbo 4;Göteborg 1;945;13;0;13;958;1455;65.84;slutresultat_1480R.xml
2006;rd;14800105;Backa-Brunnsbo 5;Göteborg 1;1067;10;0;10;1077;1548;69.57;slutresultat_1480R.xml
2006;rd;14800106;Backa-Brunnsbo 6;Göteborg 1;790;16;1;17;807;949;85.04;slutresultat_1480R.xml
2006;rd;14800107;Backa-Brunnsbo 7;Göteborg 1;1019;14;2;16;1035;1302;79.49;slutresultat_1480R.xml
2006;rd;14800201;Biskopsgården 1;Göteborg 1;929;16;2;18;947;1480;63.99;slutresultat_1480R.xml
2006;rd;14800202;Biskopsgården 2;Göteborg 1;885;20;0;20;905;1524;59.38;slutresultat_1480R.xml
2006;rd;14800203;Biskopsgården 3;Göteborg 1;711;11;0;11;722;1092;66.12;slutresultat_1480R.xml
2006;rd;14800204;Biskopsgården 4;Göteborg 1;637;12;0;12;649;1157;56.09;slutresultat_1480R.xml
2006;rd;14800205;Biskopsgården 5;Göteborg 1;765;3;0;3;768;1415;54.28;slutresultat_1480R.xml
2006;rd;14800206;Biskopsgården 6;Göteborg 1;609;12;1;13;622;1153;53.95;slutresultat_1480R.xml
2006;rd;14800301;Björlanda 1;Göteborg 1;1097;17;1;18;1115;1249;89.27;slutresultat_1480R.xml
2006;rd;14800302;Björlanda 2;Göteborg 1;1117;18;0;18;1135;1271;89.30;slutresultat_1480R.xml
2006;rd;14800303;Björlanda 3;Göteborg 1;1239;19;0;19;1258;1438;87.48;slutresultat_1480R.xml
2006;rd;14800401;Brämaregården 1;Göteborg 1;1239;35;0;35;1274;1922;66.29;slutresultat_1480R.xml
2006;rd;14800402;Brämaregården 2;Göteborg 1;1340;16;0;16;1356;1579;85.88;slutresultat_1480R.xml
2006;rd;14800403;Brämaregården 3;Göteborg 1;1046;14;2;16;1062;1648;64.44;slutresultat_1480R.xml
2006;rd;14800404;Brämaregården 4;Göteborg 1;1196;20;1;21;1217;1640;74.21;slutresultat_1480R.xml
2006;rd;14800405;Brämaregården 5;Göteborg 1;1102;16;0;16;1118;1492;74.93;slutresultat_1480R.xml
2006;rd;14800501;Hjuvik 1;Göteborg 1;1289;10;0;10;1299;1452;89.46;slutresultat_1480R.xml
2006;rd;14800502;Hjuvik 2;Göteborg 1;1242;15;0;15;1257;1377;91.29;slutresultat_1480R.xml
2006;rd;14800503;Hjuvik 3;Göteborg 1;1213;19;1;20;1233;1362;90.53;slutresultat_1480R.xml
2006;rd;14800601;Jättesten-Svartedalen 1;Göteborg 1;1063;13;0;13;1076;1450;74.21;slutresultat_1480R.xml
2006;rd;14800602;Jättesten-Svartedalen 2;Göteborg 1;1013;22;0;22;1035;1433;72.23;slutresultat_1480R.xml
2006;rd;14800603;Jättesten-Svartedalen 3;Göteborg 1;1149;21;1;22;1171;1608;72.82;slutresultat_1480R.xml
2006;rd;14800604;Jättesten-Svartedalen 4;Göteborg 1;764;11;2;13;777;1167;66.58;slutresultat_1480R.xml
2006;rd;14800605;Jättesten-Svartedalen 5;Göteborg 1;921;11;0;11;932;1435;64.95;slutresultat_1480R.xml
2006;rd;14800701;Kvillebäcken 1;Göteborg 1;930;31;1;32;962;1465;65.67;slutresultat_1480R.xml
2006;rd;14800702;Kvillebäcken 2;Göteborg 1;721;11;1;12;733;1168;62.76;slutresultat_1480R.xml
2006;rd;14800703;Kvillebäcken 3;Göteborg 1;941;12;0;12;953;1376;69.26;slutresultat_1480R.xml
2006;rd;14800704;Kvillebäcken 4;Göteborg 1;928;7;2;9;937;1448;64.71;slutresultat_1480R.xml
2006;rd;14800705;Kvillebäcken 5;Göteborg 1;918;23;0;23;941;1350;69.70;slutresultat_1480R.xml
2006;rd;14800801;Kärra-Rödbo 1;Göteborg 1;947;26;0;26;973;1177;82.67;slutresultat_1480R.xml
