ar;val;kod;namn;parti_kalla;parti;roster;andel
2010;rf;14800711;Centrum, Burås;M;M;358;30.86
2010;rf;14800711;Centrum, Burås;C;C;57;4.91
2010;rf;14800711;Centrum, Burås;FP;L;134;11.55
2010;rf;14800711;Centrum, Burås;KD;KD;66;5.69
2010;rf;14800711;Centrum, Burås;S;S;232;20.00
2010;rf;14800711;Centrum, Burås;V;V;71;6.12
2010;rf;14800711;Centrum, Burås;MP;MP;151;13.02
2010;rf;14800711;Centrum, Burås;SPVG;SPVG;33;2.84
2010;rf;14800711;Centrum, Burås;SD;SD;37;3.19
2010;rf;14800711;Centrum, Burås;PP;PP;10;0.86
2010;rf;14800711;Centrum, Burås;RS;RS;3;0.26
2010;rf;14800711;Centrum, Burås;K;K;0;0.00
2010;rf;14800711;Centrum, Burås;SPI;SPI;0;0.00
2010;rf;14800711;Centrum, Burås;HANDSKRIVNA;HANDSKRIVNA;8;0.69
2010;rf;14800742;Centrum, Centrala Guldheden;M;M;190;20.88
2010;rf;14800742;Centrum, Centrala Guldheden;C;C;23;2.53
2010;rf;14800742;Centrum, Centrala Guldheden;FP;L;80;8.79
2010;rf;14800742;Centrum, Centrala Guldheden;KD;KD;26;2.86
2010;rf;14800742;Centrum, Centrala Guldheden;S;S;227;24.95
2010;rf;14800742;Centrum, Centrala Guldheden;V;V;128;14.07
2010;rf;14800742;Centrum, Centrala Guldheden;MP;MP;144;15.82
2010;rf;14800742;Centrum, Centrala Guldheden;SPVG;SPVG;35;3.85
2010;rf;14800742;Centrum, Centrala Guldheden;SD;SD;41;4.51
2010;rf;14800742;Centrum, Centrala Guldheden;PP;PP;9;0.99
2010;rf;14800742;Centrum, Centrala Guldheden;K;K;4;0.44
2010;rf;14800742;Centrum, Centrala Guldheden;SPI;SPI;0;0.00
2010;rf;14800742;Centrum, Centrala Guldheden;HANDSKRIVNA;HANDSKRIVNA;3;0.33
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;M;M;287;29.83
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;C;C;35;3.64
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;FP;L;86;8.94
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;KD;KD;51;5.30
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;S;S;218;22.66
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;V;V;93;9.67
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;MP;MP;134;13.93
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;SPVG;SPVG;20;2.08
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;SD;SD;23;2.39
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;PP;PP;5;0.52
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;K;K;4;0.42
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;RS;RS;1;0.10
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;SPI;SPI;0;0.00
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;HANDSKRIVNA;HANDSKRIVNA;5;0.52
2010;rf;14800723;Centrum, Eklanda;M;M;481;38.70
2010;rf;14800723;Centrum, Eklanda;C;C;61;4.91
