ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2006;kf;14800101;Backa-Brunnsbo 1;Göteborg 1;1039;15;0;15;1054;1397;75.45;slutresultat_1480K.xml
2006;kf;14800102;Backa-Brunnsbo 2;Göteborg 1;1068;26;2;28;1096;1596;68.67;slutresultat_1480K.xml
2006;kf;14800103;Backa-Brunnsbo 3;Göteborg 1;1303;32;1;33;1336;1769;75.52;slutresultat_1480K.xml
2006;kf;14800104;Backa-Brunnsbo 4;Göteborg 1;967;15;0;15;982;1600;61.38;slutresultat_1480K.xml
2006;kf;14800105;Backa-Brunnsbo 5;Göteborg 1;1074;10;1;11;1085;1642;66.08;slutresultat_1480K.xml
2006;kf;14800106;Backa-Brunnsbo 6;Göteborg 1;794;11;2;13;807;970;83.20;slutresultat_1480K.xml
2006;kf;14800107;Backa-Brunnsbo 7;Göteborg 1;1038;15;1;16;1054;1347;78.25;slutresultat_1480K.xml
2006;kf;14800201;Biskopsgården 1;Göteborg 1;944;17;2;19;963;1615;59.63;slutresultat_1480K.xml
2006;kf;14800202;Biskopsgården 2;Göteborg 1;914;21;0;21;935;1659;56.36;slutresultat_1480K.xml
2006;kf;14800203;Biskopsgården 3;Göteborg 1;723;9;1;10;733;1180;62.12;slutresultat_1480K.xml
2006;kf;14800204;Biskopsgården 4;Göteborg 1;648;9;0;9;657;1171;56.11;slutresultat_1480K.xml
2006;kf;14800205;Biskopsgården 5;Göteborg 1;841;5;1;6;847;1674;50.60;slutresultat_1480K.xml
2006;kf;14800206;Biskopsgården 6;Göteborg 1;673;12;0;12;685;1334;51.35;slutresultat_1480K.xml
2006;kf;14800301;Björlanda 1;Göteborg 1;1103;12;0;12;1115;1284;86.84;slutresultat_1480K.xml
2006;kf;14800302;Björlanda 2;Göteborg 1;1119;14;0;14;1133;1309;86.55;slutresultat_1480K.xml
2006;kf;14800303;Björlanda 3;Göteborg 1;1232;25;0;25;1257;1472;85.39;slutresultat_1480K.xml
2006;kf;14800401;Brämaregården 1;Göteborg 1;1197;46;0;46;1243;1936;64.20;slutresultat_1480K.xml
2006;kf;14800402;Brämaregården 2;Göteborg 1;1343;18;0;18;1361;1615;84.27;slutresultat_1480K.xml
2006;kf;14800403;Brämaregården 3;Göteborg 1;1027;17;2;19;1046;1761;59.40;slutresultat_1480K.xml
2006;kf;14800404;Brämaregården 4;Göteborg 1;1199;19;0;19;1218;1688;72.16;slutresultat_1480K.xml
2006;kf;14800405;Brämaregården 5;Göteborg 1;1097;26;0;26;1123;1557;72.13;slutresultat_1480K.xml
2006;kf;14800501;Hjuvik 1;Göteborg 1;1282;18;0;18;1300;1481;87.78;slutresultat_1480K.xml
2006;kf;14800502;Hjuvik 2;Göteborg 1;1263;12;0;12;1275;1408;90.55;slutresultat_1480K.xml
2006;kf;14800503;Hjuvik 3;Göteborg 1;1212;21;1;22;1234;1375;89.75;slutresultat_1480K.xml
2006;kf;14800601;Jättesten-Svartedalen 1;Göteborg 1;1077;10;3;13;1090;1532;71.15;slutresultat_1480K.xml
2006;kf;14800602;Jättesten-Svartedalen 2;Göteborg 1;1027;25;0;25;1052;1500;70.13;slutresultat_1480K.xml
2006;kf;14800603;Jättesten-Svartedalen 3;Göteborg 1;1205;21;0;21;1226;1783;68.76;slutresultat_1480K.xml
2006;kf;14800604;Jättesten-Svartedalen 4;Göteborg 1;788;11;1;12;800;1294;61.82;slutresultat_1480K.xml
2006;kf;14800605;Jättesten-Svartedalen 5;Göteborg 1;939;14;0;14;953;1554;61.33;slutresultat_1480K.xml
2006;kf;14800701;Kvillebäcken 1;Göteborg 1;907;37;0;37;944;1549;60.94;slutresultat_1480K.xml
2006;kf;14800702;Kvillebäcken 2;Göteborg 1;710;14;4;18;728;1205;60.41;slutresultat_1480K.xml
2006;kf;14800703;Kvillebäcken 3;Göteborg 1;940;11;0;11;951;1451;65.54;slutresultat_1480K.xml
2006;kf;14800704;Kvillebäcken 4;Göteborg 1;978;11;2;13;991;1590;62.33;slutresultat_1480K.xml
2006;kf;14800705;Kvillebäcken 5;Göteborg 1;925;26;0;26;951;1404;67.74;slutresultat_1480K.xml
2006;kf;14800801;Kärra-Rödbo 1;Göteborg 1;950;18;0;18;968;1209;80.07;slutresultat_1480K.xml
2006;kf;14800802;Kärra-Rödbo 2;Göteborg 1;1021;17;1;18;1039;1279;81.24;slutresultat_1480K.xml
