ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2014;kf;riket;M;M;1343586;21.55;6235010;6315390;7623678
2014;kf;riket;C;C;489381;7.85;6235010;6315390;7623678
2014;kf;riket;FP;L;408175;6.55;6235010;6315390;7623678
2014;kf;riket;KD;KD;248070;3.98;6235010;6315390;7623678
2014;kf;riket;S;S;1947473;31.23;6235010;6315390;7623678
2014;kf;riket;V;V;401531;6.44;6235010;6315390;7623678
2014;kf;riket;MP;MP;483529;7.76;6235010;6315390;7623678
2014;kf;riket;SD;SD;581476;9.33;6235010;6315390;7623678
2014;kf;riket;FI;FI;76646;1.23;6235010;6315390;7623678
2014;kf;riket;VägV;VÄGV;16310;0.26;6235010;6315390;7623678
2014;kf;riket;SPI;SPI;12984;0.21;6235010;6315390;7623678
2014;kf;riket;PP;PP;11870;0.19;6235010;6315390;7623678
2014;kf;riket;K;K;6369;0.10;6235010;6315390;7623678
2014;kf;riket;LBPO;LBPO;6122;0.10;6235010;6315390;7623678
2014;kf;riket;1130;1130;6070;0.10;6235010;6315390;7623678
2014;kf;riket;NS;NS;5824;0.09;6235010;6315390;7623678
2014;kf;riket;FöNyL;FÖNYL;4834;0.08;6235010;6315390;7623678
2014;kf;riket;RS;RS;4421;0.07;6235010;6315390;7623678
2014;kf;riket;LP;LP;4230;0.07;6235010;6315390;7623678
2014;kf;riket;NL;NL;4225;0.07;6235010;6315390;7623678
2014;kf;riket;TuP;TUP;3912;0.06;6235010;6315390;7623678
2014;kf;riket;DjuP;DJUP;3834;0.06;6235010;6315390;7623678
2014;kf;riket;NE;NE;3747;0.06;6235010;6315390;7623678
2014;kf;riket;VF;VF;3637;0.06;6235010;6315390;7623678
2014;kf;riket;EP;EP;3157;0.05;6235010;6315390;7623678
2014;kf;riket;0555;0555;3157;0.05;6235010;6315390;7623678
2014;kf;riket;UtvP;UTVP;3037;0.05;6235010;6315390;7623678
2014;kf;riket;SPA;SPA;2881;0.05;6235010;6315390;7623678
