ar;val;kod;namn;parti_kalla;parti;roster;andel
2022;rf;14800000;Uppsamlingsdistrikt;Alternativ för Sverige;AFS;13;0.16
2022;rf;14800000;Uppsamlingsdistrikt;Centerpartiet;C;495;6.00
2022;rf;14800000;Uppsamlingsdistrikt;Demokraterna;D;211;2.56
2022;rf;14800000;Uppsamlingsdistrikt;Direktdemokraterna;DD;2;0.02
2022;rf;14800000;Uppsamlingsdistrikt;Enhet;ENH;1;0.01
2022;rf;14800000;Uppsamlingsdistrikt;Förenade Demokratiska Partiet;FDP;5;0.06
2022;rf;14800000;Uppsamlingsdistrikt;Feministiskt initiativ;FI;28;0.34
2022;rf;14800000;Uppsamlingsdistrikt;Kalle ankapartiet;KALLE;1;0.01
2022;rf;14800000;Uppsamlingsdistrikt;Kristdemokraterna;KD;411;4.98
2022;rf;14800000;Uppsamlingsdistrikt;Knapptryckarna;KNAPP;3;0.04
2022;rf;14800000;Uppsamlingsdistrikt;Kristna Värdepartiet;KRVP;15;0.18
2022;rf;14800000;Uppsamlingsdistrikt;Liberalerna (tidigare Folkpartiet);L;465;5.63
2022;rf;14800000;Uppsamlingsdistrikt;Landsbygdspartiet Oberoende;LPO;1;0.01
2022;rf;14800000;Uppsamlingsdistrikt;Moderaterna;M;1507;18.25
2022;rf;14800000;Uppsamlingsdistrikt;Medborgerlig Samling;MED;34;0.41
2022;rf;14800000;Uppsamlingsdistrikt;MoD;MOD;4;0.05
2022;rf;14800000;Uppsamlingsdistrikt;Miljöpartiet de gröna;MP;525;6.36
2022;rf;14800000;Uppsamlingsdistrikt;Partiet Nyans;NYANS;86;1.04
2022;rf;14800000;Uppsamlingsdistrikt;Piratpartiet;PP;6;0.07
2022;rf;14800000;Uppsamlingsdistrikt;Arbetarepartiet-Socialdemokraterna;S;2164;26.21
2022;rf;14800000;Uppsamlingsdistrikt;Sverigedemokraterna;SD;805;9.75
2022;rf;14800000;Uppsamlingsdistrikt;SKP;SKP;1;0.01
2022;rf;14800000;Uppsamlingsdistrikt;Stram Kurs Sverige;SKS;1;0.01
2022;rf;14800000;Uppsamlingsdistrikt;Sjukvårdspartiet - Västra Götaland;SPVG;17;0.21
2022;rf;14800000;Uppsamlingsdistrikt;Vänsterpartiet;V;1455;17.62
2022;rf;14800000;Uppsamlingsdistrikt;övriga anmälda partier;ÖVR;0;0.00
2022;rf;14800101;Nordöstra Göteborg, Bergum;Alternativ för Sverige;AFS;3;0.36
2022;rf;14800101;Nordöstra Göteborg, Bergum;Centerpartiet;C;43;5.16
2022;rf;14800101;Nordöstra Göteborg, Bergum;Demokraterna;D;27;3.24
