ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2022;rd;14800230;Östra Göteborg, Kortedala Östra;Göteborgs kommun;582;5;0;7;589;998;59.02;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800231;Östra Göteborg, Månadsgatorna m fl;Göteborgs kommun;640;7;0;7;647;998;64.83;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800232;Östra Göteborg, Adventsparken Östra;Göteborgs kommun;477;7;2;9;486;843;57.65;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800233;Östra Göteborg, Adventsparken Västra;Göteborgs kommun;512;5;1;6;518;933;55.52;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800234;Östra Göteborg, Söndagsgatan m fl;Göteborgs kommun;698;18;0;19;717;972;73.77;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800235;Östra Göteborg, Kortedala Norra;Göteborgs kommun;612;2;1;5;617;933;66.13;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800301;Östra Centrum, Fräntorp;Göteborgs kommun;1059;7;0;7;1066;1189;89.66;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800302;Östra Centrum, Vidkärr;Göteborgs kommun;981;13;0;13;994;1305;76.17;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800303;Östra Centrum, Munkebäck Norra;Göteborgs kommun;856;10;0;10;866;1057;81.93;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
2022;rd;14800304;Östra Centrum, Munkebäck Södra;Göteborgs kommun;899;10;0;10;909;1046;86.90;Roster-per-distrikt-slutligt-antal-roster-inklusive-totalt-valdeltagande-riksdagsvalet-2022.xlsx flik roster_RD
