ar;val;niva;kod;namn;parti_kalla;parti;roster;andel;mandat;varav_utjamning;mandat_fgval;mandat_valkrets
2010;rd;valkrets;1416;Göteborgs kommun;S;S;80543;25.22;5;0;5;17
2010;rd;valkrets;1416;Göteborgs kommun;V;V;27246;8.53;2;0;2;17
2010;rd;valkrets;1416;Göteborgs kommun;MP;MP;34205;10.71;2;0;2;17
2010;rd;valkrets;1416;Göteborgs kommun;SD;SD;15608;4.89;1;0;0;17
2010;rd;valkrets;1416;Göteborgs kommun;FI;FI;2761;0.86;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;PP;PP;2628;0.82;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;RS;RS;388;0.12;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;KLP;KLP;74;0.02;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;ND;ND;48;0.02;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;ENH;ENH;27;0.01;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;SPI;SPI;12;0.00;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;EAP;EAP;10;0.00;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;Sjvåp;SJVÅP;5;0.00;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;0518;0518;0;0.00;;;0;17
2010;rd;valkrets;1416;Göteborgs kommun;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;17
2010;rd;valkrets;1418;Västra Götalands läns norra;M;M;46582;26.95;3;0;2;9
2010;rd;valkrets;1418;Västra Götalands läns norra;C;C;11449;6.62;1;0;1;9
2010;rd;valkrets;1418;Västra Götalands läns norra;FP;L;13393;7.75;1;0;1;9
2010;rd;valkrets;1418;Västra Götalands läns norra;KD;KD;11092;6.42;1;1;1;9
2010;rd;valkrets;1418;Västra Götalands läns norra;S;S;56060;32.43;3;0;4;9
2010;rd;valkrets;1418;Västra Götalands läns norra;V;V;9907;5.73;1;1;1;9
2010;rd;valkrets;1418;Västra Götalands läns norra;MP;MP;12003;6.94;1;0;1;9
2010;rd;valkrets;1418;Västra Götalands läns norra;SD;SD;10513;6.08;1;1;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;PP;PP;1000;0.58;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;FI;FI;580;0.34;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;SPI;SPI;41;0.02;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;ND;ND;32;0.02;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;KLP;KLP;24;0.01;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;ENH;ENH;10;0.01;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;Sjvåp;SJVÅP;8;0.00;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;RS;RS;4;0.00;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;EAP;EAP;2;0.00;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;KommF;KOMMF;0;0.00;;;0;9
2010;rd;valkrets;1418;Västra Götalands läns norra;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;9
2010;rd;valkrets;1419;Västra Götalands läns södra;M;M;34334;28.33;3;0;2;6
2010;rd;valkrets;1419;Västra Götalands läns södra;C;C;9273;7.65;0;0;1;6
2010;rd;valkrets;1419;Västra Götalands läns södra;FP;L;8883;7.33;0;0;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;KD;KD;7745;6.39;0;0;1;6
2010;rd;valkrets;1419;Västra Götalands läns södra;S;S;37817;31.21;3;0;3;6
2010;rd;valkrets;1419;Västra Götalands läns södra;V;V;6136;5.06;0;0;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;MP;MP;7315;6.04;0;0;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;SD;SD;8350;6.89;0;0;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;PP;PP;706;0.58;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;SPI;SPI;277;0.23;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;FI;FI;236;0.19;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;ND;ND;17;0.01;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;ENH;ENH;7;0.01;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;KLP;KLP;4;0.00;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;RS;RS;2;0.00;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;Sjvåp;SJVÅP;0;0.00;;;0;6
2010;rd;valkrets;1419;Västra Götalands läns södra;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;6
2010;rd;valkrets;1417;Västra Götalands läns västra;M;M;73853;32.82;4;0;4;12
2010;rd;valkrets;1417;Västra Götalands läns västra;C;C;13563;6.03;1;0;1;12
2010;rd;valkrets;1417;Västra Götalands läns västra;FP;L;20194;8.97;1;0;1;12
2010;rd;valkrets;1417;Västra Götalands läns västra;KD;KD;16525;7.34;1;0;1;12
2010;rd;valkrets;1417;Västra Götalands läns västra;S;S;59477;26.43;3;0;4;12
2010;rd;valkrets;1417;Västra Götalands läns västra;V;V;10506;4.67;1;1;1;12
2010;rd;valkrets;1417;Västra Götalands läns västra;MP;MP;15794;7.02;1;0;1;12
2010;rd;valkrets;1417;Västra Götalands läns västra;SD;SD;12504;5.56;1;0;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;PP;PP;1404;0.62;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;FI;FI;843;0.37;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;SPI;SPI;155;0.07;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;RS;RS;38;0.02;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;ND;ND;22;0.01;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;ENH;ENH;19;0.01;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;KLP;KLP;15;0.01;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;Sjvåp;SJVÅP;5;0.00;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;EAP;EAP;4;0.00;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;0518;0518;0;0.00;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;Riksh;RIKSH;0;0.00;;;0;12
2010;rd;valkrets;1417;Västra Götalands läns västra;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;12
2010;rd;valkrets;1420;Västra Götalands läns östra;M;M;47049;27.91;3;0;3;9
2010;rd;valkrets;1420;Västra Götalands läns östra;C;C;13914;8.25;1;0;1;9
2010;rd;valkrets;1420;Västra Götalands läns östra;FP;L;10387;6.16;1;1;1;9
2010;rd;valkrets;1420;Västra Götalands läns östra;KD;KD;11092;6.58;1;0;1;9
2010;rd;valkrets;1420;Västra Götalands läns östra;S;S;57095;33.87;4;0;4;9
2010;rd;valkrets;1420;Västra Götalands läns östra;V;V;8223;4.88;0;0;1;9
2010;rd;valkrets;1420;Västra Götalands läns östra;MP;MP;9440;5.60;0;0;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;SD;SD;9725;5.77;0;0;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;PP;PP;1081;0.64;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;FI;FI;382;0.23;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;ND;ND;17;0.01;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;KLP;KLP;10;0.01;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;SPI;SPI;7;0.00;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;RS;RS;6;0.00;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;ENH;ENH;5;0.00;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;Sjvåp;SJVÅP;4;0.00;;;0;9
2010;rd;valkrets;1420;Västra Götalands läns östra;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;9
2010;rd;valkrets;1822;Örebro län;M;M;43791;24.01;3;0;2;9
2010;rd;valkrets;1822;Örebro län;C;C;9807;5.38;0;0;1;9
2010;rd;valkrets;1822;Örebro län;FP;L;11415;6.26;1;0;1;9
2010;rd;valkrets;1822;Örebro län;KD;KD;11235;6.16;1;1;1;9
2010;rd;valkrets;1822;Örebro län;S;S;70818;38.83;4;0;5;9
2010;rd;valkrets;1822;Örebro län;V;V;10311;5.65;1;1;1;9
2010;rd;valkrets;1822;Örebro län;MP;MP;11846;6.50;1;0;1;9
2010;rd;valkrets;1822;Örebro län;SD;SD;11136;6.11;1;1;0;9
2010;rd;valkrets;1822;Örebro län;PP;PP;1049;0.58;;;0;9
2010;rd;valkrets;1822;Örebro län;FI;FI;481;0.26;;;0;9
2010;rd;valkrets;1822;Örebro län;SPI;SPI;254;0.14;;;0;9
2010;rd;valkrets;1822;Örebro län;RS;RS;41;0.02;;;0;9
2010;rd;valkrets;1822;Örebro län;ND;ND;24;0.01;;;0;9
2010;rd;valkrets;1822;Örebro län;ENH;ENH;17;0.01;;;0;9
2010;rd;valkrets;1822;Örebro län;KLP;KLP;12;0.01;;;0;9
2010;rd;valkrets;1822;Örebro län;Sjvåp;SJVÅP;4;0.00;;;0;9
2010;rd;valkrets;1822;Örebro län;EAP;EAP;3;0.00;;;0;9
2010;rd;valkrets;1822;Örebro län;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;9
2010;rd;valkrets;0505;Östergötlands län;M;M;80141;28.65;4;0;4;14
2010;rd;valkrets;0505;Östergötlands län;C;C;17561;6.28;1;0;1;14
2010;rd;valkrets;0505;Östergötlands län;FP;L;19017;6.80;1;0;1;14
2010;rd;valkrets;0505;Östergötlands län;KD;KD;16357;5.85;1;0;1;14
2010;rd;valkrets;0505;Östergötlands län;S;S;92164;32.95;5;0;6;14
2010;rd;valkrets;0505;Östergötlands län;V;V;14242;5.09;1;1;1;14
2010;rd;valkrets;0505;Östergötlands län;MP;MP;21225;7.59;1;0;1;14
2010;rd;valkrets;0505;Östergötlands län;SD;SD;14862;5.31;1;0;0;14
2010;rd;valkrets;0505;Östergötlands län;PP;PP;1982;0.71;;;0;14
2010;rd;valkrets;0505;Östergötlands län;SPI;SPI;1028;0.37;;;0;14
2010;rd;valkrets;0505;Östergötlands län;FI;FI;850;0.30;;;0;14
2010;rd;valkrets;0505;Östergötlands län;ENH;ENH;42;0.02;;;0;14
2010;rd;valkrets;0505;Östergötlands län;KLP;KLP;28;0.01;;;0;14
2010;rd;valkrets;0505;Östergötlands län;ND;ND;26;0.01;;;0;14
2010;rd;valkrets;0505;Östergötlands län;RS;RS;3;0.00;;;0;14
2010;rd;valkrets;0505;Östergötlands län;Sjvåp;SJVÅP;1;0.00;;;0;14
2010;rd;valkrets;0505;Östergötlands län;ÖVRIGA_FGVAL;ÖVRIGA_FGVAL;0;0.00;;;0;14
