ar_fg;val;kod_2014;namn_2014;parti;roster_2014;roster_fgval
2010;kf;14800001;Uppsamlingsdistrikt;M;350;337
2010;kf;14800001;Uppsamlingsdistrikt;C;52;47
2010;kf;14800001;Uppsamlingsdistrikt;L;89;111
2010;kf;14800001;Uppsamlingsdistrikt;KD;50;41
2010;kf;14800001;Uppsamlingsdistrikt;S;478;568
2010;kf;14800001;Uppsamlingsdistrikt;V;160;136
2010;kf;14800001;Uppsamlingsdistrikt;MP;248;205
2010;kf;14800001;Uppsamlingsdistrikt;SD;128;82
2010;kf;14800001;Uppsamlingsdistrikt;FI;89;34
2010;kf;14800001;Uppsamlingsdistrikt;VÄGV;40;59
2010;kf;14800001;Uppsamlingsdistrikt;PP;7;16
2010;kf;14800001;Uppsamlingsdistrikt;RS;4;6
2010;kf;14800001;Uppsamlingsdistrikt;K;3;7
2010;kf;14800001;Uppsamlingsdistrikt;TOP;2;2
2010;kf;14800001;Uppsamlingsdistrikt;SOC.P;0;3
2010;kf;14800001;Uppsamlingsdistrikt;HANDSKRIVNA;6;2
2010;kf;14800001;Uppsamlingsdistrikt;GILTIGA;1729;1656
2010;kf;14800001;Uppsamlingsdistrikt;BLANK;38;45
2010;kf;14800001;Uppsamlingsdistrikt;OG;4;1
2010;kf;14800002;Uppsamlingsdistrikt;M;338;345
2010;kf;14800002;Uppsamlingsdistrikt;C;65;50
2010;kf;14800002;Uppsamlingsdistrikt;L;109;106
2010;kf;14800002;Uppsamlingsdistrikt;KD;37;66
2010;kf;14800002;Uppsamlingsdistrikt;S;554;660
2010;kf;14800002;Uppsamlingsdistrikt;V;198;128
2010;kf;14800002;Uppsamlingsdistrikt;MP;318;250
2010;kf;14800002;Uppsamlingsdistrikt;SD;114;56
2010;kf;14800002;Uppsamlingsdistrikt;FI;81;37
2010;kf;14800002;Uppsamlingsdistrikt;VÄGV;24;23
2010;kf;14800002;Uppsamlingsdistrikt;PP;13;11
2010;kf;14800002;Uppsamlingsdistrikt;K;11;13
2010;kf;14800002;Uppsamlingsdistrikt;RS;7;9
2010;kf;14800002;Uppsamlingsdistrikt;SOC.P;3;3
2010;kf;14800002;Uppsamlingsdistrikt;1016;1;1
2010;kf;14800002;Uppsamlingsdistrikt;HANDSKRIVNA;4;7
2010;kf;14800002;Uppsamlingsdistrikt;GILTIGA;1895;1765
2010;kf;14800002;Uppsamlingsdistrikt;BLANK;41;41
2010;kf;14800002;Uppsamlingsdistrikt;OG;7;2
2010;kf;14800003;Uppsamlingsdistrikt;M;671;807
2010;kf;14800003;Uppsamlingsdistrikt;C;100;82
2010;kf;14800003;Uppsamlingsdistrikt;L;229;229
2010;kf;14800003;Uppsamlingsdistrikt;KD;62;71
2010;kf;14800003;Uppsamlingsdistrikt;S;398;461
2010;kf;14800003;Uppsamlingsdistrikt;V;242;211
2010;kf;14800003;Uppsamlingsdistrikt;MP;432;432
2010;kf;14800003;Uppsamlingsdistrikt;SD;120;57
2010;kf;14800003;Uppsamlingsdistrikt;FI;134;50
2010;kf;14800003;Uppsamlingsdistrikt;VÄGV;30;44
2010;kf;14800003;Uppsamlingsdistrikt;PP;15;10
2010;kf;14800003;Uppsamlingsdistrikt;RS;8;5
2010;kf;14800003;Uppsamlingsdistrikt;K;7;6
2010;kf;14800003;Uppsamlingsdistrikt;SOC.P;5;3
2010;kf;14800003;Uppsamlingsdistrikt;1016;0;5
2010;kf;14800003;Uppsamlingsdistrikt;HANDSKRIVNA;4;10
2010;kf;14800003;Uppsamlingsdistrikt;GILTIGA;2503;2483
2010;kf;14800003;Uppsamlingsdistrikt;BLANK;46;58
2010;kf;14800003;Uppsamlingsdistrikt;OG;4;2
2010;kf;14800004;Uppsamlingsdistrikt;M;424;386
2010;kf;14800004;Uppsamlingsdistrikt;C;61;41
2010;kf;14800004;Uppsamlingsdistrikt;L;123;128
2010;kf;14800004;Uppsamlingsdistrikt;KD;68;57
2010;kf;14800004;Uppsamlingsdistrikt;S;276;358
2010;kf;14800004;Uppsamlingsdistrikt;V;199;121
2010;kf;14800004;Uppsamlingsdistrikt;MP;289;249
2010;kf;14800004;Uppsamlingsdistrikt;SD;96;52
2010;kf;14800004;Uppsamlingsdistrikt;FI;100;26
2010;kf;14800004;Uppsamlingsdistrikt;VÄGV;31;20
2010;kf;14800004;Uppsamlingsdistrikt;PP;10;8
2010;kf;14800004;Uppsamlingsdistrikt;K;8;8
2010;kf;14800004;Uppsamlingsdistrikt;SOC.P;2;4
2010;kf;14800004;Uppsamlingsdistrikt;1016;0;2
2010;kf;14800004;Uppsamlingsdistrikt;RS;0;2
2010;kf;14800004;Uppsamlingsdistrikt;HANDSKRIVNA;4;6
2010;kf;14800004;Uppsamlingsdistrikt;GILTIGA;1711;1468
2010;kf;14800004;Uppsamlingsdistrikt;BLANK;29;40
2010;kf;14800004;Uppsamlingsdistrikt;OG;5;1
2010;kf;14801011;Majorna-Linné, Klippan;M;184;245
2010;kf;14801011;Majorna-Linné, Klippan;C;20;26
2010;kf;14801011;Majorna-Linné, Klippan;L;75;77
2010;kf;14801011;Majorna-Linné, Klippan;KD;24;21
2010;kf;14801011;Majorna-Linné, Klippan;S;254;379
2010;kf;14801011;Majorna-Linné, Klippan;V;299;243
2010;kf;14801011;Majorna-Linné, Klippan;MP;233;260
2010;kf;14801011;Majorna-Linné, Klippan;SD;98;45
2010;kf;14801011;Majorna-Linné, Klippan;FI;143;34
2010;kf;14801011;Majorna-Linné, Klippan;VÄGV;45;27
2010;kf;14801011;Majorna-Linné, Klippan;K;26;32
2010;kf;14801011;Majorna-Linné, Klippan;PP;10;8
2010;kf;14801011;Majorna-Linné, Klippan;1016;2;7
2010;kf;14801011;Majorna-Linné, Klippan;TOP;1;1
2010;kf;14801011;Majorna-Linné, Klippan;RS;0;4
2010;kf;14801011;Majorna-Linné, Klippan;SOC.P;0;1
2010;kf;14801011;Majorna-Linné, Klippan;HANDSKRIVNA;1;1
2010;kf;14801011;Majorna-Linné, Klippan;GILTIGA;1452;1411
2010;kf;14801011;Majorna-Linné, Klippan;BLANK;19;24
2010;kf;14801011;Majorna-Linné, Klippan;OG;1;0
2010;kf;14801011;Majorna-Linné, Klippan;SUMMA_RÖSTER;1472;1435
2010;kf;14801011;Majorna-Linné, Klippan;RÖSTBERÄTTIGADE;1738;1739
2010;kf;14801012;Majorna-Linné, Kungsladugård;M;125;142
2010;kf;14801012;Majorna-Linné, Kungsladugård;C;29;24
2010;kf;14801012;Majorna-Linné, Kungsladugård;L;51;50
2010;kf;14801012;Majorna-Linné, Kungsladugård;KD;8;19
2010;kf;14801012;Majorna-Linné, Kungsladugård;S;193;294
2010;kf;14801012;Majorna-Linné, Kungsladugård;V;295;213
2010;kf;14801012;Majorna-Linné, Kungsladugård;MP;216;230
2010;kf;14801012;Majorna-Linné, Kungsladugård;SD;70;37
2010;kf;14801012;Majorna-Linné, Kungsladugård;FI;134;41
2010;kf;14801012;Majorna-Linné, Kungsladugård;VÄGV;24;44
2010;kf;14801012;Majorna-Linné, Kungsladugård;K;25;33
2010;kf;14801012;Majorna-Linné, Kungsladugård;PP;7;10
2010;kf;14801012;Majorna-Linné, Kungsladugård;1016;1;2
2010;kf;14801012;Majorna-Linné, Kungsladugård;SOC.P;1;4
2010;kf;14801012;Majorna-Linné, Kungsladugård;RS;0;2
2010;kf;14801012;Majorna-Linné, Kungsladugård;HANDSKRIVNA;0;2
2010;kf;14801012;Majorna-Linné, Kungsladugård;GILTIGA;1217;1147
2010;kf;14801012;Majorna-Linné, Kungsladugård;BLANK;13;13
2010;kf;14801012;Majorna-Linné, Kungsladugård;OG;0;0
2010;kf;14801012;Majorna-Linné, Kungsladugård;SUMMA_RÖSTER;1230;1160
2010;kf;14801012;Majorna-Linné, Kungsladugård;RÖSTBERÄTTIGADE;1490;1424
2010;kf;14801013;Majorna-Linné, Mariaplan;M;89;113
2010;kf;14801013;Majorna-Linné, Mariaplan;C;19;24
2010;kf;14801013;Majorna-Linné, Mariaplan;L;44;43
2010;kf;14801013;Majorna-Linné, Mariaplan;KD;10;19
2010;kf;14801013;Majorna-Linné, Mariaplan;S;156;263
2010;kf;14801013;Majorna-Linné, Mariaplan;V;284;206
2010;kf;14801013;Majorna-Linné, Mariaplan;MP;200;248
2010;kf;14801013;Majorna-Linné, Mariaplan;SD;60;41
2010;kf;14801013;Majorna-Linné, Mariaplan;FI;143;39
2010;kf;14801013;Majorna-Linné, Mariaplan;VÄGV;35;25
2010;kf;14801013;Majorna-Linné, Mariaplan;K;20;33
2010;kf;14801013;Majorna-Linné, Mariaplan;PP;4;12
2010;kf;14801013;Majorna-Linné, Mariaplan;1016;2;4
2010;kf;14801013;Majorna-Linné, Mariaplan;SOC.P;2;3
2010;kf;14801013;Majorna-Linné, Mariaplan;RS;1;1
2010;kf;14801013;Majorna-Linné, Mariaplan;HANDSKRIVNA;4;1
2010;kf;14801013;Majorna-Linné, Mariaplan;GILTIGA;1102;1075
2010;kf;14801013;Majorna-Linné, Mariaplan;BLANK;11;7
2010;kf;14801013;Majorna-Linné, Mariaplan;OG;0;0
2010;kf;14801013;Majorna-Linné, Mariaplan;SUMMA_RÖSTER;1113;1082
2010;kf;14801013;Majorna-Linné, Mariaplan;RÖSTBERÄTTIGADE;1338;1301
2010;kf;14801014;Majorna-Linné, Silverkällan;M;80;127
2010;kf;14801014;Majorna-Linné, Silverkällan;C;14;21
2010;kf;14801014;Majorna-Linné, Silverkällan;L;50;55
2010;kf;14801014;Majorna-Linné, Silverkällan;KD;19;16
2010;kf;14801014;Majorna-Linné, Silverkällan;S;189;289
2010;kf;14801014;Majorna-Linné, Silverkällan;V;306;227
2010;kf;14801014;Majorna-Linné, Silverkällan;MP;229;264
2010;kf;14801014;Majorna-Linné, Silverkällan;SD;55;35
2010;kf;14801014;Majorna-Linné, Silverkällan;FI;142;43
2010;kf;14801014;Majorna-Linné, Silverkällan;VÄGV;52;39
2010;kf;14801014;Majorna-Linné, Silverkällan;K;16;27
2010;kf;14801014;Majorna-Linné, Silverkällan;PP;4;9
2010;kf;14801014;Majorna-Linné, Silverkällan;1016;2;2
2010;kf;14801014;Majorna-Linné, Silverkällan;SOC.P;1;5
2010;kf;14801014;Majorna-Linné, Silverkällan;0450;0;1
2010;kf;14801014;Majorna-Linné, Silverkällan;HANDSKRIVNA;0;2
2010;kf;14801014;Majorna-Linné, Silverkällan;GILTIGA;1207;1162
2010;kf;14801014;Majorna-Linné, Silverkällan;BLANK;14;17
2010;kf;14801014;Majorna-Linné, Silverkällan;OG;1;0
2010;kf;14801014;Majorna-Linné, Silverkällan;SUMMA_RÖSTER;1222;1179
2010;kf;14801014;Majorna-Linné, Silverkällan;RÖSTBERÄTTIGADE;1479;1486
2010;kf;14801015;Majorna-Linné, Skytteskogen;M;206;269
2010;kf;14801015;Majorna-Linné, Skytteskogen;C;45;34
2010;kf;14801015;Majorna-Linné, Skytteskogen;L;142;158
2010;kf;14801015;Majorna-Linné, Skytteskogen;KD;60;46
2010;kf;14801015;Majorna-Linné, Skytteskogen;S;169;282
2010;kf;14801015;Majorna-Linné, Skytteskogen;V;222;185
2010;kf;14801015;Majorna-Linné, Skytteskogen;MP;305;301
2010;kf;14801015;Majorna-Linné, Skytteskogen;SD;54;33
2010;kf;14801015;Majorna-Linné, Skytteskogen;FI;110;37
2010;kf;14801015;Majorna-Linné, Skytteskogen;VÄGV;55;34
2010;kf;14801015;Majorna-Linné, Skytteskogen;K;5;21
2010;kf;14801015;Majorna-Linné, Skytteskogen;PP;5;3
2010;kf;14801015;Majorna-Linné, Skytteskogen;RS;1;1
2010;kf;14801015;Majorna-Linné, Skytteskogen;SOC.P;0;2
2010;kf;14801015;Majorna-Linné, Skytteskogen;HANDSKRIVNA;1;2
2010;kf;14801015;Majorna-Linné, Skytteskogen;GILTIGA;1441;1408
2010;kf;14801015;Majorna-Linné, Skytteskogen;BLANK;9;13
2010;kf;14801015;Majorna-Linné, Skytteskogen;OG;0;0
2010;kf;14801015;Majorna-Linné, Skytteskogen;SUMMA_RÖSTER;1450;1421
2010;kf;14801015;Majorna-Linné, Skytteskogen;RÖSTBERÄTTIGADE;1715;1688
2010;kf;14801021;Majorna-Linné, Sandarne;M;153;196
2010;kf;14801021;Majorna-Linné, Sandarne;C;17;23
2010;kf;14801021;Majorna-Linné, Sandarne;L;52;72
2010;kf;14801021;Majorna-Linné, Sandarne;KD;28;26
2010;kf;14801021;Majorna-Linné, Sandarne;S;217;362
2010;kf;14801021;Majorna-Linné, Sandarne;V;297;191
2010;kf;14801021;Majorna-Linné, Sandarne;MP;219;199
2010;kf;14801021;Majorna-Linné, Sandarne;SD;109;80
2010;kf;14801021;Majorna-Linné, Sandarne;FI;125;52
2010;kf;14801021;Majorna-Linné, Sandarne;VÄGV;49;39
2010;kf;14801021;Majorna-Linné, Sandarne;K;16;23
2010;kf;14801021;Majorna-Linné, Sandarne;PP;10;8
2010;kf;14801021;Majorna-Linné, Sandarne;SOC.P;2;4
2010;kf;14801021;Majorna-Linné, Sandarne;1016;1;2
2010;kf;14801021;Majorna-Linné, Sandarne;RS;1;7
2010;kf;14801021;Majorna-Linné, Sandarne;HANDSKRIVNA;0;1
2010;kf;14801021;Majorna-Linné, Sandarne;GILTIGA;1334;1285
2010;kf;14801021;Majorna-Linné, Sandarne;BLANK;20;10
2010;kf;14801021;Majorna-Linné, Sandarne;OG;1;0
2010;kf;14801021;Majorna-Linné, Sandarne;SUMMA_RÖSTER;1355;1295
2010;kf;14801021;Majorna-Linné, Sandarne;RÖSTBERÄTTIGADE;1780;1720
2010;kf;14801031;Majorna-Linné, Godhem;M;118;165
2010;kf;14801031;Majorna-Linné, Godhem;C;17;26
2010;kf;14801031;Majorna-Linné, Godhem;L;70;80
2010;kf;14801031;Majorna-Linné, Godhem;KD;32;38
2010;kf;14801031;Majorna-Linné, Godhem;S;153;243
2010;kf;14801031;Majorna-Linné, Godhem;V;217;168
2010;kf;14801031;Majorna-Linné, Godhem;MP;158;159
2010;kf;14801031;Majorna-Linné, Godhem;SD;43;27
2010;kf;14801031;Majorna-Linné, Godhem;FI;95;30
2010;kf;14801031;Majorna-Linné, Godhem;VÄGV;36;38
2010;kf;14801031;Majorna-Linné, Godhem;K;13;25
2010;kf;14801031;Majorna-Linné, Godhem;PP;4;10
2010;kf;14801031;Majorna-Linné, Godhem;1016;3;4
2010;kf;14801031;Majorna-Linné, Godhem;SOC.P;2;9
2010;kf;14801031;Majorna-Linné, Godhem;RS;1;2
2010;kf;14801031;Majorna-Linné, Godhem;HANDSKRIVNA;0;2
2010;kf;14801031;Majorna-Linné, Godhem;GILTIGA;1001;1026
2010;kf;14801031;Majorna-Linné, Godhem;BLANK;8;6
2010;kf;14801031;Majorna-Linné, Godhem;OG;0;1
2010;kf;14801031;Majorna-Linné, Godhem;SUMMA_RÖSTER;1009;1033
2010;kf;14801031;Majorna-Linné, Godhem;RÖSTBERÄTTIGADE;1177;1204
2010;kf;14801032;Majorna-Linné, Gråberget;M;210;300
2010;kf;14801032;Majorna-Linné, Gråberget;C;36;23
2010;kf;14801032;Majorna-Linné, Gråberget;L;121;99
2010;kf;14801032;Majorna-Linné, Gråberget;KD;44;41
2010;kf;14801032;Majorna-Linné, Gråberget;S;216;327
2010;kf;14801032;Majorna-Linné, Gråberget;V;208;151
2010;kf;14801032;Majorna-Linné, Gråberget;MP;202;205
2010;kf;14801032;Majorna-Linné, Gråberget;SD;80;52
2010;kf;14801032;Majorna-Linné, Gråberget;FI;77;18
2010;kf;14801032;Majorna-Linné, Gråberget;VÄGV;74;78
2010;kf;14801032;Majorna-Linné, Gråberget;K;17;18
2010;kf;14801032;Majorna-Linné, Gråberget;PP;5;4
2010;kf;14801032;Majorna-Linné, Gråberget;SOC.P;3;1
2010;kf;14801032;Majorna-Linné, Gråberget;1016;0;1
2010;kf;14801032;Majorna-Linné, Gråberget;RS;0;2
2010;kf;14801032;Majorna-Linné, Gråberget;HANDSKRIVNA;1;0
2010;kf;14801032;Majorna-Linné, Gråberget;GILTIGA;1326;1320
2010;kf;14801032;Majorna-Linné, Gråberget;BLANK;11;23
2010;kf;14801032;Majorna-Linné, Gråberget;OG;1;0
2010;kf;14801032;Majorna-Linné, Gråberget;SUMMA_RÖSTER;1338;1343
2010;kf;14801032;Majorna-Linné, Gråberget;RÖSTBERÄTTIGADE;1609;1639
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;M;116;171
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;C;25;30
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;L;60;63
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;KD;22;19
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;S;179;294
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;V;342;237
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;MP;248;275
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;SD;45;25
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;FI;168;59
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;VÄGV;31;45
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;K;32;33
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;PP;5;5
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;RS;3;8
2010;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;1016;1;6
