ar;val;kod;namn;kon;medborgarskap;aldersgrupp;antal
2018;rf;14801112;Centrum, Eklanda Södra;Män;Svenska medborgare;50-64;90
2018;rf;14801112;Centrum, Eklanda Södra;Kvinnor;Svenska medborgare;50-64;96
2018;rf;14801112;Centrum, Eklanda Södra;Män;Ej svenska medborgare;50-64;2
2018;rf;14801112;Centrum, Eklanda Södra;Kvinnor;Ej svenska medborgare;50-64;2
2018;rf;14801112;Centrum, Eklanda Södra;Män;Svenska medborgare;65-;75
2018;rf;14801112;Centrum, Eklanda Södra;Kvinnor;Svenska medborgare;65-;111
2018;rf;14801112;Centrum, Eklanda Södra;Män;Ej svenska medborgare;65-;1
2018;rf;14801112;Centrum, Eklanda Södra;Kvinnor;Ej svenska medborgare;65-;3
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Svenska medborgare;18-29 förstagångsväljare;24
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;34
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Svenska medborgare;18-29 ej förstagångsväljare;133
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;115
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;9
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;7
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Svenska medborgare;30-49;177
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Svenska medborgare;30-49;166
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Ej svenska medborgare;30-49;16
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Ej svenska medborgare;30-49;14
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Svenska medborgare;50-64;174
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Svenska medborgare;50-64;194
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Ej svenska medborgare;50-64;3
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Ej svenska medborgare;50-64;9
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Svenska medborgare;65-;156
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Svenska medborgare;65-;206
2018;rf;14801113;Centrum, Johanneberg, Nedre;Män;Ej svenska medborgare;65-;5
2018;rf;14801113;Centrum, Johanneberg, Nedre;Kvinnor;Ej svenska medborgare;65-;2
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Svenska medborgare;18-29 förstagångsväljare;74
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;35
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Ej svenska medborgare;18-29 förstagångsväljare;1
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;1
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Svenska medborgare;18-29 ej förstagångsväljare;341
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;223
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;20
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;13
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Svenska medborgare;30-49;120
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Svenska medborgare;30-49;79
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Ej svenska medborgare;30-49;27
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Ej svenska medborgare;30-49;12
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Svenska medborgare;50-64;19
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Svenska medborgare;50-64;31
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Ej svenska medborgare;50-64;1
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Ej svenska medborgare;50-64;2
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Svenska medborgare;65-;22
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Svenska medborgare;65-;17
2018;rf;14801114;Centrum, Johanneberg, Västra;Män;Ej svenska medborgare;65-;1
2018;rf;14801114;Centrum, Johanneberg, Västra;Kvinnor;Ej svenska medborgare;65-;2
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Svenska medborgare;18-29 förstagångsväljare;16
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;15
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Svenska medborgare;18-29 ej förstagångsväljare;148
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;139
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;3
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;11
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Svenska medborgare;30-49;203
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Svenska medborgare;30-49;172
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Ej svenska medborgare;30-49;22
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Ej svenska medborgare;30-49;17
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Svenska medborgare;50-64;92
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Svenska medborgare;50-64;110
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Ej svenska medborgare;50-64;2
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Ej svenska medborgare;50-64;2
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Svenska medborgare;65-;68
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Svenska medborgare;65-;96
2018;rf;14801115;Centrum, Johanneberg, Östra;Män;Ej svenska medborgare;65-;1
2018;rf;14801115;Centrum, Johanneberg, Östra;Kvinnor;Ej svenska medborgare;65-;1
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Svenska medborgare;18-29 förstagångsväljare;43
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;48
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;3
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Svenska medborgare;18-29 ej förstagångsväljare;216
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;167
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;39
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;25
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Svenska medborgare;30-49;104
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;30-49;96
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;30-49;35
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;30-49;26
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Svenska medborgare;50-64;65
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;50-64;84
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;50-64;3
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;50-64;3
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Svenska medborgare;65-;51
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;65-;97
2018;rf;14801116;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;65-;1
2018;rf;14801116;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;65-;0
2018;rf;14801121;Centrum, Landala;Män;Svenska medborgare;18-29 förstagångsväljare;33
2018;rf;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;27
2018;rf;14801121;Centrum, Landala;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801121;Centrum, Landala;Män;Svenska medborgare;18-29 ej förstagångsväljare;123
2018;rf;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;155
2018;rf;14801121;Centrum, Landala;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;9
2018;rf;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;9
2018;rf;14801121;Centrum, Landala;Män;Svenska medborgare;30-49;226
2018;rf;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;30-49;226
2018;rf;14801121;Centrum, Landala;Män;Ej svenska medborgare;30-49;12
2018;rf;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;30-49;9
2018;rf;14801121;Centrum, Landala;Män;Svenska medborgare;50-64;133
2018;rf;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;50-64;136
2018;rf;14801121;Centrum, Landala;Män;Ej svenska medborgare;50-64;4
2018;rf;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;50-64;5
2018;rf;14801121;Centrum, Landala;Män;Svenska medborgare;65-;108
2018;rf;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;65-;189
2018;rf;14801121;Centrum, Landala;Män;Ej svenska medborgare;65-;5
2018;rf;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;65-;6
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;18-29 förstagångsväljare;17
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;28
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;4
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;18-29 ej förstagångsväljare;121
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;124
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;7
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;13
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;30-49;232
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;30-49;229
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;30-49;22
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;30-49;11
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;50-64;141
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;50-64;165
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;50-64;10
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;50-64;5
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;65-;133
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;65-;242
2018;rf;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;65-;8
2018;rf;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;65-;4
2018;rf;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;18-29 förstagångsväljare;28
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;24
2018;rf;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;18-29 förstagångsväljare;1
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;2
2018;rf;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;18-29 ej förstagångsväljare;177
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;193
2018;rf;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;13
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;10
2018;rf;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;30-49;166
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;30-49;127
2018;rf;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;30-49;25
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;30-49;24
2018;rf;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;50-64;97
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;50-64;102
2018;rf;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;50-64;9
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;50-64;9
2018;rf;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;65-;103
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;65-;185
2018;rf;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;65-;2
2018;rf;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;65-;5
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Svenska medborgare;18-29 förstagångsväljare;55
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;43
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Ej svenska medborgare;18-29 förstagångsväljare;2
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;1
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Svenska medborgare;18-29 ej förstagångsväljare;168
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;163
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;25
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;17
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Svenska medborgare;30-49;205
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Svenska medborgare;30-49;221
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Ej svenska medborgare;30-49;25
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Ej svenska medborgare;30-49;29
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Svenska medborgare;50-64;93
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Svenska medborgare;50-64;98
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Ej svenska medborgare;50-64;10
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Ej svenska medborgare;50-64;4
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Svenska medborgare;65-;62
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Svenska medborgare;65-;79
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Män;Ej svenska medborgare;65-;1
2018;rf;14801131;Centrum, Doktor Forselius Backe m fl;Kvinnor;Ej svenska medborgare;65-;2
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Svenska medborgare;18-29 förstagångsväljare;24
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;15
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Ej svenska medborgare;18-29 förstagångsväljare;3
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;2
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Svenska medborgare;18-29 ej förstagångsväljare;120
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;114
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;4
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;15
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Svenska medborgare;30-49;255
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Svenska medborgare;30-49;231
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Ej svenska medborgare;30-49;25
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Ej svenska medborgare;30-49;19
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Svenska medborgare;50-64;129
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Svenska medborgare;50-64;133
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Ej svenska medborgare;50-64;8
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Ej svenska medborgare;50-64;6
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Svenska medborgare;65-;123
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Svenska medborgare;65-;165
2018;rf;14801132;Centrum, Guldheden Vattentornet;Män;Ej svenska medborgare;65-;2
2018;rf;14801132;Centrum, Guldheden Vattentornet;Kvinnor;Ej svenska medborgare;65-;2
2018;rf;14801133;Centrum, Guldheden Östra;Män;Svenska medborgare;18-29 förstagångsväljare;22
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;35
2018;rf;14801133;Centrum, Guldheden Östra;Män;Ej svenska medborgare;18-29 förstagångsväljare;1
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801133;Centrum, Guldheden Östra;Män;Svenska medborgare;18-29 ej förstagångsväljare;109
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;91
2018;rf;14801133;Centrum, Guldheden Östra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;4
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;7
2018;rf;14801133;Centrum, Guldheden Östra;Män;Svenska medborgare;30-49;165
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Svenska medborgare;30-49;155
2018;rf;14801133;Centrum, Guldheden Östra;Män;Ej svenska medborgare;30-49;19
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Ej svenska medborgare;30-49;17
2018;rf;14801133;Centrum, Guldheden Östra;Män;Svenska medborgare;50-64;96
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Svenska medborgare;50-64;93
2018;rf;14801133;Centrum, Guldheden Östra;Män;Ej svenska medborgare;50-64;6
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Ej svenska medborgare;50-64;8
2018;rf;14801133;Centrum, Guldheden Östra;Män;Svenska medborgare;65-;114
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Svenska medborgare;65-;171
2018;rf;14801133;Centrum, Guldheden Östra;Män;Ej svenska medborgare;65-;1
2018;rf;14801133;Centrum, Guldheden Östra;Kvinnor;Ej svenska medborgare;65-;7
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Svenska medborgare;18-29 förstagångsväljare;26
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;20
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;18-29 förstagångsväljare;3
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Svenska medborgare;18-29 ej förstagångsväljare;116
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;112
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;14
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;16
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Svenska medborgare;30-49;203
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;30-49;207
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;30-49;14
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;30-49;12
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Svenska medborgare;50-64;116
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;50-64;124
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;50-64;7
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;50-64;2
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Svenska medborgare;65-;85
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;65-;137
2018;rf;14801134;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;65-;2
2018;rf;14801134;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;65-;1
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Svenska medborgare;18-29 förstagångsväljare;18
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;33
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;1
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Svenska medborgare;18-29 ej förstagångsväljare;128
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;130
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;9
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;10
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Svenska medborgare;30-49;213
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;30-49;182
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;30-49;24
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;30-49;23
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Svenska medborgare;50-64;78
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;50-64;114
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;50-64;6
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;50-64;3
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Svenska medborgare;65-;73
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;65-;105
2018;rf;14801135;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;65-;2
2018;rf;14801135;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;65-;4
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Svenska medborgare;18-29 förstagångsväljare;28
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;29
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;18-29 förstagångsväljare;2
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Svenska medborgare;18-29 ej förstagångsväljare;115
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;129
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;9
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;12
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Svenska medborgare;30-49;244
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;30-49;226
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;30-49;32
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;30-49;26
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Svenska medborgare;50-64;106
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;50-64;133
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;50-64;6
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;50-64;6
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Svenska medborgare;65-;94
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;65-;139
2018;rf;14801136;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;65-;4
2018;rf;14801136;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;65-;4
2018;rf;14801137;Centrum, Landala Egnahem;Män;Svenska medborgare;18-29 förstagångsväljare;13
2018;rf;14801137;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;18
2018;rf;14801137;Centrum, Landala Egnahem;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2018;rf;14801137;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;2
2018;rf;14801137;Centrum, Landala Egnahem;Män;Svenska medborgare;18-29 ej förstagångsväljare;126
2018;rf;14801137;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;160
2018;rf;14801137;Centrum, Landala Egnahem;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;8
2018;rf;14801137;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;10
2018;rf;14801137;Centrum, Landala Egnahem;Män;Svenska medborgare;30-49;234
2018;rf;14801137;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;30-49;197
