ar;val;kod;namn;summa_kategorier;rostberattigade_resultatfil;diff;kalla_fil
2010;rd;14800684;Örgryte, Sankt Pauli;1320;1320;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800685;Örgryte, Nya Lunden-Prästgårdsängen;1594;1594;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800686;Örgryte, Kärralund;1605;1605;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800711;Centrum, Burås;1449;1449;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800712;Centrum, Mossen;1341;1341;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800713;Centrum, Framnäs;1797;1797;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800714;Centrum, Olofshöjd;887;887;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800715;Centrum, Krokslätt;1752;1752;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800716;Centrum, Kristinehöjd;1345;1345;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800717;Centrum, Getebergsäng;1076;1076;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800721;Centrum, Nedre Johanneberg;1869;1869;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800722;Centrum, Övre Johanneberg;1401;1401;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800723;Centrum, Eklanda;1775;1775;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800724;Centrum, Södra Johanneberg;1445;1445;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800731;Centrum, Landalabergen m fl;1731;1731;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800732;Centrum, Landala;1341;1341;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800733;Centrum, Landalagången m fl;975;975;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800741;Centrum, Guldheden vattentornet;1522;1522;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800742;Centrum, Centrala Guldheden;1163;1163;0;slutligt_valresultat_valdistrikt_R.xls
