ar;val;valkrets;parti;fasta;utjamning;totalt;kalla
2014;kf;Göteborg, Väster;V;2;0;2;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148004 GILTIGA MANDAT
2014;kf;Göteborg, Väster;FI;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148004 GILTIGA MANDAT
2014;kf;Göteborg, Väster;KD;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148004 GILTIGA MANDAT
2014;kf;Göteborg, Väster;SD;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148004 GILTIGA MANDAT
2014;kf;Göteborg, Väster;VÄGV;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148004 GILTIGA MANDAT
2014;kf;Göteborg, Öster;S;7;0;7;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;M;4;0;4;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;MP;2;0;2;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;SD;2;0;2;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;V;2;0;2;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;FI;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;L;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2014;kf;Göteborg, Öster;VÄGV;1;0;1;slutresultat/slutresultat_1480K.xml KRETS_KOMMUN 148002 GILTIGA MANDAT
2018;rd;Göteborgs kommun;M;4;0;4;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;S;4;0;4;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;V;3;0;3;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;L;1;1;2;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;MP;1;1;2;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;SD;2;0;2;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;C;1;0;1;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rd;Göteborgs kommun;KD;1;0;1;2018_mandat.xlsx flik Mandatfördelning, VALTYP R VALKRETSKOD 16, kolumner FASTA MANDAT, UTJÄMNINGSMANDAT, SUMMA MANDAT
2018;rf;Göteborgs kommun;S;11;0;11;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;M;8;0;8;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;V;7;0;7;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;SD;4;1;5;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;D;4;0;4;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;L;4;0;4;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;C;2;1;3;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;MP;3;0;3;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;rf;Göteborgs kommun;KD;2;0;2;2018_mandat.xlsx flik Mandatfördelning, VALTYP L VALOMRÅDE Västra Götalands läns landsting VALKRETSKOD 1
2018;kf;Göteborg;S;17;0;17;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;D;14;0;14;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;M;12;0;12;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;V;11;0;11;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;SD;7;0;7;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;L;6;0;6;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;MP;6;0;6;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;C;3;0;3;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;KD;3;0;3;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2018;kf;Göteborg;FI;2;0;2;2018_mandat.xlsx flik Mandatfördelning, VALTYP K VALOMRÅDE Göteborg VALKRETSKOD 0
2022;rd;Göteborgs kommun;S;;;5;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;M;;;3;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;SD;;;3;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;MP;;;2;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;V;;;2;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;C;;;1;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;KD;;;1;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;rd;Göteborgs kommun;L;;;1;slutligt-valresultat-riksdagen-jamforande-statistik-2018-2022.xlsx flik Valkrets, block Göteborgs kommun, kolumn Mandat 2022 (fasta/utjamning saknas, filens kolumn Mandat 2018 avviker fran 2018_mandat.xlsx for SD)
2022;kf;Göteborg;S;22;0;22;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;M;15;0;15;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;V;13;0;13;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;SD;9;0;9;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;D;5;0;5;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;L;5;0;5;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;MP;5;0;5;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;KD;4;0;4;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
2022;kf;Göteborg;C;3;0;3;Mandatfordelning-jamforelser-mellan-2018-och-2022.xlsx flik Kommun, block Göteborg, kolumn 2022
