kod_2018;namn_2018;kod_2022;namn_2022;overlapp_m2;andel_av_2018;andel_av_2022
14801033;Majorna-Linné, Gråberget, Västra;14800536;Västra Centrum, Kusttorget;0.2;0.0000;0.0000
14801033;Majorna-Linné, Gråberget, Västra;14800542;Västra Centrum, Marieberg;0.0;0.0000;0.0000
14801034;Majorna-Linné, Gråberget, Östra;14800539;Västra Centrum, Gråberget Västra;107129.2;0.8347;0.9996
14801034;Majorna-Linné, Gråberget, Östra;14800540;Västra Centrum, Gråberget Östra;17621.0;0.1373;0.1048
14801034;Majorna-Linné, Gråberget, Östra;14800538;Västra Centrum, Slottsskogsgat. m fl;3588.9;0.0280;0.0260
14801034;Majorna-Linné, Gråberget, Östra;14800537;Västra Centrum, Chapmans Torg;2.5;0.0000;0.0000
14801034;Majorna-Linné, Gråberget, Östra;14800536;Västra Centrum, Kusttorget;0.6;0.0000;0.0000
14801035;Majorna-Linné, Hängmattan;14800547;Västra Centrum, Hängmattan;81708.7;0.9998;0.9998
14801035;Majorna-Linné, Hängmattan;14800536;Västra Centrum, Kusttorget;17.2;0.0002;0.0000
14801035;Majorna-Linné, Hängmattan;14800548;Västra Centrum, Gatenhielmska;1.1;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800536;Västra Centrum, Kusttorget;467540.6;0.9999;0.9999
14801036;Majorna-Linné, Majorna;14800936;Centrala Hisingen, Sörhallsberget S;16.4;0.0000;0.0001
14801036;Majorna-Linné, Majorna;14800934;Centrala Hisingen, Eriksberg Västra;11.6;0.0000;0.0001
14801036;Majorna-Linné, Majorna;14800534;Västra Centrum, Klippan;10.4;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800935;Centrala Hisingen, Eriksberg Östra;8.3;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800933;Centrala Hisingen, Färjenäs;6.3;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800537;Västra Centrum, Chapmans Torg;6.1;0.0000;0.0001
14801036;Majorna-Linné, Majorna;14800940;Centrala Hisingen, Lindholmen Södra;0.9;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800548;Västra Centrum, Gatenhielmska;0.8;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800539;Västra Centrum, Gråberget Västra;0.5;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800547;Västra Centrum, Hängmattan;0.3;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800542;Västra Centrum, Marieberg;0.0;0.0000;0.0000
14801036;Majorna-Linné, Majorna;14800540;Västra Centrum, Gråberget Östra;0.0;0.0000;0.0000
14801037;Majorna-Linné, Marieberg;14800542;Västra Centrum, Marieberg;69526.7;0.9460;0.9481
14801037;Majorna-Linné, Marieberg;14800540;Västra Centrum, Gråberget Östra;3934.1;0.0535;0.0234
14801037;Majorna-Linné, Marieberg;14800536;Västra Centrum, Kusttorget;20.5;0.0003;0.0000
14801037;Majorna-Linné, Marieberg;14800543;Västra Centrum, Klareborgsgatan m fl;11.8;0.0002;0.0001
14801037;Majorna-Linné, Marieberg;14800547;Västra Centrum, Hängmattan;5.8;0.0001;0.0001
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800538;Västra Centrum, Slottsskogsgat. m fl;126846.3;0.9999;0.9196
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800540;Västra Centrum, Gråberget Östra;6.9;0.0001;0.0000
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800530;Västra Centrum, Mariaplan;4.5;0.0000;0.0000
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800539;Västra Centrum, Gråberget Västra;2.8;0.0000;0.0000
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800535;Västra Centrum, Gröna Vallen;2.3;0.0000;0.0000
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800537;Västra Centrum, Chapmans Torg;1.6;0.0000;0.0000
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800528;Västra Centrum, Kungsladugård Östra;0.0;0.0000;0.0000
14801038;Majorna-Linné, Slottsskogsgatan m fl;14800529;Västra Centrum, Kungsladugård Västra;0.0;0.0000;0.0000
14801041;Majorna-Linné, Djurgårdsgatan m fl;14800546;Västra Centrum, Kommendörsgatan m fl;58790.4;0.9998;0.9521
14801041;Majorna-Linné, Djurgårdsgatan m fl;14800544;Västra Centrum, Karl Johan;6.1;0.0001;0.0001
14801041;Majorna-Linné, Djurgårdsgatan m fl;14800547;Västra Centrum, Hängmattan;5.0;0.0001;0.0001
14801041;Majorna-Linné, Djurgårdsgatan m fl;14800548;Västra Centrum, Gatenhielmska;0.2;0.0000;0.0000
14801042;Majorna-Linné, Gatenhielmska;14800548;Västra Centrum, Gatenhielmska;181873.3;0.9999;0.9999
14801042;Majorna-Linné, Gatenhielmska;14800940;Centrala Hisingen, Lindholmen Södra;17.5;0.0001;0.0001
14801042;Majorna-Linné, Gatenhielmska;14800502;Västra Centrum, Masthuggstorget;1.2;0.0000;0.0000
14801042;Majorna-Linné, Gatenhielmska;14800536;Västra Centrum, Kusttorget;1.1;0.0000;0.0000
14801042;Majorna-Linné, Gatenhielmska;14800545;Västra Centrum, Söderlingska Ängen;0.5;0.0000;0.0000
14801042;Majorna-Linné, Gatenhielmska;14800546;Västra Centrum, Kommendörsgatan m fl;0.4;0.0000;0.0000
14801042;Majorna-Linné, Gatenhielmska;14800503;Västra Centrum, Stigberget;0.0;0.0000;0.0000
14801042;Majorna-Linné, Gatenhielmska;14800917;Centrala Hisingen, Lundbyvassen;0.0;0.0000;0.0000
14801043;Majorna-Linné, Karl Johans torg;14800544;Västra Centrum, Karl Johan;114116.4;0.7949;0.9999
14801043;Majorna-Linné, Karl Johans torg;14800543;Västra Centrum, Klareborgsgatan m fl;22555.9;0.1571;0.2661
14801043;Majorna-Linné, Karl Johans torg;14800542;Västra Centrum, Marieberg;3809.6;0.0265;0.0519
14801043;Majorna-Linné, Karl Johans torg;14800546;Västra Centrum, Kommendörsgatan m fl;2957.1;0.0206;0.0479
14801043;Majorna-Linné, Karl Johans torg;14800541;Västra Centrum, Godhem;120.8;0.0008;0.0012
14801043;Majorna-Linné, Karl Johans torg;14800547;Västra Centrum, Hängmattan;2.5;0.0000;0.0000
14801043;Majorna-Linné, Karl Johans torg;14800545;Västra Centrum, Söderlingska Ängen;0.4;0.0000;0.0000
14801044;Majorna-Linné, Klareborgsgatan m fl;14800543;Västra Centrum, Klareborgsgatan m fl;62196.2;0.9340;0.7338
14801044;Majorna-Linné, Klareborgsgatan m fl;14800541;Västra Centrum, Godhem;4391.3;0.0659;0.0451
14801044;Majorna-Linné, Klareborgsgatan m fl;14800540;Västra Centrum, Gråberget Östra;5.2;0.0001;0.0000
14801044;Majorna-Linné, Klareborgsgatan m fl;14800544;Västra Centrum, Karl Johan;0.4;0.0000;0.0000
14801044;Majorna-Linné, Klareborgsgatan m fl;14800542;Västra Centrum, Marieberg;0.0;0.0000;0.0000
14801045;Majorna-Linné, Söderlingska ängen;14800545;Västra Centrum, Söderlingska Ängen;89553.6;0.9999;0.9840
14801045;Majorna-Linné, Söderlingska ängen;14800544;Västra Centrum, Karl Johan;4.0;0.0000;0.0000
14801045;Majorna-Linné, Söderlingska ängen;14800548;Västra Centrum, Gatenhielmska;1.2;0.0000;0.0000
14801045;Majorna-Linné, Söderlingska ängen;14800541;Västra Centrum, Godhem;0.1;0.0000;0.0000
14801045;Majorna-Linné, Söderlingska ängen;14800546;Västra Centrum, Kommendörsgatan m fl;0.0;0.0000;0.0000
14801051;Majorna-Linné, Masthugget, Nedre;14800505;Västra Centrum, Masthugget Nedre;63405.4;0.9996;0.9117
14801051;Majorna-Linné, Masthugget, Nedre;14800506;Västra Centrum, Oscar Fredrik;13.7;0.0002;0.0002
14801051;Majorna-Linné, Masthugget, Nedre;14800503;Västra Centrum, Stigberget;5.4;0.0001;0.0000
14801051;Majorna-Linné, Masthugget, Nedre;14800507;Västra Centrum, Sjömansgatan m fl;4.5;0.0001;0.0001
14801052;Majorna-Linné, Masthugget, Övre;14800504;Västra Centrum, Masthugget Övre;91084.3;0.9364;0.9997
14801052;Majorna-Linné, Masthugget, Övre;14800505;Västra Centrum, Masthugget Nedre;6137.7;0.0631;0.0883
14801052;Majorna-Linné, Masthugget, Övre;14800507;Västra Centrum, Sjömansgatan m fl;47.1;0.0005;0.0009
14801052;Majorna-Linné, Masthugget, Övre;14800545;Västra Centrum, Söderlingska Ängen;4.4;0.0000;0.0000
14801052;Majorna-Linné, Masthugget, Övre;14800548;Västra Centrum, Gatenhielmska;1.4;0.0000;0.0000
14801052;Majorna-Linné, Masthugget, Övre;14800503;Västra Centrum, Stigberget;0.4;0.0000;0.0000
14801053;Majorna-Linné, Masthuggstorget;14800502;Västra Centrum, Masthuggstorget;218509.1;0.9828;0.9999
14801053;Majorna-Linné, Masthuggstorget;14800506;Västra Centrum, Oscar Fredrik;3801.9;0.0171;0.0526
14801053;Majorna-Linné, Masthuggstorget;14800917;Centrala Hisingen, Lundbyvassen;19.6;0.0001;0.0000
14801053;Majorna-Linné, Masthuggstorget;14800548;Västra Centrum, Gatenhielmska;2.8;0.0000;0.0000
14801053;Majorna-Linné, Masthuggstorget;14800501;Västra Centrum, Långgatorna;2.0;0.0000;0.0000
14801053;Majorna-Linné, Masthuggstorget;14800503;Västra Centrum, Stigberget;0.9;0.0000;0.0000
14801053;Majorna-Linné, Masthuggstorget;14800940;Centrala Hisingen, Lindholmen Södra;0.0;0.0000;0.0000
14801054;Majorna-Linné, Oscar Fredrik;14800506;Västra Centrum, Oscar Fredrik;68520.0;0.9998;0.9472
14801054;Majorna-Linné, Oscar Fredrik;14800502;Västra Centrum, Masthuggstorget;9.9;0.0001;0.0000
14801054;Majorna-Linné, Oscar Fredrik;14800505;Västra Centrum, Masthugget Nedre;2.2;0.0000;0.0000
14801054;Majorna-Linné, Oscar Fredrik;14800503;Västra Centrum, Stigberget;1.3;0.0000;0.0000
14801054;Majorna-Linné, Oscar Fredrik;14800508;Västra Centrum, Vegastaden;0.8;0.0000;0.0000
14801055;Majorna-Linné, Sjömansgatan m fl;14800507;Västra Centrum, Sjömansgatan m fl;52012.9;0.9996;0.9988
14801055;Majorna-Linné, Sjömansgatan m fl;14800504;Västra Centrum, Masthugget Övre;15.5;0.0003;0.0002
14801055;Majorna-Linné, Sjömansgatan m fl;14800506;Västra Centrum, Oscar Fredrik;2.4;0.0000;0.0000
14801055;Majorna-Linné, Sjömansgatan m fl;14800505;Västra Centrum, Masthugget Nedre;1.7;0.0000;0.0000
14801055;Majorna-Linné, Sjömansgatan m fl;14800508;Västra Centrum, Vegastaden;0.3;0.0000;0.0000
14801056;Majorna-Linné, Slottsskogen;14800509;Västra Centrum, Slottsskogen;55040.6;0.9998;0.9999
14801056;Majorna-Linné, Slottsskogen;14800525;Västra Centrum, Änggården;7.8;0.0001;0.0000
14801056;Majorna-Linné, Slottsskogen;14800508;Västra Centrum, Vegastaden;3.6;0.0001;0.0001
14801057;Majorna-Linné, Stigberget;14800503;Västra Centrum, Stigberget;118795.1;0.9999;0.9999
14801057;Majorna-Linné, Stigberget;14800548;Västra Centrum, Gatenhielmska;9.9;0.0001;0.0001
14801057;Majorna-Linné, Stigberget;14800502;Västra Centrum, Masthuggstorget;4.0;0.0000;0.0000
14801057;Majorna-Linné, Stigberget;14800505;Västra Centrum, Masthugget Nedre;1.3;0.0000;0.0000
14801057;Majorna-Linné, Stigberget;14800506;Västra Centrum, Oscar Fredrik;0.1;0.0000;0.0000
14801057;Majorna-Linné, Stigberget;14800504;Västra Centrum, Masthugget Övre;0.0;0.0000;0.0000
14801058;Majorna-Linné, Vegastaden;14800508;Västra Centrum, Vegastaden;54915.7;0.8779;0.9999
14801058;Majorna-Linné, Vegastaden;14800516;Västra Centrum, Olivedal;7603.4;0.1216;0.1845
14801058;Majorna-Linné, Vegastaden;14800514;Västra Centrum, Nordhem;23.5;0.0004;0.0005
14801058;Majorna-Linné, Vegastaden;14800507;Västra Centrum, Sjömansgatan m fl;5.0;0.0001;0.0001
14801058;Majorna-Linné, Vegastaden;14800517;Västra Centrum, Plantagegatan m fl;2.5;0.0000;0.0001
14801058;Majorna-Linné, Vegastaden;14800506;Västra Centrum, Oscar Fredrik;1.7;0.0000;0.0000
14801058;Majorna-Linné, Vegastaden;14800502;Västra Centrum, Masthuggstorget;0.7;0.0000;0.0000
14801058;Majorna-Linné, Vegastaden;14800501;Västra Centrum, Långgatorna;0.0;0.0000;0.0000
14801061;Majorna-Linné, Änggården;14800525;Västra Centrum, Änggården;4504198.0;0.9377;1.0000
14801061;Majorna-Linné, Änggården;14800524;Västra Centrum, Annedal Västra;297367.6;0.0619;0.7211
14801061;Majorna-Linné, Änggården;14800545;Västra Centrum, Söderlingska Ängen;1446.9;0.0003;0.0159
14801061;Majorna-Linné, Änggården;14800608;Sydvästra Göteborg, Marklandsgatan;46.1;0.0000;0.0002
14801061;Majorna-Linné, Änggården;14800435;Centrum, Guldheden Vattentornet;35.7;0.0000;0.0002
14801061;Majorna-Linné, Änggården;14800527;Västra Centrum, Skytteskogen;32.9;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800526;Västra Centrum, Svalebo;25.7;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800438;Centrum, Guldheden Norra;19.3;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800528;Västra Centrum, Kungsladugård Östra;15.9;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800541;Västra Centrum, Godhem;14.4;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800627;Sydvästra Göteborg, Flatås Östra;11.6;0.0000;0.0000
14801061;Majorna-Linné, Änggården;14800504;Västra Centrum, Masthugget Övre;9.8;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800510;Västra Centrum, Linnéplatsen;6.2;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800437;Centrum, Guldheden Västra;5.4;0.0000;0.0000
14801061;Majorna-Linné, Änggården;14800509;Västra Centrum, Slottsskogen;5.0;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800507;Västra Centrum, Sjömansgatan m fl;4.4;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800511;Västra Centrum, Sveaplan;2.7;0.0000;0.0001
14801061;Majorna-Linné, Änggården;14800508;Västra Centrum, Vegastaden;2.5;0.0000;0.0000
14801071;Majorna-Linné, Haga Västra;14800519;Västra Centrum, Haga Västra;116962.2;0.9998;0.9999
14801071;Majorna-Linné, Haga Västra;14800402;Centrum, Inom Vallgraven;12.2;0.0001;0.0000
14801071;Majorna-Linné, Haga Västra;14800501;Västra Centrum, Långgatorna;5.8;0.0000;0.0000
14801071;Majorna-Linné, Haga Västra;14800520;Västra Centrum, Haga Östra;0.2;0.0000;0.0000
14801071;Majorna-Linné, Haga Västra;14800518;Västra Centrum, Skansberget;0.1;0.0000;0.0000
14801071;Majorna-Linné, Haga Västra;14800401;Centrum, Otterhällan;0.0;0.0000;0.0000
14801072;Majorna-Linné, Haga Östra;14800520;Västra Centrum, Haga Östra;135691.4;0.9999;0.9996
14801072;Majorna-Linné, Haga Östra;14800519;Västra Centrum, Haga Västra;5.5;0.0000;0.0000
14801072;Majorna-Linné, Haga Östra;14800451;Centrum, Vasastaden Norra;4.6;0.0000;0.0000
14801072;Majorna-Linné, Haga Östra;14800518;Västra Centrum, Skansberget;0.1;0.0000;0.0000
14801073;Majorna-Linné, Skansberget;14800518;Västra Centrum, Skansberget;90006.1;0.9999;0.9999
14801073;Majorna-Linné, Skansberget;14800519;Västra Centrum, Haga Västra;8.2;0.0001;0.0001
14801073;Majorna-Linné, Skansberget;14800517;Västra Centrum, Plantagegatan m fl;0.4;0.0000;0.0000
14801073;Majorna-Linné, Skansberget;14800520;Västra Centrum, Haga Östra;0.0;0.0000;0.0000
14801073;Majorna-Linné, Skansberget;14800501;Västra Centrum, Långgatorna;0.0;0.0000;0.0000
14801081;Majorna-Linné, Annedal, Norra;14800522;Västra Centrum, Nilssonsberg Östra;45329.5;0.5699;0.6992
14801081;Majorna-Linné, Annedal, Norra;14800523;Västra Centrum, Annedal Östra;34069.7;0.4283;0.7137
14801081;Majorna-Linné, Annedal, Norra;14800447;Centrum, Fogelbergsparken;104.3;0.0013;0.0011
14801081;Majorna-Linné, Annedal, Norra;14800520;Västra Centrum, Haga Östra;35.2;0.0004;0.0003
14801081;Majorna-Linné, Annedal, Norra;14800521;Västra Centrum, Nilssonsberg Västra;4.5;0.0001;0.0001
14801081;Majorna-Linné, Annedal, Norra;14800524;Västra Centrum, Annedal Västra;0.5;0.0000;0.0000
14801081;Majorna-Linné, Annedal, Norra;14800438;Centrum, Guldheden Norra;0.4;0.0000;0.0000
14801082;Majorna-Linné, Annedal, Södra;14800524;Västra Centrum, Annedal Västra;115027.0;0.8937;0.2789
14801082;Majorna-Linné, Annedal, Södra;14800523;Västra Centrum, Annedal Östra;13668.4;0.1062;0.2863
14801082;Majorna-Linné, Annedal, Södra;14800511;Västra Centrum, Sveaplan;6.6;0.0001;0.0002
14801082;Majorna-Linné, Annedal, Södra;14800521;Västra Centrum, Nilssonsberg Västra;3.8;0.0000;0.0001
14801082;Majorna-Linné, Annedal, Södra;14800512;Västra Centrum, Kommendantsängen;2.7;0.0000;0.0001
14801082;Majorna-Linné, Annedal, Södra;14800525;Västra Centrum, Änggården;2.4;0.0000;0.0000
14801082;Majorna-Linné, Annedal, Södra;14800438;Centrum, Guldheden Norra;0.8;0.0000;0.0000
14801083;Majorna-Linné, Nilssonsberg;14800521;Västra Centrum, Nilssonsberg Västra;31838.7;0.6200;0.7481
14801083;Majorna-Linné, Nilssonsberg;14800522;Västra Centrum, Nilssonsberg Östra;19493.8;0.3796;0.3007
14801083;Majorna-Linné, Nilssonsberg;14800520;Västra Centrum, Haga Östra;20.9;0.0004;0.0002
14801091;Majorna-Linné, Kommendantsängen;14800515;Västra Centrum, Risåsen;23888.1;0.6684;0.4312
14801091;Majorna-Linné, Kommendantsängen;14800512;Västra Centrum, Kommendantsängen;11814.9;0.3306;0.3662
14801091;Majorna-Linné, Kommendantsängen;14800514;Västra Centrum, Nordhem;36.5;0.0010;0.0008
14801091;Majorna-Linné, Kommendantsängen;14800511;Västra Centrum, Sveaplan;0.9;0.0000;0.0000
14801092;Majorna-Linné, Linné;14800514;Västra Centrum, Nordhem;29291.1;0.6461;0.6033
14801092;Majorna-Linné, Linné;14800513;Västra Centrum, Linné;16045.1;0.3539;0.5197
14801092;Majorna-Linné, Linné;14800516;Västra Centrum, Olivedal;1.0;0.0000;0.0000
14801092;Majorna-Linné, Linné;14800509;Västra Centrum, Slottsskogen;0.9;0.0000;0.0000
14801092;Majorna-Linné, Linné;14800515;Västra Centrum, Risåsen;0.0;0.0000;0.0000
14801092;Majorna-Linné, Linné;14800508;Västra Centrum, Vegastaden;0.0;0.0000;0.0000
14801093;Majorna-Linné, Linnéplatsen;14800510;Västra Centrum, Linnéplatsen;42233.9;0.7947;0.9998
14801093;Majorna-Linné, Linnéplatsen;14800513;Västra Centrum, Linné;10749.7;0.2023;0.3482
14801093;Majorna-Linné, Linnéplatsen;14800511;Västra Centrum, Sveaplan;156.6;0.0029;0.0053
14801093;Majorna-Linné, Linnéplatsen;14800509;Västra Centrum, Slottsskogen;2.1;0.0000;0.0000
14801093;Majorna-Linné, Linnéplatsen;14800514;Västra Centrum, Nordhem;1.3;0.0000;0.0000
14801094;Majorna-Linné, Långgatorna;14800501;Västra Centrum, Långgatorna;243126.3;0.9999;0.9999
14801094;Majorna-Linné, Långgatorna;14800401;Centrum, Otterhällan;13.1;0.0001;0.0001
14801094;Majorna-Linné, Långgatorna;14800917;Centrala Hisingen, Lundbyvassen;8.5;0.0000;0.0000
14801094;Majorna-Linné, Långgatorna;14800502;Västra Centrum, Masthuggstorget;3.6;0.0000;0.0000
14801094;Majorna-Linné, Långgatorna;14800517;Västra Centrum, Plantagegatan m fl;0.0;0.0000;0.0000
