ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2002;rd;14800101;Domkyrko 1;Göteborg 3;974;;;18;992;;69.3;14R_1480_14800101.html
2002;rd;14800102;Domkyrko 2;Göteborg 3;923;;;14;937;;79.9;14R_1480_14800102.html
2002;rd;14800103;Domkyrko 3;Göteborg 3;805;;;19;824;;83.4;14R_1480_14800103.html
2002;rd;14800104;Domkyrko 4;Göteborg 3;974;;;7;981;;77.7;14R_1480_14800104.html
2002;rd;14800105;Domkyrko 5;Göteborg 3;818;;;15;833;;75.5;14R_1480_14800105.html
2002;rd;14800106;Domkyrko 6;Göteborg 3;808;;;15;823;;74.6;14R_1480_14800106.html
2002;rd;14800107;Domkyrko 7;Göteborg 3;774;;;11;785;;74.6;14R_1480_14800107.html
2002;rd;14800108;Domkyrko 8;Göteborg 3;1046;;;17;1063;;79.9;14R_1480_14800108.html
2002;rd;14800401;Nylöse 1;Göteborg 2;884;;;15;899;;63.0;14R_1480_14800401.html
2002;rd;14800402;Nylöse 2;Göteborg 2;789;;;23;812;;65.9;14R_1480_14800402.html
2002;rd;14800403;Nylöse 3;Göteborg 2;1066;;;7;1073;;88.3;14R_1480_14800403.html
2002;rd;14800404;Nylöse 4;Göteborg 2;777;;;14;791;;73.3;14R_1480_14800404.html
2002;rd;14800405;Nylöse 5;Göteborg 2;901;;;14;915;;69.5;14R_1480_14800405.html
2002;rd;14800406;Nylöse 6;Göteborg 2;1045;;;17;1062;;85.4;14R_1480_14800406.html
2002;rd;14800407;Nylöse 7;Göteborg 2;927;;;10;937;;85.4;14R_1480_14800407.html
2002;rd;14800501;Kortedala 1;Göteborg 2;1040;;;25;1065;;70.9;14R_1480_14800501.html
2002;rd;14800502;Kortedala 2;Göteborg 2;746;;;16;762;;65.5;14R_1480_14800502.html
2002;rd;14800503;Kortedala 3;Göteborg 2;898;;;10;908;;66.1;14R_1480_14800503.html
