ar;val;kod;namn;valkrets;giltiga;blanka;ogiltiga_ovriga;ogiltiga;rostande;rostberattigade;valdeltagande;kalla_fil
2010;rd;14800111;Gunnared, Lövgärdets Centrum;Göteborg, Öster;634;4;0;4;638;1026;62.18;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800112;Gunnared, Övre Lövgärdet;Göteborg, Öster;921;5;4;9;930;1391;66.86;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800113;Gunnared, Nedre Lövgärdet;Göteborg, Öster;1107;8;2;10;1117;1691;66.06;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800121;Gunnared, Södra Rannebergen;Göteborg, Öster;943;11;0;11;954;1389;68.68;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800122;Gunnared, Norra Rannebergen;Göteborg, Öster;1224;14;0;14;1238;1586;78.06;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800131;Gunnared, Västra Gårdsten;Göteborg, Öster;507;3;1;4;511;903;56.59;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800132;Gunnared, Norra Gårdsten;Göteborg, Öster;823;3;0;3;826;1376;60.03;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800133;Gunnared, Östra Gårdsten;Göteborg, Öster;771;10;2;12;783;1251;62.59;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800134;Gunnared, Södra Gårdsten;Göteborg, Öster;477;3;0;3;480;894;53.69;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800141;Gunnared, Angereds Centrum;Göteborg, Öster;1009;8;0;8;1017;1372;74.13;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800142;Gunnared, Trädgårdsgärdet;Göteborg, Öster;813;6;0;6;819;1144;71.59;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800211;Lärjedalen, Agnesberg;Göteborg, Öster;507;7;0;7;514;797;64.49;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800221;Lärjedalen, Västra Hammarkullen;Göteborg, Öster;960;10;1;11;971;1522;63.8;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800222;Lärjedalen, Östra Hammarkullen;Göteborg, Öster;974;4;0;4;978;1581;61.86;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800223;Lärjedalen, Sandeslätt;Göteborg, Öster;883;5;1;6;889;1278;69.56;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800231;Lärjedalen, Gunnilse-Linnarhult;Göteborg, Öster;1157;16;0;16;1173;1404;83.55;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800251;Lärjedalen, Björsared-Knipared;Göteborg, Öster;1145;11;0;11;1156;1396;82.81;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800252;Lärjedalen, Olofstorp;Göteborg, Öster;1438;20;1;21;1459;1684;86.64;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800261;Lärjedalen, Södra Hjällbo;Göteborg, Öster;446;3;0;3;449;799;56.2;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800262;Lärjedalen, Skolspåret;Göteborg, Öster;552;3;1;4;556;933;59.59;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800263;Lärjedalen, Norra Hjällbo;Göteborg, Öster;745;3;1;4;749;1263;59.3;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800264;Lärjedalen, Bläsebo;Göteborg, Öster;806;7;1;8;814;1246;65.33;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800271;Lärjedalen, Eriksbo;Göteborg, Öster;860;4;0;4;864;1328;65.06;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800311;Kortedala, Gamlestaden;Göteborg, Öster;1303;9;1;10;1313;1704;77.05;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800312;Kortedala, Nylöse;Göteborg, Öster;1019;19;0;19;1038;1514;68.56;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800313;Kortedala, Kviberg;Göteborg, Öster;1285;7;0;7;1292;1648;78.4;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800314;Kortedala, Bellevue;Göteborg, Öster;860;7;0;7;867;1173;73.91;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800321;Kortedala, Utbynäs;Göteborg, Öster;936;15;0;15;951;1063;89.46;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800322;Kortedala, Utby;Göteborg, Öster;1253;14;0;14;1267;1423;89.04;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800323;Kortedala, Fjällbo;Göteborg, Öster;1199;17;0;17;1216;1436;84.68;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800331;Kortedala, Gregorianska gatan m fl;Göteborg, Öster;802;12;1;13;815;1204;67.69;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800332;Kortedala, Västra Kortedala;Göteborg, Öster;1044;13;0;13;1057;1378;76.71;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14800333;Kortedala, Östra Kortedala;Göteborg, Öster;987;11;0;11;998;1471;67.85;slutligt_valresultat_valdistrikt_R.xls
