ar;val;län_id;län_namn;kommun_id;kommun_namn;kommunvalkrets_id;kommunvalkrets_namn;valdistrikt_id;valdistrikt_namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800721;Centrum, Nedre Johanneberg;85;73;1;1;345;245;41;23;225;200;25;16;151;184;5;3;116;158;2;1;1900
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800722;Centrum, Övre Johanneberg;63;50;1;0;239;224;66;48;233;173;38;16;73;106;1;2;61;117;2;1;1514
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800723;Centrum, Eklanda;28;51;1;1;260;244;47;29;301;216;44;26;98;104;3;3;61;131;3;1;1652
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800724;Centrum, Södra Johanneberg;29;32;0;3;226;232;9;4;287;224;22;15;89;92;1;2;59;98;1;1;1426
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800731;Centrum, Landalabergen m fl;38;49;2;0;156;188;8;7;262;251;14;14;133;233;14;4;134;226;8;6;1747
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800732;Centrum, Landala;23;38;0;0;115;137;11;9;226;208;13;12;114;165;6;7;87;143;3;4;1321
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800733;Centrum, Landalagången m fl;18;35;0;0;142;152;15;9;126;91;13;12;71;68;4;3;71;167;1;6;1004
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800741;Centrum, Guldheden vattentornet;32;21;0;0;141;149;13;9;255;260;26;11;155;166;5;3;101;190;6;2;1545
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800742;Centrum, Centrala Guldheden;32;37;3;1;132;134;10;7;203;179;9;11;92;110;4;4;68;140;0;0;1176
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800743;Centrum, Norra Guldheden;31;30;2;0;153;163;6;4;277;230;26;16;92;124;2;3;77;173;2;4;1415
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800744;Centrum, Landala Egnahem;32;37;0;0;178;177;7;11;210;185;15;8;90;114;3;1;77;125;0;3;1273
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800745;Centrum, Södra Guldheden;27;30;0;2;147;146;6;5;233;209;15;17;84;104;5;4;86;169;1;6;1296
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800746;Centrum, Doktor Forselius gata m fl;55;35;1;1;122;111;9;11;164;173;14;18;96;114;6;3;104;179;3;0;1219
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800751;Centrum, Lorensberg;42;35;2;0;101;117;14;14;211;184;26;16;188;208;8;5;176;213;4;4;1568
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800761;Centrum, Södra Vasastaden;39;48;1;1;154;144;3;5;282;242;24;13;160;213;9;8;129;166;5;2;1648
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800762;Centrum, Norra Vasastaden;27;24;0;0;192;156;11;10;350;234;30;17;162;139;8;6;74;109;3;2;1554
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800763;Centrum, Valand;23;33;0;0;91;122;5;0;203;152;14;15;126;121;1;5;90;102;2;2;1107
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800764;Centrum, Östra Vasastaden;40;46;0;0;129;147;7;13;309;248;21;23;159;148;11;8;83;97;4;4;1497
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800771;Centrum, Inom Vallgraven;34;34;0;1;148;175;6;4;380;263;20;18;225;181;11;12;81;80;1;4;1678
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800772;Centrum, Nordstan-Otterhällan;34;35;1;0;188;174;10;5;299;231;20;19;198;183;9;8;113;132;2;2;1663
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800781;Centrum, Odinsgatan-Stampen;37;45;1;2;183;185;15;8;250;167;22;14;158;178;3;6;122;189;2;2;1589
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800782;Centrum, Gullbergsvass-Svingeln;55;66;2;2;309;325;13;12;340;270;25;24;140;143;13;6;56;55;2;1;1859
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800783;Centrum, Friggagatan-Stampen;27;32;1;1;160;152;6;10;280;225;21;17;132;147;6;6;99;158;4;7;1491
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800791;Centrum, Hedås-Gårda;39;46;0;0;159;161;13;8;294;245;26;16;175;187;6;11;145;229;6;6;1772
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800792;Centrum, Södra Heden;34;38;2;1;105;108;4;6;225;222;14;14;175;185;12;6;131;167;2;1;1452
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800793;Centrum, Norra Heden-Gårda;44;40;1;1;185;172;9;11;289;250;18;23;221;246;9;6;155;224;4;5;1913
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800811;Linnéstaden, Övre Masthugget;26;36;0;0;121;160;4;5;307;313;15;15;159;174;7;8;60;78;3;1;1492
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800812;Linnéstaden, Stigberget;45;28;4;0;143;168;21;14;302;236;34;15;143;154;5;4;81;121;4;3;1525
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800813;Linnéstaden, Masthuggstorget;36;32;3;0;143;142;5;8;285;222;25;24;129;128;6;8;79;92;2;2;1371
2010;kf;14;Västra Götalands län;1480;Göteborg;148003;Göteborg, Centrum;14800814;Linnéstaden, Nedre Masthugget;36;50;2;1;118;118;5;10;187;167;12;15;187;198;3;8;82;117;0;7;1323
