ar_fg;val;kod_2010;namn_2010;giltiga_2010;giltiga_fgval;rostande_2010;rostande_fgval;rostberattigade_2010;rostberattigade_fgval;valdeltagande_2010;valdeltagande_fgval;indelning
2006;rf;14801913;Tuve-Säve, Gunnestorp;1264;1191;1283;1212;1602;1554;80.09;77.99;
2006;rf;14801915;Tuve-Säve, Norumshöjd;903;777;908;789;1437;1346;63.19;58.62;
2006;rf;14801921;Tuve-Säve, Säve;1339;1234;1355;1258;1629;1544;83.18;81.48;
2006;rf;14801912;Tuve-Säve, Tuve;1248;1202;1261;1221;1608;1580;78.42;77.28;
2006;rf;14801911;Tuve-Säve, Tången;1048;1032;1059;1046;1211;1202;87.45;87.02;
2006;rf;14800001;Onsdagsdistrikt;1637;1177;;;;;;;
2006;rf;14801313;Askim, Askim;913;850;918;854;1058;1026;86.77;83.24;
2006;rf;14801331;Askim, Billdal;1585;1473;1594;1488;1825;1729;87.34;86.06;
2006;rf;14801334;Askim, Brottkärr;724;667;726;670;832;777;87.26;86.23;
2006;rf;14801311;Askim, Hult;1081;1035;1088;1052;1255;1236;86.69;85.11;
2006;rf;14801336;Askim, Lindås;1061;1019;1067;1029;1201;1168;88.84;88.10;
2006;rf;14801335;Askim, Lyckhem;1032;861;1038;869;1201;1027;86.43;84.62;
2006;rf;14801316;Askim, Norra Hovås;899;878;908;892;1098;1099;82.70;81.16;
2006;rf;14801314;Askim, Norra Sisjön;1227;1153;1242;1178;1510;1471;82.25;80.08;
2006;rf;14801332;Askim, Nygård;1064;996;1074;1011;1230;1200;87.32;84.25;
2006;rf;14801312;Askim, Pilegården;918;818;934;842;1211;1211;77.13;69.53;
2006;rf;14801333;Askim, Skintebo;1042;973;1056;995;1199;1164;88.07;85.48;
2006;rf;14801321;Askim, Södra Hovås;854;771;857;778;1007;927;85.10;83.93;
2006;rf;14801315;Askim, Södra Sisjön;1312;1213;1319;1231;1470;1406;89.73;87.55;
2006;rf;14801322;Askim, Trollåsen;1138;977;1141;988;1301;1160;87.70;85.17;
2006;rf;14801243;Frölunda, Frölunda;748;732;756;741;1039;1036;72.76;71.53;
2006;rf;14801241;Frölunda, Frölunda torg;740;715;744;726;1261;1266;59.00;57.35;
2006;rf;14801242;Frölunda, Gånglåten m fl;1232;1151;1246;1172;1939;1882;64.26;62.27;
2006;rf;14801221;Frölunda, Ruddalen;1354;;1364;;1871;;72.90;;Modifierad
2006;rf;14801212;Frölunda, Spinetten;666;608;670;623;903;906;74.20;68.76;
2006;rf;14801211;Frölunda, Tofta;742;762;751;769;1105;1100;67.96;69.91;
2006;rf;14801231;Frölunda, Västra Järnbrott;1111;1033;1128;1057;1402;1395;80.46;75.77;
2006;rf;14801232;Frölunda, Östra Järnbrott;1053;976;1068;1002;1369;1361;78.01;73.62;
2006;rf;14801041;Högsbo, Högsbo;963;940;971;955;1353;1328;71.77;71.91;
2006;rf;14801043;Högsbo, Marklandsgatan m fl;1101;1090;1112;1108;1477;1531;75.29;72.37;
2006;rf;14801032;Högsbo, Norra Högsbohöjd;1100;996;1112;1028;1476;1478;75.34;69.55;
2006;rf;14801012;Högsbo, Norra Kaverös;1441;1213;1459;1240;1831;1539;79.68;80.57;
2006;rf;14801031;Högsbo, Södra Högsbohöjd;1138;1095;1157;1125;1513;1542;76.47;72.96;
2006;rf;14801011;Högsbo, Södra Kaverös;1243;1185;1259;1203;1621;1610;77.67;74.72;
2006;rf;14801022;Högsbo, Västra Flatås;1168;1141;1200;1166;1550;1530;77.42;76.21;
2006;rf;14801042;Högsbo, Västra Högsbotorp;1078;826;1096;839;1396;1150;78.51;72.96;
2006;rf;14801021;Högsbo, Östra Flatås;901;856;924;894;1265;1238;73.04;72.21;
2006;rf;14801044;Högsbo, Östra Högsbotorp;1075;1007;1091;1020;1348;1315;80.93;77.57;
2006;rf;14800936;Majorna, Godhem;995;909;1008;932;1204;1184;83.72;78.72;
2006;rf;14800934;Majorna, Gråberget;1294;1236;1323;1264;1639;1630;80.72;77.55;
2006;rf;14800933;Majorna, Hängmattan;909;820;915;834;1145;1082;79.91;77.08;
2006;rf;14800916;Majorna, Klippan;1378;1033;1406;1068;1739;1426;80.85;74.89;
2006;rf;14800913;Majorna, Kungsladugård;1129;1000;1145;1037;1424;1374;80.41;75.47;
2006;rf;14800932;Majorna, Majorna;996;920;1007;936;1334;1310;75.49;71.45;
2006;rf;14800914;Majorna, Mariaplan;1042;969;1055;993;1301;1271;81.09;78.13;
2006;rf;14800935;Majorna, Marieberg;1445;1335;1465;1367;1816;1756;80.67;77.85;
2006;rf;14800921;Majorna, Sandarne;1256;1143;1269;1178;1720;1692;73.78;69.62;
2006;rf;14800915;Majorna, Silverkällan;1138;1093;1161;1129;1486;1449;78.13;77.92;
2006;rf;14800912;Majorna, Skytteskogen;1379;1267;1403;1294;1688;1641;83.12;78.85;
2006;rf;14800931;Majorna, Slottsskogsgatan m fl;1405;1307;1420;1343;1747;1771;81.28;75.83;
2006;rf;14800911;Majorna, Svalebo;931;918;951;936;1195;1203;79.58;77.81;
2006;rf;14801513;Södra Skärgården, Brännö-Asperö;820;744;830;758;954;906;87.00;83.66;
2006;rf;14801511;Södra Skärgården, Donsö-Vrångö;1159;1124;1168;1138;1372;1335;85.13;85.24;
2006;rf;14801512;Södra Skärgården, Styrsö-Köpstadsö;921;877;938;898;1153;1169;81.35;76.82;
2006;rf;14801421;Tynnered, Beryllgatan-Guldringen;1431;1407;1456;1429;1832;1823;79.48;78.39;
2006;rf;14801411;Tynnered, Bratthammar;1638;1611;1650;1622;1905;1866;86.61;86.92;
2006;rf;14801461;Tynnered, Grevegården;897;811;909;837;1297;1273;70.08;65.75;
2006;rf;14801441;Tynnered, Korsåsen;966;906;978;918;1337;1347;73.15;68.15;
2006;rf;14801472;Tynnered, Norra Näset;1469;1413;1476;1424;1631;1629;90.50;87.42;
2006;rf;14801482;Tynnered, Norra Opaltorget;1001;970;1022;990;1379;1350;74.11;73.33;
2006;rf;14801462;Tynnered, Skattegården;1049;995;1058;1007;1596;1617;66.29;62.28;
2006;rf;14801471;Tynnered, Södra Näset;1162;1081;1180;1095;1356;1250;87.02;87.60;
2006;rf;14801481;Tynnered, Södra Opaltorget;734;722;746;734;991;943;75.28;77.84;
2006;rf;14801431;Tynnered, Tynnered;1443;1352;1476;1384;2042;1985;72.28;69.72;
2006;rf;14801451;Tynnered, Västra Önnered;1181;1112;1187;1124;1340;1315;88.58;85.48;
2006;rf;14801473;Tynnered, Åkered;1295;1259;1308;1275;1469;1461;89.04;87.27;
2006;rf;14801442;Tynnered, Ängås;917;817;927;831;1365;1335;67.91;62.25;
2006;rf;14801452;Tynnered, Östra Önnered;1301;1246;1318;1267;1508;1510;87.40;83.91;
2006;rf;14801114;Älvsborg, Björnekulla;1301;1255;1310;1263;1451;1441;90.28;87.65;
2006;rf;14801142;Älvsborg, Ekebäck;1279;1188;1292;1206;1474;1424;87.65;84.69;
2006;rf;14801141;Älvsborg, Grimmered;1435;;1450;;1644;;88.20;;Modifierad
2006;rf;14801133;Älvsborg, Hagen;906;892;913;911;1009;1015;90.49;89.75;
2006;rf;14801121;Älvsborg, Långedrag;1364;1290;1370;1299;1520;1460;90.13;88.97;
2006;rf;14801112;Älvsborg, Norra Fiskebäck;1281;1236;1294;1245;1413;1355;91.58;91.88;
2006;rf;14801132;Älvsborg, Nya Varvet;1585;1477;1597;1487;1915;1795;83.39;82.84;
2006;rf;14801113;Älvsborg, Påvelund;1341;1305;1356;1315;1546;1541;87.71;85.33;
2006;rf;14801111;Älvsborg, Södra Fiskebäck;793;781;796;785;973;933;81.81;84.14;
2006;rf;14801131;Älvsborg, Tångudden;1178;1087;1190;1108;1314;1253;90.56;88.43;
2006;rf;14800004;Onsdagsdistrikt;1453;1134;;;;;;;
2006;rf;14800413;Bergsjön, Gärdsmosse;678;600;685;611;1556;1415;44.02;43.18;
2006;rf;14800411;Bergsjön, Gärdsås;704;648;707;662;997;972;70.91;68.11;
2006;rf;14800424;Bergsjön, Komettorget;795;614;798;618;1437;1377;55.53;44.88;
2006;rf;14800414;Bergsjön, Norra Bergsjön;637;583;644;587;1001;984;64.34;59.65;
2006;rf;14800423;Bergsjön, Rymdtorget;488;467;490;472;979;976;50.05;48.36;
2006;rf;14800412;Bergsjön, Siriusgatan;996;945;1012;958;1776;1748;56.98;54.81;
2006;rf;14800421;Bergsjön, Södra Bergsjön;804;764;813;767;1446;1451;56.22;52.86;
2006;rf;14800422;Bergsjön, Östra Bergsjön;854;700;856;709;1550;1469;55.23;48.26;
2006;rf;14800141;Gunnared, Angereds Centrum;1041;876;1051;891;1493;1376;70.40;64.75;
2006;rf;14800111;Gunnared, Lövgärdets Centrum;687;628;692;639;1242;1191;55.72;53.65;
2006;rf;14800113;Gunnared, Nedre Lövgärdet;1161;1063;1171;1077;2043;1993;57.32;54.04;
2006;rf;14800132;Gunnared, Norra Gårdsten;905;803;907;808;1894;1726;47.89;46.81;
2006;rf;14800122;Gunnared, Norra Rannebergen;1238;1177;1249;1200;1709;1694;73.08;70.84;
2006;rf;14800134;Gunnared, Södra Gårdsten;514;;519;;958;;54.18;;Modifierad
2006;rf;14800121;Gunnared, Södra Rannebergen;981;918;994;939;1609;1584;61.78;59.28;
2006;rf;14800142;Gunnared, Trädgårdsgärdet;840;708;848;718;1212;1164;69.97;61.68;
2006;rf;14800131;Gunnared, Västra Gårdsten;562;;565;;1200;;47.08;;Modifierad
2006;rf;14800133;Gunnared, Östra Gårdsten;807;713;817;722;1503;1319;54.36;54.74;
2006;rf;14800112;Gunnared, Övre Lövgärdet;971;768;982;777;1638;1556;59.95;49.94;
2006;rf;14800532;Härlanda, Fräntorp;908;746;922;763;1087;889;84.82;85.83;
2006;rf;14800511;Härlanda, Härlanda;980;957;996;972;1223;1220;81.44;79.67;
2006;rf;14800525;Härlanda, Munkebäck;1286;1239;1306;1276;1701;1676;76.78;76.13;
2006;rf;14800543;Härlanda, Norra Björkekärr;710;724;722;739;859;858;84.05;86.13;
2006;rf;14800544;Härlanda, Robertshöjd;1217;1184;1235;1209;1750;1682;70.57;71.88;
2006;rf;14800541;Härlanda, Södra Björkekärr;1577;1527;1594;1556;1842;1818;86.54;85.59;
2006;rf;14800521;Härlanda, Södra Kålltorp;1284;1184;1301;1227;1640;1590;79.33;77.17;
2006;rf;14800531;Härlanda, Torpa;1363;1259;1389;1286;1783;1707;77.90;75.34;
2006;rf;14800524;Härlanda, Vidkärr;1064;998;1096;1031;1391;1323;78.79;77.93;
2006;rf;14800542;Härlanda, Västra Björkekärr;1296;1258;1318;1283;1774;1700;74.30;75.47;
2006;rf;14800522;Härlanda, Västra Kålltorp;857;791;875;812;1065;1089;82.16;74.56;
2006;rf;14800523;Härlanda, Östra Kålltorp;826;796;841;830;1074;1043;78.31;79.58;
2006;rf;14800341;Kortedala, Adventsparken;960;957;971;973;1500;1534;64.73;63.43;
2006;rf;14800314;Kortedala, Bellevue;823;784;840;804;1209;1203;69.48;66.83;
2006;rf;14800323;Kortedala, Fjällbo;1191;1120;1202;1144;1498;1428;80.24;80.11;
2006;rf;14800311;Kortedala, Gamlestaden;1245;1132;1275;1167;1824;1793;69.90;65.09;
2006;rf;14800331;Kortedala, Gregorianska gatan m fl;830;790;839;802;1363;1381;61.56;58.07;
2006;rf;14800334;Kortedala, Kortedala Centrum;895;775;902;790;1478;1460;61.03;54.11;
2006;rf;14800313;Kortedala, Kviberg;1253;1155;1270;1195;1728;1657;73.50;72.12;
2006;rf;14800343;Kortedala, Månadsgatorna m fl;1138;1069;1145;1092;1672;1632;68.48;66.91;
2006;rf;14800342;Kortedala, Norra Kortedala;1134;1035;1147;1063;1769;1772;64.84;59.99;
2006;rf;14800312;Kortedala, Nylöse;990;890;1012;924;1607;1544;62.97;59.84;
2006;rf;14800335;Kortedala, Södra Kortedala;977;912;986;934;1305;1287;75.56;72.57;
2006;rf;14800322;Kortedala, Utby;1247;1172;1265;1196;1463;1392;86.47;85.92;
2006;rf;14800321;Kortedala, Utbynäs;919;876;937;891;1092;1065;85.81;83.66;
2006;rf;14800332;Kortedala, Västra Kortedala;1031;979;1043;995;1471;1448;70.90;68.72;
2006;rf;14800333;Kortedala, Östra Kortedala;1029;992;1038;1005;1679;1711;61.82;58.74;
2006;rf;14800211;Lärjedalen, Agnesberg;512;473;522;487;801;830;65.17;58.67;
2006;rf;14800251;Lärjedalen, Björsared-Knipared;1114;982;1130;1016;1467;1283;77.03;79.19;
2006;rf;14800264;Lärjedalen, Bläsebo;822;692;829;707;1355;1327;61.18;53.28;
2006;rf;14800271;Lärjedalen, Eriksbo;917;895;924;912;1662;1538;55.60;59.30;
2006;rf;14800231;Lärjedalen, Gunnilse-Linnarhult;1138;1091;1155;1110;1472;1405;78.46;79.00;
2006;rf;14800263;Lärjedalen, Norra Hjällbo;777;719;782;721;1368;1355;57.16;53.21;
2006;rf;14800252;Lärjedalen, Olofstorp;1394;1176;1422;1204;1768;1571;80.43;76.64;
2006;rf;14800223;Lärjedalen, Sandeslätt;931;911;937;921;1437;1442;65.21;63.87;
2006;rf;14800262;Lärjedalen, Skolspåret;589;563;593;569;1052;1047;56.37;54.35;
2006;rf;14800261;Lärjedalen, Södra Hjällbo;479;439;483;442;896;881;53.91;50.17;
2006;rf;14800221;Lärjedalen, Västra Hammarkullen;1059;923;1070;938;1748;1710;61.21;54.85;
2006;rf;14800222;Lärjedalen, Östra Hammarkullen;1058;942;1067;947;1837;1794;58.08;52.79;
2006;rf;14800621;Örgryte, Bagaregården;835;769;846;806;1020;980;82.94;82.24;
2006;rf;14800662;Örgryte, Bö;806;782;815;791;933;903;87.35;87.60;
2006;rf;14800652;Örgryte, Jakobsdal;1095;1056;1109;1072;1335;1307;83.07;82.02;
2006;rf;14800653;Örgryte, Norra Skår;973;926;976;929;1107;1057;88.17;87.89;
2006;rf;14800632;Örgryte, Redbergslid;1143;1080;1168;1108;1492;1419;78.28;78.08;
2006;rf;14800631;Örgryte, Strömmensberg;1077;970;1107;995;1381;1389;80.16;71.63;
2006;rf;14800651;Örgryte, Södra Skår;1021;955;1031;964;1186;1088;86.93;88.60;
