ar_fg;val;kod_2018;namn_2018;giltiga_2018;giltiga_fgval;rostande_2018;rostande_fgval;rostberattigade_2018;rostberattigade_fgval;valdeltagande_2018;valdeltagande_fgval;indelning
2014;kf;14800000;Uppsamlingsdistrikt;8707;7838;8863;;;;;;Summerad
2014;kf;14801011;Majorna-Linné, Gröna Vallen;1114;;1127;;1371;;82.20;;Modifierad
2014;kf;14801012;Majorna-Linné, Klippan;1000;;1012;;1180;;85.76;;Modifierad
2014;kf;14801013;Majorna-Linné, Kungsladugård, Västra;1084;;1090;;1266;;86.10;;Modifierad
2014;kf;14801014;Majorna-Linné, Kungsladugård, Östra;972;;983;;1161;;84.67;;Modifierad
2014;kf;14801015;Majorna-Linné, Mariaplan;943;;951;;1106;;85.99;;Modifierad
2014;kf;14801016;Majorna-Linné, Skytteskogen;1194;;1201;;1415;;84.88;;Modifierad
2014;kf;14801017;Majorna-Linné, Svalebo;943;;954;;1220;;78.20;;Modifierad
2014;kf;14801021;Majorna-Linné, Sandarne;1010;;1020;;1258;;81.08;;Modifierad
2014;kf;14801022;Majorna-Linné, Silverkällan;918;;929;;1104;;84.15;;Modifierad
2014;kf;14801031;Majorna-Linné, Chapmans Torg;886;;893;;1075;;83.07;;Modifierad
2014;kf;14801032;Majorna-Linné, Godhem;1060;1001;1073;1009;1230;1177;87.24;85.73;
2014;kf;14801033;Majorna-Linné, Gråberget, Västra;836;;842;;952;;88.45;;Modifierad
2014;kf;14801034;Majorna-Linné, Gråberget, Östra;928;;938;;1139;;82.35;;Modifierad
2014;kf;14801035;Majorna-Linné, Hängmattan;942;;952;;1153;;82.57;;Modifierad
2014;kf;14801036;Majorna-Linné, Majorna;956;;971;;1169;;83.06;;Modifierad
2014;kf;14801037;Majorna-Linné, Marieberg;972;;976;;1097;;88.97;;Modifierad
2014;kf;14801038;Majorna-Linné, Slottsskogsgatan m fl;830;;845;;1022;;82.68;;Modifierad
2014;kf;14801041;Majorna-Linné, Djurgårdsgatan m fl;1027;;1037;;1170;;88.63;;Modifierad
2014;kf;14801042;Majorna-Linné, Gatenhielmska;1069;1067;1077;1076;1293;1297;83.29;82.96;
2014;kf;14801043;Majorna-Linné, Karl Johans torg;1032;;1046;;1204;;86.88;;Modifierad
2014;kf;14801044;Majorna-Linné, Klareborgsgatan m fl;947;;958;;1134;;84.48;;Modifierad
2014;kf;14801045;Majorna-Linné, Söderlingska ängen;953;;964;;1246;;77.37;;Modifierad
2014;kf;14801051;Majorna-Linné, Masthugget, Nedre;894;;906;;1017;;89.09;;Modifierad
2014;kf;14801052;Majorna-Linné, Masthugget, Övre;1209;;1218;;1340;;90.90;;Modifierad
2014;kf;14801053;Majorna-Linné, Masthuggstorget;1052;1051;1059;1060;1300;1320;81.46;80.30;
2014;kf;14801054;Majorna-Linné, Oscar Fredrik;971;;982;;1093;;89.84;;Modifierad
2014;kf;14801055;Majorna-Linné, Sjömansgatan m fl;986;;992;;1136;;87.32;;Modifierad
2014;kf;14801056;Majorna-Linné, Slottsskogen;905;892;915;902;1123;1129;81.48;79.89;
2014;kf;14801057;Majorna-Linné, Stigberget;965;;976;;1161;;84.07;;Modifierad
2014;kf;14801058;Majorna-Linné, Vegastaden;1126;1075;1132;1079;1310;1267;86.41;85.16;
2014;kf;14801061;Majorna-Linné, Änggården;987;989;993;996;1264;1266;78.56;78.67;
2014;kf;14801071;Majorna-Linné, Haga Västra;1077;;1088;;1290;;84.34;;Modifierad
2014;kf;14801072;Majorna-Linné, Haga Östra;829;;835;;952;;87.71;;Modifierad
2014;kf;14801073;Majorna-Linné, Skansberget;922;;926;;1095;;84.57;;Modifierad
2014;kf;14801081;Majorna-Linné, Annedal, Norra;1048;;1054;;1257;;83.85;;Modifierad
2014;kf;14801082;Majorna-Linné, Annedal, Södra;977;;988;;1158;;85.32;;Modifierad
2014;kf;14801083;Majorna-Linné, Nilssonsberg;1167;;1176;;1366;;86.09;;Modifierad
2014;kf;14801091;Majorna-Linné, Kommendantsängen;1080;1078;1085;1090;1267;1261;85.64;86.44;
2014;kf;14801092;Majorna-Linné, Linné;1202;;1214;;1381;;87.91;;Modifierad
2014;kf;14801093;Majorna-Linné, Linnéplatsen;1233;;1242;;1386;;89.61;;Modifierad
2014;kf;14801094;Majorna-Linné, Långgatorna;904;;915;;1095;;83.56;;Modifierad
2014;kf;14801095;Majorna-Linné, Olivedal;922;;928;;1093;;84.90;;Modifierad
2014;kf;14801096;Majorna-Linné, Plantagegatan, m fl;889;;892;;1017;;87.71;;Modifierad
2014;kf;14801097;Majorna-Linné, Risåsen;1016;967;1023;977;1168;1149;87.59;85.03;
2014;kf;14801098;Majorna-Linné, Sveaplan;1206;1205;1214;1210;1357;1375;89.46;88.00;
2014;kf;14801100;Centrum, Framnäs;926;;944;;1159;;81.45;;Modifierad
2014;kf;14801101;Centrum, Fredriksdal;678;;686;;818;;83.86;;Modifierad
2014;kf;14801102;Centrum, Fridkullagatan m fl;1020;;1023;;1180;;86.69;;Modifierad
2014;kf;14801103;Centrum, Getebergsäng;1256;1161;1263;1169;1469;1479;85.98;79.04;
2014;kf;14801104;Centrum, Kristinehöjd, Västra;1109;1073;1120;1085;1364;1345;82.11;80.67;
2014;kf;14801105;Centrum, Kristinehöjd, Östra;1183;;1191;;1392;;85.56;;Modifierad
2014;kf;14801106;Centrum, Krokslätt, Norra;883;;898;;1175;;76.43;;Modifierad
2014;kf;14801107;Centrum, Krokslätt, Södra;484;;488;;587;;83.13;;Modifierad
