ar;val;niva;parti;roster;andel;giltiga;rostande;rostberattigade;valdeltagande;antal_distrikt;metod
2010;kf;riket;ML;621;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MOD;1148;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MOP;1131;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MP;418961;7.07;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MR;3;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MS;20;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MV;18;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MVG;116;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;MVT;922;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;N;299;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NB;937;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ND;2192;0.04;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NF;74;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NKE;632;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NL;2600;0.04;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NLV;1803;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NO;1019;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NOR;901;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NORRS;339;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NP;1482;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NS;3885;0.07;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;NSP;232;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;OFA;1884;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;OP;201;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;OPA;228;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PA;326;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PF;1012;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PK;155;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PP;9002;0.15;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PP(N);278;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PPS;284;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;PRP;148;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;RD;710;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;RMS;18;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ROP;1309;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ROSP;2351;0.04;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;RS;5671;0.1;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;RSE;1772;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;RÄTTV;209;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;RÖP;693;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;S;1919347;32.38;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;S-V;728;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SAFE;1032;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SB;561;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SBÄ;1471;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SD;290782;4.91;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SFS;1371;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SJP;1267;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SJVB;826;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SJVG;363;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SJVP;950;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SJVV;1484;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SKBD;46;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SKL;222;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SKP-P;20;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SKÅ;1394;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SKÖP;248;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SL;535;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SN;669;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SOC.P;1384;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SOCD;1032;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SOCV;128;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SP;310;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SPA;3534;0.06;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SPI;23295;0.39;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SPP;714;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SPVG;96;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;STRP;994;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;STRÖP;924;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SUMMA_ÖVRIGA;212167;3.58;5926710;6014598;7368986;81.62;;"ur aggregat_2010_kf.csv, niva riket; residual giltiga minus V+S+MP+SD+M+C+L+KD+D+FI+K"
2010;kf;riket;SV;267;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SVEKP;97;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SVP;512;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SÖDP;243;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;SÖS;1300;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;TP;303;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;TRR;241;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;TUP;4553;0.08;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;UDDP;1105;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;USP;206;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;UTVP;1708;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;V;330270;5.57;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VDM;635;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VF;2212;0.04;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VFP;1203;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VOXH;629;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VSKB;1097;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VTL;717;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VV;844;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VÄG;1584;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;VÄGV;16841;0.28;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÅHP;586;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÅKL;682;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;Ö;1667;0.03;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÖFA;73;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÖHGP;511;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÖLAND;555;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÖLP;134;0.0;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÖP;733;0.01;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;kf;riket;ÖSTP;974;0.02;5926710;6014598;7368986;81.62;;ur aggregat_2010_kf.csv, niva riket
2010;rd;goteborg;0979;45;0.01;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;1004;7;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;1011;1;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;1052;15;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;C;12183;3.82;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;EAP;10;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;ENH;27;0.01;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;FI;2761;0.86;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;HANDSKRIVNA;168;0.05;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;KD;19484;6.1;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;KLP;74;0.02;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;L;26829;8.4;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;M;96981;30.37;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;MP;34205;10.71;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;ND;48;0.02;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;NORRS;1;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;PP;2628;0.82;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;RS;388;0.12;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;S;80543;25.22;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;SD;15608;4.89;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;SJVP;5;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;SKP;21;0.01;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;SPI;12;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;SUMMA_ÖVRIGA;3462;1.08;319302;322458;389821;82.72;;"ur aggregat_2010_rd.csv, niva goteborg; residual giltiga minus V+S+MP+SD+M+C+L+KD+D+FI+K"
2010;rd;goteborg;SVP;12;0.0;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;goteborg;V;27246;8.53;319302;322458;389821;82.72;;ur aggregat_2010_rd.csv, niva goteborg
2010;rd;majorna;0979;2;0.01;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;1052;2;0.01;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;C;699;3.42;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;EAP;2;0.01;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;ENH;2;0.01;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;FI;430;2.1;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;HANDSKRIVNA;17;0.08;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;KD;727;3.55;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;L;1282;6.27;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;M;3916;19.15;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;MP;4228;20.67;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;ND;1;0.0;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;PP;172;0.84;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;RS;11;0.05;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;S;4340;21.22;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;SD;834;4.08;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;SKP;1;0.0;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;SUMMA_ÖVRIGA;211;1.03;20452;20700;25001;82.8;17;"areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv; residual giltiga minus V+S+MP+SD+M+C+L+KD+D+FI+K"
2010;rd;majorna;SVP;1;0.0;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;majorna;V;3785;18.51;20452;20700;25001;82.8;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rd;riket;0020;14;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;0518;5;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;0979;688;0.01;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1004;237;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1011;1565;0.03;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1041;35;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1052;76;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1067;4;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1074;19;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1077;10;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;1086;2;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;ALEX;4;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;ALP;87;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;C;390804;6.56;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;EAP;187;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;ENH;632;0.01;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;FI;24139;0.4;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;HANDSKRIVNA;1580;0.03;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;KD;333696;5.6;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;KLP;716;0.01;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;KOMMF;26;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;L;420524;7.06;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;M;1791766;30.06;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;MP;437435;7.34;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;ND;1141;0.02;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;NORRS;1456;0.02;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;PP;38491;0.65;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;RIKSH;3;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;RS;1507;0.03;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;S;1827497;30.66;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SD;339610;5.7;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SJVP;185;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SKP;375;0.01;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SKÅ;17;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SNDP;63;0.0;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SPI;11078;0.19;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;SUMMA_ÖVRIGA;60884;1.02;5960408;6028682;7123651;84.63;;"ur aggregat_2010_rd.csv, niva riket; residual giltiga minus V+S+MP+SD+M+C+L+KD+D+FI+K"
2010;rd;riket;SVP;681;0.01;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rd;riket;V;334053;5.6;5960408;6028682;7123651;84.63;;ur aggregat_2010_rd.csv, niva riket
2010;rf;goteborg;C;8235;2.65;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;HANDSKRIVNA;877;0.28;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;K;1962;0.63;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;KD;14255;4.59;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;L;26576;8.56;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;M;85576;27.56;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;MP;32267;10.39;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;PP;2291;0.74;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;RS;706;0.23;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;S;87553;28.2;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;SD;13060;4.21;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;SPI;10;0.0;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;SPVG;10586;3.41;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;goteborg;SUMMA_ÖVRIGA;14470;4.66;310466;314725;405033;77.7;;"ur aggregat_2010_rf.csv, niva goteborg; residual giltiga minus V+S+MP+SD+M+C+L+KD+D+FI+K"
2010;rf;goteborg;V;26512;8.54;310466;314725;405033;77.7;;ur aggregat_2010_rf.csv, niva goteborg
2010;rf;majorna;C;473;2.36;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;HANDSKRIVNA;108;0.54;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;K;301;1.5;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;KD;553;2.76;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;L;1302;6.5;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;M;3330;16.63;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;MP;3990;19.92;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;PP;163;0.81;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;RS;33;0.16;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;S;4723;23.58;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;SD;666;3.33;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;SPVG;490;2.45;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;majorna;SUMMA_ÖVRIGA;794;3.96;20027;20324;25353;80.16;17;"areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv; residual giltiga minus V+S+MP+SD+M+C+L+KD+D+FI+K"
2010;rf;majorna;V;3895;19.45;20027;20324;25353;80.16;17;areametod: distrikt med andel_i_majorna >= 0.50 i geo_majorna_2010.csv
2010;rf;riket;0597;22;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;0974;169;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;0975;49;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;1004;1;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;1022;368;0.01;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;1048;15;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;1085;3;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;1097;1;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;ALP;410;0.01;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;BEFOP;116;0.0;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;BSJP;2932;0.05;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;C;358822;6.17;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;DSP;6351;0.11;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
2010;rf;riket;FFS;293;0.01;5819754;5934719;7322501;81.05;;ur aggregat_2010_rf.csv, niva riket
