ar;lokal;adress;antal_distrikt;koder;distriktnamn;latitud;longitud;antal_koordinater
2018;1200 kvadrat Ungdomens hus;Mandolingatan 47;2;14805131 14805151;Askim-Frölunda-Högsbo, Spinetten | Askim-Frölunda-Högsbo, Järnbrott, S;57.653185;11.911411;2
2018;Aktivitetshuset Eldorado;Omvägen 2 G;1;14802042;Örgryte-Härlanda, Kallebäck, Västra;57.686628;12.008926;1
2018;Amhults församlingshem;Gamla flygplatsvägen 25;2;14807044 14807051;Västra Hisingen, Hällsvik | Västra Hisingen, Amhult-Arendal;57.710498;11.778116;1
2018;Annedalsskolan;Spekebergsgatan 3;2;14801081 14801082;Majorna-Linné, Annedal, Norra | Majorna-Linné, Annedal, Södra;57.693782;11.961086;2
2018;Askimsskolan;Askims Backaväg;1;14805235;Askim-Frölunda-Högsbo, Sisjön, N;57.636352;11.939409;1
2018;Askimsskolan;Askims Backaväg 1;1;14805237;Askim-Frölunda-Högsbo, Sisjön, V;57.635937;11.940969;1
2018;Backa Folkets Hus;Granåsgatan 2;1;14804102;Norra Hisingen, Brunnsbo, Norra;57.734830;11.974294;1
2018;Backa Scoutkår;Haletorpsvägen 14;1;14804125;Norra Hisingen, Wadköpingsgatan m fl;57.740014;11.972297;1
2018;Backaskolan;Backa Kyrkogata 11;3;14804122 14804123 14804124;Norra Hisingen, Backa, Norra | Norra Hisingen, Backa, Södra | Norra Hisingen, Bällskär;57.740564;11.978316;2
2018;Backatorpsskolan;Båtsman Kapers gata 3;1;14804135;Norra Hisingen, Åketorp;57.760971;11.969725;1
2018;Backegårdsskolan;Universumsgatan 3;2;14803061 14803063;Östra Göteborg, Bergsjön, Södra | Östra Göteborg, Komettorget;57.750439;12.066915;2
2018;Bergsgårdsskolan;Skolspåret 27;1;14806121;Angered, Bläsebo;57.770993;12.014408;1
2018;Bergsgårdsskolan;Skolspåret 29;1;14806123;Angered, Hjällbo, Södra;57.770575;12.016137;1
2018;Bergsgårdsskolan;Skolspåret 75;2;14806122 14806124;Angered, Hjällbo, Norra | Angered, Skolspåret;57.770608;12.016032;1
2018;Bergsjöskolan;Rymdtorget 6;2;14803062 14803064;Östra Göteborg, Bergsjön, Östra | Östra Göteborg, Rymdtorget;57.755759;12.068147;2
2018;Bergums Skola;Olofstorps Skolväg 9 D-F;3;14806111 14806112 14806113;Angered, Bergum | Angered, Björsared | Angered, Olofstorp;57.805490;12.167826;2
2018;Bjurslättskolan;Wieselgrensgatan 11;1;14804023;Lundby, Kvillebäcken, Norra;57.723799;11.934928;1
2018;Bjurslättsskolan;Wieselgrensgatan 11;4;14804024 14804025 14804026 14804028;Lundby, Kvillebäcken, Södra | Lundby, Kvillebäcken, Östra | Lundby, Penselgatan m fl | Lundby, Vågmästarplatsen;57.720309;11.926346;4
2018;Björlandagården;Nolviksvägen 3;2;14807061 14807064;Västra Hisingen, Björlanda | Västra Hisingen, Nolvik;57.763989;11.836149;1
2018;Botanhuset;Carl Skottbergsgatan 22 B;1;14801061;Majorna-Linné, Änggården;57.682056;11.950359;1
2018;Brudbergsskolan;Heidenstams gata 2;2;14804132 14804134;Norra Hisingen, Bäckebol | Norra Hisingen, Skälltorp;57.752129;11.979475;2
2018;Brunnsboskolan;Klassikergatan 1;3;14804101 14804103 14804104;Norra Hisingen, Aröd | Norra Hisingen, Brunnsbo, Södra | Norra Hisingen, Tingstad;57.730840;11.970449;1
2018;Bräckeskolan;Tönsbergsgatan 1;3;14804142 14804145 14804162;Lundby, Bräcke, Södra | Lundby, Lundby, Södra | Lundby, Eriksberg, Östra;57.703758;11.906283;2
2018;Brämaregårdens församl.hem;Hisingsgatan 26;1;14804152;Lundby, Brämaregården, Södra;57.718463;11.944703;1
2018;Brämaregårdens församlingsh;Hisingsgatan 26;1;14804153;Lundby, Porslinsfabriken;57.718384;11.944842;1
2018;Brännö skola;Jydeklovan 2;1;14805051;Västra Göteborg, Brännö-Asperö;57.640326;11.779846;1
2018;Burgårdens gymnasium;Skånegatan 20;5;14801103 14801104 14801182 14801183 14801184;Centrum, Getebergsäng | Centrum, Kristinehöjd, Västra | Centrum, Gårda, Södra | Centrum, Heden | Centrum, Hedås;57.683582;11.986482;2
2018;Buråsskolan/IES;Framnäsgatan 25;5;14801100 14801102 14801105 14801108 14801109;Centrum, Framnäs | Centrum, Fridkullagatan m fl | Centrum, Kristinehöjd, Östra | Centrum, Mossen | Centrum, Olofshöjd;57.683597;11.993122;4
2018;Båtmansgården;Kaverösterrassen 1;1;14805091;Askim-Frölunda-Högsbo, Kaverös, N;57.665623;11.918954;1
2018;Carl Johans församlingshem;Carl Johans kyrkoplan 1;1;14801031;Majorna-Linné, Chapmans Torg;57.696167;11.922312;1
2018;Dalaskolan;Grimmeredsvägen 10;3;14805041 14805042 14805043;Västra Göteborg, Ekebäck | Västra Göteborg, Grimmered | Västra Göteborg, Kungsten;57.678475;11.901080;2
2018;Dicksons Hus äldreboende;Danska vägen 61;2;14802086 14802087;Örgryte-Härlanda, Nobelplatsen | Örgryte-Härlanda, Sankt Pauli;57.708572;12.008100;1
2018;Donsö skola;Grådalsvägen 20;1;14805052;Västra Göteborg, Donsö-Vrångö;57.597468;11.802136;1
2018;Eriksboskolan;Eriksbo Östergärde 45;1;14806131;Angered, Eriksbo;57.770252;12.043552;1
2018;Fastighetskontoret;Postgatan 10;1;14801162;Centrum, Nordstan;57.707747;11.965141;1
2018;Fd Björkhöjdsskolan;Trollbärsvägen 18 B;2;14805061 14805081;Västra Göteborg, Bratthammar | Västra Göteborg, Tynnered Södra;57.651729;11.891550;2
2018;Fiskebäcksskolan;Norra Fiskebäcksvägen 296;2;14805012 14805013;Västra Göteborg, Fiskebäck, | Västra Göteborg, Källängen;57.653492;11.866998;1
2018;Fjällboskolan;Sysslomansgatan;1;14803021;Östra Göteborg, Fjällbo;57.739726;12.061247;1
2018;Fjällskolan;Fjällgatan 40;2;14801051 14801052;Majorna-Linné, Masthugget, Nedre | Majorna-Linné, Masthugget, Övre;57.695033;11.939143;1
2018;Flatåsskolan;Nymilsgatan 33;4;14805093 14805101 14805102 14805103;Askim-Frölunda-Högsbo, Kavås | Askim-Frölunda-Högsbo, Flatås, S | Askim-Frölunda-Högsbo, Flatås, V | Askim-Frölunda-Högsbo, Flatås, Ö;57.663860;11.926088;3
2018;Forum Kortedala torg;Kortedala torg 1;1;14803035;Östra Göteborg, Kortedala, Västra;57.752514;12.032185;1
2018;Frejaskolan;Kråkbärsgatan 1;3;14805071 14805072 14805082;Västra Göteborg, Guldringen m fl | Västra Göteborg, Tynnered, Norra | Västra Göteborg, Tynnered, Östra;57.654012;11.891713;1
2018;Fritidsgården Kaprifolen;Mejerigatan 24;1;14802043;Örgryte-Härlanda, Kallebäck, Östra;57.681373;12.012111;1
2018;Fritidsgården Pilen;Askims Pilegårdsväg;1;14805234;Askim-Frölunda-Högsbo, Pilegården;57.643911;11.937096;1
2018;Frölunda Kulturhus;Valthornsgatan 13;3;14805171 14805173 14805174;Askim-Frölunda-Högsbo, Frölunda | Askim-Frölunda-Högsbo, Gånglåten | Askim-Frölunda-Högsbo, Mandolingatan;57.653892;11.909566;1
2018;Frölundaskolan;Positivgatan 3;6;14805092 14805132 14805141 14805142 14805152 14805153;Askim-Frölunda-Högsbo, Kaverös, S | Askim-Frölunda-Högsbo, Tofta | Askim-Frölunda-Högsbo, Altplatsen | Askim-Frölunda-Högsbo, Ruddalen | Askim-Frölunda-Högsbo, Järnbrott, V | Askim-Frölunda-Högsbo, Järnbrott, Ö;57.657821;11.913865;4
2018;Förskolan Nova;Friarelyckan 55;2;14804071 14804076;Norra Hisingen, Gerrebacka-Ingebäck | Norra Hisingen, Mysterna-Svankälla;57.809720;11.979562;1
2018;Gamla Långedragsskolan;Eckragatan 36;1;14805021;Västra Göteborg, Långedrag;57.669806;11.859870;1
2018;Gamlestadens Medborgarhus;Brahegatan 11;6;14803011 14803012 14803013 14803014 14803016 14803017;Östra Göteborg, Bellevue | Östra Göteborg, Bellevue Park | Östra Göteborg, Gamlestaden, Norra | Östra Göteborg, Gamlestaden, Södra | Östra Göteborg, Kviberg, Östra | Östra Göteborg, Nylöse;57.730827;12.012306;2
2018;Gråbergets äldreboende;Stortoppsgatan 2-8;2;14801033 14801034;Majorna-Linné, Gråberget, Västra | Majorna-Linné, Gråberget, Östra;57.689676;11.922526;1
2018;Guldhedsskolan;Doktor Heymans gata 1;3;14801134 14801135 14801137;Centrum, Guldheden, Centrala | Centrum, Guldheden, Norra | Centrum, Landala Egnahem;57.686850;11.969647;2
2018;Gunnilseskolan;Lilla Ekebacken 6;1;14806101;Angered, Gunnilse-Linnarhult;57.786302;12.087329;1
2018;Gärdsmosseskolan;Galaxgatan 3;2;14803052 14803054;Östra Göteborg, Gärdsmosse | Östra Göteborg, Siriusgatan;57.760107;12.050880;1
2018;Gårdstensskolan;Muskotgatan 2 A;2;14806031 14806034;Angered, Gårdsten, Norra | Angered, Gårdsten, Östra;57.804814;12.029899;1
2018;Göteborgs Universitet;Vasaparken;4;14801152 14801153 14801154 14801155;Centrum, Valand | Centrum, Vasastaden, Norra | Centrum, Vasastaden, Södra | Centrum, Vasastaden, Östra;57.698644;11.970839;3
2018;HSB Linjalens Klubbstuga,;Västra Stilletorpsgatan 21;1;14804154;Lundby, Rambergsstaden, Norra;57.718251;11.936025;1
2018;Hagenskolan;Hagens Kapellväg 1;2;14805031 14805033;Västra Göteborg, Hagen | Västra Göteborg, Tångudden;57.676212;11.883723;1
2018;Hammarkulleskolan;Gropens Gård 36;2;14806062 14806064;Angered, Hammarkullen, Västra | Angered, Sandeslätt;57.782143;12.034911;1
