kod_2010;namn_2010;kod_2014;namn_2014;overlapp_m2;andel_av_2010;andel_av_2014
14800313;Kortedala, Kviberg;14803013;Östra Göteborg, Kviberg, Västra;945199.9;0.3828;0.9275
14800313;Kortedala, Kviberg;14803023;Östra Göteborg, Utbynäs;0.0;0.0000;0.0000
14800313;Kortedala, Kviberg;14803011;Östra Göteborg, Bellevue;0.0;0.0000;0.0000
14800314;Kortedala, Bellevue;14803011;Östra Göteborg, Bellevue;224208.6;0.7522;0.8141
14800314;Kortedala, Bellevue;14803013;Östra Göteborg, Kviberg, Västra;73857.2;0.2478;0.0725
14800314;Kortedala, Bellevue;14803014;Östra Göteborg, Kviberg, Östra;0.0;0.0000;0.0000
14800314;Kortedala, Bellevue;14803012;Östra Göteborg, Gamlestaden;0.0;0.0000;0.0000
14800314;Kortedala, Bellevue;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800321;Kortedala, Utbynäs;14803023;Östra Göteborg, Utbynäs;625048.5;1.0000;0.5345
14800321;Kortedala, Utbynäs;14803021;Östra Göteborg, Fjällbo;0.0;0.0000;0.0000
14800321;Kortedala, Utbynäs;14803014;Östra Göteborg, Kviberg, Östra;0.0;0.0000;0.0000
14800321;Kortedala, Utbynäs;14803022;Östra Göteborg, Utby;0.0;0.0000;0.0000
14800321;Kortedala, Utbynäs;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800322;Kortedala, Utby;14803022;Östra Göteborg, Utby;537910.6;1.0000;1.0000
14800322;Kortedala, Utby;14803021;Östra Göteborg, Fjällbo;0.0;0.0000;0.0000
14800322;Kortedala, Utby;14803023;Östra Göteborg, Utbynäs;0.0;0.0000;0.0000
14800322;Kortedala, Utby;14803014;Östra Göteborg, Kviberg, Östra;0.0;0.0000;0.0000
14800323;Kortedala, Fjällbo;14803021;Östra Göteborg, Fjällbo;590338.5;0.5203;1.0000
14800323;Kortedala, Fjällbo;14803023;Östra Göteborg, Utbynäs;544297.4;0.4797;0.4655
14800323;Kortedala, Fjällbo;14803022;Östra Göteborg, Utby;0.0;0.0000;0.0000
14800323;Kortedala, Fjällbo;14803061;Östra Göteborg, Bergsjön, Södra;0.0;0.0000;0.0000
14800331;Kortedala, Gregorianska gatan m fl;14803031;Östra Göteborg, Gregorianska g. m fl;314840.6;1.0000;1.0000
14800331;Kortedala, Gregorianska gatan m fl;14803013;Östra Göteborg, Kviberg, Västra;0.0;0.0000;0.0000
14800332;Kortedala, Västra Kortedala;14803034;Östra Göteborg, Kortedala, Västra;919529.9;1.0000;1.0000
14800332;Kortedala, Västra Kortedala;14803013;Östra Göteborg, Kviberg, Västra;0.0;0.0000;0.0000
14800333;Kortedala, Östra Kortedala;14803035;Östra Göteborg, Kortedala, Östra;750476.0;1.0000;1.0000
14800333;Kortedala, Östra Kortedala;14803014;Östra Göteborg, Kviberg, Östra;0.0;0.0000;0.0000
14800334;Kortedala, Kortedala Centrum;14803032;Östra Göteborg, Kortedala Centrum;310972.5;1.0000;1.0000
14800335;Kortedala, Södra Kortedala;14803033;Östra Göteborg, Kortedala, Södra;365199.2;1.0000;1.0000
14800335;Kortedala, Södra Kortedala;14803014;Östra Göteborg, Kviberg, Östra;0.0;0.0000;0.0000
14800335;Kortedala, Södra Kortedala;14803013;Östra Göteborg, Kviberg, Västra;0.0;0.0000;0.0000
14800341;Kortedala, Adventsparken;14803041;Östra Göteborg, Adventsparken;231373.8;1.0000;1.0000
14800342;Kortedala, Norra Kortedala;14803042;Östra Göteborg, Kortedala, Norra;1026307.8;1.0000;1.0000
14800343;Kortedala, Månadsgatorna m fl;14803043;Östra Göteborg, Månadsgatorna m fl;461047.0;1.0000;1.0000
14800411;Bergsjön, Gärdsås;14803053;Östra Göteborg, Gärdsås;543451.4;1.0000;1.0000
14800411;Bergsjön, Gärdsås;14803014;Östra Göteborg, Kviberg, Östra;0.0;0.0000;0.0000
14800412;Bergsjön, Siriusgatan;14803054;Östra Göteborg, Siriusgatan;163753.3;1.0000;1.0000
14800413;Bergsjön, Gärdsmosse;14803052;Östra Göteborg, Gärdsmosse;1360598.8;1.0000;1.0000
14800414;Bergsjön, Norra Bergsjön;14803051;Östra Göteborg, Bergsjön, Norra;199854.4;1.0000;1.0000
14800421;Bergsjön, Södra Bergsjön;14803061;Östra Göteborg, Bergsjön, Södra;1482748.0;1.0000;1.0000
14800421;Bergsjön, Södra Bergsjön;14803021;Östra Göteborg, Fjällbo;0.0;0.0000;0.0000
14800422;Bergsjön, Östra Bergsjön;14803062;Östra Göteborg, Bergsjön, Östra;343314.8;1.0000;1.0000
14800423;Bergsjön, Rymdtorget;14803064;Östra Göteborg, Rymdtorget;1347785.2;1.0000;1.0000
14800424;Bergsjön, Komettorget;14803063;Östra Göteborg, Komettorget;618127.4;1.0000;1.0000
14800511;Härlanda, Härlanda;14802091;Örgryte-Härlanda, Härlanda;577029.6;1.0000;1.0000
14800511;Härlanda, Härlanda;14802014;Örgryte-Härlanda, Redbergsplatsen;0.0;0.0000;0.0000
14800511;Härlanda, Härlanda;14802106;Örgryte-Härlanda, Munkebäck, Södra;0.0;0.0000;0.0000
14800511;Härlanda, Härlanda;14802101;Örgryte-Härlanda, Kålltorp, Norra;0.0;0.0000;0.0000
14800521;Härlanda, Södra Kålltorp;14802102;Örgryte-Härlanda, Kålltorp, Södra;805534.5;0.9218;1.0000
14800521;Härlanda, Södra Kålltorp;14802103;Örgryte-Härlanda, Kålltorp, Västra;68380.6;0.0782;0.4458
14800521;Härlanda, Södra Kålltorp;14802122;Örgryte-Härlanda, Björkekärr, Södra;0.0;0.0000;0.0000
14800521;Härlanda, Södra Kålltorp;14802123;Örgryte-Härlanda, Björkekärr, Västra;0.0;0.0000;0.0000
14800522;Härlanda, Västra Kålltorp;14802103;Örgryte-Härlanda, Kålltorp, Västra;84996.5;0.7173;0.5542
14800522;Härlanda, Västra Kålltorp;14802101;Örgryte-Härlanda, Kålltorp, Norra;33497.4;0.2827;0.2710
14800522;Härlanda, Västra Kålltorp;14802102;Örgryte-Härlanda, Kålltorp, Södra;0.0;0.0000;0.0000
14800523;Härlanda, Östra Kålltorp;14802104;Örgryte-Härlanda, Kålltorp, Östra;94905.0;1.0000;1.0000
14800523;Härlanda, Östra Kålltorp;14802102;Örgryte-Härlanda, Kålltorp, Södra;0.0;0.0000;0.0000
14800523;Härlanda, Östra Kålltorp;14802103;Örgryte-Härlanda, Kålltorp, Västra;0.0;0.0000;0.0000
14800523;Härlanda, Östra Kålltorp;14802101;Örgryte-Härlanda, Kålltorp, Norra;0.0;0.0000;0.0000
14800523;Härlanda, Östra Kålltorp;14802123;Örgryte-Härlanda, Björkekärr, Västra;0.0;0.0000;0.0000
14800524;Härlanda, Vidkärr;14802106;Örgryte-Härlanda, Munkebäck, Södra;105592.6;0.5395;0.4508
14800524;Härlanda, Vidkärr;14802101;Örgryte-Härlanda, Kålltorp, Norra;90123.0;0.4605;0.7290
14800524;Härlanda, Vidkärr;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800525;Härlanda, Munkebäck;14802105;Örgryte-Härlanda, Munkebäck, Norra;227573.4;0.6389;1.0000
14800525;Härlanda, Munkebäck;14802106;Örgryte-Härlanda, Munkebäck, Södra;128649.2;0.3611;0.5492
14800525;Härlanda, Munkebäck;14802101;Örgryte-Härlanda, Kålltorp, Norra;0.0;0.0000;0.0000
14800525;Härlanda, Munkebäck;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800531;Härlanda, Torpa;14802112;Örgryte-Härlanda, Torpa;425472.5;0.7422;1.0000
14800531;Härlanda, Torpa;14802111;Örgryte-Härlanda, Fräntorp;147806.9;0.2578;0.0676
14800531;Härlanda, Torpa;14802123;Örgryte-Härlanda, Björkekärr, Västra;0.0;0.0000;0.0000
14800531;Härlanda, Torpa;14802121;Örgryte-Härlanda, Björkekärr, Norra;0.0;0.0000;0.0000
14800531;Härlanda, Torpa;14802105;Örgryte-Härlanda, Munkebäck, Norra;0.0;0.0000;0.0000
14800531;Härlanda, Torpa;14802101;Örgryte-Härlanda, Kålltorp, Norra;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14802111;Örgryte-Härlanda, Fräntorp;2039939.1;1.0000;0.9324
14800532;Härlanda, Fräntorp;14803023;Östra Göteborg, Utbynäs;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14802105;Örgryte-Härlanda, Munkebäck, Norra;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14802121;Örgryte-Härlanda, Björkekärr, Norra;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14802124;Örgryte-Härlanda, Björkekärr, Östra;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14803012;Östra Göteborg, Gamlestaden;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14802112;Örgryte-Härlanda, Torpa;0.0;0.0000;0.0000
14800532;Härlanda, Fräntorp;14803011;Östra Göteborg, Bellevue;0.0;0.0000;0.0000
14800541;Härlanda, Södra Björkekärr;14802122;Örgryte-Härlanda, Björkekärr, Södra;8858464.9;0.9890;1.0000
14800541;Härlanda, Södra Björkekärr;14802125;Örgryte-Härlanda, Robertshöjd m fl;98671.0;0.0110;0.3804
14800541;Härlanda, Södra Björkekärr;14802042;Örgryte-Härlanda, Kallebäck, Östra;0.0;0.0000;0.0000
14800541;Härlanda, Södra Björkekärr;14802102;Örgryte-Härlanda, Kålltorp, Södra;0.0;0.0000;0.0000
14800541;Härlanda, Södra Björkekärr;14802123;Örgryte-Härlanda, Björkekärr, Västra;0.0;0.0000;0.0000
14800541;Härlanda, Södra Björkekärr;14802121;Örgryte-Härlanda, Björkekärr, Norra;0.0;0.0000;0.0000
14800541;Härlanda, Södra Björkekärr;14802124;Örgryte-Härlanda, Björkekärr, Östra;0.0;0.0000;0.0000
14800542;Härlanda, Västra Björkekärr;14802123;Örgryte-Härlanda, Björkekärr, Västra;303573.9;0.8100;1.0000
14800542;Härlanda, Västra Björkekärr;14802121;Örgryte-Härlanda, Björkekärr, Norra;71217.2;0.1900;0.1306
14800542;Härlanda, Västra Björkekärr;14802122;Örgryte-Härlanda, Björkekärr, Södra;0.0;0.0000;0.0000
14800542;Härlanda, Västra Björkekärr;14802102;Örgryte-Härlanda, Kålltorp, Södra;0.0;0.0000;0.0000
14800542;Härlanda, Västra Björkekärr;14802112;Örgryte-Härlanda, Torpa;0.0;0.0000;0.0000
14800542;Härlanda, Västra Björkekärr;14802124;Örgryte-Härlanda, Björkekärr, Östra;0.0;0.0000;0.0000
14800543;Härlanda, Norra Björkekärr;14802121;Örgryte-Härlanda, Björkekärr, Norra;474049.9;0.8725;0.8694
14800543;Härlanda, Norra Björkekärr;14802124;Örgryte-Härlanda, Björkekärr, Östra;69274.9;0.1275;0.3682
14800543;Härlanda, Norra Björkekärr;14802125;Örgryte-Härlanda, Robertshöjd m fl;0.0;0.0000;0.0000
14800543;Härlanda, Norra Björkekärr;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800543;Härlanda, Norra Björkekärr;14802112;Örgryte-Härlanda, Torpa;0.0;0.0000;0.0000
14800543;Härlanda, Norra Björkekärr;14802123;Örgryte-Härlanda, Björkekärr, Västra;0.0;0.0000;0.0000
14800543;Härlanda, Norra Björkekärr;14802122;Örgryte-Härlanda, Björkekärr, Södra;0.0;0.0000;0.0000
14800544;Härlanda, Robertshöjd;14802125;Örgryte-Härlanda, Robertshöjd m fl;160687.7;0.5748;0.6196
14800544;Härlanda, Robertshöjd;14802124;Örgryte-Härlanda, Björkekärr, Östra;118872.7;0.4252;0.6318
14800544;Härlanda, Robertshöjd;14802121;Örgryte-Härlanda, Björkekärr, Norra;0.0;0.0000;0.0000
14800544;Härlanda, Robertshöjd;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800611;Örgryte, Gubbero;14802011;Örgryte-Härlanda, Gubbero;143479.9;0.7092;1.0000
14800611;Örgryte, Gubbero;14802014;Örgryte-Härlanda, Redbergsplatsen;58826.7;0.2908;0.5083
14800611;Örgryte, Gubbero;14801173;Centrum, Gårda, Norra;0.0;0.0000;0.0000
14800611;Örgryte, Gubbero;14801182;Centrum, Gårda, Södra;0.0;0.0000;0.0000
14800612;Örgryte, Olskroken;14802012;Örgryte-Härlanda, Olskroken;747843.6;1.0000;1.0000
14800612;Örgryte, Olskroken;14801172;Centrum, Gullbergsvass-Svingeln;0.0;0.0000;0.0000
14800612;Örgryte, Olskroken;14801173;Centrum, Gårda, Norra;0.0;0.0000;0.0000
14800612;Örgryte, Olskroken;14802013;Örgryte-Härlanda, Redberget;0.0;0.0000;0.0000
14800612;Örgryte, Olskroken;14802011;Örgryte-Härlanda, Gubbero;0.0;0.0000;0.0000
14800612;Örgryte, Olskroken;14802014;Örgryte-Härlanda, Redbergsplatsen;0.0;0.0000;0.0000
14800613;Örgryte, Redberget;14802013;Örgryte-Härlanda, Redberget;135022.9;0.7035;1.0000
14800613;Örgryte, Redberget;14802014;Örgryte-Härlanda, Redbergsplatsen;56914.0;0.2965;0.4917
14800613;Örgryte, Redberget;14802011;Örgryte-Härlanda, Gubbero;0.0;0.0000;0.0000
14800621;Örgryte, Bagaregården;14802021;Örgryte-Härlanda, Bagaregården;114785.1;1.0000;1.0000
14800621;Örgryte, Bagaregården;14802014;Örgryte-Härlanda, Redbergsplatsen;0.0;0.0000;0.0000
14800621;Örgryte, Bagaregården;14802013;Örgryte-Härlanda, Redberget;0.0;0.0000;0.0000
14800622;Örgryte, Ånäs;14802022;Örgryte-Härlanda, Ånäs;112224.4;1.0000;1.0000
14800622;Örgryte, Ånäs;14802013;Örgryte-Härlanda, Redberget;0.0;0.0000;0.0000
14800622;Örgryte, Ånäs;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800631;Örgryte, Strömmensberg;14802032;Örgryte-Härlanda, Strömmensberg;234212.3;1.0000;1.0000
14800631;Örgryte, Strömmensberg;14802106;Örgryte-Härlanda, Munkebäck, Södra;0.0;0.0000;0.0000
14800631;Örgryte, Strömmensberg;14802105;Örgryte-Härlanda, Munkebäck, Norra;0.0;0.0000;0.0000
14800632;Örgryte, Redbergslid;14802031;Örgryte-Härlanda, Redbergslid;238489.3;1.0000;1.0000
14800632;Örgryte, Redbergslid;14802111;Örgryte-Härlanda, Fräntorp;0.0;0.0000;0.0000
14800632;Örgryte, Redbergslid;14802105;Örgryte-Härlanda, Munkebäck, Norra;0.0;0.0000;0.0000
14800641;Örgryte, Västra Kallebäck;14802041;Örgryte-Härlanda, Kallebäck, Västra;275122.1;0.7276;0.4853
14800641;Örgryte, Västra Kallebäck;14802042;Örgryte-Härlanda, Kallebäck, Östra;102984.3;0.2724;0.0444
14800641;Örgryte, Västra Kallebäck;14801102;Centrum, Fredriksdal;0.0;0.0000;0.0000
14800642;Örgryte, Östra Kallebäck;14802042;Örgryte-Härlanda, Kallebäck, Östra;2218583.2;0.8838;0.9556
14800642;Örgryte, Östra Kallebäck;14802041;Örgryte-Härlanda, Kallebäck, Västra;291761.5;0.1162;0.5147
14800642;Örgryte, Östra Kallebäck;14802122;Örgryte-Härlanda, Björkekärr, Södra;0.0;0.0000;0.0000
14800651;Örgryte, Södra Skår;14802053;Örgryte-Härlanda, Skår, Södra;1875896.8;1.0000;1.0000
14800651;Örgryte, Södra Skår;14802042;Örgryte-Härlanda, Kallebäck, Östra;0.0;0.0000;0.0000
14800651;Örgryte, Södra Skår;14801106;Centrum, Krokslätt;0.0;0.0000;0.0000
14800651;Örgryte, Södra Skår;14802041;Örgryte-Härlanda, Kallebäck, Västra;0.0;0.0000;0.0000
14800651;Örgryte, Södra Skår;14802122;Örgryte-Härlanda, Björkekärr, Södra;0.0;0.0000;0.0000
14800651;Örgryte, Södra Skår;14801182;Centrum, Gårda, Södra;0.0;0.0000;0.0000
14800651;Örgryte, Södra Skår;14801102;Centrum, Fredriksdal;0.0;0.0000;0.0000
14800652;Örgryte, Jakobsdal;14802051;Örgryte-Härlanda, Jakobsdal;204627.4;1.0000;1.0000
14800652;Örgryte, Jakobsdal;14801182;Centrum, Gårda, Södra;0.0;0.0000;0.0000
14800653;Örgryte, Norra Skår;14802052;Örgryte-Härlanda, Skår, Norra;383740.3;1.0000;1.0000
14800661;Örgryte, Örgryte;14802062;Örgryte-Härlanda, Örgryte;605985.2;1.0000;1.0000
14800661;Örgryte, Örgryte;14801182;Centrum, Gårda, Södra;0.0;0.0000;0.0000
14800661;Örgryte, Örgryte;14802011;Örgryte-Härlanda, Gubbero;0.0;0.0000;0.0000
14800662;Örgryte, Bö;14802061;Örgryte-Härlanda, Bö;222191.0;1.0000;1.0000
14800671;Örgryte, Torp;14802071;Örgryte-Härlanda, Torp;1547611.7;1.0000;1.0000
14800671;Örgryte, Torp;14802102;Örgryte-Härlanda, Kålltorp, Södra;0.0;0.0000;0.0000
14800671;Örgryte, Torp;14802122;Örgryte-Härlanda, Björkekärr, Södra;0.0;0.0000;0.0000
14800681;Örgryte, Överås;14802086;Örgryte-Härlanda, Överås;184028.4;1.0000;1.0000
14800681;Örgryte, Överås;14802011;Örgryte-Härlanda, Gubbero;0.0;0.0000;0.0000
14800681;Örgryte, Överås;14802014;Örgryte-Härlanda, Redbergsplatsen;0.0;0.0000;0.0000
14800682;Örgryte, Gamla Lunden;14802082;Örgryte-Härlanda, Lunden, Gamla;71210.0;1.0000;1.0000
14800682;Örgryte, Gamla Lunden;14802014;Örgryte-Härlanda, Redbergsplatsen;0.0;0.0000;0.0000
14800683;Örgryte, Nobelplatsen;14802084;Örgryte-Härlanda, Nobelplatsen;65559.8;1.0000;1.0000
14800684;Örgryte, Sankt Pauli;14802085;Örgryte-Härlanda, Sankt Pauli;120589.9;1.0000;1.0000
14800684;Örgryte, Sankt Pauli;14802014;Örgryte-Härlanda, Redbergsplatsen;0.0;0.0000;0.0000
14800685;Örgryte, Nya Lunden-Prästgårdsängen;14802083;Örgryte-Härlanda, Lunden, Nya;343082.2;1.0000;1.0000
14800686;Örgryte, Kärralund;14802081;Örgryte-Härlanda, Kärralund;384122.5;1.0000;1.0000
14800686;Örgryte, Kärralund;14802102;Örgryte-Härlanda, Kålltorp, Södra;0.0;0.0000;0.0000
14800711;Centrum, Burås;14801102;Centrum, Fredriksdal;527350.7;0.8611;1.0000
14800711;Centrum, Burås;14801103;Centrum, Fridkullagatan m fl;85074.7;0.1389;0.3522
14800711;Centrum, Burås;14801101;Centrum, Framnäs;0.0;0.0000;0.0000
14800711;Centrum, Burås;14801107;Centrum, Mossen;0.0;0.0000;0.0000
14800711;Centrum, Burås;14802041;Örgryte-Härlanda, Kallebäck, Västra;0.0;0.0000;0.0000
14800712;Centrum, Mossen;14801107;Centrum, Mossen;217546.2;0.7955;1.0000
14800712;Centrum, Mossen;14801103;Centrum, Fridkullagatan m fl;55941.2;0.2045;0.2316
14800712;Centrum, Mossen;14801101;Centrum, Framnäs;0.0;0.0000;0.0000
