ar;lokalid;lokal;datum;antal
2018;6933;Vasahemmet;2018-08-26;0
2018;6933;Vasahemmet;2018-08-27;0
2018;6933;Vasahemmet;2018-08-28;0
2018;6933;Vasahemmet;2018-08-29;0
2018;6933;Vasahemmet;2018-08-30;0
2018;6933;Vasahemmet;2018-08-31;33
2018;6933;Vasahemmet;2018-09-01;0
2018;6933;Vasahemmet;2018-09-02;0
2018;6933;Vasahemmet;2018-09-03;0
2018;6933;Vasahemmet;2018-09-04;0
2018;6933;Vasahemmet;2018-09-05;0
2018;6933;Vasahemmet;2018-09-06;0
2018;6933;Vasahemmet;2018-09-07;0
2018;6933;Vasahemmet;2018-09-08;0
2018;6933;Vasahemmet;2018-09-09;0
2018;6933;Vasahemmet;totalt;33
2018;6939;Åkerhus äldreboende;2018-08-22;0
2018;6939;Åkerhus äldreboende;2018-08-23;0
2018;6939;Åkerhus äldreboende;2018-08-24;0
2018;6939;Åkerhus äldreboende;2018-08-25;0
2018;6939;Åkerhus äldreboende;2018-08-26;0
2018;6939;Åkerhus äldreboende;2018-08-27;0
2018;6939;Åkerhus äldreboende;2018-08-28;0
2018;6939;Åkerhus äldreboende;2018-08-29;0
2018;6939;Åkerhus äldreboende;2018-08-30;0
2018;6939;Åkerhus äldreboende;2018-08-31;44
2018;6939;Åkerhus äldreboende;2018-09-01;0
2018;6939;Åkerhus äldreboende;2018-09-02;0
2018;6939;Åkerhus äldreboende;2018-09-03;0
2018;6939;Åkerhus äldreboende;2018-09-04;0
2018;6939;Åkerhus äldreboende;2018-09-05;0
2018;6939;Åkerhus äldreboende;2018-09-06;0
2018;6939;Åkerhus äldreboende;2018-09-07;0
2018;6939;Åkerhus äldreboende;2018-09-08;0
2018;6939;Åkerhus äldreboende;2018-09-09;0
2018;6939;Åkerhus äldreboende;totalt;44
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-22;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-23;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-24;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-25;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-26;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-27;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-28;30
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-29;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-30;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-08-31;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-01;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-02;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-03;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-04;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-05;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-06;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-07;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-08;0
2018;6940;Änggårdsbackens äldreboende tre stif;2018-09-09;0
2018;6940;Änggårdsbackens äldreboende tre stif;totalt;30
2018;8296;Tuve bibliotek;2018-08-22;148
2018;8296;Tuve bibliotek;2018-08-23;186
2018;8296;Tuve bibliotek;2018-08-24;78
2018;8296;Tuve bibliotek;2018-08-25;0
2018;8296;Tuve bibliotek;2018-08-26;0
2018;8296;Tuve bibliotek;2018-08-27;186
2018;8296;Tuve bibliotek;2018-08-28;145
2018;8296;Tuve bibliotek;2018-08-29;172
2018;8296;Tuve bibliotek;2018-08-30;214
2018;8296;Tuve bibliotek;2018-08-31;138
2018;8296;Tuve bibliotek;2018-09-01;0
2018;8296;Tuve bibliotek;2018-09-02;0
2018;8296;Tuve bibliotek;2018-09-03;331
2018;8296;Tuve bibliotek;2018-09-04;255
2018;8296;Tuve bibliotek;2018-09-05;307
2018;8296;Tuve bibliotek;2018-09-06;492
2018;8296;Tuve bibliotek;2018-09-07;271
2018;8296;Tuve bibliotek;2018-09-08;0
2018;8296;Tuve bibliotek;2018-09-09;0
2018;8296;Tuve bibliotek;totalt;2923
2018;8324;Kyrkbyns bibliotek;2018-08-22;116
2018;8324;Kyrkbyns bibliotek;2018-08-23;159
2018;8324;Kyrkbyns bibliotek;2018-08-24;0
2018;8324;Kyrkbyns bibliotek;2018-08-25;0
2018;8324;Kyrkbyns bibliotek;2018-08-26;0
2018;8324;Kyrkbyns bibliotek;2018-08-27;184
2018;8324;Kyrkbyns bibliotek;2018-08-28;149
2018;8324;Kyrkbyns bibliotek;2018-08-29;118
2018;8324;Kyrkbyns bibliotek;2018-08-30;211
2018;8324;Kyrkbyns bibliotek;2018-08-31;0
2018;8324;Kyrkbyns bibliotek;2018-09-01;0
2018;8324;Kyrkbyns bibliotek;2018-09-02;0
2018;8324;Kyrkbyns bibliotek;2018-09-03;340
2018;8324;Kyrkbyns bibliotek;2018-09-04;164
2018;8324;Kyrkbyns bibliotek;2018-09-05;194
2018;8324;Kyrkbyns bibliotek;2018-09-06;508
2018;8324;Kyrkbyns bibliotek;2018-09-07;0
2018;8324;Kyrkbyns bibliotek;2018-09-08;0
2018;8324;Kyrkbyns bibliotek;2018-09-09;0
2018;8324;Kyrkbyns bibliotek;totalt;2143
2018;8325;Biskopsgårdens bibliotek;2018-08-22;117
2018;8325;Biskopsgårdens bibliotek;2018-08-23;176
2018;8325;Biskopsgårdens bibliotek;2018-08-24;110
2018;8325;Biskopsgårdens bibliotek;2018-08-25;0
2018;8325;Biskopsgårdens bibliotek;2018-08-26;0
2018;8325;Biskopsgårdens bibliotek;2018-08-27;206
2018;8325;Biskopsgårdens bibliotek;2018-08-28;125
2018;8325;Biskopsgårdens bibliotek;2018-08-29;193
2018;8325;Biskopsgårdens bibliotek;2018-08-30;167
2018;8325;Biskopsgårdens bibliotek;2018-08-31;146
2018;8325;Biskopsgårdens bibliotek;2018-09-01;112
2018;8325;Biskopsgårdens bibliotek;2018-09-02;0
2018;8325;Biskopsgårdens bibliotek;2018-09-03;296
2018;8325;Biskopsgårdens bibliotek;2018-09-04;266
2018;8325;Biskopsgårdens bibliotek;2018-09-05;414
2018;8325;Biskopsgårdens bibliotek;2018-09-06;409
2018;8325;Biskopsgårdens bibliotek;2018-09-07;484
2018;8325;Biskopsgårdens bibliotek;2018-09-08;469
2018;8325;Biskopsgårdens bibliotek;2018-09-09;0
2018;8325;Biskopsgårdens bibliotek;totalt;3690
2018;8327;Backa bibliotek;2018-08-22;212
2018;8327;Backa bibliotek;2018-08-23;195
2018;8327;Backa bibliotek;2018-08-24;153
2018;8327;Backa bibliotek;2018-08-25;98
2018;8327;Backa bibliotek;2018-08-26;0
2018;8327;Backa bibliotek;2018-08-27;246
2018;8327;Backa bibliotek;2018-08-28;205
2018;8327;Backa bibliotek;2018-08-29;298
2018;8327;Backa bibliotek;2018-08-30;185
2018;8327;Backa bibliotek;2018-08-31;194
2018;8327;Backa bibliotek;2018-09-01;168
2018;8327;Backa bibliotek;2018-09-02;0
2018;8327;Backa bibliotek;2018-09-03;417
2018;8327;Backa bibliotek;2018-09-04;303
2018;8327;Backa bibliotek;2018-09-05;523
2018;8327;Backa bibliotek;2018-09-06;497
2018;8327;Backa bibliotek;2018-09-07;521
2018;8327;Backa bibliotek;2018-09-08;477
2018;8327;Backa bibliotek;2018-09-09;0
2018;8327;Backa bibliotek;totalt;4692
2018;8328;Älvstrandens bibliotek;2018-08-22;91
2018;8328;Älvstrandens bibliotek;2018-08-23;100
2018;8328;Älvstrandens bibliotek;2018-08-24;96
2018;8328;Älvstrandens bibliotek;2018-08-25;0
2018;8328;Älvstrandens bibliotek;2018-08-26;0
2018;8328;Älvstrandens bibliotek;2018-08-27;131
2018;8328;Älvstrandens bibliotek;2018-08-28;197
2018;8328;Älvstrandens bibliotek;2018-08-29;122
2018;8328;Älvstrandens bibliotek;2018-08-30;113
2018;8328;Älvstrandens bibliotek;2018-08-31;137
2018;8328;Älvstrandens bibliotek;2018-09-01;0
2018;8328;Älvstrandens bibliotek;2018-09-02;0
2018;8328;Älvstrandens bibliotek;2018-09-03;249
2018;8328;Älvstrandens bibliotek;2018-09-04;473
2018;8328;Älvstrandens bibliotek;2018-09-05;294
2018;8328;Älvstrandens bibliotek;2018-09-06;350
2018;8328;Älvstrandens bibliotek;2018-09-07;498
2018;8328;Älvstrandens bibliotek;2018-09-08;353
2018;8328;Älvstrandens bibliotek;2018-09-09;0
2018;8328;Älvstrandens bibliotek;totalt;3204
2018;8329;Torslanda bibliotek;2018-08-22;161
2018;8329;Torslanda bibliotek;2018-08-23;309
2018;8329;Torslanda bibliotek;2018-08-24;178
2018;8329;Torslanda bibliotek;2018-08-25;0
2018;8329;Torslanda bibliotek;2018-08-26;0
2018;8329;Torslanda bibliotek;2018-08-27;361
2018;8329;Torslanda bibliotek;2018-08-28;323
2018;8329;Torslanda bibliotek;2018-08-29;226
2018;8329;Torslanda bibliotek;2018-08-30;412
2018;8329;Torslanda bibliotek;2018-08-31;271
2018;8329;Torslanda bibliotek;2018-09-01;277
2018;8329;Torslanda bibliotek;2018-09-02;0
2018;8329;Torslanda bibliotek;2018-09-03;510
2018;8329;Torslanda bibliotek;2018-09-04;563
2018;8329;Torslanda bibliotek;2018-09-05;405
2018;8329;Torslanda bibliotek;2018-09-06;722
2018;8329;Torslanda bibliotek;2018-09-07;641
2018;8329;Torslanda bibliotek;2018-09-08;642
2018;8329;Torslanda bibliotek;2018-09-09;0
2018;8329;Torslanda bibliotek;totalt;6001
2018;8332;Kärra bibliotek;2018-08-22;83
2018;8332;Kärra bibliotek;2018-08-23;170
2018;8332;Kärra bibliotek;2018-08-24;101
2018;8332;Kärra bibliotek;2018-08-25;0
2018;8332;Kärra bibliotek;2018-08-26;0
2018;8332;Kärra bibliotek;2018-08-27;188
2018;8332;Kärra bibliotek;2018-08-28;149
2018;8332;Kärra bibliotek;2018-08-29;116
2018;8332;Kärra bibliotek;2018-08-30;0
2018;8332;Kärra bibliotek;2018-08-31;170
2018;8332;Kärra bibliotek;2018-09-01;72
2018;8332;Kärra bibliotek;2018-09-02;0
2018;8332;Kärra bibliotek;2018-09-03;384
2018;8332;Kärra bibliotek;2018-09-04;266
2018;8332;Kärra bibliotek;2018-09-05;225
2018;8332;Kärra bibliotek;2018-09-06;459
2018;8332;Kärra bibliotek;2018-09-07;372
2018;8332;Kärra bibliotek;2018-09-08;0
2018;8332;Kärra bibliotek;2018-09-09;0
2018;8332;Kärra bibliotek;totalt;2755
2018;8338;Kulturhuset Blå Stället;2018-08-22;146
2018;8338;Kulturhuset Blå Stället;2018-08-23;176
2018;8338;Kulturhuset Blå Stället;2018-08-24;135
2018;8338;Kulturhuset Blå Stället;2018-08-25;98
2018;8338;Kulturhuset Blå Stället;2018-08-26;0
2018;8338;Kulturhuset Blå Stället;2018-08-27;174
2018;8338;Kulturhuset Blå Stället;2018-08-28;209
2018;8338;Kulturhuset Blå Stället;2018-08-29;198
2018;8338;Kulturhuset Blå Stället;2018-08-30;206
2018;8338;Kulturhuset Blå Stället;2018-08-31;200
2018;8338;Kulturhuset Blå Stället;2018-09-01;148
2018;8338;Kulturhuset Blå Stället;2018-09-02;0
2018;8338;Kulturhuset Blå Stället;2018-09-03;369
2018;8338;Kulturhuset Blå Stället;2018-09-04;348
2018;8338;Kulturhuset Blå Stället;2018-09-05;456
2018;8338;Kulturhuset Blå Stället;2018-09-06;541
2018;8338;Kulturhuset Blå Stället;2018-09-07;554
2018;8338;Kulturhuset Blå Stället;2018-09-08;527
2018;8338;Kulturhuset Blå Stället;2018-09-09;0
2018;8338;Kulturhuset Blå Stället;totalt;4485
2018;8339;Hammarkullens bibliotek;2018-08-22;39
2018;8339;Hammarkullens bibliotek;2018-08-23;84
2018;8339;Hammarkullens bibliotek;2018-08-24;30
2018;8339;Hammarkullens bibliotek;2018-08-25;0
2018;8339;Hammarkullens bibliotek;2018-08-26;0
2018;8339;Hammarkullens bibliotek;2018-08-27;79
2018;8339;Hammarkullens bibliotek;2018-08-28;83
2018;8339;Hammarkullens bibliotek;2018-08-29;84
2018;8339;Hammarkullens bibliotek;2018-08-30;136
2018;8339;Hammarkullens bibliotek;2018-08-31;31
2018;8339;Hammarkullens bibliotek;2018-09-01;0
2018;8339;Hammarkullens bibliotek;2018-09-02;0
2018;8339;Hammarkullens bibliotek;2018-09-03;101
2018;8339;Hammarkullens bibliotek;2018-09-04;181
2018;8339;Hammarkullens bibliotek;2018-09-05;126
2018;8339;Hammarkullens bibliotek;2018-09-06;253
2018;8339;Hammarkullens bibliotek;2018-09-07;152
2018;8339;Hammarkullens bibliotek;2018-09-08;0
2018;8339;Hammarkullens bibliotek;2018-09-09;0
2018;8339;Hammarkullens bibliotek;totalt;1379
2018;8340;Hjällbo bibliotek;2018-08-22;79
2018;8340;Hjällbo bibliotek;2018-08-23;52
2018;8340;Hjällbo bibliotek;2018-08-24;65
2018;8340;Hjällbo bibliotek;2018-08-25;0
2018;8340;Hjällbo bibliotek;2018-08-26;0
2018;8340;Hjällbo bibliotek;2018-08-27;91
2018;8340;Hjällbo bibliotek;2018-08-28;116
2018;8340;Hjällbo bibliotek;2018-08-29;96
2018;8340;Hjällbo bibliotek;2018-08-30;53
2018;8340;Hjällbo bibliotek;2018-08-31;80
2018;8340;Hjällbo bibliotek;2018-09-01;0
2018;8340;Hjällbo bibliotek;2018-09-02;0
2018;8340;Hjällbo bibliotek;2018-09-03;143
2018;8340;Hjällbo bibliotek;2018-09-04;206
2018;8340;Hjällbo bibliotek;2018-09-05;193
2018;8340;Hjällbo bibliotek;2018-09-06;177
2018;8340;Hjällbo bibliotek;2018-09-07;276
2018;8340;Hjällbo bibliotek;2018-09-08;0
2018;8340;Hjällbo bibliotek;2018-09-09;0
2018;8340;Hjällbo bibliotek;totalt;1627
2018;8341;Bergsjöns bibliotek;2018-08-22;47
2018;8341;Bergsjöns bibliotek;2018-08-23;75
2018;8341;Bergsjöns bibliotek;2018-08-24;38
2018;8341;Bergsjöns bibliotek;2018-08-25;0
2018;8341;Bergsjöns bibliotek;2018-08-26;0
2018;8341;Bergsjöns bibliotek;2018-08-27;71
2018;8341;Bergsjöns bibliotek;2018-08-28;61
2018;8341;Bergsjöns bibliotek;2018-08-29;72
2018;8341;Bergsjöns bibliotek;2018-08-30;63
2018;8341;Bergsjöns bibliotek;2018-08-31;48
2018;8341;Bergsjöns bibliotek;2018-09-01;75
2018;8341;Bergsjöns bibliotek;2018-09-02;0
2018;8341;Bergsjöns bibliotek;2018-09-03;183
2018;8341;Bergsjöns bibliotek;2018-09-04;155
2018;8341;Bergsjöns bibliotek;2018-09-05;172
2018;8341;Bergsjöns bibliotek;2018-09-06;193
2018;8341;Bergsjöns bibliotek;2018-09-07;191
2018;8341;Bergsjöns bibliotek;2018-09-08;0
2018;8341;Bergsjöns bibliotek;2018-09-09;0
2018;8341;Bergsjöns bibliotek;totalt;1444
2018;8342;Kortedala bibliotek;2018-08-22;173
2018;8342;Kortedala bibliotek;2018-08-23;138
2018;8342;Kortedala bibliotek;2018-08-24;99
2018;8342;Kortedala bibliotek;2018-08-25;0
2018;8342;Kortedala bibliotek;2018-08-26;73
2018;8342;Kortedala bibliotek;2018-08-27;192
2018;8342;Kortedala bibliotek;2018-08-28;202
2018;8342;Kortedala bibliotek;2018-08-29;193
2018;8342;Kortedala bibliotek;2018-08-30;189
2018;8342;Kortedala bibliotek;2018-08-31;164
2018;8342;Kortedala bibliotek;2018-09-01;0
2018;8342;Kortedala bibliotek;2018-09-02;212
2018;8342;Kortedala bibliotek;2018-09-03;312
2018;8342;Kortedala bibliotek;2018-09-04;335
2018;8342;Kortedala bibliotek;2018-09-05;427
2018;8342;Kortedala bibliotek;2018-09-06;495
2018;8342;Kortedala bibliotek;2018-09-07;526
2018;8342;Kortedala bibliotek;2018-09-08;0
2018;8342;Kortedala bibliotek;2018-09-09;0
2018;8342;Kortedala bibliotek;totalt;3730
2018;8343;Gamlestadens bibliotek;2018-08-22;94
2018;8343;Gamlestadens bibliotek;2018-08-23;98
2018;8343;Gamlestadens bibliotek;2018-08-24;105
2018;8343;Gamlestadens bibliotek;2018-08-25;0
2018;8343;Gamlestadens bibliotek;2018-08-26;0
2018;8343;Gamlestadens bibliotek;2018-08-27;134
2018;8343;Gamlestadens bibliotek;2018-08-28;165
2018;8343;Gamlestadens bibliotek;2018-08-29;92
2018;8343;Gamlestadens bibliotek;2018-08-30;82
2018;8343;Gamlestadens bibliotek;2018-08-31;132
2018;8343;Gamlestadens bibliotek;2018-09-01;0
2018;8343;Gamlestadens bibliotek;2018-09-02;0
2018;8343;Gamlestadens bibliotek;2018-09-03;288
2018;8343;Gamlestadens bibliotek;2018-09-04;292
2018;8343;Gamlestadens bibliotek;2018-09-05;202
2018;8343;Gamlestadens bibliotek;2018-09-06;262
2018;8343;Gamlestadens bibliotek;2018-09-07;367
2018;8343;Gamlestadens bibliotek;2018-09-08;0
2018;8343;Gamlestadens bibliotek;2018-09-09;0
2018;8343;Gamlestadens bibliotek;totalt;2313
2018;8349;Stadsbiblioteket;2018-08-22;640
2018;8349;Stadsbiblioteket;2018-08-23;631
2018;8349;Stadsbiblioteket;2018-08-24;501
2018;8349;Stadsbiblioteket;2018-08-25;520
2018;8349;Stadsbiblioteket;2018-08-26;567
2018;8349;Stadsbiblioteket;2018-08-27;562
2018;8349;Stadsbiblioteket;2018-08-28;686
2018;8349;Stadsbiblioteket;2018-08-29;749
2018;8349;Stadsbiblioteket;2018-08-30;731
2018;8349;Stadsbiblioteket;2018-08-31;662
2018;8349;Stadsbiblioteket;2018-09-01;882
2018;8349;Stadsbiblioteket;2018-09-02;1231
2018;8349;Stadsbiblioteket;2018-09-03;1295
2018;8349;Stadsbiblioteket;2018-09-04;1616
2018;8349;Stadsbiblioteket;2018-09-05;1789
2018;8349;Stadsbiblioteket;2018-09-06;1952
2018;8349;Stadsbiblioteket;2018-09-07;2038
2018;8349;Stadsbiblioteket;2018-09-08;1972
2018;8349;Stadsbiblioteket;2018-09-09;0
2018;8349;Stadsbiblioteket;totalt;19024
2018;8351;Linnéstadens bibliotek;2018-08-22;328
2018;8351;Linnéstadens bibliotek;2018-08-23;312
2018;8351;Linnéstadens bibliotek;2018-08-24;261
2018;8351;Linnéstadens bibliotek;2018-08-25;156
2018;8351;Linnéstadens bibliotek;2018-08-26;0
2018;8351;Linnéstadens bibliotek;2018-08-27;395
2018;8351;Linnéstadens bibliotek;2018-08-28;424
2018;8351;Linnéstadens bibliotek;2018-08-29;379
2018;8351;Linnéstadens bibliotek;2018-08-30;431
2018;8351;Linnéstadens bibliotek;2018-08-31;370
2018;8351;Linnéstadens bibliotek;2018-09-01;302
2018;8351;Linnéstadens bibliotek;2018-09-02;0
2018;8351;Linnéstadens bibliotek;2018-09-03;807
2018;8351;Linnéstadens bibliotek;2018-09-04;938
2018;8351;Linnéstadens bibliotek;2018-09-05;1128
2018;8351;Linnéstadens bibliotek;2018-09-06;1196
2018;8351;Linnéstadens bibliotek;2018-09-07;1164
2018;8351;Linnéstadens bibliotek;2018-09-08;873
2018;8351;Linnéstadens bibliotek;2018-09-09;0
2018;8351;Linnéstadens bibliotek;totalt;9464
2018;8352;Guldhedens bibliotek;2018-08-22;119
2018;8352;Guldhedens bibliotek;2018-08-23;140
2018;8352;Guldhedens bibliotek;2018-08-24;0
2018;8352;Guldhedens bibliotek;2018-08-25;0
2018;8352;Guldhedens bibliotek;2018-08-26;0
2018;8352;Guldhedens bibliotek;2018-08-27;139
2018;8352;Guldhedens bibliotek;2018-08-28;149
2018;8352;Guldhedens bibliotek;2018-08-29;84
2018;8352;Guldhedens bibliotek;2018-08-30;175
2018;8352;Guldhedens bibliotek;2018-08-31;102
2018;8352;Guldhedens bibliotek;2018-09-01;134
2018;8352;Guldhedens bibliotek;2018-09-02;0
2018;8352;Guldhedens bibliotek;2018-09-03;277
2018;8352;Guldhedens bibliotek;2018-09-04;305
2018;8352;Guldhedens bibliotek;2018-09-05;201
2018;8352;Guldhedens bibliotek;2018-09-06;482
2018;8352;Guldhedens bibliotek;2018-09-07;375
2018;8352;Guldhedens bibliotek;2018-09-08;501
2018;8352;Guldhedens bibliotek;2018-09-09;0
2018;8352;Guldhedens bibliotek;totalt;3183
2018;8355;Styrsö bibliotek;2018-08-22;0
2018;8355;Styrsö bibliotek;2018-08-23;51
2018;8355;Styrsö bibliotek;2018-08-24;13
2018;8355;Styrsö bibliotek;2018-08-25;0
2018;8355;Styrsö bibliotek;2018-08-26;0
2018;8355;Styrsö bibliotek;2018-08-27;0
2018;8355;Styrsö bibliotek;2018-08-28;68
2018;8355;Styrsö bibliotek;2018-08-29;0
2018;8355;Styrsö bibliotek;2018-08-30;62
2018;8355;Styrsö bibliotek;2018-08-31;38
2018;8355;Styrsö bibliotek;2018-09-01;0
2018;8355;Styrsö bibliotek;2018-09-02;0
2018;8355;Styrsö bibliotek;2018-09-03;0
2018;8355;Styrsö bibliotek;2018-09-04;121
2018;8355;Styrsö bibliotek;2018-09-05;0
2018;8355;Styrsö bibliotek;2018-09-06;104
2018;8355;Styrsö bibliotek;2018-09-07;38
2018;8355;Styrsö bibliotek;2018-09-08;0
2018;8355;Styrsö bibliotek;2018-09-09;0
2018;8355;Styrsö bibliotek;totalt;495
2018;8357;Majornas bibliotek;2018-08-22;310
2018;8357;Majornas bibliotek;2018-08-23;332
2018;8357;Majornas bibliotek;2018-08-24;244
2018;8357;Majornas bibliotek;2018-08-25;195
2018;8357;Majornas bibliotek;2018-08-26;0
2018;8357;Majornas bibliotek;2018-08-27;345
2018;8357;Majornas bibliotek;2018-08-28;320
2018;8357;Majornas bibliotek;2018-08-29;344
2018;8357;Majornas bibliotek;2018-08-30;348
2018;8357;Majornas bibliotek;2018-08-31;250
2018;8357;Majornas bibliotek;2018-09-01;223
2018;8357;Majornas bibliotek;2018-09-02;0
2018;8357;Majornas bibliotek;2018-09-03;536
2018;8357;Majornas bibliotek;2018-09-04;592
2018;8357;Majornas bibliotek;2018-09-05;818
2018;8357;Majornas bibliotek;2018-09-06;926
2018;8357;Majornas bibliotek;2018-09-07;844
2018;8357;Majornas bibliotek;2018-09-08;843
2018;8357;Majornas bibliotek;2018-09-09;0
2018;8357;Majornas bibliotek;totalt;7470
2018;8358;Högsbo bibliotek;2018-08-22;164
2018;8358;Högsbo bibliotek;2018-08-23;261
2018;8358;Högsbo bibliotek;2018-08-24;150
2018;8358;Högsbo bibliotek;2018-08-25;92
2018;8358;Högsbo bibliotek;2018-08-26;0
2018;8358;Högsbo bibliotek;2018-08-27;224
2018;8358;Högsbo bibliotek;2018-08-28;255
2018;8358;Högsbo bibliotek;2018-08-29;221
2018;8358;Högsbo bibliotek;2018-08-30;232
2018;8358;Högsbo bibliotek;2018-08-31;179
2018;8358;Högsbo bibliotek;2018-09-01;146
2018;8358;Högsbo bibliotek;2018-09-02;0
2018;8358;Högsbo bibliotek;2018-09-03;462
2018;8358;Högsbo bibliotek;2018-09-04;418
2018;8358;Högsbo bibliotek;2018-09-05;373
2018;8358;Högsbo bibliotek;2018-09-06;619
2018;8358;Högsbo bibliotek;2018-09-07;526
2018;8358;Högsbo bibliotek;2018-09-08;491
2018;8358;Högsbo bibliotek;2018-09-09;0
2018;8358;Högsbo bibliotek;totalt;4813
2018;8359;Frölunda Kulturhus;2018-08-22;500
2018;8359;Frölunda Kulturhus;2018-08-23;636
2018;8359;Frölunda Kulturhus;2018-08-24;513
2018;8359;Frölunda Kulturhus;2018-08-25;405
2018;8359;Frölunda Kulturhus;2018-08-26;0
2018;8359;Frölunda Kulturhus;2018-08-27;720
2018;8359;Frölunda Kulturhus;2018-08-28;785
2018;8359;Frölunda Kulturhus;2018-08-29;778
2018;8359;Frölunda Kulturhus;2018-08-30;713
2018;8359;Frölunda Kulturhus;2018-08-31;677
2018;8359;Frölunda Kulturhus;2018-09-01;754
2018;8359;Frölunda Kulturhus;2018-09-02;0
2018;8359;Frölunda Kulturhus;2018-09-03;1260
2018;8359;Frölunda Kulturhus;2018-09-04;1277
2018;8359;Frölunda Kulturhus;2018-09-05;1389
2018;8359;Frölunda Kulturhus;2018-09-06;1558
2018;8359;Frölunda Kulturhus;2018-09-07;1520
2018;8359;Frölunda Kulturhus;2018-09-08;1058
2018;8359;Frölunda Kulturhus;2018-09-09;0
2018;8359;Frölunda Kulturhus;totalt;14543
2018;8360;Askims bibliotek;2018-08-22;236
2018;8360;Askims bibliotek;2018-08-23;254
2018;8360;Askims bibliotek;2018-08-24;230
2018;8360;Askims bibliotek;2018-08-25;0
2018;8360;Askims bibliotek;2018-08-26;0
2018;8360;Askims bibliotek;2018-08-27;300
2018;8360;Askims bibliotek;2018-08-28;260
2018;8360;Askims bibliotek;2018-08-29;250
2018;8360;Askims bibliotek;2018-08-30;365
2018;8360;Askims bibliotek;2018-08-31;314
2018;8360;Askims bibliotek;2018-09-01;0
2018;8360;Askims bibliotek;2018-09-02;0
2018;8360;Askims bibliotek;2018-09-03;461
2018;8360;Askims bibliotek;2018-09-04;446
2018;8360;Askims bibliotek;2018-09-05;469
2018;8360;Askims bibliotek;2018-09-06;594
2018;8360;Askims bibliotek;2018-09-07;637
2018;8360;Askims bibliotek;2018-09-08;0
2018;8360;Askims bibliotek;2018-09-09;0
2018;8360;Askims bibliotek;totalt;4816
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-22;89
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-23;129
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-24;103
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-25;0
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-26;0
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-27;146
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-28;149
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-29;146
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-30;134
2018;8362;Stadsdelskontor Västra Göteborg;2018-08-31;181
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-01;0
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-02;0
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-03;213
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-04;236
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-05;245
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-06;272
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-07;313
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-08;0
2018;8362;Stadsdelskontor Västra Göteborg;2018-09-09;0
2018;8362;Stadsdelskontor Västra Göteborg;totalt;2356
2018;8554;Asperö skola;2018-08-22;0
2018;8554;Asperö skola;2018-08-23;0
2018;8554;Asperö skola;2018-08-24;0
2018;8554;Asperö skola;2018-08-25;0
2018;8554;Asperö skola;2018-08-26;0
2018;8554;Asperö skola;2018-08-27;0
2018;8554;Asperö skola;2018-08-28;0
2018;8554;Asperö skola;2018-08-29;0
2018;8554;Asperö skola;2018-08-30;0
2018;8554;Asperö skola;2018-08-31;0
2018;8554;Asperö skola;2018-09-01;0
2018;8554;Asperö skola;2018-09-02;0
2018;8554;Asperö skola;2018-09-03;0
2018;8554;Asperö skola;2018-09-04;0
2018;8554;Asperö skola;2018-09-05;0
2018;8554;Asperö skola;2018-09-06;0
2018;8554;Asperö skola;2018-09-07;0
2018;8554;Asperö skola;2018-09-08;0
2018;8554;Asperö skola;2018-09-09;0
2018;8554;Asperö skola;totalt;0
2018;8555;Vrångö skola, Vrångöhuset;2018-08-22;0
2018;8555;Vrångö skola, Vrångöhuset;2018-08-23;0
