ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2010;rf;riket;M;M;1588170;27.29;5819754;5934719;7322501
2010;rf;riket;C;C;358822;6.17;5819754;5934719;7322501
2010;rf;riket;FP;L;435398;7.48;5819754;5934719;7322501
2010;rf;riket;KD;KD;295093;5.07;5819754;5934719;7322501
2010;rf;riket;S;S;1922953;33.04;5819754;5934719;7322501
2010;rf;riket;V;V;335888;5.77;5819754;5934719;7322501
2010;rf;riket;MP;MP;398782;6.85;5819754;5934719;7322501
2010;rf;riket;SD;SD;266307;4.58;5819754;5934719;7322501
2010;rf;riket;SPVG;SPVG;44638;0.77;5819754;5934719;7322501
2010;rf;riket;NS;NS;26321;0.45;5819754;5934719;7322501
2010;rf;riket;VL;VL;20259;0.35;5819754;5934719;7322501
2010;rf;riket;SPI;SPI;19881;0.34;5819754;5934719;7322501
2010;rf;riket;PP;PP;17817;0.31;5819754;5934719;7322501
2010;rf;riket;FI;FI;13379;0.23;5819754;5934719;7322501
2010;rf;riket;SJVP;SJVP;11662;0.20;5819754;5934719;7322501
2010;rf;riket;SjvV;SJVV;11147;0.19;5819754;5934719;7322501
2010;rf;riket;SJPG;SJPG;10093;0.17;5819754;5934719;7322501
2010;rf;riket;dsp;DSP;6351;0.11;5819754;5934719;7322501
2010;rf;riket;SjvU;SJVU;4655;0.08;5819754;5934719;7322501
2010;rf;riket;K;K;4298;0.07;5819754;5934719;7322501
2010;rf;riket;RS;RS;4170;0.07;5819754;5934719;7322501
2010;rf;riket;SKÅ;SKÅ;3144;0.05;5819754;5934719;7322501
2010;rf;riket;BSjP;BSJP;2932;0.05;5819754;5934719;7322501
2010;rf;riket;Samv;SAMV;1740;0.03;5819754;5934719;7322501
2010;rf;riket;sjuk;SJUK;1626;0.03;5819754;5934719;7322501
2010;rf;riket;RSo;RSO;1440;0.02;5819754;5934719;7322501
2010;rf;riket;Kirp;KIRP;1310;0.02;5819754;5934719;7322501
2010;rf;riket;Kbabo;KBABO;1085;0.02;5819754;5934719;7322501
2010;rf;riket;ND;ND;987;0.02;5819754;5934719;7322501
2010;rf;riket;RHV;RHV;915;0.02;5819754;5934719;7322501
2010;rf;riket;USP;USP;499;0.01;5819754;5934719;7322501
2010;rf;riket;ALP;ALP;410;0.01;5819754;5934719;7322501
2010;rf;riket;1022;1022;368;0.01;5819754;5934719;7322501
2010;rf;riket;S-V;S-V;366;0.01;5819754;5934719;7322501
2010;rf;riket;ffs;FFS;293;0.01;5819754;5934719;7322501
2010;rf;riket;0974;0974;169;0.00;5819754;5934719;7322501
2010;rf;riket;SVP;SVP;167;0.00;5819754;5934719;7322501
2010;rf;riket;SvKP;SVKP;121;0.00;5819754;5934719;7322501
2010;rf;riket;Befop;BEFOP;116;0.00;5819754;5934719;7322501
2010;rf;riket;0975;0975;49;0.00;5819754;5934719;7322501
2010;rf;riket;0597;0597;22;0.00;5819754;5934719;7322501
2010;rf;riket;1048;1048;15;0.00;5819754;5934719;7322501
2010;rf;riket;1085;1085;3;0.00;5819754;5934719;7322501
2010;rf;riket;NBP;NBP;1;0.00;5819754;5934719;7322501
2010;rf;riket;1004;1004;1;0.00;5819754;5934719;7322501
2010;rf;riket;1097;1097;1;0.00;5819754;5934719;7322501
2010;rf;riket;HANDSKRIVNA;HANDSKRIVNA;5890;0.10;5819754;5934719;7322501
2010;rf;riket;BLANK;BLANK;112706;1.90;5819754;5934719;7322501
2010;rf;riket;OG;OG;2259;0.04;5819754;5934719;7322501
2010;rf;vgregion;M;M;254423;25.98;979417;999523;1240519
2010;rf;vgregion;C;C;55264;5.64;979417;999523;1240519
2010;rf;vgregion;FP;L;79328;8.10;979417;999523;1240519
2010;rf;vgregion;KD;KD;56096;5.73;979417;999523;1240519
2010;rf;vgregion;S;S;302411;30.88;979417;999523;1240519
2010;rf;vgregion;V;V;59521;6.08;979417;999523;1240519
2010;rf;vgregion;MP;MP;71503;7.30;979417;999523;1240519
2010;rf;vgregion;SPVG;SPVG;44638;4.56;979417;999523;1240519
2010;rf;vgregion;SD;SD;43280;4.42;979417;999523;1240519
2010;rf;vgregion;PP;PP;6845;0.70;979417;999523;1240519
2010;rf;vgregion;K;K;2965;0.30;979417;999523;1240519
2010;rf;vgregion;SPI;SPI;871;0.09;979417;999523;1240519
2010;rf;vgregion;RS;RS;851;0.09;979417;999523;1240519
2010;rf;vgregion;ND;ND;0;0.00;979417;999523;1240519
2010;rf;vgregion;HANDSKRIVNA;HANDSKRIVNA;1421;0.15;979417;999523;1240519
2010;rf;vgregion;BLANK;BLANK;19787;1.98;979417;999523;1240519
2010;rf;vgregion;OG;OG;319;0.03;979417;999523;1240519
2010;rf;goteborg;M;M;85576;27.56;310466;314725;405033
2010;rf;goteborg;C;C;8235;2.65;310466;314725;405033
2010;rf;goteborg;FP;L;26576;8.56;310466;314725;405033
2010;rf;goteborg;KD;KD;14255;4.59;310466;314725;405033
2010;rf;goteborg;S;S;87553;28.20;310466;314725;405033
2010;rf;goteborg;V;V;26512;8.54;310466;314725;405033
2010;rf;goteborg;MP;MP;32267;10.39;310466;314725;405033
2010;rf;goteborg;SPVG;SPVG;10586;3.41;310466;314725;405033
2010;rf;goteborg;SD;SD;13060;4.21;310466;314725;405033
2010;rf;goteborg;PP;PP;2291;0.74;310466;314725;405033
2010;rf;goteborg;K;K;1962;0.63;310466;314725;405033
2010;rf;goteborg;RS;RS;706;0.23;310466;314725;405033
2010;rf;goteborg;SPI;SPI;10;0.00;310466;314725;405033
2010;rf;goteborg;ND;ND;0;0.00;310466;314725;405033
2010;rf;goteborg;HANDSKRIVNA;HANDSKRIVNA;877;0.28;310466;314725;405033
2010;rf;goteborg;BLANK;BLANK;4157;1.32;310466;314725;405033
2010;rf;goteborg;OG;OG;102;0.03;310466;314725;405033
2010;rf;Göteborg, Centrum;M;M;25316;32.52;77854;79078;96553
2010;rf;Göteborg, Centrum;C;C;2593;3.33;77854;79078;96553
2010;rf;Göteborg, Centrum;FP;L;8055;10.35;77854;79078;96553
2010;rf;Göteborg, Centrum;KD;KD;2961;3.80;77854;79078;96553
2010;rf;Göteborg, Centrum;S;S;14787;18.99;77854;79078;96553
