ar;val;niva;parti_kalla;parti;roster;andel;giltiga;rostande;rostberattigade
2002;rd;ej_raknade_i_vallokal;M;M;960;24.5;3903;4002;
2002;rd;ej_raknade_i_vallokal;C;C;77;1.9;3903;4002;
2002;rd;ej_raknade_i_vallokal;FP;L;753;19.2;3903;4002;
2002;rd;ej_raknade_i_vallokal;KD;KD;306;7.8;3903;4002;
2002;rd;ej_raknade_i_vallokal;S;S;885;22.6;3903;4002;
2002;rd;ej_raknade_i_vallokal;V;V;456;11.6;3903;4002;
2002;rd;ej_raknade_i_vallokal;MP;MP;391;10.0;3903;4002;
2002;rd;ej_raknade_i_vallokal;ÖVR;ÖVR;75;1.9;3903;4002;
2002;rd;riket;M;M;809041;15.2;5303212;5385430;
2002;rd;riket;C;C;328428;6.1;5303212;5385430;
2002;rd;riket;FP;L;710312;13.3;5303212;5385430;
2002;rd;riket;KD;KD;485235;9.1;5303212;5385430;
2002;rd;riket;S;S;2113560;39.8;5303212;5385430;
2002;rd;riket;V;V;444854;8.3;5303212;5385430;
2002;rd;riket;MP;MP;246392;4.6;5303212;5385430;
2002;rd;riket;NBP;NBP;14854;0.2;5303212;5385430;
2002;rd;riket;ÖVR;ÖVR;150536;2.8;5303212;5385430;
2002;rd;vgregion;M;M;132459;14.9;887493;902525;
2002;rd;vgregion;C;C;51420;5.7;887493;902525;
2002;rd;vgregion;FP;L;126871;14.2;887493;902525;
2002;rd;vgregion;KD;KD;96958;10.9;887493;902525;
2002;rd;vgregion;S;S;334439;37.6;887493;902525;
2002;rd;vgregion;V;V;80914;9.1;887493;902525;
2002;rd;vgregion;MP;MP;42691;4.8;887493;902525;
2002;rd;vgregion;ÖVR;ÖVR;21741;2.4;887493;902525;
2002;rd;goteborg;M;M;47586;17.4;273056;277489;
2002;rd;goteborg;C;C;5115;1.8;273056;277489;
2002;rd;goteborg;FP;L;49187;18.0;273056;277489;
2002;rd;goteborg;KD;KD;23519;8.6;273056;277489;
2002;rd;goteborg;S;S;90547;33.1;273056;277489;
2002;rd;goteborg;V;V;32405;11.8;273056;277489;
2002;rd;goteborg;MP;MP;17657;6.4;273056;277489;
2002;rd;goteborg;ÖVR;ÖVR;7040;2.5;273056;277489;
2002;rd;valkrets-Göteborg 1;M;M;9181;13.9;65718;66926;
2002;rd;valkrets-Göteborg 1;C;C;1341;2.0;65718;66926;
2002;rd;valkrets-Göteborg 1;FP;L;9084;13.8;65718;66926;
2002;rd;valkrets-Göteborg 1;KD;KD;4898;7.4;65718;66926;
2002;rd;valkrets-Göteborg 1;S;S;28070;42.7;65718;66926;
2002;rd;valkrets-Göteborg 1;V;V;7878;11.9;65718;66926;
2002;rd;valkrets-Göteborg 1;MP;MP;3164;4.8;65718;66926;
2002;rd;valkrets-Göteborg 1;ÖVR;ÖVR;2102;3.1;65718;66926;
2002;rd;valkrets-Göteborg 2;M;M;8035;13.6;58811;59722;
2002;rd;valkrets-Göteborg 2;C;C;1057;1.7;58811;59722;
2002;rd;valkrets-Göteborg 2;FP;L;8669;14.7;58811;59722;
2002;rd;valkrets-Göteborg 2;KD;KD;4628;7.8;58811;59722;
2002;rd;valkrets-Göteborg 2;S;S;22998;39.1;58811;59722;
2002;rd;valkrets-Göteborg 2;V;V;7909;13.4;58811;59722;
2002;rd;valkrets-Göteborg 2;MP;MP;3814;6.4;58811;59722;
2002;rd;valkrets-Göteborg 2;ÖVR;ÖVR;1701;2.8;58811;59722;
2002;rd;valkrets-Göteborg 3;M;M;14676;20.7;70603;71783;
2002;rd;valkrets-Göteborg 3;C;C;1419;2.0;70603;71783;
2002;rd;valkrets-Göteborg 3;FP;L;16067;22.7;70603;71783;
2002;rd;valkrets-Göteborg 3;KD;KD;5070;7.1;70603;71783;
2002;rd;valkrets-Göteborg 3;S;S;17099;24.2;70603;71783;
2002;rd;valkrets-Göteborg 3;V;V;8975;12.7;70603;71783;
2002;rd;valkrets-Göteborg 3;MP;MP;6074;8.6;70603;71783;
2002;rd;valkrets-Göteborg 3;ÖVR;ÖVR;1223;1.7;70603;71783;
2002;rd;valkrets-Göteborg 4;M;M;14734;19.9;74021;75056;
2002;rd;valkrets-Göteborg 4;C;C;1221;1.6;74021;75056;
2002;rd;valkrets-Göteborg 4;FP;L;14614;19.7;74021;75056;
2002;rd;valkrets-Göteborg 4;KD;KD;8617;11.6;74021;75056;
2002;rd;valkrets-Göteborg 4;S;S;21495;29.0;74021;75056;
2002;rd;valkrets-Göteborg 4;V;V;7187;9.7;74021;75056;
2002;rd;valkrets-Göteborg 4;MP;MP;4214;5.6;74021;75056;
2002;rd;valkrets-Göteborg 4;ÖVR;ÖVR;1939;2.6;74021;75056;
