ar;val;kod;namn;kon;medborgarskap;aldersgrupp;antal
2014;rd;14801113;Centrum, Johanneberg, Södra;Män;Svenska medborgare;50-64;92
2014;rd;14801113;Centrum, Johanneberg, Södra;Kvinnor;Svenska medborgare;50-64;96
2014;rd;14801113;Centrum, Johanneberg, Södra;Män;Ej svenska medborgare;50-64;0
2014;rd;14801113;Centrum, Johanneberg, Södra;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801113;Centrum, Johanneberg, Södra;Män;Svenska medborgare;65-;72
2014;rd;14801113;Centrum, Johanneberg, Södra;Kvinnor;Svenska medborgare;65-;102
2014;rd;14801113;Centrum, Johanneberg, Södra;Män;Ej svenska medborgare;65-;0
2014;rd;14801113;Centrum, Johanneberg, Södra;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Svenska medborgare;18-29 förstagångsväljare;72
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;52
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Svenska medborgare;18-29 ej förstagångsväljare;231
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;218
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Svenska medborgare;30-49;253
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;30-49;209
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;30-49;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Svenska medborgare;50-64;131
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;50-64;135
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;50-64;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Svenska medborgare;65-;96
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Svenska medborgare;65-;169
2014;rd;14801114;Centrum, Johanneberg, Övre;Män;Ej svenska medborgare;65-;0
2014;rd;14801114;Centrum, Johanneberg, Övre;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801121;Centrum, Landala;Män;Svenska medborgare;18-29 förstagångsväljare;26
2014;rd;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;36
2014;rd;14801121;Centrum, Landala;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801121;Centrum, Landala;Män;Svenska medborgare;18-29 ej förstagångsväljare;126
2014;rd;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;159
2014;rd;14801121;Centrum, Landala;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801121;Centrum, Landala;Män;Svenska medborgare;30-49;239
2014;rd;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;30-49;217
2014;rd;14801121;Centrum, Landala;Män;Ej svenska medborgare;30-49;0
2014;rd;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801121;Centrum, Landala;Män;Svenska medborgare;50-64;117
2014;rd;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;50-64;152
2014;rd;14801121;Centrum, Landala;Män;Ej svenska medborgare;50-64;0
2014;rd;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801121;Centrum, Landala;Män;Svenska medborgare;65-;114
2014;rd;14801121;Centrum, Landala;Kvinnor;Svenska medborgare;65-;174
2014;rd;14801121;Centrum, Landala;Män;Ej svenska medborgare;65-;0
2014;rd;14801121;Centrum, Landala;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;18-29 förstagångsväljare;27
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;31
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;18-29 ej förstagångsväljare;109
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;148
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;30-49;270
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;30-49;257
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;30-49;0
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;50-64;134
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;50-64;177
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;50-64;0
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Svenska medborgare;65-;123
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Svenska medborgare;65-;228
2014;rd;14801122;Centrum, Landalabergen m fl;Män;Ej svenska medborgare;65-;0
2014;rd;14801122;Centrum, Landalabergen m fl;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;18-29 förstagångsväljare;25
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;20
2014;rd;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;18-29 ej förstagångsväljare;149
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;184
2014;rd;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;30-49;150
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;30-49;136
2014;rd;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;30-49;0
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;50-64;92
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;50-64;94
2014;rd;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;50-64;0
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801123;Centrum, Landalagången m fl;Män;Svenska medborgare;65-;107
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Svenska medborgare;65-;177
2014;rd;14801123;Centrum, Landalagången m fl;Män;Ej svenska medborgare;65-;0
2014;rd;14801123;Centrum, Landalagången m fl;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Svenska medborgare;18-29 förstagångsväljare;61
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;49
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Svenska medborgare;18-29 ej förstagångsväljare;162
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;127
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Svenska medborgare;30-49;213
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Svenska medborgare;30-49;226
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Ej svenska medborgare;30-49;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Svenska medborgare;50-64;104
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Svenska medborgare;50-64;123
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Ej svenska medborgare;50-64;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Svenska medborgare;65-;107
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Svenska medborgare;65-;154
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Män;Ej svenska medborgare;65-;0
2014;rd;14801131;Centrum, Doktor Forselius gata m fl;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Svenska medborgare;18-29 förstagångsväljare;42
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;26
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Svenska medborgare;18-29 ej förstagångsväljare;174
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;164
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Svenska medborgare;30-49;330
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Svenska medborgare;30-49;294
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Ej svenska medborgare;30-49;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Svenska medborgare;50-64;147
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Svenska medborgare;50-64;176
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Ej svenska medborgare;50-64;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Svenska medborgare;65-;140
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Svenska medborgare;65-;194
2014;rd;14801132;Centrum, Guldheden vattentornet;Män;Ej svenska medborgare;65-;0
2014;rd;14801132;Centrum, Guldheden vattentornet;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Svenska medborgare;18-29 förstagångsväljare;22
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;36
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Svenska medborgare;18-29 ej förstagångsväljare;128
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;151
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Svenska medborgare;30-49;231
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;30-49;198
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;30-49;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Svenska medborgare;50-64;97
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;50-64;111
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;50-64;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Svenska medborgare;65-;76
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Svenska medborgare;65-;139
2014;rd;14801133;Centrum, Guldheden, Centrala;Män;Ej svenska medborgare;65-;0
2014;rd;14801133;Centrum, Guldheden, Centrala;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Svenska medborgare;18-29 förstagångsväljare;32
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;30
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Svenska medborgare;18-29 ej förstagångsväljare;135
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;144
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Svenska medborgare;30-49;344
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;30-49;261
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;30-49;0
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Svenska medborgare;50-64;100
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;50-64;140
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;50-64;0
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Svenska medborgare;65-;88
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Svenska medborgare;65-;162
2014;rd;14801134;Centrum, Guldheden, Norra;Män;Ej svenska medborgare;65-;0
2014;rd;14801134;Centrum, Guldheden, Norra;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Svenska medborgare;18-29 förstagångsväljare;25
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;37
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Svenska medborgare;18-29 ej förstagångsväljare;147
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;155
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Svenska medborgare;30-49;248
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;30-49;222
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;30-49;0
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Svenska medborgare;50-64;95
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;50-64;117
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;50-64;0
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Svenska medborgare;65-;92
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Svenska medborgare;65-;154
2014;rd;14801135;Centrum, Guldheden, Södra;Män;Ej svenska medborgare;65-;0
2014;rd;14801135;Centrum, Guldheden, Södra;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801136;Centrum, Landala Egnahem;Män;Svenska medborgare;18-29 förstagångsväljare;31
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;30
2014;rd;14801136;Centrum, Landala Egnahem;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801136;Centrum, Landala Egnahem;Män;Svenska medborgare;18-29 ej förstagångsväljare;195
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;196
2014;rd;14801136;Centrum, Landala Egnahem;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801136;Centrum, Landala Egnahem;Män;Svenska medborgare;30-49;212
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;30-49;205
2014;rd;14801136;Centrum, Landala Egnahem;Män;Ej svenska medborgare;30-49;0
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801136;Centrum, Landala Egnahem;Män;Svenska medborgare;50-64;84
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;50-64;115
2014;rd;14801136;Centrum, Landala Egnahem;Män;Ej svenska medborgare;50-64;0
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801136;Centrum, Landala Egnahem;Män;Svenska medborgare;65-;99
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Svenska medborgare;65-;137
2014;rd;14801136;Centrum, Landala Egnahem;Män;Ej svenska medborgare;65-;0
2014;rd;14801136;Centrum, Landala Egnahem;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801141;Centrum, Lorensberg;Män;Svenska medborgare;18-29 förstagångsväljare;43
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;34
2014;rd;14801141;Centrum, Lorensberg;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801141;Centrum, Lorensberg;Män;Svenska medborgare;18-29 ej förstagångsväljare;133
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;133
2014;rd;14801141;Centrum, Lorensberg;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801141;Centrum, Lorensberg;Män;Svenska medborgare;30-49;228
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Svenska medborgare;30-49;218
2014;rd;14801141;Centrum, Lorensberg;Män;Ej svenska medborgare;30-49;0
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801141;Centrum, Lorensberg;Män;Svenska medborgare;50-64;229
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Svenska medborgare;50-64;230
2014;rd;14801141;Centrum, Lorensberg;Män;Ej svenska medborgare;50-64;0
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801141;Centrum, Lorensberg;Män;Svenska medborgare;65-;252
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Svenska medborgare;65-;317
2014;rd;14801141;Centrum, Lorensberg;Män;Ej svenska medborgare;65-;0
2014;rd;14801141;Centrum, Lorensberg;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801151;Centrum, Valand;Män;Svenska medborgare;18-29 förstagångsväljare;31
2014;rd;14801151;Centrum, Valand;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;34
2014;rd;14801151;Centrum, Valand;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801151;Centrum, Valand;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801151;Centrum, Valand;Män;Svenska medborgare;18-29 ej förstagångsväljare;102
2014;rd;14801151;Centrum, Valand;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;124
2014;rd;14801151;Centrum, Valand;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801151;Centrum, Valand;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801151;Centrum, Valand;Män;Svenska medborgare;30-49;209
2014;rd;14801151;Centrum, Valand;Kvinnor;Svenska medborgare;30-49;176
2014;rd;14801151;Centrum, Valand;Män;Ej svenska medborgare;30-49;0
2014;rd;14801151;Centrum, Valand;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801151;Centrum, Valand;Män;Svenska medborgare;50-64;130
2014;rd;14801151;Centrum, Valand;Kvinnor;Svenska medborgare;50-64;130
2014;rd;14801151;Centrum, Valand;Män;Ej svenska medborgare;50-64;0
2014;rd;14801151;Centrum, Valand;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801151;Centrum, Valand;Män;Svenska medborgare;65-;121
2014;rd;14801151;Centrum, Valand;Kvinnor;Svenska medborgare;65-;122
2014;rd;14801151;Centrum, Valand;Män;Ej svenska medborgare;65-;0
2014;rd;14801151;Centrum, Valand;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Svenska medborgare;18-29 förstagångsväljare;35
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;37
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Svenska medborgare;18-29 ej förstagångsväljare;165
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;158
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Svenska medborgare;30-49;317
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Svenska medborgare;30-49;271
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Ej svenska medborgare;30-49;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Svenska medborgare;50-64;174
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Svenska medborgare;50-64;134
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Ej svenska medborgare;50-64;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Ej svenska medborgare;50-64;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Svenska medborgare;65-;95
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Svenska medborgare;65-;125
2014;rd;14801152;Centrum, Vasastaden, Norra;Män;Ej svenska medborgare;65-;0
2014;rd;14801152;Centrum, Vasastaden, Norra;Kvinnor;Ej svenska medborgare;65-;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Svenska medborgare;18-29 förstagångsväljare;36
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Svenska medborgare;18-29 förstagångsväljare;42
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Ej svenska medborgare;18-29 förstagångsväljare;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Svenska medborgare;18-29 ej förstagångsväljare;187
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Svenska medborgare;18-29 ej förstagångsväljare;165
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Ej svenska medborgare;18-29 ej förstagångsväljare;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Svenska medborgare;30-49;312
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Svenska medborgare;30-49;269
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Ej svenska medborgare;30-49;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Ej svenska medborgare;30-49;0
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Svenska medborgare;50-64;163
2014;rd;14801153;Centrum, Vasastaden, Södra;Kvinnor;Svenska medborgare;50-64;198
2014;rd;14801153;Centrum, Vasastaden, Södra;Män;Ej svenska medborgare;50-64;0
